ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
277	"LOC410056"	NA	chrNC_037642.1	-	9476149	9476552	9476149	9476349	9476451	9476552	277	306,707,1059,693	19,52,61,26	921,1267,1281,1221,1063	13,8,1,10,14	251	149	0	0.0	0.905,0.89,0.912,0.941	0.977,0.989,0.999,0.986,0.978	-0.074
279	"LOC409282"	NA	chrNC_037638.1	-	15090600	15091398	15090600	15090963	15091062	15091398	279	146,209,112,288	90,35,77,59	156,257,226,352,256	32,21,33,62,80	248	149	0.00961709598376	0.020376611576821944	0.494,0.782,0.466,0.746	0.745,0.88,0.804,0.773,0.658	-0.15
280	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414092	12418995	280	283,776,1401,869	1,10,33,11	564,1678,1059,1892,2021	29,27,13,4,16	839	149	0.401460630226	0.5800189664973578	0.98,0.932,0.883,0.933	0.775,0.917,0.935,0.988,0.957	0.018
281	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414459	12418995	281	353,909,1617,1041	0,8,21,2	704,1960,1218,2120,2263	0,38,0,9,78	1206	149	0.117903991528	0.19976479393604146	1.0,0.934,0.905,0.985	1.0,0.864,1.0,0.967,0.782	0.033
282	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12415250	12418995	282	520,1237,2034,1431	3,6,26,0	983,2567,1639,2691,2939	24,23,33,31,25	1997	149	0.000381052005245	0.00105003375602625	0.928,0.939,0.854,1.0	0.753,0.893,0.787,0.866,0.898	0.091
283	"LOC412965"	NA	chrNC_037642.1	-	8260863	8262850	8260863	8262019	8262276	8262850	283	862,1557,1202,1686	130,270,205,253	2344,3307,3287,3511,3619	230,312,435,450,349	406	149	1.73932604364e-06	6.639217310548016e-06	0.709,0.679,0.683,0.71	0.789,0.795,0.735,0.741,0.792	-0.075
284	"LOC724450"	NA	chrNC_037642.1	-	1944755	1950196	1944755	1948208	1948594	1950196	284	140,260,236,222	10,31,57,39	259,402,365,472,298	5,4,1,12,5	535	149	0	0.0	0.796,0.7,0.536,0.613	0.935,0.966,0.99,0.916,0.943	-0.289
285	"LOC724450"	NA	chrNC_037642.1	-	1944755	1950196	1944755	1948308	1948594	1950196	285	41,116,88,97	9,21,30,47	80,145,141,208,134	41,36,24,37,43	435	149	0.609081986956	0.8287232027792455	0.609,0.654,0.501,0.414	0.401,0.58,0.668,0.658,0.516	-0.02
286	"LOC410282"	NA	chrNC_037648.1	-	16213513	16213909	16213513	16213633	16213705	16213909	286	351,613,531,571	6458,10751,10156,11251	68,31,47,79,78	657,570,448,435,574	221	149	2.55351295664e-14	2.0365822849299513e-13	0.035,0.037,0.034,0.033	0.065,0.035,0.066,0.109,0.084	-0.037
287	"LOC100578721"	NA	chrNC_037638.1	+	14348780	14349665	14348780	14349476	14349545	14349665	287	336,831,1072,794	29,42,101,56	710,1050,949,1291,736	28,48,68,75,15	218	149	0.000298406227785	0.0008269392922516524	0.888,0.931,0.879,0.906	0.945,0.937,0.905,0.922,0.971	-0.035
288	"LOC412130"	NA	chrNC_037641.1	-	3707201	3707622	3707201	3707429	3707493	3707622	288	378,913,629,701	23,38,15,40	604,862,920,1036,1123	17,37,28,48,31	213	149	0.12279424015	0.2073341645217728	0.92,0.944,0.967,0.925	0.961,0.942,0.958,0.938,0.962	-0.013
289	"LOC408402"	NA	chrNC_037650.1	+	2884582	2885638	2884582	2885271	2885330	2885638	289	69,24,145,198	0,10,14,0	114,108,26,107,61	0,0,4,0,0	208	149	4.24967541937e-05	0.00013022915414777944	1.0,0.632,0.881,1.0	1.0,1.0,0.823,1.0,1.0	-0.086
290	"LOC724636"	NA	chrNC_037638.1	-	14241937	14242268	14241937	14242065	14242155	14242268	290	124,211,322,353	1,10,5,12	254,391,322,423,448	0,8,3,2,4	239	149	0.000246957781751	0.0006921873825649457	0.987,0.929,0.976,0.948	1.0,0.968,0.985,0.992,0.986	-0.026
291	"LOC410887"	NA	chrNC_037639.1	+	6959324	6960017	6959324	6959638	6959738	6960017	291	17,24,25,71	5,17,7,13	41,79,40,100,40	5,1,12,10,8	249	149	0.00401511317595	0.00940053944058938	0.67,0.458,0.681,0.766	0.831,0.979,0.666,0.857,0.749	-0.173
292	"LOC410831"	NA	chrNC_037639.1	-	13245996	13250410	13245996	13247068	13247876	13250410	292	387,673,585,780	95,190,179,139	241,256,294,406,356	109,189,214,178,191	957	149	3.40172334745e-13	2.4537430910650367e-12	0.388,0.355,0.337,0.466	0.256,0.174,0.176,0.262,0.225	0.168
293	"LOC551807"	NA	chrNC_037645.1	-	1542840	1543822	1542840	1543108	1543162	1543822	293	744,1772,853,1664	58,239,75,238	939,1468,1400,1727,1236	7,21,29,18,19	203	149	0	0.0	0.904,0.845,0.893,0.837	0.99,0.981,0.973,0.986,0.979	-0.112
294	"LOC725164"	NA	chrNC_037639.1	+	6483777	6485196	6483777	6483842	6483908	6485196	294	369,653,227,632	32,80,36,69	651,1317,1187,1426,1179	18,57,80,53,100	215	149	2.57510679447e-11	1.6090316976911276e-10	0.889,0.85,0.814,0.864	0.962,0.941,0.911,0.949,0.891	-0.077
295	"LOC725164"	NA	chrNC_037639.1	+	6488391	6492021	6488391	6488553	6490995	6492021	295	1823,5088,2152,4713	61,109,5,144	4514,9105,8541,9798,9101	6,10,6,20,4	2591	149	0	0.0	0.632,0.729,0.961,0.653	0.977,0.981,0.988,0.966,0.992	-0.237
296	"LOC725164"	NA	chrNC_037639.1	+	6488391	6492021	6488391	6489627	6490995	6492021	296	1395,3589,1678,3649	4,30,2,2	3285,6496,6442,7107,6621	0,0,0,0,0	1517	149	3.38692883739e-08	1.6530234773530297e-07	0.972,0.922,0.988,0.994	1.0,1.0,1.0,1.0,1.0	-0.031
297	"LOC102653997"	NA	chrNC_037638.1	-	12828607	12829276	12828607	12828845	12828926	12829276	297	0,4,3,1	0,0,5,0	8,2,0,14,10	0,0,0,6,2	230	149	1	1.0	NA,1.0,0.28,1.0	1.0,1.0,NA,0.602,0.764	-0.081
298	"LOC410718"	NA	chrNC_037638.1	+	13024799	13027097	13024799	13025070	13025605	13027097	298	726,1220,1153,1342	22,94,137,98	1039,1118,1097,1568,1220	11,27,68,41,37	684	149	7.6207879407e-07	3.076540316801111e-06	0.878,0.739,0.647,0.749	0.954,0.9,0.778,0.893,0.878	-0.127
299	"LOC551249"	NA	chrNC_037650.1	+	8717382	8717663	8717382	8717547	8717606	8717663	299	63,98,31,31	40,55,27,0	13,7,10,15,26	6,29,26,20,3	208	149	0.0825828293843	0.14623421593140487	0.53,0.561,0.451,1.0	0.608,0.147,0.216,0.349,0.861	0.199
300	"LOC100576125"	NA	chrNC_037641.1	+	8487576	8489863	8487576	8488229	8488676	8489863	300	198,139,174,316	0,0,0,0	31,56,27,56,32	0,7,0,2,0	596	149	0.00411774661978	0.009595034285045559	1.0,1.0,1.0,1.0	1.0,0.667,1.0,0.875,1.0	0.092
301	"LOC551842"	NA	chrNC_037638.1	+	4566500	4567058	4566500	4566719	4566815	4567058	301	56,124,118,144	2,12,20,10	152,181,272,243,162	7,16,25,12,6	245	149	0.0966487796492	0.16692333245750915	0.945,0.863,0.782,0.898	0.93,0.873,0.869,0.925,0.943	-0.036
302	"LOC100576336"	NA	chrNC_037643.1	+	14139890	14140930	14139890	14140293	14140364	14140930	302	12,36,32,47	0,0,0,0	10,4,12,40,6	0,0,2,0,0	220	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.803,1.0,1.0	0.039
303	"LOC100577174"	NA	chrNC_037640.1	-	4706249	4708332	4706249	4706721	4708261	4708332	303	173,410,658,419	3,6,31,22	237,111,63,173,84	7,7,0,8,4	1689	149	0.88232994636	1.0	0.836,0.858,0.652,0.627	0.749,0.583,1.0,0.656,0.649	0.016
304	"LOC100577174"	NA	chrNC_037640.1	-	4708261	4708810	4708261	4708332	4708405	4708810	304	39,144,429,136	0,4,20,1	83,67,55,113,63	0,8,0,0,4	222	149	0.394826596448	0.5729658152595977	1.0,0.96,0.935,0.989	1.0,0.849,1.0,1.0,0.914	0.018
305	"LOC409107"	NA	chrNC_037644.1	+	12080487	12080739	12080487	12080518	12080626	12080739	305	305,736,774,619	9,52,17,66	713,803,682,974,782	69,61,94,40,61	257	149	0.00706491840104	0.015544285165709194	0.952,0.891,0.963,0.845	0.857,0.884,0.808,0.934,0.881	0.04
306	"LOC726817"	NA	chrNC_037641.1	+	12373677	12374368	12373677	12373960	12374218	12374368	306	257,705,664,609	6,2,6,0	160,376,306,280,422	10,16,36,8,55	407	149	0	0.0	0.94,0.992,0.976,1.0	0.854,0.896,0.757,0.928,0.737	0.143
307	"LOC409109"	NA	chrNC_037638.1	-	12220524	12221499	12220524	12220693	12220777	12221499	307	1240,3276,1053,2878	101,267,243,259	769,2045,116,1327,1311	18,53,0,32,41	233	149	0	0.0	0.887,0.887,0.735,0.877	0.965,0.961,1.0,0.964,0.953	-0.122
308	"LOC550689"	NA	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358366	15358571	308	567,910,1068,1064	64,110,139,94	568,569,553,667,578	32,29,48,54,21	225	149	1.01044903222e-07	4.632011685083271e-07	0.854,0.846,0.836,0.882	0.922,0.929,0.884,0.891,0.948	-0.06
309	"LOC725829"	NA	chrNC_037640.1	+	3035333	3037642	3035333	3035531	3036245	3037642	309	4261,6403,3642,6381	223,458,327,320	1134,1809,1527,2202,1954	53,79,49,73,51	863	149	3.4058707743e-08	1.6540392225684654e-07	0.767,0.707,0.658,0.775	0.787,0.798,0.843,0.839,0.869	-0.1
310	"LOC725829"	NA	chrNC_037640.1	+	3035333	3037642	3035333	3035876	3036245	3037642	310	2838,3413,1971,4421	33,35,35,26	361,723,558,890,753	66,81,34,47,95	518	149	0	0.0	0.961,0.966,0.942,0.98	0.611,0.72,0.825,0.845,0.695	0.223
311	"LOC409675"	NA	chrNC_037643.1	-	5139686	5142128	5139686	5141672	5141900	5142128	311	19274,39961,47356,24898	2,15,14,5	33871,39593,25632,38124,27418	7,6,6,14,0	377	149	1	1.0	1.0,0.999,0.999,0.999	0.999,1.0,0.999,0.999,1.0	-0.0
312	"LOC551555"	NA	chrNC_037638.1	+	13940	16474	13940	15095	15179	16474	312	464,1285,1712,1055	17,60,156,39	771,1141,934,1253,1111	4,16,19,6,4	233	149	0	0.0	0.946,0.932,0.875,0.945	0.992,0.979,0.969,0.993,0.994	-0.061
313	"LOC410603"	NA	chrNC_037652.1	-	6968332	6969218	6968332	6968633	6968693	6969218	313	10,6,19,76	0,0,1,2	37,4,0,2,4	7,0,0,0,0	209	149	1	1.0	1.0,1.0,0.931,0.964	0.79,1.0,NA,1.0,1.0	0.026
314	"LOC410603"	NA	chrNC_037652.1	-	6968332	6969218	6968332	6968804	6968869	6969218	314	4,4,1,64	0,2,0,0	12,8,2,0,28	4,0,0,0,0	214	149	1	1.0	1.0,0.582,1.0,1.0	0.676,1.0,1.0,NA,1.0	-0.024
315	"LOC726667"	NA	chrNC_037638.1	+	11739110	11739561	11739110	11739169	11739427	11739561	315	378,924,1526,909	4,16,40,21	378,554,545,608,570	5,10,22,24,14	407	149	0.1545791938	0.2510632270162252	0.972,0.955,0.933,0.941	0.965,0.953,0.901,0.903,0.937	0.018
317	"Tpcn1"	NA	chrNC_037638.1	+	2104554	2104856	2104554	2104652	2104790	2104856	317	490,608,367,1069	13,15,44,40	80,142,58,90,122	0,0,0,0,12	287	149	0.00230934505261	0.0057499175040873355	0.951,0.955,0.812,0.933	1.0,1.0,1.0,1.0,0.841	-0.055
318	"LOC727234"	NA	chrNC_037648.1	+	14861331	14862036	14861331	14861373	14861451	14862036	318	405,527,412,714	85,205,53,184	660,764,687,930,545	67,65,68,70,37	227	149	1.22702958905e-11	7.816337836740584e-11	0.758,0.628,0.836,0.718	0.866,0.885,0.869,0.897,0.906	-0.15
319	"LOC102653945"	NA	chrNC_037648.1	+	893605	894260	893605	893815	893895	894260	319	29,76,17,96	55,121,23,79	273,128,154,264,202	30,31,35,11,32	229	149	0	0.0	0.255,0.29,0.325,0.442	0.856,0.729,0.741,0.94,0.804	-0.486
320	"LOC551919"	NA	chrNC_037642.1	+	11248696	11249301	11248696	11248834	11248926	11249301	320	135,134,105,56	10,33,63,17	544,158,169,337,259	55,23,40,58,28	241	149	0.0332219850836	0.06347813239125437	0.893,0.715,0.507,0.671	0.859,0.809,0.723,0.782,0.851	-0.108
321	"LOC107966061"	NA	chrNC_037638.1	+	21475470	21481907	21475470	21475814	21475925	21481907	321	0,1,13,0	0,0,11,0	0,3,4,0,1	0,0,0,0,0	260	149	1	1.0	NA,1.0,0.404,NA	NA,1.0,1.0,NA,1.0	-0.298
322	"LOC107966049"	NA	chrNC_037638.1	-	10978656	10980725	10978656	10980456	10980558	10980725	322	95,145,45,13	34,21,2,8	3,11,6,16,19	0,0,0,4,0	251	149	3.03552811063e-05	9.637064972582621e-05	0.624,0.804,0.93,0.491	1.0,1.0,1.0,0.704,1.0	-0.229
323	"LOC409743"	NA	chrNC_037651.1	-	5407708	5408189	5407708	5408054	5408122	5408189	323	17,10,23,33	2,8,0,5	20,50,44,69,12	4,11,0,16,12	217	149	0.512569326906	0.7152638829228819	0.854,0.462,1.0,0.819	0.774,0.757,1.0,0.748,0.407	0.047
324	"nAChRa6"	NA	chrNC_037639.1	+	3502596	3503239	3502596	3502738	3502992	3503239	324	6,38,25,42	2,0,0,4	64,58,115,191,56	0,0,0,1,8	403	149	0.596512517282	0.8136461501845749	0.526,1.0,1.0,0.795	1.0,1.0,1.0,0.986,0.721	-0.111
325	"LOC724925"	NA	chrNC_037642.1	-	5397794	5398078	5397794	5397865	5397943	5398078	325	115,227,534,292	1,13,49,41	310,468,287,540,405	6,34,22,29,4	227	149	0.00217852221248	0.00543799056092336	0.987,0.92,0.877,0.824	0.971,0.9,0.895,0.924,0.985	-0.033
326	"LOC102653619"	NA	chrNC_037638.1	-	1606221	1609466	1606221	1607277	1607380	1609466	326	0,0,8,2	0,0,0,0	0,0,0,0,0	0,0,2,0,4	252	149	1	1.0	NA,NA,1.0,1.0	NA,NA,0.0,NA,0.0	1.0
327	"LOC102653619"	NA	chrNC_037638.1	-	1606221	1609466	1606221	1609198	1609280	1609466	327	1,0,13,6	3,0,51,8	7,8,2,21,1	7,6,10,14,0	231	149	1	1.0	0.177,NA,0.141,0.326	0.392,0.462,0.114,0.492,1.0	-0.277
328	"LOC102653619"	NA	chrNC_037638.1	-	1611084	1614722	1611084	1611600	1611757	1614722	328	0,2,37,16	0,0,52,6	7,22,24,3,0	5,14,4,12,6	306	149	1	1.0	NA,1.0,0.257,0.565	0.405,0.433,0.745,0.109,0.0	0.269
330	"LOC102654998"	NA	chrNC_037638.1	-	1773265	1773619	1773265	1773404	1773479	1773619	330	24,17,48,8	0,0,0,2	17,2,6,8,11	0,0,0,0,0	224	149	1	1.0	1.0,1.0,1.0,0.727	1.0,1.0,1.0,1.0,1.0	-0.068
332	"LOC408874"	NA	chrNC_037643.1	+	14492817	14496462	14492817	14495919	14495988	14496462	332	712,1854,868,2004	18,200,339,194	738,953,1142,1068,1022	72,107,112,56,34	218	149	0.0903960445129	0.1580722275706861	0.964,0.864,0.636,0.876	0.875,0.859,0.875,0.929,0.954	-0.063
335	"LOC100577548"	NA	chrNC_037641.1	+	12044046	12044457	12044046	12044155	12044229	12044457	335	60,97,82,107	34,87,158,103	107,186,180,185,174	14,57,34,76,30	223	149	5.80457903965e-11	3.5011615079504536e-10	0.541,0.427,0.257,0.41	0.836,0.686,0.78,0.619,0.795	-0.334
336	"LOC410780"	NA	chrNC_037638.1	-	24826158	24828137	24826158	24826545	24827896	24828137	336	147,291,106,255	15,10,0,9	379,582,376,740,552	12,30,24,19,17	1500	149	0.811361099074	1.0	0.493,0.743,1.0,0.738	0.758,0.658,0.609,0.795,0.763	0.027
337	"LOC408810"	NA	chrNC_037641.1	+	6968665	6969352	6968665	6968962	6969034	6969352	337	4,11,5,10	74,207,383,148	5,10,1,3,23	285,328,258,335,428	221	149	0.176910823354	0.2826539376388827	0.035,0.035,0.009,0.044	0.012,0.02,0.003,0.006,0.035	0.016
338	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375591	14375365	14375476	14375581	14375591	338	161,496,1398,443	45,80,165,91	354,524,454,494,563	86,131,206,152,163	254	149	4.18230967341e-05	0.0001290203078495349	0.677,0.784,0.833,0.741	0.707,0.701,0.564,0.656,0.67	0.099
339	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375591	14375365	14375479	14375581	14375591	339	155,476,1311,410	115,242,661,186	328,485,432,473,539	263,266,293,339,366	251	149	0.0155475344642	0.031716384177300626	0.444,0.539,0.541,0.567	0.425,0.52,0.467,0.453,0.466	0.057
340	"LOC551581"	NA	chrNC_037638.1	-	9187215	9187566	9187215	9187305	9187398	9187566	340	21,80,66,100	14,6,5,0	22,40,34,51,42	0,0,0,0,1	242	149	3.48194135413e-07	1.4660019177688968e-06	0.48,0.891,0.89,1.0	1.0,1.0,1.0,1.0,0.963	-0.177
341	"LOC725335"	NA	chrNC_037646.1	+	9744099	9744601	9744099	9744238	9744322	9744601	341	0,0,2,2	1,3,0,2	2,0,6,1,0	0,0,0,0,0	233	149	1	1.0	0.0,0.0,1.0,0.39	1.0,NA,1.0,1.0,NA	-0.652
342	"LOC411675"	NA	chrNC_037638.1	+	2148094	2148519	2148094	2148217	2148290	2148519	342	175,419,205,383	8,25,14,44	611,840,908,1147,964	72,76,82,56,42	222	149	0.883662334631	1.0	0.936,0.918,0.908,0.854	0.851,0.881,0.881,0.932,0.939	0.007
343	"LOC551858"	NA	chrNC_037641.1	-	2759526	2760070	2759526	2759598	2759994	2760070	343	12,3,0,48	0,0,0,0	0,0,0,8,0	0,4,0,0,0	545	149	1	1.0	1.0,1.0,NA,1.0	NA,0.0,NA,1.0,NA	0.5
344	"LOC551259"	NA	chrNC_037644.1	+	9007078	9008530	9007078	9007153	9007483	9008530	344	2254,5988,1648,5746	0,0,0,4	334,632,400,664,458	0,0,0,0,0	479	149	1	1.0	1.0,1.0,1.0,0.998	1.0,1.0,1.0,1.0,1.0	-0.0
345	"LOC551259"	NA	chrNC_037644.1	+	9007078	9008530	9007078	9007324	9007483	9008530	345	1304,3360,850,3054	161,436,432,529	161,395,236,358,211	23,64,43,46,36	308	149	0.293871268377	0.4476517302450885	0.797,0.788,0.488,0.736	0.772,0.749,0.726,0.79,0.739	-0.053
346	"LOC102655033"	NA	chrNC_037643.1	-	7003915	7004265	7003915	7004100	7004177	7004265	346	4,2,39,1	6,2,11,0	18,18,17,10,4	0,0,0,0,0	226	149	3.1031259784e-09	1.6454954512488648e-08	0.305,0.397,0.7,1.0	1.0,1.0,1.0,1.0,1.0	-0.399
347	"LOC410165"	NA	chrNC_037642.1	-	8442735	8447618	8442735	8443216	8447163	8447618	347	6141,12394,9131,14626	10,55,72,68	7821,10754,9188,13575,10466	52,86,42,144,58	4096	149	0.00126125935974	0.003256040610276158	0.957,0.891,0.822,0.887	0.845,0.82,0.888,0.774,0.868	0.05
348	"LOC410165"	NA	chrNC_037642.1	-	8442735	8447618	8442735	8447093	8447163	8447618	348	476,1198,999,1401	19,99,92,53	1153,1635,1285,2591,1567	38,32,72,54,28	219	149	4.56190640818e-13	3.2665913769522485e-12	0.945,0.892,0.881,0.947	0.954,0.972,0.924,0.97,0.974	-0.043
349	"LOC551486"	NA	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615578	2615738	349	714,1332,2099,1466	15,20,81,12	451,843,531,785,610	17,18,13,5,16	243	149	0.732298839553	0.9681740722392089	0.967,0.976,0.941,0.987	0.942,0.966,0.962,0.99,0.959	0.004
350	"LOC551486"	NA	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615583	2615738	350	715,1332,2102,1473	31,39,117,64	451,852,533,785,612	171,223,135,237,160	248	149	0	0.0	0.933,0.954,0.915,0.933	0.613,0.697,0.703,0.666,0.697	0.259
351	"LOC409443"	NA	chrNC_037640.1	-	4418659	4418966	4418659	4418760	4418841	4418966	351	13,23,69,30	368,764,1603,727	33,33,54,37,29	588,816,663,1083,766	230	149	0.10845042975	0.18502586362565218	0.022,0.019,0.027,0.026	0.035,0.026,0.05,0.022,0.024	-0.008
352	"LOC724900"	NA	chrNC_037640.1	+	12764899	12765869	12764899	12765029	12765128	12765869	352	6,3,15,2	4,0,49,0	0,4,0,0,0	0,0,0,0,8	248	149	1	1.0	0.474,1.0,0.155,1.0	NA,1.0,NA,NA,0.0	0.157
353	"LOC107965402"	NA	chrNC_037650.1	+	2939257	2939786	2939257	2939552	2939627	2939786	353	0,13,26,9	0,0,2,4	8,0,4,4,4	0,0,0,0,0	224	149	1	1.0	NA,1.0,0.896,0.599	1.0,NA,1.0,1.0,1.0	-0.168
354	"LOC412644"	NA	chrNC_037642.1	+	131974	132442	131974	132175	132269	132442	354	0,0,2,1	1,1,0,0	3,1,2,7,4	5,4,2,4,10	243	149	0.0654623473069	0.11761641521624341	0.0,0.0,1.0,1.0	0.269,0.133,0.38,0.518,0.197	0.201
355	"LOC408618"	NA	chrNC_037638.1	-	4000850	4001319	4000850	4001131	4001239	4001319	355	328,831,621,891	45,72,51,148	908,1085,794,1602,912	183,278,244,464,202	257	149	4.91828799909e-14	3.7990870292183386e-13	0.809,0.87,0.876,0.777	0.742,0.694,0.654,0.667,0.724	0.137
356	"LOC412104"	NA	chrNC_037642.1	-	145317	145837	145317	145451	145535	145837	356	1118,2504,1282,2141	73,253,201,183	813,1484,1155,1598,1197	19,62,52,66,54	233	149	0	0.0	0.907,0.864,0.803,0.882	0.965,0.939,0.934,0.939,0.934	-0.078
357	"LOC100578161"	NA	chrNC_037643.1	-	16490886	16492956	16490886	16492070	16492865	16492956	357	293,571,306,563	75,108,157,180	415,529,523,678,555	137,121,128,142,176	944	149	0.377156496338	0.5530501089799372	0.381,0.455,0.235,0.331	0.323,0.408,0.392,0.43,0.332	-0.026
358	"LOC100578161"	NA	chrNC_037643.1	-	16493875	16494503	16493875	16493980	16494353	16494503	358	491,986,1025,961	81,150,305,145	743,1035,1041,1084,1112	19,28,61,39,25	522	149	0	0.0	0.634,0.652,0.49,0.654	0.918,0.913,0.83,0.888,0.927	-0.288
359	"LOC409937"	NA	chrNC_037638.1	+	19765370	19766327	19765370	19765892	19766025	19766327	359	510,1165,382,897	163,364,115,538	72,51,80,23,67	38,36,38,15,31	282	149	0.0212688872365	0.04223639347977025	0.623,0.628,0.637,0.468	0.5,0.428,0.527,0.448,0.533	0.102
360	"LOC413380"	NA	chrNC_037648.1	+	2238813	2240237	2238813	2239684	2239861	2240237	360	4,4,9,0	0,0,0,0	0,11,0,2,0	0,0,0,0,16	326	149	1	1.0	1.0,1.0,1.0,NA	NA,1.0,NA,1.0,0.0	0.333
362	"LOC411490"	NA	chrNC_037646.1	+	11286633	11287100	11286633	11286828	11286913	11287100	362	60,123,169,223	13,22,109,55	295,399,402,452,363	42,41,37,51,36	234	149	5.32791246877e-06	1.9006116843139528e-05	0.746,0.781,0.497,0.721	0.817,0.861,0.874,0.849,0.865	-0.167
363	"LOC409053"	NA	chrNC_037638.1	-	5634907	5636615	5634907	5635705	5636522	5636615	363	668,1579,1705,1652	70,291,312,182	580,768,562,868,753	237,336,253,400,302	966	149	0	0.0	0.595,0.456,0.457,0.583	0.274,0.261,0.255,0.251,0.278	0.259
364	"LOC409053"	NA	chrNC_037638.1	-	5638730	5639106	5638730	5638932	5639007	5639106	364	397,966,1000,824	13,42,79,33	738,1046,1055,1347,959	30,15,23,23,38	224	149	2.28392057378e-07	9.9578937016808e-07	0.953,0.939,0.894,0.943	0.942,0.979,0.968,0.975,0.944	-0.029
365	"LOC102655442"	NA	chrNC_037638.1	+	1214381	1214946	1214381	1214509	1214648	1214946	365	0,4,36,43	6,8,50,15	0,0,0,0,0	0,0,0,2,0	288	149	1	1.0	0.0,0.206,0.271,0.597	NA,NA,NA,0.0,NA	0.268
366	"LOC409965"	NA	chrNC_037640.1	-	8274155	8274606	8274155	8274323	8274423	8274606	366	589,1211,723,1136	35,85,163,97	829,965,1059,876,1215	51,87,76,113,93	249	149	0.311091567456	0.46950896565282463	0.91,0.895,0.726,0.875	0.907,0.869,0.893,0.823,0.887	-0.024
367	"LOC409965"	NA	chrNC_037640.1	-	8274203	8274606	8274203	8274258	8274423	8274606	367	622,1405,835,1277	67,103,116,120	889,1066,1125,961,1335	137,214,202,205,222	314	149	1.10806919196e-10	6.628145593370487e-10	0.815,0.866,0.774,0.835	0.755,0.703,0.725,0.69,0.74	0.1
368	"LOC412195"	NA	chrNC_037640.1	+	1942784	1943250	1942784	1942873	1943026	1943250	368	6,7,22,10	2,0,20,4	2,2,5,6,7	0,0,0,0,2	302	149	9.72079623129e-07	3.845202057619149e-06	0.597,1.0,0.352,0.552	1.0,1.0,1.0,1.0,0.633	-0.301
369	"LOC726231"	NA	chrNC_037639.1	-	14756223	14759022	14756223	14756665	14758210	14759022	369	2351,7843,3845,8972	8,0,0,0	1628,2270,2443,2969,2494	0,2,0,0,6	1694	149	1	1.0	0.963,1.0,1.0,1.0	1.0,0.99,1.0,1.0,0.973	-0.002
370	"LOC726231"	NA	chrNC_037639.1	-	14756223	14759022	14756223	14756749	14758210	14759022	370	1858,6612,3156,7723	0,0,2,2	1418,1923,2111,2572,2138	1,10,3,2,6	1610	149	0.033324401816	0.06347813239125437	1.0,1.0,0.993,0.997	0.992,0.947,0.985,0.992,0.971	0.02
371	"LOC102656575"	NA	chrNC_037638.1	-	19456316	19457519	19456316	19456520	19456600	19457519	371	1,10,90,56	2,1,11,13	47,60,72,42,67	23,46,12,51,32	229	149	0.0535690328237	0.0978607471136866	0.245,0.867,0.842,0.737	0.571,0.459,0.796,0.349,0.577	0.122
372	"LOC102656575"	NA	chrNC_037638.1	-	19456316	19457519	19456316	19456840	19456903	19457519	372	14,37,63,23	0,0,0,0	55,112,66,71,52	0,7,6,4,2	212	149	3.45441755176e-05	0.00010861485956014615	1.0,1.0,1.0,1.0	1.0,0.918,0.885,0.926,0.948	0.065
373	"LOC102654387"	NA	chrNC_037643.1	-	9000955	9001408	9000955	9001202	9001303	9001408	373	10,36,159,58	6,0,48,8	78,42,34,68,45	3,2,1,4,4	250	149	0.00160002442678	0.004076945357587481	0.498,1.0,0.664,0.812	0.939,0.926,0.953,0.91,0.87	-0.176
374	"LOC102655229"	NA	chrNC_037638.1	-	5598364	5598841	5598364	5598471	5598615	5598841	374	8,44,216,133	2,18,83,35	48,68,42,49,22	0,0,0,3,0	293	149	0	0.0	0.67,0.554,0.57,0.659	1.0,1.0,1.0,0.893,1.0	-0.365
376	"LOC552508"	NA	chrNC_037651.1	-	6845674	6846250	6845674	6846049	6846122	6846250	376	19,51,128,70	10,19,28,15	70,83,61,87,84	7,10,15,8,9	222	149	0.00100281389213	0.00262336114181208	0.56,0.643,0.754,0.758	0.87,0.848,0.732,0.88,0.862	-0.16
377	"LOC100577113"	NA	chrNC_037638.1	-	8183446	8184039	8183446	8183843	8183940	8184039	377	297,993,486,480	0,0,6,4	1695,530,385,639,519	43,46,56,45,28	246	149	0	0.0	1.0,1.0,0.98,0.986	0.96,0.875,0.806,0.896,0.918	0.101
