ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1305	"LOC408740"	NA	chrNC_037640.1	+	9269837	9269994	9272213	9272269	9266157	9266303	9272471	9272575
1306	"LOC100578925"	NA	chrNC_037640.1	-	8668264	8669206	8705273	8705439	8656848	8667450	8736629	8736685
1307	"LOC100578925"	NA	chrNC_037640.1	-	8668264	8669206	8736629	8736685	8656848	8667450	8759747	8760447
1308	"LOC100578925"	NA	chrNC_037640.1	-	8705273	8705439	8736629	8736685	8668264	8669206	8759747	8760447
1309	"LOC551502"	NA	chrNC_037650.1	+	2786365	2786536	2790529	2790713	2786147	2786284	2793238	2793452
1310	"LOC551256"	NA	chrNC_037640.1	+	8337724	8337821	8338161	8338367	8337478	8337662	8338449	8338578
1311	"Stg-1"	NA	chrNC_037651.1	+	4929461	4929554	4931986	4932142	4915740	4916071	4934936	4935152
1312	"Stg-1"	NA	chrNC_037651.1	+	4931986	4932142	4934936	4935152	4931534	4931623	4935901	4936066
1313	"LOC413438"	NA	chrNC_037645.1	-	8887448	8887493	8888249	8888381	8886265	8886352	8888473	8888609
1314	"LOC413438"	NA	chrNC_037645.1	-	8887448	8887493	8888270	8888381	8886265	8886352	8888473	8888609
1315	"LOC409893"	NA	chrNC_037640.1	+	8238445	8238913	8240798	8240890	8215548	8216939	8245153	8245311
1316	"LOC409893"	NA	chrNC_037640.1	+	8238445	8238913	8240798	8240923	8215548	8216939	8245153	8245311
1317	"LOC409893"	NA	chrNC_037640.1	+	8238445	8238913	8240798	8240944	8215548	8216939	8245153	8245311
1318	"LOC107964909"	NA	chrNC_037645.1	-	7180719	7180768	7180875	7181184	7180379	7180629	7186161	7186231
1319	"LOC107964909"	NA	chrNC_037645.1	-	7180719	7180768	7180875	7181070	7180379	7180629	7186161	7186236
1320	"LOC552571"	NA	chrNC_037640.1	+	8127226	8127319	8127799	8127850	8126654	8127115	8127966	8128036
1321	"LOC726727"	NA	chrNC_037640.1	-	8089917	8090036	8091268	8091424	8087734	8087877	8095537	8095636
1322	"LOC726727"	NA	chrNC_037640.1	-	8097206	8097569	8097699	8097964	8096325	8097003	8098143	8098407
1323	"LOC408908"	NA	chrNC_037644.1	-	13634570	13634882	13636255	13636311	13633235	13633433	13637006	13637142
1324	"LOC408908"	NA	chrNC_037644.1	-	13634615	13634882	13636255	13636311	13633235	13633433	13637006	13637142
1325	"LOC408908"	NA	chrNC_037644.1	-	13635340	13635415	13636255	13636311	13634570	13634882	13637006	13637142
1326	"LOC408908"	NA	chrNC_037644.1	-	13638032	13638185	13644776	13644862	13637006	13637142	13653410	13653603
1327	"LOC408908"	NA	chrNC_037644.1	-	13639391	13639552	13644776	13644862	13638991	13639268	13653410	13653603
1328	"LOC410044"	NA	chrNC_037640.1	+	6976523	6976569	6977872	6978045	6965192	6965377	7092425	7092614
1329	"LOC411083"	NA	chrNC_037642.1	+	6983620	6983746	6984052	6985778	6948589	6948733	6985985	6986222
1330	"LOC411083"	NA	chrNC_037642.1	+	6983620	6983746	6985985	6986222	6948589	6948733	6986347	6986649
1331	"LOC411083"	NA	chrNC_037642.1	+	6983620	6983746	6997371	6997604	6948589	6948733	6997749	7002055
1332	"LOC411083"	NA	chrNC_037642.1	+	6983620	6983746	6984052	6985778	6949693	6949877	6985985	6986222
1333	"LOC411083"	NA	chrNC_037642.1	+	6983620	6983746	6984052	6985778	6982126	6982207	6985985	6986222
1334	"LOC411083"	NA	chrNC_037642.1	+	6987017	6987112	6988117	6988212	6986347	6986649	6997050	6997225
1335	"LOC411083"	NA	chrNC_037642.1	+	6987017	6987112	6993542	6993637	6986347	6986649	6997050	6997225
1336	"LOC411083"	NA	chrNC_037642.1	+	6988117	6988212	6993542	6993637	6986347	6986649	6997050	6997225
1337	"LOC411083"	NA	chrNC_037642.1	+	6988117	6988212	6997371	6997604	6986347	6986649	6997749	7002055
1338	"LOC409872"	NA	chrNC_037640.1	-	6913085	6913123	6913992	6914030	6904389	6904518	6914592	6914660
1339	"LOC552278"	NA	chrNC_037640.1	+	6738125	6738203	6853358	6853673	6701868	6702136	6862884	6863018
1340	"LOC552278"	NA	chrNC_037640.1	+	6738125	6738203	6801357	6801366	6702852	6703141	6853358	6853673
1341	"LOC552278"	NA	chrNC_037640.1	+	6738125	6738203	6801357	6801366	6702852	6703141	6862884	6863018
1342	"LOC552278"	NA	chrNC_037640.1	+	6738125	6738203	6853358	6853673	6702852	6703141	6862884	6863018
1343	"LOC552278"	NA	chrNC_037640.1	+	6801357	6801366	6853358	6853673	6701869	6702136	6862884	6863018
1344	"LOC552278"	NA	chrNC_037640.1	+	6801357	6801366	6853358	6853673	6702852	6703141	6862884	6863018
1345	"LOC552278"	NA	chrNC_037640.1	+	6801357	6801366	6853358	6853673	6738125	6738203	6862884	6863018
1346	"LOC724853"	NA	chrNC_037640.1	+	6664181	6664366	6681983	6682122	6605056	6605135	6689611	6695228
1347	"LOC410304"	NA	chrNC_037648.1	-	7503046	7506405	7593937	7594026	7495431	7498298	7636125	7636161
1348	"LOC410304"	NA	chrNC_037648.1	-	7593937	7594026	7636125	7636161	7503046	7506405	7662676	7662762
1349	"LOC410304"	NA	chrNC_037648.1	-	7636125	7636161	7662676	7662762	7593937	7594026	7693051	7693099
1350	"LOC410304"	NA	chrNC_037648.1	-	7636125	7636161	7662676	7662762	7593937	7594026	7730193	7731936
1351	"LOC410304"	NA	chrNC_037648.1	-	7662676	7662762	7693051	7693099	7636125	7636161	7703322	7703606
1352	"LOC410304"	NA	chrNC_037648.1	-	7662676	7662762	7693051	7693099	7636125	7636161	7730193	7731936
1353	"LOC410304"	NA	chrNC_037648.1	-	7662676	7662762	7693051	7693099	7636125	7636161	7766687	7766759
1354	"LOC412401"	NA	chrNC_037642.1	-	50779	51091	53065	53270	50164	50465	59975	60208
1355	"LOC412401"	NA	chrNC_037642.1	-	50779	51091	59975	60208	50164	50465	87467	87590
1356	"LOC412401"	NA	chrNC_037642.1	-	50779	51091	59975	60208	50164	50465	124059	124182
1357	"LOC412401"	NA	chrNC_037642.1	-	53065	53270	59975	60208	50779	51091	67448	67571
1358	"LOC412401"	NA	chrNC_037642.1	-	53065	53270	59975	60208	50779	51091	87467	87590
1359	"LOC412401"	NA	chrNC_037642.1	-	53065	53270	59975	60208	50779	51091	124059	124182
1360	"LOC412401"	NA	chrNC_037642.1	-	53065	53270	87467	87590	50779	51091	124059	124182
1361	"LOC412401"	NA	chrNC_037642.1	-	59975	60208	87467	87590	50779	51091	124059	124182
1362	"LOC412401"	NA	chrNC_037642.1	-	59975	60208	67448	67571	53065	53270	69520	69640
1363	"LOC412401"	NA	chrNC_037642.1	-	59975	60208	67448	67571	53065	53270	87467	87590
1364	"LOC412401"	NA	chrNC_037642.1	-	59975	60208	67448	67571	53065	53270	124059	124182
1365	"LOC412401"	NA	chrNC_037642.1	-	59975	60208	87467	87590	53065	53270	124059	124182
1366	"LOC412401"	NA	chrNC_037642.1	-	59975	60208	124059	124182	53065	53270	129074	129667
1367	"LOC412401"	NA	chrNC_037642.1	-	67448	67571	87467	87590	53065	53270	124059	124182
1368	"LOC412401"	NA	chrNC_037642.1	-	67448	67571	69520	69640	59975	60208	87467	87590
1369	"LOC412401"	NA	chrNC_037642.1	-	67448	67571	69520	69640	59975	60208	124059	124182
1370	"LOC412401"	NA	chrNC_037642.1	-	67448	67571	87467	87590	59975	60208	124059	124182
1371	"LOC412401"	NA	chrNC_037642.1	-	67448	67571	87467	87590	59975	60208	129074	129668
1372	"LOC412401"	NA	chrNC_037642.1	-	69520	69640	87467	87590	59975	60208	124059	124182
1373	"LOC412401"	NA	chrNC_037642.1	-	69520	69640	87467	87590	67448	67571	124059	124182
1374	"LOC412401"	NA	chrNC_037642.1	-	87467	87590	124059	124182	67448	67571	129074	129668
1375	"LOC412401"	NA	chrNC_037642.1	-	87467	87590	124059	124182	69520	69640	129074	129669
1376	"LOC551897"	NA	chrNC_037642.1	+	5317716	5317911	5318825	5318854	5317285	5317647	5319277	5319825
1377	"LOC551519"	NA	chrNC_037642.1	+	249650	249785	250304	250462	244767	244862	250702	250934
1378	"LOC551519"	NA	chrNC_037642.1	+	249654	249785	250304	250462	244767	244862	250702	250934
1379	"LOC551519"	NA	chrNC_037642.1	+	251543	251782	251889	251983	251079	251278	252127	252343
1380	"LOC551519"	NA	chrNC_037642.1	+	251889	251983	252127	252343	251543	251782	252444	252608
1381	"LOC551171"	NA	chrNC_037640.1	+	5415353	5415449	5415551	5415699	5415069	5415280	5415820	5415940
1382	"LOC551171"	NA	chrNC_037640.1	+	5415353	5415449	5415820	5415940	5415069	5415280	5416043	5416293
1383	"LOC551171"	NA	chrNC_037640.1	+	5415551	5415699	5415820	5415940	5415353	5415449	5416043	5416293
1384	"LOC410535"	NA	chrNC_037651.1	-	8828536	8828830	8830998	8831193	8825319	8827071	8835105	8835231
1385	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831178	8835105	8835231	8828536	8828830	8838822	8839053
1386	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831178	8835117	8835231	8828536	8828830	8838822	8839053
1387	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831193	8835105	8835231	8825319	8827071	8838822	8839053
1388	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831193	8835117	8835231	8825319	8827071	8838822	8839053
1389	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831193	8835105	8835231	8828536	8828830	8838822	8839053
1390	"LOC410535"	NA	chrNC_037651.1	-	8830998	8831193	8835117	8835231	8828536	8828830	8838822	8839053
1391	"LOC410535"	NA	chrNC_037651.1	-	8835105	8835231	8838822	8839053	8830998	8831178	8839121	8839783
1392	"LOC410535"	NA	chrNC_037651.1	-	8835105	8835231	8838822	8839053	8830998	8831193	8839121	8839783
1393	"LOC410535"	NA	chrNC_037651.1	-	8835117	8835231	8838822	8839053	8830998	8831178	8839121	8839783
1394	"LOC410535"	NA	chrNC_037651.1	-	8835117	8835231	8838822	8839053	8830998	8831193	8839121	8839783
1395	"LOC551255"	NA	chrNC_037639.1	+	3021954	3022164	3022267	3022373	3021267	3021504	3023509	3024058
1396	"LOC727159"	NA	chrNC_037640.1	-	4953972	4954192	4960847	4961237	4951644	4951785	4961995	4962159
1397	"LOC727159"	NA	chrNC_037640.1	-	4954809	4955011	4960847	4961237	4953972	4954192	4961995	4962156
1398	"LOC727159"	NA	chrNC_037640.1	-	4957602	4957671	4960847	4961237	4956369	4956522	4961995	4962159
1399	"LOC727159"	NA	chrNC_037640.1	-	4960847	4961237	4961995	4962159	4956369	4956522	4962713	4962851
1400	"LOC727159"	NA	chrNC_037640.1	-	4960847	4961237	4961995	4962207	4957602	4957671	4962713	4962850
1401	"LOC727159"	NA	chrNC_037640.1	-	4960847	4961237	4961995	4962159	4957602	4957671	4962713	4962851
1402	"LOC724443"	NA	chrNC_037645.1	-	12221446	12221569	12222051	12222159	12221005	12221121	12223434	12223674
1403	"LOC726421"	NA	chrNC_037641.1	+	6464035	6464177	6464308	6464426	6463600	6463714	6464596	6464687
1404	"LOC410114"	NA	chrNC_037640.1	-	4925518	4925639	4925827	4925954	4925105	4925361	4926026	4926232
1405	"LOC550811"	NA	chrNC_037641.1	-	9338244	9338379	9339404	9339504	9335324	9335531	9347003	9347101
1406	"LOC550811"	NA	chrNC_037641.1	-	9339404	9339504	9347003	9347101	9338244	9338379	9347763	9348001
1407	"LOC409640"	NA	chrNC_037640.1	+	4641189	4641276	4644269	4644542	4638495	4638584	4645934	4646113
1408	"LOC409640"	NA	chrNC_037640.1	+	4641194	4641276	4644269	4644542	4638495	4638584	4645934	4646113
1409	"LOC409640"	NA	chrNC_037640.1	+	4641595	4641712	4642251	4642524	4641189	4641276	4643772	4643857
1410	"LOC409640"	NA	chrNC_037640.1	+	4642251	4642524	4643772	4643857	4641595	4641712	4644269	4644542
1411	"LOC409640"	NA	chrNC_037640.1	+	4642251	4642524	4643772	4643857	4641595	4641712	4644443	4644542
1412	"LOC409640"	NA	chrNC_037640.1	+	4642251	4642524	4644269	4644542	4641595	4641712	4645934	4646113
1413	"LOC409640"	NA	chrNC_037640.1	+	4642251	4642524	4644443	4644542	4641595	4641712	4645934	4646113
1414	"LOC552402"	NA	chrNC_037642.1	-	421070	421218	423095	423322	420543	420797	425970	426084
1415	"LOC100578579"	NA	chrNC_037641.1	+	7807407	7807867	7813144	7813378	7701298	7704218	7813856	7814335
1416	"LOC100578579"	NA	chrNC_037641.1	+	7807407	7807867	7813144	7813378	7771469	7771514	7813856	7814335
1417	"LOC100578579"	NA	chrNC_037641.1	+	7847469	7847795	7848239	7848394	7846491	7846671	7848853	7849429
1418	"LOC100578579"	NA	chrNC_037641.1	+	7848239	7848394	7848853	7849429	7847469	7847795	7850805	7850978
1419	"LOC412788"	NA	chrNC_037649.1	-	9279327	9279528	9283117	9283259	9278922	9279147	9283465	9283615
1420	"LOC725617"	NA	chrNC_037649.1	+	4262541	4262544	4265552	4265773	4260527	4261752	4265906	4266066
1421	"LOC725617"	NA	chrNC_037649.1	+	4262541	4262544	4265570	4265773	4260527	4261752	4265906	4266066
1422	"LOC100577409"	NA	chrNC_037646.1	+	8441509	8441727	8441988	8442129	8440756	8441127	8442290	8442413
1423	"LOC100577409"	NA	chrNC_037646.1	+	8441509	8441727	8442290	8442413	8440756	8441127	8446200	8446365
1424	"LOC100577409"	NA	chrNC_037646.1	+	8441988	8442129	8442290	8442413	8441509	8441727	8446200	8446365
1425	"LOC100577409"	NA	chrNC_037646.1	+	8442290	8442413	8446200	8446365	8441988	8442129	8446680	8446876
1426	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2839246	2839430	2860647	2860922
1427	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2839449	2839773	2860647	2860922
1428	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2840487	2840836	2860647	2860922
1429	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2840491	2841094	2860647	2860922
1430	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2840492	2840792	2860647	2860922
1431	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2842900	2842926	2860647	2860922
1432	"LOC408766"	NA	chrNC_037641.1	+	2856913	2857290	2860163	2860374	2843692	2843909	2860647	2860922
1433	"uzip"	NA	chrNC_037640.1	-	4428861	4429205	4430004	4430384	4427154	4428641	4431084	4431280
1434	"uzip"	NA	chrNC_037640.1	-	4430004	4430384	4431084	4431280	4428861	4429205	4449611	4450018
1435	"LOC414029"	NA	chrNC_037640.1	-	4354846	4354968	4358537	4358829	4349428	4349602	4360351	4360521
1436	"LOC414029"	NA	chrNC_037640.1	-	4358537	4358829	4360351	4360521	4354846	4354968	4367823	4368102
1437	"LOC100577376"	NA	chrNC_037642.1	-	9948781	9949042	9951638	9951907	9947392	9947754	9953392	9953474
1438	"LOC410263"	NA	chrNC_037648.1	+	14287188	14287327	14287430	14287744	14286956	14287110	14287815	14288111
1439	"LOC726496"	NA	chrNC_037640.1	+	4294587	4294789	4299780	4299859	4216677	4216996	4299992	4300131
1440	"LOC725894"	NA	chrNC_037640.1	-	4161090	4163571	4164382	4164457	4151029	4151226	4215898	4216145
1441	"LOC725894"	NA	chrNC_037640.1	-	4161090	4163571	4164386	4164457	4151029	4151226	4215898	4216145
1442	"LOC726044"	NA	chrNC_037641.1	+	5803575	5803710	5817621	5817651	5798611	5799079	5818098	5818287
1443	"LOC412917"	NA	chrNC_037643.1	+	6714244	6716378	6792283	6792334	6657228	6657568	6834518	6834674
1444	"LOC551819"	NA	chrNC_037638.1	-	4769938	4770069	4770289	4770349	4769429	4769739	4770501	4770807
1445	"LOC100578165"	NA	chrNC_037640.1	-	3682720	3682994	3683143	3683209	3673950	3675720	3746062	3746791
1446	"LOC100578165"	NA	chrNC_037640.1	-	3682720	3682994	3705919	3705973	3673950	3675720	3746062	3746791
1447	"LOC100578165"	NA	chrNC_037640.1	-	3683143	3683209	3705919	3705973	3673950	3675720	3746062	3746791
1448	"LOC411050"	NA	chrNC_037641.1	-	4247443	4247732	4253272	4253373	4244018	4247296	4257470	4257635
1449	"LOC411050"	NA	chrNC_037641.1	-	4247443	4247735	4253272	4253373	4244018	4247296	4257470	4257635
1450	"LOC411050"	NA	chrNC_037641.1	-	4253272	4253373	4257470	4257635	4247501	4247732	4259799	4260025
1451	"LOC411050"	NA	chrNC_037641.1	-	4253272	4253373	4257470	4257635	4247501	4247735	4259799	4260025
1452	"LOC411050"	NA	chrNC_037641.1	-	4261689	4261887	4268284	4268542	4259799	4260025	4269189	4269294
1453	"LOC411050"	NA	chrNC_037641.1	-	4293771	4293924	4295893	4296058	4272392	4272596	4299514	4299568
1454	"LOC411050"	NA	chrNC_037641.1	-	4295893	4296058	4299514	4299568	4293771	4293924	4304882	4305058
1455	"LOC411050"	NA	chrNC_037641.1	-	4299514	4299568	4304882	4305058	4295893	4296058	4309961	4310213
1456	"LOC411050"	NA	chrNC_037641.1	-	4389423	4389702	4396157	4396581	4320977	4321139	4396691	4397599
1457	"LOC550663"	NA	chrNC_037639.1	+	13724596	13724723	13724932	13725034	13724431	13724520	13725242	13725434
1458	"LOC412859"	NA	chrNC_037642.1	-	3836699	3836851	3845837	3846155	3832222	3832498	3846753	3846965
1459	"LOC551895"	NA	chrNC_037650.1	-	2923692	2923921	2924860	2924987	2918637	2922791	2933211	2933350
1460	"Akhr"	NA	chrNC_037638.1	+	4493506	4493655	4494061	4494167	4492707	4492989	4494449	4494657
1461	"LOC413812"	NA	chrNC_037640.1	+	3278230	3278346	3281122	3281173	3250807	3251047	3282001	3282308
1462	"LOC724510"	NA	chrNC_037640.1	-	3244702	3244819	3245192	3245309	3244284	3244605	3245786	3245973
1463	"LOC727008"	NA	chrNC_037651.1	+	9406445	9406649	9406840	9406988	9406062	9406306	9407086	9407401
1464	"LOC408787"	NA	chrNC_037641.1	-	11650854	11650939	11671718	11671963	11649230	11649857	11687716	11687802
1465	"LOC408787"	NA	chrNC_037641.1	-	11650854	11650939	11687716	11687802	11649230	11649857	11708014	11708129
1466	"LOC408787"	NA	chrNC_037641.1	-	11652731	11652872	11671718	11671963	11649697	11649857	11687716	11687802
1467	"LOC408787"	NA	chrNC_037641.1	-	11652731	11652872	11687716	11687802	11649697	11649857	11708014	11708129
1468	"LOC408787"	NA	chrNC_037641.1	-	11652731	11652872	11671718	11671963	11650854	11650939	11687716	11687802
1469	"LOC408787"	NA	chrNC_037641.1	-	11652731	11652872	11671718	11671963	11650854	11650939	11708014	11708129
1470	"LOC408787"	NA	chrNC_037641.1	-	11652731	11652872	11687716	11687802	11650854	11650939	11708014	11708129
1471	"LOC408787"	NA	chrNC_037641.1	-	11671718	11671963	11687716	11687802	11650854	11650939	11708014	11708129
1472	"LOC408787"	NA	chrNC_037641.1	-	11671718	11671963	11708014	11708129	11650854	11650939	11711871	11712775
1473	"LOC408787"	NA	chrNC_037641.1	-	11671718	11671963	11687716	11687802	11652731	11652872	11708014	11708129
1474	"LOC408787"	NA	chrNC_037641.1	-	11671718	11671963	11708014	11708129	11652731	11652872	11711871	11712775
1475	"LOC408787"	NA	chrNC_037641.1	-	11687716	11687802	11708014	11708129	11671718	11671963	11711871	11712775
1476	"LOC408787"	NA	chrNC_037641.1	-	11687716	11687802	11711871	11712775	11671718	11671963	11715235	11715532
1477	"LOC408787"	NA	chrNC_037641.1	-	11708014	11708129	11711871	11712775	11687716	11687802	11715235	11715532
1478	"LOC408787"	NA	chrNC_037641.1	-	11708014	11708129	11715235	11715532	11687716	11687802	11716315	11716556
1479	"LOC408787"	NA	chrNC_037641.1	-	11711871	11712775	11715235	11715532	11708014	11708129	11716315	11716556
1480	"LOC408787"	NA	chrNC_037641.1	-	11711871	11712775	11716315	11716556	11708014	11708129	11775332	11776346
1481	"LOC408787"	NA	chrNC_037641.1	-	11715235	11715532	11716315	11716556	11711871	11712775	11775332	11776346
1482	"LOC410796"	NA	chrNC_037639.1	+	15835664	15835712	15835998	15836182	15835102	15835305	15836284	15837872
1483	"LOC102656765"	NA	chrNC_037645.1	-	12251828	12251928	12252691	12252825	12251364	12251430	12253971	12262656
1484	"LOC102656765"	NA	chrNC_037645.1	-	12251828	12251928	12252691	12252828	12251373	12251430	12253971	12262656
1485	"LOC408759"	NA	chrNC_037640.1	+	3107030	3107705	3110278	3110431	3105734	3105954	3113394	3113600
1486	"LOC113218991"	NA	chrNC_037646.1	+	962488	962545	964560	964860	962273	962380	965558	965704
1487	"LOC551356"	NA	chrNC_037638.1	+	18361623	18375747	18377106	18377211	18358416	18358527	18377329	18377635
1488	"LOC552247"	NA	chrNC_037649.1	-	5221091	5221215	5221373	5221619	5220661	5220903	5221748	5221813
1489	"LOC552247"	NA	chrNC_037649.1	-	5221091	5221215	5221748	5221813	5220661	5220903	5221899	5222088
1490	"LOC552247"	NA	chrNC_037649.1	-	5223641	5223783	5224137	5224298	5222909	5223014	5224445	5224591
1491	"LOC552247"	NA	chrNC_037649.1	-	5224662	5224791	5224904	5224946	5224445	5224591	5225116	5225206
1492	"LOC102654788"	NA	chrNC_037640.1	+	2707433	2707518	2707738	2707926	2703173	2703300	2710463	2712486
1493	"Cac"	NA	chrNC_037640.1	+	2477068	2477169	2481528	2481632	2475629	2476024	2482682	2482838
1494	"Cac"	NA	chrNC_037640.1	+	2483004	2483225	2485578	2485682	2482682	2482838	2487343	2487459
1495	"Cac"	NA	chrNC_037640.1	+	2485578	2485682	2487343	2487459	2483004	2483225	2487716	2487776
1496	"Cac"	NA	chrNC_037640.1	+	2486427	2486543	2487343	2487459	2485578	2485682	2487716	2487776
1497	"Cac"	NA	chrNC_037640.1	+	2499224	2499335	2502630	2502741	2494713	2494878	2505565	2505649
1498	"Cac"	NA	chrNC_037640.1	+	2499224	2499335	2505565	2505649	2494713	2494878	2511889	2512371
1499	"Cac"	NA	chrNC_037640.1	+	2505565	2505649	2507032	2507080	2494713	2494878	2508603	2508720
1500	"Cac"	NA	chrNC_037640.1	+	2509482	2509574	2510761	2510853	2509158	2509224	2511889	2512371
1501	"Cac"	NA	chrNC_037640.1	+	2514431	2514488	2518911	2519093	2512685	2512789	2522375	2522503
1502	"Cac"	NA	chrNC_037640.1	+	2514431	2514488	2520116	2520122	2512685	2512789	2522375	2522503
1503	"Cac"	NA	chrNC_037640.1	+	2518911	2519093	2520116	2520122	2512685	2512789	2522375	2522503
1504	"Cac"	NA	chrNC_037640.1	+	2519501	2519511	2522375	2522503	2518911	2519093	2522688	2522843
1505	"LOC552831"	NA	chrNC_037642.1	-	13602170	13602235	13602339	13602518	13601815	13601916	13602630	13602794
1506	"LOC726866"	NA	chrNC_037641.1	+	12395122	12395167	12409002	12409271	12394665	12395002	12409623	12409836
1507	"LOC552297"	NA	chrNC_037640.1	-	1772207	1772368	1780334	1780528	1770670	1771415	1821225	1821687
1508	"LOC411812"	NA	chrNC_037649.1	-	2304845	2304959	2306470	2306537	2304087	2304178	2308531	2308610
1509	"LOC411812"	NA	chrNC_037649.1	-	2306470	2306537	2308531	2308610	2304845	2304959	2318793	2319870
1510	"LOC411812"	NA	chrNC_037649.1	-	2306470	2306537	2308531	2308610	2304845	2304959	2338828	2339069
1511	"LOC411812"	NA	chrNC_037649.1	-	2306470	2306537	2338828	2339069	2304845	2304959	2351897	2351970
1512	"LOC411812"	NA	chrNC_037649.1	-	2306470	2306537	2338828	2339069	2304845	2304959	2378693	2378906
1513	"LOC411812"	NA	chrNC_037649.1	-	2306470	2306537	2338828	2339069	2304845	2304959	2379412	2379546
1514	"LOC411812"	NA	chrNC_037649.1	-	2308531	2308610	2338828	2339069	2306470	2306537	2351897	2351970
1515	"LOC411812"	NA	chrNC_037649.1	-	2308531	2308610	2351897	2351970	2306470	2306537	2378693	2378712
1516	"LOC411812"	NA	chrNC_037649.1	-	2308531	2308610	2338828	2339069	2306470	2306537	2378693	2378906
1517	"LOC411812"	NA	chrNC_037649.1	-	2308531	2308610	2351897	2351970	2306470	2306537	2378709	2378906
1518	"LOC411812"	NA	chrNC_037649.1	-	2308531	2308610	2351897	2351970	2306470	2306537	2378774	2378907
1519	"LOC411812"	NA	chrNC_037649.1	-	2308531	2308610	2338828	2339069	2306470	2306537	2379412	2379546
1520	"LOC411812"	NA	chrNC_037649.1	-	2338828	2339069	2351897	2351970	2308531	2308610	2378709	2378906
1521	"LOC411812"	NA	chrNC_037649.1	-	2338828	2339069	2351897	2351970	2308531	2308610	2378774	2378907
1522	"LOC102656071"	NA	chrNC_037648.1	+	1313560	1313693	1314818	1315050	1312918	1313505	1316015	1316116
1523	"LOC409226"	NA	chrNC_037638.1	+	20590945	20591006	20591472	20591541	20590096	20590235	20591615	20591898
1524	"LOC724592"	NA	chrNC_037650.1	+	4572716	4572895	4575043	4575493	4566319	4566594	4575828	4576105
1525	"LOC724592"	NA	chrNC_037650.1	+	4575043	4575493	4586955	4587047	4566182	4566594	4593997	4594186
1526	"LOC724592"	NA	chrNC_037650.1	+	4575043	4575493	4575828	4576105	4572716	4572895	4586955	4587047
1527	"LOC724592"	NA	chrNC_037650.1	+	4596871	4596979	4599615	4599771	4596389	4596589	4599925	4599950
1528	"LOC724592"	NA	chrNC_037650.1	+	4596871	4596979	4599615	4599771	4596389	4596589	4600703	4603276
1529	"LOC724592"	NA	chrNC_037650.1	+	4596871	4596979	4599615	4599771	4596389	4596589	4606705	4607029
1530	"LOC724592"	NA	chrNC_037650.1	+	4598413	4598898	4599615	4599771	4598101	4598259	4600703	4603276
1531	"LOC724592"	NA	chrNC_037650.1	+	4598413	4598913	4599615	4599771	4598101	4598259	4599925	4599950
1532	"LOC724592"	NA	chrNC_037650.1	+	4598413	4598913	4599615	4599771	4598101	4598259	4600703	4603276
1533	"LOC724592"	NA	chrNC_037650.1	+	4598413	4598913	4599615	4599771	4598101	4598259	4606705	4607029
1534	"LOC724592"	NA	chrNC_037650.1	+	4599615	4599771	4599925	4599950	4598413	4598913	4600703	4603276
1535	"LOC409468"	NA	chrNC_037638.1	+	5245139	5245221	5287607	5287705	5244931	5245049	5292751	5292812
1536	"LOC409468"	NA	chrNC_037638.1	+	5287607	5287705	5292751	5292812	5244931	5245221	5293661	5293870
1537	"LOC409468"	NA	chrNC_037638.1	+	5287607	5287705	5292751	5292812	5268249	5268547	5293661	5293870
1538	"LOC409468"	NA	chrNC_037638.1	+	5287607	5287705	5292751	5292812	5285945	5286172	5293661	5293870
1539	"LOC409468"	NA	chrNC_037638.1	+	5294475	5294565	5304490	5304546	5293661	5293870	5306957	5307084
1540	"LOC409468"	NA	chrNC_037638.1	+	5302819	5302872	5304490	5304546	5294475	5294565	5306957	5307084
1541	"LOC409468"	NA	chrNC_037638.1	+	5302819	5302872	5304490	5304546	5302305	5302448	5306957	5307084
1542	"LOC409043"	NA	chrNC_037642.1	-	12672342	12672446	12672594	12672701	12672116	12672247	12673310	12673548
1543	"LOC409043"	NA	chrNC_037642.1	-	12672594	12672701	12673310	12673548	12672342	12672446	12673764	12673993
1544	"LOC409043"	NA	chrNC_037642.1	-	12672594	12672701	12673764	12673993	12672342	12672446	12674126	12674355
1545	"LOC409043"	NA	chrNC_037642.1	-	12673310	12673548	12673764	12673993	12672594	12672701	12674126	12674355
1546	"LOC409703"	NA	chrNC_037640.1	-	1880201	1880617	1883665	1883971	1877960	1878173	1884482	1884761
1547	"LOC409950"	NA	chrNC_037639.1	+	652654	652869	653032	653343	652070	652332	653875	654459
1548	"LOC413550"	NA	chrNC_037650.1	+	4824100	4824340	4825825	4825974	4809346	4811462	4826294	4826494
