ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
283	"LOC412965"	NA	chrNC_037642.1	-	8260863	8262850	8260863	8262019	8262276	8262850
284	"LOC724450"	NA	chrNC_037642.1	-	1944755	1950196	1944755	1948208	1948594	1950196
285	"LOC724450"	NA	chrNC_037642.1	-	1944755	1950196	1944755	1948308	1948594	1950196
286	"LOC410282"	NA	chrNC_037648.1	-	16213513	16213909	16213513	16213633	16213705	16213909
287	"LOC100578721"	NA	chrNC_037638.1	+	14348780	14349665	14348780	14349476	14349545	14349665
288	"LOC412130"	NA	chrNC_037641.1	-	3707201	3707622	3707201	3707429	3707493	3707622
289	"LOC408402"	NA	chrNC_037650.1	+	2884582	2885638	2884582	2885271	2885330	2885638
290	"LOC724636"	NA	chrNC_037638.1	-	14241937	14242268	14241937	14242065	14242155	14242268
291	"LOC410887"	NA	chrNC_037639.1	+	6959324	6960017	6959324	6959638	6959738	6960017
292	"LOC410831"	NA	chrNC_037639.1	-	13245996	13250410	13245996	13247068	13247876	13250410
293	"LOC551807"	NA	chrNC_037645.1	-	1542840	1543822	1542840	1543108	1543162	1543822
294	"LOC725164"	NA	chrNC_037639.1	+	6483777	6485196	6483777	6483842	6483908	6485196
295	"LOC725164"	NA	chrNC_037639.1	+	6488391	6492021	6488391	6488553	6490995	6492021
296	"LOC725164"	NA	chrNC_037639.1	+	6488391	6492021	6488391	6489627	6490995	6492021
297	"LOC102653997"	NA	chrNC_037638.1	-	12828607	12829276	12828607	12828845	12828926	12829276
298	"LOC410718"	NA	chrNC_037638.1	+	13024799	13027097	13024799	13025070	13025605	13027097
299	"LOC551249"	NA	chrNC_037650.1	+	8717382	8717663	8717382	8717547	8717606	8717663
300	"LOC100576125"	NA	chrNC_037641.1	+	8487576	8489863	8487576	8488229	8488676	8489863
301	"LOC551842"	NA	chrNC_037638.1	+	4566500	4567058	4566500	4566719	4566815	4567058
302	"LOC100576336"	NA	chrNC_037643.1	+	14139890	14140930	14139890	14140293	14140364	14140930
303	"LOC100577174"	NA	chrNC_037640.1	-	4706249	4708332	4706249	4706721	4708261	4708332
304	"LOC100577174"	NA	chrNC_037640.1	-	4708261	4708810	4708261	4708332	4708405	4708810
305	"LOC409107"	NA	chrNC_037644.1	+	12080487	12080739	12080487	12080518	12080626	12080739
306	"LOC726817"	NA	chrNC_037641.1	+	12373677	12374368	12373677	12373960	12374218	12374368
307	"LOC409109"	NA	chrNC_037638.1	-	12220524	12221499	12220524	12220693	12220777	12221499
308	"LOC550689"	NA	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358366	15358571
309	"LOC725829"	NA	chrNC_037640.1	+	3035333	3037642	3035333	3035531	3036245	3037642
310	"LOC725829"	NA	chrNC_037640.1	+	3035333	3037642	3035333	3035876	3036245	3037642
311	"LOC409675"	NA	chrNC_037643.1	-	5139686	5142128	5139686	5141672	5141900	5142128
312	"LOC551555"	NA	chrNC_037638.1	+	13940	16474	13940	15095	15179	16474
313	"LOC410603"	NA	chrNC_037652.1	-	6968332	6969218	6968332	6968633	6968693	6969218
314	"LOC410603"	NA	chrNC_037652.1	-	6968332	6969218	6968332	6968804	6968869	6969218
315	"LOC726667"	NA	chrNC_037638.1	+	11739110	11739561	11739110	11739169	11739427	11739561
316	"Or57"	NA	chrNC_037639.1	+	10140804	10141075	10140804	10140904	10140964	10141075
317	"Tpcn1"	NA	chrNC_037638.1	+	2104554	2104856	2104554	2104652	2104790	2104856
318	"LOC727234"	NA	chrNC_037648.1	+	14861331	14862036	14861331	14861373	14861451	14862036
319	"LOC102653945"	NA	chrNC_037648.1	+	893605	894260	893605	893815	893895	894260
320	"LOC551919"	NA	chrNC_037642.1	+	11248696	11249301	11248696	11248834	11248926	11249301
321	"LOC107966061"	NA	chrNC_037638.1	+	21475470	21481907	21475470	21475814	21475925	21481907
322	"LOC107966049"	NA	chrNC_037638.1	-	10978656	10980725	10978656	10980456	10980558	10980725
323	"LOC409743"	NA	chrNC_037651.1	-	5407708	5408189	5407708	5408054	5408122	5408189
324	"nAChRa6"	NA	chrNC_037639.1	+	3502596	3503239	3502596	3502738	3502992	3503239
325	"LOC724925"	NA	chrNC_037642.1	-	5397794	5398078	5397794	5397865	5397943	5398078
326	"LOC102653619"	NA	chrNC_037638.1	-	1606221	1609466	1606221	1607277	1607380	1609466
327	"LOC102653619"	NA	chrNC_037638.1	-	1606221	1609466	1606221	1609198	1609280	1609466
328	"LOC102653619"	NA	chrNC_037638.1	-	1611084	1614722	1611084	1611600	1611757	1614722
329	"LOC102654998"	NA	chrNC_037638.1	-	1771625	1772176	1771625	1771678	1771843	1772176
330	"LOC102654998"	NA	chrNC_037638.1	-	1773265	1773619	1773265	1773404	1773479	1773619
331	"LOC724903"	NA	chrNC_037638.1	-	17470228	17471866	17470228	17470516	17471812	17471866
332	"LOC408874"	NA	chrNC_037643.1	+	14492817	14496462	14492817	14495919	14495988	14496462
333	"LOC113218748"	NA	chrNC_037641.1	+	4173318	4181015	4173318	4174572	4174632	4181015
334	"LOC107964212"	NA	chrNC_037640.1	+	4353645	4354087	4353645	4353722	4353813	4354087
335	"LOC100577548"	NA	chrNC_037641.1	+	12044046	12044457	12044046	12044155	12044229	12044457
336	"LOC410780"	NA	chrNC_037638.1	-	24826158	24828137	24826158	24826545	24827896	24828137
337	"LOC408810"	NA	chrNC_037641.1	+	6968665	6969352	6968665	6968962	6969034	6969352
338	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375591	14375365	14375476	14375581	14375591
339	"LOC726781"	NA	chrNC_037648.1	-	14375365	14375591	14375365	14375479	14375581	14375591
340	"LOC551581"	NA	chrNC_037638.1	-	9187215	9187566	9187215	9187305	9187398	9187566
341	"LOC725335"	NA	chrNC_037646.1	+	9744099	9744601	9744099	9744238	9744322	9744601
342	"LOC411675"	NA	chrNC_037638.1	+	2148094	2148519	2148094	2148217	2148290	2148519
343	"LOC551858"	NA	chrNC_037641.1	-	2759526	2760070	2759526	2759598	2759994	2760070
344	"LOC551259"	NA	chrNC_037644.1	+	9007078	9008530	9007078	9007153	9007483	9008530
345	"LOC551259"	NA	chrNC_037644.1	+	9007078	9008530	9007078	9007324	9007483	9008530
346	"LOC102655033"	NA	chrNC_037643.1	-	7003915	7004265	7003915	7004100	7004177	7004265
347	"LOC410165"	NA	chrNC_037642.1	-	8442735	8447618	8442735	8443216	8447163	8447618
348	"LOC410165"	NA	chrNC_037642.1	-	8442735	8447618	8442735	8447093	8447163	8447618
349	"LOC551486"	NA	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615578	2615738
350	"LOC551486"	NA	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615583	2615738
351	"LOC409443"	NA	chrNC_037640.1	-	4418659	4418966	4418659	4418760	4418841	4418966
352	"LOC724900"	NA	chrNC_037640.1	+	12764899	12765869	12764899	12765029	12765128	12765869
353	"LOC107965402"	NA	chrNC_037650.1	+	2939257	2939786	2939257	2939552	2939627	2939786
354	"LOC412644"	NA	chrNC_037642.1	+	131974	132442	131974	132175	132269	132442
355	"LOC408618"	NA	chrNC_037638.1	-	4000850	4001319	4000850	4001131	4001239	4001319
356	"LOC412104"	NA	chrNC_037642.1	-	145317	145837	145317	145451	145535	145837
357	"LOC100578161"	NA	chrNC_037643.1	-	16490886	16492956	16490886	16492070	16492865	16492956
358	"LOC100578161"	NA	chrNC_037643.1	-	16493875	16494503	16493875	16493980	16494353	16494503
359	"LOC409937"	NA	chrNC_037638.1	+	19765370	19766327	19765370	19765892	19766025	19766327
360	"LOC413380"	NA	chrNC_037648.1	+	2238813	2240237	2238813	2239684	2239861	2240237
361	"LOC100576446"	NA	chrNC_037638.1	+	12514762	12515221	12514762	12514919	12515086	12515221
362	"LOC411490"	NA	chrNC_037646.1	+	11286633	11287100	11286633	11286828	11286913	11287100
363	"LOC409053"	NA	chrNC_037638.1	-	5634907	5636615	5634907	5635705	5636522	5636615
364	"LOC409053"	NA	chrNC_037638.1	-	5638730	5639106	5638730	5638932	5639007	5639106
365	"LOC102655442"	NA	chrNC_037638.1	+	1214381	1214946	1214381	1214509	1214648	1214946
366	"LOC409965"	NA	chrNC_037640.1	-	8274155	8274606	8274155	8274323	8274423	8274606
367	"LOC409965"	NA	chrNC_037640.1	-	8274203	8274606	8274203	8274258	8274423	8274606
368	"LOC412195"	NA	chrNC_037640.1	+	1942784	1943250	1942784	1942873	1943026	1943250
369	"LOC726231"	NA	chrNC_037639.1	-	14756223	14759022	14756223	14756665	14758210	14759022
370	"LOC726231"	NA	chrNC_037639.1	-	14756223	14759022	14756223	14756749	14758210	14759022
371	"LOC102656575"	NA	chrNC_037638.1	-	19456316	19457519	19456316	19456520	19456600	19457519
372	"LOC102656575"	NA	chrNC_037638.1	-	19456316	19457519	19456316	19456840	19456903	19457519
373	"LOC102654387"	NA	chrNC_037643.1	-	9000955	9001408	9000955	9001202	9001303	9001408
374	"LOC102655229"	NA	chrNC_037638.1	-	5598364	5598841	5598364	5598471	5598615	5598841
375	"LOC102656112"	NA	chrNC_037653.1	-	3461154	3464646	3461154	3462826	3463036	3464646
376	"LOC552508"	NA	chrNC_037651.1	-	6845674	6846250	6845674	6846049	6846122	6846250
377	"LOC100577113"	NA	chrNC_037638.1	-	8183446	8184039	8183446	8183843	8183940	8184039
378	"LOC100577113"	NA	chrNC_037638.1	-	8184717	8185628	8184717	8184903	8184969	8185628
379	"LOC100577113"	NA	chrNC_037638.1	-	8184717	8185628	8184717	8185180	8185305	8185628
380	"LOC102653678"	NA	chrNC_037648.1	-	14529045	14529494	14529045	14529151	14529218	14529494
381	"LOC102653678"	NA	chrNC_037648.1	-	14531147	14532170	14531147	14531643	14531719	14532170
382	"LOC102653678"	NA	chrNC_037648.1	-	14532625	14534975	14532625	14532731	14532832	14534975
383	"LOC102653678"	NA	chrNC_037648.1	-	14532625	14534975	14532625	14533234	14533742	14534975
384	"LOC102653678"	NA	chrNC_037648.1	-	14532625	14534975	14532625	14533618	14533742	14534975
385	"LOC102653678"	NA	chrNC_037648.1	-	14532625	14534975	14532625	14534556	14534631	14534975
386	"LOC102653678"	NA	chrNC_037648.1	-	14535050	14536524	14535050	14535164	14535495	14536524
387	"LOC102653678"	NA	chrNC_037648.1	-	14538605	14539227	14538605	14538925	14539070	14539227
388	"LOC724288"	NA	chrNC_037648.1	-	9930861	9931226	9930861	9930997	9931084	9931226
389	"LOC551970"	NA	chrNC_037640.1	+	4548684	4549261	4548684	4548984	4549082	4549261
390	"LOC551970"	NA	chrNC_037640.1	+	4548684	4549261	4548684	4548984	4549093	4549261
391	"LOC102656910"	NA	chrNC_037640.1	+	13172642	13173139	13172642	13172824	13172935	13173139
392	"LOC102655652"	NA	chrNC_037638.1	-	1961412	1961768	1961412	1961594	1961692	1961768
393	"LOC102655652"	NA	chrNC_037638.1	-	1963062	1964940	1963062	1963327	1963428	1964940
394	"LOC410256"	NA	chrNC_037648.1	+	14005429	14006037	14005429	14005681	14005795	14006037
395	"LOC724361"	NA	chrNC_037648.1	+	558242	558686	558242	558303	558384	558686
396	"LOC102656066"	NA	chrNC_037648.1	-	13567567	13568755	13567567	13567618	13567949	13568755
397	"LOC412855"	NA	chrNC_037640.1	+	8029237	8029615	8029237	8029391	8029463	8029615
398	"LOC726014"	NA	chrNC_037638.1	-	11153813	11155690	11153813	11154953	11155327	11155690
399	"LOC726014"	NA	chrNC_037638.1	-	11153813	11155690	11153813	11155141	11155327	11155690
400	"LOC724187"	NA	chrNC_037639.1	+	11059269	11059513	11059269	11059334	11059409	11059513
401	"LOC724187"	NA	chrNC_037639.1	+	11059269	11060453	11059269	11059513	11060198	11060453
402	"LOC102656085"	NA	chrNW_020555866.1	+	21321	21661	21321	21382	21482	21661
403	"LOC102656085"	NA	chrNW_020555866.1	+	21321	21661	21321	21410	21482	21661
404	"LOC102656085"	NA	chrNW_020555866.1	+	21321	21661	21321	21482	21594	21661
405	"LOC552070"	NA	chrNC_037649.1	+	7319777	7320163	7319777	7319882	7319961	7320163
406	"LOC552070"	NA	chrNC_037649.1	+	7319777	7320163	7319777	7319886	7319961	7320163
407	"LOC552070"	NA	chrNC_037649.1	+	7321818	7321996	7321818	7321846	7321952	7321996
408	"LOC100576196"	NA	chrNC_037642.1	+	8678386	8681069	8678386	8678973	8679886	8681069
409	"LOC100577600"	NA	chrNC_037645.1	+	5214160	5218760	5214160	5216616	5217120	5218760
410	"LOC107964419"	NA	chrNC_037642.1	+	5843288	5843854	5843288	5843394	5843540	5843854
411	"LOC412813"	NA	chrNC_037638.1	+	10085694	10086307	10085694	10086005	10086120	10086307
412	"LOC408286"	NA	chrNC_037647.1	-	9839621	9840301	9839621	9839776	9839866	9840301
413	"LOC726602"	NA	chrNC_037641.1	+	12185607	12186151	12185607	12185867	12185975	12186151
414	"LOC726602"	NA	chrNC_037641.1	+	12185975	12186331	12185975	12186151	12186229	12186331
415	"LOC100577958"	NA	chrNC_037643.1	-	15341932	15345310	15341932	15342351	15343264	15345310
416	"LOC413404"	NA	chrNC_037640.1	-	8252801	8252934	8252801	8252841	8252923	8252934
417	"LOC409383"	NA	chrNC_037638.1	-	5614359	5615129	5614359	5614577	5614948	5615129
418	"LOC724275"	NA	chrNC_037639.1	+	3887872	3888321	3887872	3888151	3888222	3888321
419	"LOC100576602"	NA	chrNC_037638.1	+	1456457	1458331	1456457	1456741	1458098	1458331
420	"LOC100576602"	NA	chrNC_037638.1	+	1457618	1458331	1457618	1457919	1458098	1458331
421	"LOC100576602"	NA	chrNC_037638.1	+	1458415	1460077	1458415	1458935	1459575	1460077
422	"LOC100576602"	NA	chrNC_037638.1	+	1458415	1460077	1458415	1459147	1459575	1460077
423	"LOC100576602"	NA	chrNC_037638.1	+	1461018	1463136	1461018	1462872	1463008	1463136
424	"LOC100576288"	NA	chrNC_037638.1	-	9233712	9235877	9233712	9233975	9235840	9235877
425	"LOC100576288"	NA	chrNC_037638.1	-	9233712	9235877	9233712	9235763	9235840	9235877
426	"LOC100576288"	NA	chrNC_037638.1	-	9235840	9236828	9235840	9235877	9235969	9236828
427	"LOC100576288"	NA	chrNC_037638.1	-	9235840	9236828	9235840	9235894	9235969	9236828
428	"LOC411037"	NA	chrNC_037641.1	+	6569943	6570646	6569943	6570163	6570228	6570646
429	"LOC107964593"	NA	chrNC_037638.1	+	5688023	5688502	5688023	5688241	5688382	5688502
430	"LOC725527"	NA	chrNC_037638.1	-	14137304	14137928	14137304	14137358	14137631	14137928
431	"5-HT2alpha"	NA	chrNC_037646.1	-	8796100	8797600	8796100	8796397	8796836	8797600
432	"5-HT2alpha"	NA	chrNC_037646.1	-	8796100	8797600	8796100	8796397	8796870	8797600
433	"5-HT2alpha"	NA	chrNC_037646.1	-	8796100	8797600	8796100	8796397	8797437	8797600
434	"LOC413261"	NA	chrNC_037648.1	+	15065569	15066692	15065569	15065828	15065971	15066692
435	"LOC724634"	NA	chrNC_037638.1	-	6506994	6515716	6506994	6510209	6510272	6515716
436	"LOC552091"	NA	chrNC_037638.1	-	14354057	14354285	14354057	14354102	14354192	14354285
437	"LOC408519"	NA	chrNC_037652.1	+	7464630	7467094	7464630	7466685	7466823	7467094
438	"LOC100578866"	NA	chrNC_037647.1	+	11613843	11614555	11613843	11614146	11614443	11614555
439	"LOC100578866"	NA	chrNC_037647.1	+	11614680	11615872	11614680	11614865	11615000	11615872
440	"LOC100578866"	NA	chrNC_037647.1	+	11614680	11615872	11614680	11614865	11615496	11615872
441	"LOC100578866"	NA	chrNC_037647.1	+	11614680	11615872	11614680	11615290	11615496	11615872
442	"LOC113219245"	NA	chrNC_037638.1	-	7058995	7059507	7058995	7059267	7059360	7059507
443	"LOC725130"	NA	chrNC_037643.1	-	15368066	15368827	15368066	15368530	15368621	15368827
444	"LOC413718"	NA	chrNC_037642.1	+	13117078	13117612	13117078	13117269	13117356	13117612
445	"LOC410999"	NA	chrNC_037641.1	-	11998727	11998912	11998727	11998823	11998901	11998912
446	"LOC552144"	NA	chrNC_037647.1	+	6490746	6490966	6490746	6490807	6490915	6490966
447	"LOC412436"	NA	chrNC_037638.1	-	14203737	14204102	14203737	14203859	14203967	14204102
448	"LOC412436"	NA	chrNC_037638.1	-	14203737	14204102	14203737	14203859	14203990	14204102
449	"LOC102656669"	NA	chrNC_037638.1	+	12579351	12580393	12579351	12579803	12579892	12580393
450	"LOC408507"	NA	chrNC_037652.1	-	8810703	8814187	8810703	8811811	8812326	8814187
451	"LOC408507"	NA	chrNC_037652.1	-	8814905	8815541	8814905	8815033	8815156	8815541
452	"LOC100576277"	NA	chrNC_037642.1	-	11471807	11472643	11471807	11471999	11472405	11472643
453	"LOC100576277"	NA	chrNC_037642.1	-	11473563	11474755	11473563	11473693	11473801	11474755
454	"LOC100576277"	NA	chrNC_037642.1	-	11473563	11474755	11473563	11474409	11474624	11474755
455	"LOC107964955"	NA	chrNC_037646.1	-	11005070	11005787	11005070	11005375	11005452	11005787
456	"LOC100577396"	NA	chrNC_037642.1	-	7209438	7210605	7209438	7209693	7210113	7210605
457	"LOC100577396"	NA	chrNC_037642.1	-	7211503	7211809	7211503	7211545	7211643	7211809
458	"LOC100577396"	NA	chrNC_037642.1	-	7211503	7211963	7211503	7211809	7211879	7211963
459	"LOC411348"	NA	chrNC_037639.1	-	4843787	4846721	4843787	4846523	4846604	4846721
460	"LOC412884"	NA	chrNC_037649.1	-	8622995	8623816	8622995	8623390	8623465	8623816
461	"LOC100578445"	NA	chrNC_037638.1	+	5071924	5072340	5071924	5072130	5072209	5072340
462	"LOC408602"	NA	chrNC_037638.1	+	8528382	8528898	8528382	8528643	8528730	8528898
463	"LOC100577253"	NA	chrNC_037640.1	-	9450531	9454636	9450531	9451825	9451936	9454636
464	"LOC100576224"	NA	chrNC_037652.1	-	8072021	8072352	8072021	8072151	8072215	8072352
465	"LOC100576224"	NA	chrNC_037652.1	-	8074588	8075290	8074588	8074730	8074808	8075290
466	"LOC102656621"	NA	chrNC_037643.1	-	15030253	15030717	15030253	15030514	15030619	15030717
467	"LOC102656621"	NA	chrNC_037643.1	-	15030253	15031140	15030253	15030717	15030783	15031140
468	"LOC409027"	NA	chrNC_037638.1	-	19556838	19559551	19556838	19557649	19557740	19559551
469	"LOC102655536"	NA	chrNC_037648.1	+	2470876	2471653	2470876	2471197	2471440	2471653
470	"LOC408716"	NA	chrNC_037639.1	-	4633632	4637869	4633632	4637566	4637676	4637869
471	"LOC408716"	NA	chrNC_037639.1	-	4638783	4645622	4638783	4641370	4641523	4645622
472	"LOC724973"	NA	chrNC_037641.1	+	12805849	12808206	12805849	12806815	12807652	12808206
473	"LOC724973"	NA	chrNC_037641.1	+	12805849	12808206	12805849	12806815	12808037	12808206
474	"LOC724737"	NA	chrNC_037640.1	-	12612442	12613141	12612442	12612888	12612983	12613141
475	"LOC102653642"	NA	chrNC_037638.1	+	11382754	11383284	11382754	11382867	11383010	11383284
476	"LOC100578458"	NA	chrNC_037638.1	+	5878707	5881090	5878707	5878905	5880388	5881090
477	"LOC100578458"	NA	chrNC_037638.1	+	5878707	5881090	5878707	5878905	5880937	5881090
478	"LOC100578458"	NA	chrNC_037638.1	+	5878707	5881090	5878707	5880846	5880937	5881090
479	"LOC409902"	NA	chrNC_037651.1	-	6828274	6830115	6828274	6828570	6828711	6830115
480	"InR-2"	NA	chrNC_037639.1	+	14590810	14591505	14590810	14591076	14591145	14591505
481	"LOC102654581"	NA	chrNC_037638.1	-	5214218	5214947	5214218	5214568	5214736	5214947
482	"LOC102654581"	NA	chrNC_037638.1	-	5215050	5215605	5215050	5215226	5215292	5215605
483	"LOC725754"	NA	chrNC_037651.1	+	8615446	8616380	8615446	8615539	8615626	8616380
484	"LOC100578799"	NA	chrNC_037642.1	-	10736277	10737162	10736277	10736602	10736694	10737162
485	"LOC100578799"	NA	chrNC_037642.1	-	10739193	10740386	10739193	10739341	10740246	10740386
486	"LOC100578708"	NA	chrNC_037638.1	-	12304997	12305143	12304997	12305037	12305122	12305143
487	"LOC100576132"	NA	chrNC_037638.1	+	24225859	24226614	24225859	24226483	24226557	24226614
488	"LOC100576132"	NA	chrNC_037638.1	+	24226982	24227207	24226982	24227086	24227154	24227207
489	"LOC409099"	NA	chrNC_037648.1	+	15119192	15119532	15119192	15119409	15119493	15119532
490	"LOC102654865"	NA	chrNC_037650.1	+	2553107	2553910	2553107	2553456	2553516	2553910
491	"LOC100578133"	NA	chrNC_037638.1	+	11268739	11269416	11268739	11269130	11269300	11269416
492	"LOC100577254"	NA	chrNC_037638.1	+	6654280	6654836	6654280	6654542	6654619	6654836
493	"LOC100577254"	NA	chrNC_037638.1	+	6654280	6654836	6654280	6654588	6654674	6654836
494	"LOC107966047"	NA	chrNC_037638.1	+	17905651	17906965	17905651	17906030	17906099	17906965
495	"LOC107966102"	NA	chrNC_037639.1	-	9967996	9969202	9967996	9968388	9968996	9969202
496	"LOC100577995"	NA	chrNC_037639.1	-	585993	586488	585993	586091	586203	586488
497	"LOC107965072"	NA	chrNC_037647.1	-	2856623	2858802	2856623	2857615	2857699	2858802
498	"LOC102654521"	NA	chrNC_037645.1	-	8504872	8505241	8504872	8504966	8505072	8505241
499	"LOC102654521"	NA	chrNC_037645.1	-	8505554	8507267	8505554	8505996	8506809	8507267
500	"LOC102654521"	NA	chrNC_037645.1	-	8505554	8507267	8505554	8505996	8507073	8507267
501	"LOC551460"	NA	chrNC_037643.1	-	17147602	17148450	17147602	17147707	17147820	17148450
502	"LOC408579"	NA	chrNC_037638.1	+	18886735	18888709	18886735	18886891	18886962	18888709
503	"LOC726298"	NA	chrNC_037638.1	-	5148613	5149464	5148613	5148811	5148937	5149464
504	"LOC408577"	NA	chrNC_037638.1	+	18905286	18909802	18905286	18906260	18906357	18909802
505	"LOC408577"	NA	chrNC_037638.1	+	18905286	18909802	18905286	18906260	18909692	18909802
506	"LOC551731"	NA	chrNC_037638.1	-	19299528	19299912	19299528	19299729	19299799	19299912
507	"LOC413087"	NA	chrNC_037648.1	+	15866102	15866691	15866102	15866295	15866367	15866691
508	"LOC725044"	NA	chrNC_037638.1	-	24236389	24236729	24236389	24236637	24236716	24236729
509	"LOC725044"	NA	chrNC_037638.1	-	24236389	24236729	24236389	24236637	24236720	24236729
510	"LOC410408"	NA	chrNC_037650.1	+	2812984	2813800	2812984	2813402	2813474	2813800
511	"LOC102654428"	NA	chrNC_037647.1	+	10798315	10799024	10798315	10798374	10798478	10799024
512	"LOC410178"	NA	chrNC_037647.1	-	11695721	11697714	11695721	11696858	11697146	11697714
513	"LOC410278"	NA	chrNC_037648.1	+	16154157	16154795	16154157	16154563	16154664	16154795
514	"LOC102653613"	NA	chrNC_037643.1	-	14211099	14213224	14211099	14211975	14212085	14213224
515	"LOC102653613"	NA	chrNC_037643.1	-	14214772	14214987	14214772	14214812	14214950	14214987
516	"LOC102653613"	NA	chrNC_037643.1	-	14218525	14218751	14218525	14218634	14218707	14218751
517	"LOC100576896"	NA	chrNC_037639.1	-	2019675	2020760	2019675	2019801	2019964	2020760
518	"LOC100576896"	NA	chrNC_037639.1	-	2019675	2020760	2019675	2019801	2020520	2020760
519	"LOC100576896"	NA	chrNC_037639.1	-	2019675	2020760	2019675	2020155	2020520	2020760
520	"LOC100576896"	NA	chrNC_037639.1	-	2019675	2020760	2019675	2020303	2020520	2020760
521	"LOC551428"	NA	chrNC_037651.1	+	5996971	5997320	5996971	5997094	5997282	5997320
522	"LOC409836"	NA	chrNC_037645.1	-	2319448	2320252	2319448	2319853	2319936	2320252
523	"LOC409836"	NA	chrNC_037645.1	-	2332215	2333362	2332215	2332682	2332751	2333362
524	"LOC102653921"	NA	chrNC_037642.1	-	6528342	6528847	6528342	6528538	6528622	6528847
525	"LOC408669"	NA	chrNC_037639.1	-	13880760	13881157	13880760	13880944	13881007	13881157
526	"LOC102654823"	NA	chrNC_037640.1	-	3273715	3274665	3273715	3273889	3274199	3274665
527	"LOC413328"	NA	chrNC_037643.1	-	5392476	5393234	5392476	5392630	5392714	5393234
528	"LOC102654429"	NA	chrNC_037642.1	-	9726600	9733280	9726600	9730300	9730799	9733280
529	"LOC102654429"	NA	chrNC_037642.1	-	9726600	9733280	9726600	9732030	9732427	9733280
530	"LOC102654429"	NA	chrNC_037642.1	-	9734946	9737393	9734946	9735185	9736434	9737393
531	"LOC107965037"	NA	chrNC_037647.1	+	10084678	10086209	10084678	10084881	10085296	10086209
532	"LOC102656297"	NA	chrNC_037642.1	+	9874159	9875768	9874159	9875415	9875519	9875768
533	"LOC102656297"	NA	chrNC_037642.1	+	9875876	9876599	9875876	9876036	9876362	9876599
534	"LOC408676"	NA	chrNC_037639.1	+	14678465	14679323	14678465	14678685	14678757	14679323
535	"LOC102655185"	NA	chrNC_037638.1	-	3212400	3216215	3212400	3214765	3214942	3216215
536	"LOC102655185"	NA	chrNC_037638.1	-	3212400	3216215	3212400	3214852	3214942	3216215
537	"LOC102655185"	NA	chrNC_037638.1	-	3212400	3216215	3212400	3214897	3214942	3216215
538	"LOC113218951"	NA	chrNC_037645.1	+	7117921	7119245	7117921	7119015	7119169	7119245
539	"LOC552185"	NA	chrNC_037638.1	+	25111179	25111659	25111179	25111383	25111460	25111659
540	"LOC107963976"	NA	chrNC_037644.1	-	1639891	1641142	1639891	1640849	1640958	1641142
541	"LOC107963976"	NA	chrNC_037644.1	-	1641330	1644004	1641330	1643265	1643507	1644004
542	"LOC725485"	NA	chrNC_037645.1	-	12674586	12674821	12674586	12674637	12674724	12674821
543	"LOC102654089"	NA	chrNC_037647.1	+	9915246	9918471	9915246	9915550	9915626	9918471
544	"LOC102654089"	NA	chrNC_037647.1	+	9915246	9915782	9915246	9915550	9915649	9915782
545	"LOC102654089"	NA	chrNC_037647.1	+	9915246	9918471	9915246	9915583	9915649	9918471
546	"LOC102654089"	NA	chrNC_037647.1	+	9915246	9918471	9915246	9915782	9915875	9918471
547	"LOC102654089"	NA	chrNC_037647.1	+	9915246	9918471	9915246	9915782	9915961	9918471
548	"LOC102653946"	NA	chrNC_037641.1	-	3328905	3329360	3328905	3329064	3329178	3329360
549	"LOC551903"	NA	chrNC_037642.1	-	9494853	9495109	9494853	9494978	9495095	9495109
550	"LOC726572"	NA	chrNC_037645.1	-	1915981	1917079	1915981	1916673	1916745	1917079
551	"LOC726572"	NA	chrNC_037645.1	-	1915981	1917079	1915981	1916673	1916928	1917079
552	"LOC725795"	NA	chrNC_037642.1	+	7475246	7478073	7475246	7475561	7476552	7478073
553	"LOC102655619"	NA	chrNC_037653.1	-	4717760	4718937	4717760	4717953	4718130	4718937
554	"LOC107965445"	NA	chrNC_037638.1	-	25994609	25998221	25994609	25996605	25996681	25998221
555	"LOC107965445"	NA	chrNC_037638.1	-	25994609	25998221	25994609	25996761	25996865	25998221
556	"LOC107965445"	NA	chrNC_037638.1	-	25994609	25998221	25994609	25996761	25997025	25998221
557	"LOC107965445"	NA	chrNC_037638.1	-	25994609	25998221	25994609	25996945	25997025	25998221
558	"LOC725098"	NA	chrNC_037642.1	-	397486	397828	397486	397627	397750	397828
559	"LOC412148"	NA	chrNC_037649.1	-	2263826	2264070	2263826	2263947	2264019	2264070
560	"LOC411892"	NA	chrNC_037642.1	+	6589334	6591148	6589334	6589518	6589626	6591148
561	"LOC725290"	NA	chrNC_037650.1	+	3743234	3744266	3743234	3744009	3744083	3744266
562	"LOC725290"	NA	chrNC_037650.1	+	3754440	3754891	3754440	3754729	3754812	3754891
563	"LOC413473"	NA	chrNC_037643.1	-	16669427	16670182	16669427	16669818	16669978	16670182
564	"LOC551632"	NA	chrNC_037639.1	-	29869	30167	29869	30043	30143	30167
