ID	GeneID	geneSymbol	PValue	FDR	IncLevelDifference	PSI_1	PSI_2	Chr	Strand	exon_long	exon_short	exon_flanking
509	LOC724235	NA	0.167723012557	0.361900712985445	0.018	0.888,0.88,0.971,0.926,0.955	0.817,1,0.902	chrNC_037638.1	+	12179476-12181863	12179911-12181863	12173154-12173427
510	LOC724235	NA	0.673472877535	1	-0.026	0.878,0.458,0.789,0.789,0.813	0.887,0.653,0.774	chrNC_037638.1	+	12179476-12181863	12179911-12181863	12173154-12173478
511	LOC724235	NA	0	0	0.348	1,0.947,0.945,0.956,0.95	0.719,0.458,0.658	chrNC_037638.1	+	12179476-12181863	12179911-12181863	12173886-12174156
512	LOC724235	NA	0.20457410134	0.420994866350643	0	1,0.922,0.986,0.943,0.971	0.98,0.943,0.971	chrNC_037638.1	+	12179476-12181863	12179911-12181863	12177140-12177297
513	LOC100578040	NA	0.0713648469863	0.176390970923913	0.025	0.911,0.855,1,1,0.951	0.902,0.939,0.914	chrNC_037640.1	+	12545853-12546064	12545856-12546064	12545553-12545757
514	LOC100578984	NA	0.000298236230538	0.00130614407534891	0.143	0.059,0.354,0.424,0.429,0.391	0.187,0.178,0.199	chrNC_037642.1	-	6291400-6293853	6291400-6293472	6295186-6295290
515	LOC408906	NA	4.26325641456e-14	6.35516484158012e-13	-0.353	0.287,0.512,0.604,0.475,0.551	0.798,0.921,0.796	chrNC_037644.1	-	13697435-13697602	13697435-13697557	13698353-13698482
516	LOC408906	NA	1.47679706242e-08	1.16974024746139e-07	-0.29	0.416,0.288,0.47,0.348,0.437	0.624,0.807,0.613	chrNC_037644.1	-	13697435-13697677	13697435-13697557	13698353-13698482
517	LOC408906	NA	0.000264715961225	0.00117651538322222	0.276	0.857,0.167,0.33,0.306,0.332	0.169,0.093,0.106	chrNC_037644.1	-	13697435-13697677	13697435-13697602	13698353-13698482
518	LOC408906	NA	5.11064635056e-08	3.76243903108712e-07	-0.446	0.157,0.258,0.184,0.247,0.758	0.797,0.74,0.763	chrNC_037644.1	-	13707026-13707246	13707026-13707217	13707654-13707796
519	LOC551314	NA	0	0	0.365	0.486,0.609,0.733,0.609,0.72	0.226,0.266,0.307	chrNC_037642.1	+	12700792-12701089	12700807-12701089	12700464-12700716
520	LOC410151	NA	1	1	-0.229	1,0.733,0.515,0.857,0.75	1,NA,1	chrNC_037652.1	-	2483757-2486014	2483757-2484994	2486901-2487450
521	LOC412024	NA	7.47578783322e-08	5.38795519511351e-07	0.042	1,1,0.959,1,1	0.912,0.969,0.968	chrNC_037652.1	-	6537061-6537370	6537061-6537195	6537495-6537642
522	LOC412024	NA	5.63812023735e-08	4.12545383220732e-07	0.043	1,1,0.96,1,1	0.912,0.968,0.968	chrNC_037652.1	-	6537061-6537377	6537061-6537195	6537495-6537642
523	LOC412024	NA	0.193252402706	0.402609172304167	0.207	1,0.193,0.656,0.761,0.577	0.529,0.305,0.456	chrNC_037652.1	-	6537061-6537377	6537061-6537370	6537495-6537642
524	LOC408299	NA	2.61741273977e-06	1.5321440427922e-05	0.332	0.316,0.557,0.559,0.741,0.642	0.217,0.072,0.405	chrNC_037647.1	-	7504752-7504960	7504752-7504930	7505034-7505128
528	LOC724652	NA	0.28712056853	0.556614995534733	0.032	0.911,0.845,0.857,0.851,0.781	0.795,0.766,0.89	chrNC_037640.1	+	11683266-11683343	11683269-11683343	11682740-11683146
529	LOC724344	NA	2.85160117741e-10	2.83976880737925e-09	-0.081	0.116,0.111,0.103,0.128,0.078	0.243,0.149,0.172	chrNC_037640.1	+	11465235-11465542	11465418-11465542	11463140-11464750
531	LOC551826	NA	0	0	-0.741	0.067,0.162,0.184,0.16,0.165	0.886,0.922,0.859	chrNC_037640.1	+	11078084-11078226	11078102-11078226	11077110-11077667
532	LOC100578746	NA	1.71252189096e-08	1.33877932843779e-07	0.144	1,0.958,1,0.878,1	0.799,0.817,0.855	chrNC_037642.1	+	10863526-10863711	10863532-10863711	10863364-10863438
533	LOC725400	NA	0.0269331135654	0.0756902488957377	0.209	1,0.908,0.711,0.8,0.559	0.696,0.33,0.735	chrNC_037640.1	+	10251664-10251789	10251686-10251789	10251252-10251356
534	LOC410618	NA	2.15863700248e-08	1.66582919805531e-07	-0.051	0.07,0.052,0.047,0.016,0.057	0.086,0.118,0.094	chrNC_037652.1	-	5766400-5767176	5766400-5767153	5767255-5767418
535	LOC551066	NA	0.91463142412	1	-0.123	1,1,1,1,0	0.99,0.887,0.892	chrNC_037643.1	-	9065598-9065631	9065598-9065628	9065964-9066120
536	LOC100576759	NA	1	1	-0.063	NA,0.662,1,NA,1	1,0.912,0.939	chrNC_037642.1	+	8523668-8523835	8523671-8523835	8523295-8523465
537	LOC413577	NA	0.535470207122	0.925885084360807	-0.083	0.569,1,1,1,1	1,0.989,1	chrNC_037638.1	+	20522843-20522898	20522863-20522898	20520672-20521718
538	LOC726240	NA	0.856637782969	1	-0.015	0.424,0.321,0.197,0.388,0.366	0,0.567,0.495	chrNC_037650.1	+	11253073-11253992	11253076-11253992	11250601-11251073
539	LOC726240	NA	1	1	-0.1	0.68,0.478,0.125,0.611,0.606	NA,1,0.2	chrNC_037650.1	+	11253073-11253992	11253293-11253992	11250601-11251073
540	LOC726240	NA	1.02581905337e-06	6.28052481655102e-06	-0.496	0.286,0.495,0.295,0.407,0.372	1,1,0.6	chrNC_037650.1	+	11253073-11253992	11253813-11253992	11250601-11251073
541	LOC726240	NA	0.335273834481	0.629622224377465	-0.111	0.724,0.592,0.364,0.717,0.714	1,1,0.2	chrNC_037650.1	+	11253076-11253992	11253293-11253992	11250601-11251073
542	LOC726240	NA	4.35685385314e-06	2.49557261277709e-05	-0.439	0.324,0.557,0.363,0.453,0.44	1,1,0.6	chrNC_037650.1	+	11253076-11253992	11253813-11253992	11250601-11251073
543	LOC726240	NA	1	1	-0.498	0.286,0.495,0.352,0.354,0.31	1,NA,0.714	chrNC_037650.1	+	11253293-11253992	11253813-11253992	11250601-11251073
545	LOC408740	NA	5.10945846577e-06	2.89898352667801e-05	-0.062	0.924,0.79,0.82,0.751,0.793	0.896,0.865,0.872	chrNC_037640.1	+	9266158-9266303	9266161-9266303	9261944-9262193
546	LOC408740	NA	1	1	0.012	NA,1,1,1,1	0.964,1,1	chrNC_037640.1	+	9266158-9266303	9266161-9266303	9263618-9263650
547	LOC726238	NA	0.343318746774	0.64171728368972	0.291	1,0.739,0.647,0.528,0.634	0,0.495,0.761	chrNC_037638.1	+	14045383-14045592	14045386-14045592	14044546-14044643
548	LOC726238	NA	0.832369503345	1	0	0.207,0.24,0.253,0.281,0.257	0.243,0.257,0.243	chrNC_037638.1	+	14045383-14045592	14045386-14045592	14044834-14044890
549	LOC413438	NA	1.12232756422e-09	1.02029778565455e-08	0.178	1,1,1,1,0.918	0.939,0.552,0.926	chrNC_037645.1	-	8880080-8880988	8880080-8880559	8882429-8882533
550	LOC409893	NA	2.01365616792e-06	1.18741395651302e-05	0.041	0.961,0.924,0.933,0.961,0.962	0.908,0.911,0.903	chrNC_037640.1	+	8245154-8245311	8245160-8245311	8240799-8240890
551	LOC409893	NA	0.0479965994314	0.126446172297695	-0.079	0.616,0.964,0.981,0.953,0.977	0.997,0.992,0.944	chrNC_037640.1	+	8245154-8245311	8245160-8245311	8240799-8240923
552	LOC409893	NA	0.119046517246	0.272885999417765	0.019	1,1,0.928,0.961,1	0.99,0.987,0.898	chrNC_037640.1	+	8245154-8245311	8245160-8245311	8240799-8240944
553	LOC725783	NA	0.288095535689	0.55805430641937	-0.044	1,0.776,1,1,1	1,0.997,1	chrNC_037649.1	+	8495631-8495841	8495730-8495841	8495243-8495530
554	LOC410007	NA	0.930520485117	1	-0.002	0.851,0.743,0.423,0.608,0.496	0.758,0.52,0.602	chrNC_037640.1	+	8168626-8168866	8168713-8168866	8168170-8168417
555	LOC552539	NA	0.0540050872573	0.140010654657346	-0.036	0.846,0.883,0.848,0.873,0.802	0.885,0.899,0.874	chrNC_037640.1	+	8123816-8123995	8123819-8123995	8123635-8123719
556	LOC726264	NA	1	1	0.08	NA,1,1,1,1	0.869,0.949,0.941	chrNC_037638.1	-	11701880-11702066	11701880-11702054	11702139-11702294
557	LOC726264	NA	0.0600915090698	0.152613356367746	-0.01	0.847,0.948,0.979,0.947,0.794	0.916,0.916,0.907	chrNC_037638.1	-	11701880-11702066	11701880-11702054	11702157-11702294
558	LOC408908	NA	0.204201554285	0.420960640591931	0.023	0.922,0.851,0.841,0.902,0.894	0.81,0.883,0.883	chrNC_037644.1	-	13631947-13632237	13631947-13632234	13632819-13633110
559	LOC408908	NA	0.647214395738	1	0.009	0.918,0.869,0.886,0.917,0.9	0.856,0.916,0.894	chrNC_037644.1	-	13631947-13632258	13631947-13632234	13632819-13633110
560	LOC408908	NA	0.215790916076	0.439438386330789	-0.034	0.489,0.54,0.601,0.548,0.519	0.593,0.597,0.529	chrNC_037644.1	-	13631947-13632258	13631947-13632237	13632819-13633110
561	LOC725792	NA	2.78869283221e-09	2.47883807307556e-08	-0.544	0.277,0.291,0.287,0.204,0.299	1,0.645,0.803	chrNC_037640.1	+	7452874-7456091	7452889-7456091	7452634-7452790
562	LOC410044	NA	1	1	0.034	NA,1,1,1,1	1,1,0.898	chrNC_037640.1	+	7096963-7099161	7096966-7099161	7095039-7095165
563	LOC410044	NA	9.08131332267e-06	4.91989886555485e-05	-0.072	0.735,0.709,0.717,0.724,0.691	0.832,0.769,0.761	chrNC_037640.1	+	7096963-7099161	7096966-7099161	7096502-7096800
564	LOC411083	NA	0.000705437396798	0.00282646035444942	-0.044	1,0.854,0.926,0.852,0.848	0.821,1,1	chrNC_037642.1	+	6993530-6993637	6993543-6993637	6988118-6988212
565	LOC410304	NA	0.000217277749713	0.00097836134955197	-0.052	1,0.949,0.856,1,0.935	1,1,1	chrNC_037648.1	-	7492053-7494797	7492053-7493699	7495432-7498298
567	LOC551897	NA	1	1	-0.026	NA,0.81,NA,1,1	1,1,0.889	chrNC_037642.1	+	5318826-5319825	5319278-5319825	5317717-5317911
569	LOC551519	NA	0.397503448834	0.725481579620989	-0.001	0.973,0.946,0.925,0.939,0.941	0.958,0.946,0.932	chrNC_037642.1	+	249651-249785	249655-249785	244768-244862
570	LOC100577003	NA	0.137492820339	0.308107160423529	0.166	0,0.837,0.515,1,0.648	0.209,0.797,0.296	chrNC_037638.1	+	8177653-8177908	8177656-8177908	8176001-8176073
571	LOC100577003	NA	0.478131802252	0.845627358441267	-0.192	0,0.467,0.382,0.257,0.785	0.387,0.662,0.662	chrNC_037638.1	+	8177653-8177908	8177656-8177908	8176362-8176580
572	LOC100577003	NA	1	1	0.048	NA,1,1,1,0.806	1,1,0.71	chrNC_037638.1	+	8177653-8177908	8177656-8177908	8176738-8176759
573	LOC552513	NA	3.15593347184e-05	0.000157468613979543	-0.286	0.256,0.212,0.233,0.222,0.17	0.392,0.695,0.427	chrNC_037642.1	+	11750425-11750581	11750449-11750581	11746223-11747267
574	LOC410952	NA	0.678128892218	1	-0.2	1,1,1,1,0	1,1,1	chrNC_037640.1	+	5495666-5495980	5495820-5495980	5495369-5495588
575	LOC552621	NA	0.12089284299	0.276326498262857	0.02	0.923,0.904,0.905,0.933,0.889	0.869,0.901,0.902	chrNC_037641.1	+	12159155-12159696	12159158-12159696	12158826-12159075
576	LOC410959	NA	6.70262823022e-09	5.60498527962648e-08	-0.444	0,0.125,0.241,0.163,0.168	0.7,0.532,0.519	chrNC_037640.1	-	5379459-5379612	5379459-5379597	5379663-5379888
577	LOC410535	NA	1	1	-0.034	NA,0,0,0.405,0.125	0.208,0.085,0.206	chrNC_037651.1	-	8830999-8831193	8830999-8831178	8835106-8835231
578	LOC410535	NA	1	1	-0.436	NA,0,0,0,0.526	0.689,0.426,0.589	chrNC_037651.1	-	8830999-8831193	8830999-8831178	8835118-8835231
579	LOC410535	NA	1	1	0.149	NA,NA,NA,NA,1	0.809,0.744,1	chrNC_037651.1	-	8830999-8831193	8830999-8831178	8838823-8839053
580	LOC107964839	NA	0.832998767416	1	0.028	1,0.805,0.809,0.739,0.907	0.784,0.916,0.772	chrNC_037645.1	+	11793967-11794191	11793970-11794191	11793556-11793858
581	LOC551770	NA	0.013944648691	0.0423099328171934	0.17	0.294,1,1,0.294,1	0.497,0.753,0.394	chrNC_037652.1	-	3723554-3723767	3723554-3723737	3725736-3725848
582	LOC552617	NA	9.35018507064e-10	8.59787132932414e-09	0.121	0.349,0.335,0.291,0.289,0.268	0.177,0.185,0.194	chrNC_037644.1	+	12127407-12127525	12127436-12127525	12124762-12125332
583	LOC100577949	NA	0.00517698440174	0.0173603559915084	0.331	0.971,0.007,0.035,1,1	0,0.431,0.383	chrNC_037647.1	-	8166842-8167058	8166842-8167052	8168488-8168573
584	LOC113218557	NA	1	1	0.29	NA,0.946,1,NA,1	0.762,0.611,0.702	chrNC_037641.1	-	1779427-1779540	1779427-1779537	1779612-1779616
585	LOC113218557	NA	1	1	0.224	NA,0.903,NA,1,NA	0.966,0.395,0.821	chrNC_037641.1	-	1779427-1779540	1779427-1779537	1779706-1779947
586	LOC408455	NA	1	1	0.157	NA,1,1,NA,1	0.897,0.789,0.843	chrNC_037651.1	+	7082895-7082946	7082910-7082946	7082743-7082811
587	LOC724665	NA	0.0275057605965	0.0772091525515789	-0.086	0.151,0.18,0.315,0.24,0.363	0.256,0.411,0.34	chrNC_037639.1	+	631594-631799	631603-631799	631105-631294
588	LOC413194	NA	0.930741468883	1	-0.03	1,0.978,0.787,0.928,1	0.983,1,0.922	chrNC_037640.1	+	4965872-4965967	4965896-4965967	4965606-4965802
589	LOC550811	NA	0.540562118493	0.932673676767218	-0.168	0,0.624,0.797,0.822,0.662	0.715,0.839,0.693	chrNC_037641.1	-	9334032-9334184	9334032-9334181	9334396-9334494
590	LOC102655807	NA	0.836761767496	1	-0.086	0.571,1,1,1,1	1,1,1	chrNC_037640.1	+	4774031-4774458	4774301-4774458	4773118-4773275
591	tra2	NA	0.86414391249	1	0.006	0.409,0.388,0.383,0.412,0.353	0.379,0.378,0.391	chrNC_037648.1	+	10537177-10537274	10537180-10537274	10536866-10537080
592	tra2	NA	3.76099932753e-07	2.46622906723279e-06	-0.088	0.84,0.73,0.688,0.809,0.782	0.919,0.812,0.843	chrNC_037648.1	+	10537766-10538991	10538407-10538991	10537177-10537274
593	LOC409640	NA	1	1	0.099	0.829,0.509,1,0.597,0.65	NA,0.744,0.492	chrNC_037640.1	+	4641190-4641276	4641195-4641276	4638496-4638584
594	LOC409640	NA	0.000650689827762	0.00263793173417027	-0.07	1,1,0.744,0.94,0.966	1,1,1	chrNC_037640.1	+	4644270-4644542	4644444-4644542	4642252-4642524
595	LOC409640	NA	0.00415768926776	0.0142345994901912	-0.034	1,0.939,1,1,0.892	1,1,1	chrNC_037640.1	+	4644270-4644542	4644444-4644542	4643773-4643857
596	LOC409497	NA	0.000812095724455	0.00322687042829801	0.342	1,0.569,0.422,0.412,0.617	0.408,0.082,0.297	chrNC_037647.1	+	5998093-5998396	5998115-5998396	5996437-5996703
597	LOC726857	NA	0	0	-0.113	0,0.004,0.01,0.035,0	0.103,0.127,0.137	chrNC_037640.1	+	4508519-4508835	4508543-4508835	4508125-4508327
599	LOC725617	NA	0.743484681601	1	0.001	0.229,0.6,0.504,0.129,0.445	0.195,0.572,0.373	chrNC_037649.1	+	4265553-4265773	4265571-4265773	4260528-4261752
600	LOC725617	NA	1.31340471832e-08	1.04723299799601e-07	0.422	0.373,0.745,0.862,0.616,0.382	0.088,0.229,0.204	chrNC_037649.1	+	4265553-4265773	4265571-4265773	4262542-4262544
601	LOC412326	NA	0.345804228806	0.645357814256921	-0.002	0.908,0.981,0.989,0.992,0.949	0.978,0.934,0.985	chrNC_037649.1	+	7349683-7349818	7349687-7349818	7349480-7349610
602	LOC412326	NA	0.224180465604	0.452128670125714	0.005	0.978,0.966,1,0.982,1	0.958,0.984,1	chrNC_037649.1	+	7349895-7350273	7349906-7350273	7349683-7349818
603	LOC413169	NA	0.14784086663	0.326720147248619	-0.142	0.774,0.624,0.495,0.404,0.14	0.726,0.625,0.537	chrNC_037642.1	-	7180232-7181751	7180232-7181748	7181967-7182180
604	LOC413169	NA	0.0119447797634	0.0369902857189161	-0.134	0.387,0.601,0.527,0.478,0.466	0.552,0.666,0.66	chrNC_037642.1	-	7180232-7181751	7180232-7181748	7186415-7186572
606	LOC413376	NA	0.810902775972	1	0.008	0.841,0.615,0.665,0.654,0.683	0.672,0.726,0.653	chrNC_037640.1	+	4318361-4318703	4318364-4318703	4318091-4318281
607	LOC413376	NA	0.25758221162	0.509223482609555	0.023	0.891,0.478,0.611,0.855,0.45	0.606,0.688,0.609	chrNC_037640.1	+	4320250-4320442	4320253-4320442	4319710-4320170
608	LOC412129	NA	0.221931962317	0.448725113362089	0.061	0.51,0.64,0.662,0.721,0.815	0.531,0.683,0.612	chrNC_037641.1	+	3713046-3713225	3713049-3713225	3712726-3712941
609	LOC726044	NA	0.0334397952968	0.0919459411092906	0.199	0.244,0.734,0.471,0.541,1	0.436,0.525,0.236	chrNC_037641.1	+	5836340-5838728	5836345-5838728	5832798-5833210
610	LOC726044	NA	0.258860724677	0.510909325020395	-0.124	0.292,0.506,0.551,0.501,0.785	0.826,0.658,0.468	chrNC_037641.1	+	5836340-5838728	5836372-5838728	5832798-5833210
611	LOC726044	NA	0.00437103098754	0.0148801054894979	-0.208	0.432,0.418,0.565,0.484,0.629	0.836,0.653,0.651	chrNC_037641.1	+	5836345-5838728	5836372-5838728	5832798-5833210
613	LOC100576994	NA	0.0911015139997	0.218207219160958	-0.231	0,1,0.845,1,1	1,1,1	chrNC_037650.1	+	2883198-2883459	2883267-2883459	2883017-2883112
615	LOC107964218	NA	0.567863815775	0.967262709623847	0.057	0.241,0.314,0.096,0.141,0.08	0.046,0.11,0.197	chrNC_037640.1	+	12557153-12557242	12557160-12557242	12556825-12556940
616	LOC411870	NA	0.196127092774	0.406832344561452	-0.086	1,0.502,1,0.223,0.696	0.903,0.462,0.947	chrNC_037639.1	+	9504605-9505194	9504716-9505194	9504314-9504508
620	LOC726158	NA	1.18758316625e-07	8.30961982215743e-07	-0.123	0.836,0.918,0.854,0.939,0.839	1,1,1	chrNC_037640.1	+	9441429-9441628	9441432-9441628	9440971-9441233
621	E74	NA	0.962927163529	1	-0.045	0,0.236,0.379,0.334,0.268	0.301,0.249,0.316	chrNC_037640.1	-	3353269-3353508	3353269-3353505	3354174-3354341
622	E74	NA	0.0126282108882	0.0387071598105747	-0.044	0,0.019,0.088,0.024,0	0.05,0.115,0.045	chrNC_037640.1	-	3431861-3432149	3431861-3432131	3432228-3432520
624	LOC413812	NA	0	0	-0.39	0.699,0.604,0.58,0.464,0.603	0.987,0.972,0.981	chrNC_037640.1	+	3284640-3284947	3284673-3284947	3282902-3283261
625	LOC413812	NA	1.819058848e-08	1.41286124116505e-07	-0.145	0.525,0.52,0.529,0.501,0.575	0.692,0.652,0.68	chrNC_037640.1	+	3285451-3285587	3285463-3285587	3285035-3285226
626	LOC724510	NA	0.000510697856561	0.00210235824313276	0.037	1,0.947,0.945,0.982,0.967	0.92,0.934,0.94	chrNC_037640.1	-	3244703-3244833	3244703-3244819	3245193-3245309
627	LOC724510	NA	0.0386003904643	0.10479744017457	0.124	0.578,0.431,0.239,0.419,0.461	0.217,0.404,0.283	chrNC_037640.1	-	3244703-3244833	3244703-3244819	3245787-3245973
628	LOC724510	NA	0	0	0.166	0.979,0.989,0.859,0.979,0.951	0.856,0.748,0.751	chrNC_037640.1	-	3247997-3248348	3247997-3248309	3248430-3248749
629	LOC724299	NA	4.97710983538e-10	4.75898948402869e-09	-0.358	0.135,0.177,0.26,0.309,0.233	0.454,0.663,0.624	chrNC_037639.1	-	15142763-15142971	15142763-15142947	15143918-15144044
630	LOC724299	NA	1	1	-0.058	1,0.954,0.903,0.852,1	NA,1,1	chrNC_037639.1	-	15142763-15142971	15142763-15142947	15150665-15151122
631	LOC724299	NA	1	1	-0.172	0.308,0.48,0.28,0.472,0.553	0.401,NA,0.781	chrNC_037639.1	-	15147452-15147604	15147452-15147586	15150665-15151122
632	LOC724299	NA	0.375567745926	0.692290775900461	-0.082	0.684,0.663,0.601,0.745,0.676	0.467,1,0.8	chrNC_037639.1	-	15147452-15147744	15147452-15147586	15150665-15151122
633	LOC724299	NA	0.317954764555	0.605135403565769	-0.105	0.684,0.621,0.567,0.731,0.652	0.467,1,0.8	chrNC_037639.1	-	15147452-15147817	15147452-15147586	15150665-15151122
634	LOC724299	NA	0.000159435081252	0.000734441833022649	-0.073	1,0.896,0.939,0.984,0.814	1,1,1	chrNC_037639.1	-	15147452-15147744	15147452-15147604	15150665-15151122
635	LOC724299	NA	0.000129618657081	0.000602877474795349	-0.08	1,0.881,0.931,0.984,0.803	1,1,1	chrNC_037639.1	-	15147452-15147817	15147452-15147604	15150665-15151122
636	LOC724299	NA	0.00177338342033	0.00653781906112442	-0.09	1,0.707,0.648,0.854,0.789	1,0.668,1	chrNC_037639.1	-	15147452-15147817	15147452-15147744	15150665-15151122
637	LOC410076	NA	0	0	-0.485	0.411,0.369,0.329,0.324,0.336	0.847,0.827,0.843	chrNC_037640.1	-	3237388-3238503	3237388-3237525	3239047-3239193
638	LOC551655	NA	0.0112072504915	0.0349316898436364	0.024	0.136,0.149,0.059,0.076,0.069	0.072,0.061,0.088	chrNC_037640.1	+	3225935-3226334	3225953-3226334	3225783-3225885
639	LOC552068	NA	0	0	0.168	0.969,0.955,0.963,0.991,0.93	0.683,0.907,0.791	chrNC_037638.1	-	25328367-25328497	25328367-25328470	25328582-25328738
640	LOC412295	NA	1	1	-0.289	NA,0.406,0.936,0.5,1	1,1,1	chrNC_037640.1	+	3201183-3201332	3201216-3201332	3200824-3200981
641	LOC410796	NA	0.0123636355854	0.0380907899935302	-0.151	0.365,0.797,0.669,0.693,0.718	0.779,0.807,0.813	chrNC_037639.1	+	15834805-15835013	15834829-15835013	15834553-15834600
642	LOC410796	NA	0.430851696527	0.774564847688989	-0.05	0.732,0.857,0.876,0.945,0.809	0.902,0.919,0.859	chrNC_037639.1	+	15834805-15835013	15834838-15835013	15834553-15834600
643	LOC410796	NA	0.371990819279	0.687280959406928	0.03	0.815,0.654,0.796,0.883,0.667	0.756,0.777,0.665	chrNC_037639.1	+	15834829-15835013	15834838-15835013	15834553-15834600
644	LOC100578156	NA	0.099752619751	0.235636109648031	-0.022	1,1,0.888,1,1	1,1,1	chrNC_037642.1	+	9818809-9820404	9819060-9820404	9818116-9818659
645	LOC411276	NA	1	1	-0.014	NA,1,0.861,1,0.942	1,0.917,0.977	chrNC_037645.1	+	8293633-8294490	8293654-8294490	8293191-8293494
646	LOC410273	NA	1.29703758711e-06	7.76281847646883e-06	-0.12	0,0,0.063,0.1,0.05	0.177,0.168,0.142	chrNC_037648.1	+	16095127-16095331	16095145-16095331	16094911-16095013
647	LOC102656765	NA	1	1	0.54	1,1,1,NA,1	0.461,0.509,0.411	chrNC_037645.1	-	12252692-12252828	12252692-12252825	12253112-12253194
648	LOC102656765	NA	1	1	0.267	1,NA,1,0.495,0.688	0.604,0.56,0.422	chrNC_037645.1	-	12252692-12252828	12252692-12252825	12253972-12262656
650	LOC410093	NA	0.589163169923	0.993669436272101	0.029	0.945,0.642,0.715,0.695,0.494	0.68,0.672,0.657	chrNC_037640.1	-	4583801-4583922	4583801-4583886	4584340-4584558
651	Cac	NA	1	1	0.009	1,1,1,1,1	1,1,0.972	chrNC_037640.1	+	2492825-2492947	2492830-2492947	2492401-2492723
652	Cac	NA	0.0658233436344	0.165246887785105	-0.004	0,0.049,0.042,0,0.463	0.035,0.132,0.176	chrNC_037640.1	+	2508580-2508720	2508604-2508720	2505566-2505649
653	Cac	NA	0.209617670064	0.428519938802044	0.006	1,1,1,0.962,1	1,1,0.958	chrNC_037640.1	+	2522689-2522843	2522692-2522843	2522376-2522503
655	LOC725664	NA	0.333901321069	0.627535763951136	-0.046	1,1,0.636,0.391,1	0.667,1,0.886	chrNC_037640.1	-	5035507-5035977	5035507-5035579	5036844-5038055
656	LOC412256	NA	0.494700239299	0.868530047050183	0.023	0.661,0.66,0.64,0.614,0.668	0.553,0.651,0.673	chrNC_037640.1	+	10231313-10231590	10231346-10231590	10230861-10230996
657	LOC409888	NA	0.000407075067033	0.00171099853043643	0.069	0,0.211,0.14,0.02,0.197	0.019,0.058,0.056	chrNC_037640.1	-	2316158-2316205	2316158-2316202	2316852-2316940
658	LOC725949	NA	0.165894517975	0.358895598198919	0.049	0.913,0.855,1,0.951,0.947	0.836,0.907,0.909	chrNC_037647.1	-	8193138-8193274	8193138-8193271	8193471-8193695
659	LOC552603	NA	0.0235941163482	0.0670922739759242	0.03	1,1,1,1,1	0.91,1,1	chrNC_037640.1	+	4470789-4471015	4470892-4471015	4470185-4470309
660	LOC100577971	NA	0.116184603581	0.267860757535447	-0.162	0.018,0.253,0.53,0.721,1	0,1,1	chrNC_037640.1	+	2023427-2023514	2023432-2023514	2022563-2022698
661	LOC409468	NA	0.24402180128	0.485615524935323	0.134	0.567,0.05,0.174,0.161,0.543	0.495,0,0	chrNC_037638.1	+	5243423-5243516	5243426-5243516	5243027-5243347
662	LOC409468	NA	1.11022302463e-16	1.91693184108777e-15	-0.083	1,0.867,0.883,0.889,0.946	1,1,1	chrNC_037638.1	+	5244932-5245221	5244964-5245221	5243027-5243347
663	LOC409468	NA	0.927382284485	1	-0.007	1,0.986,1,0.996,0.984	1,1,1	chrNC_037638.1	+	5244932-5245221	5244964-5245221	5243426-5243516
664	LOC726949	NA	3.38618022511e-14	5.14356489890127e-13	-0.024	1,0.948,0.948,0.948,0.952	0.981,0.978,0.99	chrNC_037641.1	-	3441632-3442488	3441632-3442452	3442728-3443593
665	LOC726949	NA	0.0847089529388	0.205147817409808	-0.033	0.797,0.747,0.796,0.821,0.784	0.864,0.77,0.831	chrNC_037641.1	-	3448150-3448366	3448150-3448360	3448447-3448597
666	LOC409286	NA	0.723073177538	1	0.048	0.897,0.936,0.969,0.751,0.777	0.643,1,0.81	chrNC_037640.1	+	1521600-1522074	1522014-1522074	1521078-1521483
667	LOC724417	NA	1	1	-0.031	1,1,1,1,0.846	1,1,1	chrNC_037647.1	+	8653833-8654168	8653995-8654168	8649318-8649992
668	LOC724417	NA	0.00162345551583	0.00605014477949068	-0.112	0.64,0.864,0.86,0.817,0.924	0.968,0.977,0.855	chrNC_037647.1	+	8684239-8684531	8684242-8684531	8682205-8682378
669	LOC724417	NA	1.19650810012e-05	6.40986482207143e-05	0.132	0.411,0.444,0.477,0.484,0.477	0.326,0.4,0.255	chrNC_037647.1	+	8684239-8684531	8684368-8684531	8682205-8682378
670	LOC724417	NA	0.000288395734836	0.00126999956625028	0.099	0.375,0.29,0.358,0.413,0.34	0.266,0.31,0.193	chrNC_037647.1	+	8684242-8684531	8684368-8684531	8682205-8682378
671	LOC724417	NA	1.82309722874e-12	2.33980392993369e-11	0.147	1,1,0.971,0.976,0.96	0.894,0.776,0.833	chrNC_037647.1	+	8684239-8684531	8684368-8684531	8682205-8682423
672	LOC411893	NA	1	1	0.403	NA,1,1,1,0	0.377,0.274,0.389	chrNC_037640.1	+	8139702-8140131	8139756-8140131	8138939-8139392
673	LOC552029	NA	0.31666069433	0.603163227295238	-0.003	0.768,0.941,1,1,1	0.904,1,0.929	chrNC_037640.1	+	1077379-1077675	1077382-1077675	1077055-1077285
674	LOC552029	NA	0.35230757507	0.654948241803253	0.007	0.941,0.922,0.836,0.967,0.918	0.919,0.872,0.937	chrNC_037640.1	+	1078702-1079253	1078714-1079253	1078228-1078627
