ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
255	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	37170	37430	37170	37239	37318	37430
256	"LOC412703"	"LOC412703"	chrNC_037641.1	+	8029356	8029935	8029356	8029675	8029850	8029935
257	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5947436	5948752	5947436	5948615	5948672	5948752
258	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221149	13222282
259	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221282	13222282
260	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221409	13222282
261	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13221516	13221574	13222282
262	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13221872	13221953	13222282
263	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13222347	13223060	13222347	13222460	13222904	13223060
264	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11873087	11872140	11872227	11872893	11873087
265	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11873087	11872140	11872749	11872893	11873087
266	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11874471	11872140	11872578	11872893	11874471
267	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11874471	11872140	11873087	11873243	11874471
268	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11874471	11872140	11873214	11873301	11874471
269	"LOC113218581"	"LOC113218581"	chrNC_037638.1	-	15940019	15941039	15940019	15940273	15940877	15941039
270	"LOC113218581"	"LOC113218581"	chrNC_037638.1	-	15940019	15941039	15940019	15940292	15940877	15941039
271	"LOC727346"	"LOC727346"	chrNC_037643.1	+	12163547	12163834	12163547	12163701	12163788	12163834
272	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14955227	14955492	14955227	14955277	14955349	14955492
273	"LOC100578248"	"LOC100578248"	chrNC_037641.1	-	8776420	8777332	8776420	8776501	8776531	8777332
274	"LOC724281"	"LOC724281"	chrNC_037638.1	+	15334069	15335892	15334069	15335059	15335103	15335892
275	"LOC724281"	"LOC724281"	chrNC_037638.1	+	15334069	15335892	15334069	15335059	15335123	15335892
276	"LOC410056"	"LOC410056"	chrNC_037642.1	-	9476149	9476552	9476149	9476349	9476451	9476552
277	"LOC102655367"	"LOC102655367"	chrNC_037639.1	+	9991542	9991875	9991542	9991653	9991719	9991875
278	"LOC409282"	"LOC409282"	chrNC_037638.1	-	15090600	15091398	15090600	15090963	15091062	15091398
279	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414092	12418995
280	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414459	12418995
281	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12415250	12418995
282	"LOC412965"	"LOC412965"	chrNC_037642.1	-	8260863	8262850	8260863	8262019	8262276	8262850
283	"LOC724450"	"LOC724450"	chrNC_037642.1	-	1944755	1950196	1944755	1948208	1948594	1950196
284	"LOC724450"	"LOC724450"	chrNC_037642.1	-	1944755	1950196	1944755	1948308	1948594	1950196
285	"LOC410282"	"LOC410282"	chrNC_037648.1	-	16213513	16213909	16213513	16213633	16213705	16213909
286	"LOC100578721"	"LOC100578721"	chrNC_037638.1	+	14348780	14349665	14348780	14349476	14349545	14349665
287	"LOC412130"	"LOC412130"	chrNC_037641.1	-	3707201	3707622	3707201	3707429	3707493	3707622
288	"LOC408402"	"LOC408402"	chrNC_037650.1	+	2884582	2885638	2884582	2885271	2885330	2885638
289	"LOC724636"	"LOC724636"	chrNC_037638.1	-	14241937	14242268	14241937	14242065	14242155	14242268
290	"LOC410887"	"LOC410887"	chrNC_037639.1	+	6959324	6960017	6959324	6959638	6959738	6960017
291	"LOC410831"	"LOC410831"	chrNC_037639.1	-	13245996	13250410	13245996	13247068	13247876	13250410
292	"LOC551807"	"LOC551807"	chrNC_037645.1	-	1542840	1543822	1542840	1543108	1543162	1543822
293	"LOC725164"	"LOC725164"	chrNC_037639.1	+	6483777	6485196	6483777	6483842	6483908	6485196
294	"LOC725164"	"LOC725164"	chrNC_037639.1	+	6488391	6492021	6488391	6488553	6490995	6492021
295	"LOC725164"	"LOC725164"	chrNC_037639.1	+	6488391	6492021	6488391	6489627	6490995	6492021
296	"LOC102653997"	"LOC102653997"	chrNC_037638.1	-	12828607	12829276	12828607	12828845	12828926	12829276
297	"LOC410718"	"LOC410718"	chrNC_037638.1	+	13024799	13027097	13024799	13025070	13025605	13027097
298	"LOC551249"	"LOC551249"	chrNC_037650.1	+	8717382	8717663	8717382	8717547	8717606	8717663
299	"LOC100576125"	"LOC100576125"	chrNC_037641.1	+	8487576	8489863	8487576	8488229	8488676	8489863
300	"LOC551842"	"LOC551842"	chrNC_037638.1	+	4566500	4567058	4566500	4566719	4566815	4567058
301	"LOC100576336"	"LOC100576336"	chrNC_037643.1	+	14139890	14140930	14139890	14140293	14140364	14140930
302	"LOC100577174"	"LOC100577174"	chrNC_037640.1	-	4706249	4708332	4706249	4706721	4708261	4708332
303	"LOC100577174"	"LOC100577174"	chrNC_037640.1	-	4708261	4708810	4708261	4708332	4708405	4708810
304	"LOC409107"	"LOC409107"	chrNC_037644.1	+	12080487	12080739	12080487	12080518	12080626	12080739
305	"LOC726817"	"LOC726817"	chrNC_037641.1	+	12373677	12374368	12373677	12373960	12374218	12374368
306	"LOC409109"	"LOC409109"	chrNC_037638.1	-	12220524	12221499	12220524	12220693	12220777	12221499
307	"LOC550689"	"LOC550689"	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358366	15358571
308	"LOC725829"	"LOC725829"	chrNC_037640.1	+	3035333	3037642	3035333	3035531	3036245	3037642
309	"LOC725829"	"LOC725829"	chrNC_037640.1	+	3035333	3037642	3035333	3035876	3036245	3037642
310	"LOC409675"	"LOC409675"	chrNC_037643.1	-	5139686	5142128	5139686	5141672	5141900	5142128
311	"LOC551555"	"LOC551555"	chrNC_037638.1	+	13940	16474	13940	15095	15179	16474
312	"LOC410603"	"LOC410603"	chrNC_037652.1	-	6968332	6969218	6968332	6968633	6968693	6969218
313	"LOC410603"	"LOC410603"	chrNC_037652.1	-	6968332	6969218	6968332	6968804	6968869	6969218
314	"LOC726667"	"LOC726667"	chrNC_037638.1	+	11739110	11739561	11739110	11739169	11739427	11739561
315	"Or57"	"Or57"	chrNC_037639.1	+	10140804	10141075	10140804	10140904	10140964	10141075
316	"Tpcn1"	"Tpcn1"	chrNC_037638.1	+	2104554	2104856	2104554	2104652	2104790	2104856
317	"LOC727234"	"LOC727234"	chrNC_037648.1	+	14861331	14862036	14861331	14861373	14861451	14862036
318	"LOC102653945"	"LOC102653945"	chrNC_037648.1	+	893605	894260	893605	893815	893895	894260
319	"LOC551919"	"LOC551919"	chrNC_037642.1	+	11248696	11249301	11248696	11248834	11248926	11249301
320	"LOC107966061"	"LOC107966061"	chrNC_037638.1	+	21475470	21481907	21475470	21475814	21475925	21481907
321	"LOC107966049"	"LOC107966049"	chrNC_037638.1	-	10978656	10980725	10978656	10980456	10980558	10980725
322	"LOC409743"	"LOC409743"	chrNC_037651.1	-	5407708	5408189	5407708	5408054	5408122	5408189
323	"nAChRa6"	"nAChRa6"	chrNC_037639.1	+	3502596	3503239	3502596	3502738	3502992	3503239
324	"LOC724925"	"LOC724925"	chrNC_037642.1	-	5397794	5398078	5397794	5397865	5397943	5398078
325	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1606221	1609466	1606221	1607277	1607380	1609466
326	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1606221	1609466	1606221	1609198	1609280	1609466
327	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1611084	1614722	1611084	1611600	1611757	1614722
328	"LOC102654998"	"LOC102654998"	chrNC_037638.1	-	1771625	1772176	1771625	1771678	1771843	1772176
329	"LOC102654998"	"LOC102654998"	chrNC_037638.1	-	1773265	1773619	1773265	1773404	1773479	1773619
330	"LOC724903"	"LOC724903"	chrNC_037638.1	-	17470228	17471866	17470228	17470516	17471812	17471866
331	"LOC408874"	"LOC408874"	chrNC_037643.1	+	14492817	14496462	14492817	14495919	14495988	14496462
332	"LOC113218748"	"LOC113218748"	chrNC_037641.1	+	4173318	4181015	4173318	4174572	4174632	4181015
333	"LOC107964212"	"LOC107964212"	chrNC_037640.1	+	4353645	4354087	4353645	4353722	4353813	4354087
334	"LOC100577548"	"LOC100577548"	chrNC_037641.1	+	12044046	12044457	12044046	12044155	12044229	12044457
335	"LOC410780"	"LOC410780"	chrNC_037638.1	-	24826158	24828137	24826158	24826545	24827896	24828137
336	"LOC408810"	"LOC408810"	chrNC_037641.1	+	6968665	6969352	6968665	6968962	6969034	6969352
337	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375591	14375365	14375476	14375581	14375591
338	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375591	14375365	14375479	14375581	14375591
339	"LOC551581"	"LOC551581"	chrNC_037638.1	-	9187215	9187566	9187215	9187305	9187398	9187566
340	"LOC725335"	"LOC725335"	chrNC_037646.1	+	9744099	9744601	9744099	9744238	9744322	9744601
341	"LOC411675"	"LOC411675"	chrNC_037638.1	+	2148094	2148519	2148094	2148217	2148290	2148519
342	"LOC551858"	"LOC551858"	chrNC_037641.1	-	2759526	2760070	2759526	2759598	2759994	2760070
343	"LOC551259"	"LOC551259"	chrNC_037644.1	+	9007078	9008530	9007078	9007324	9007483	9008530
344	"LOC102655033"	"LOC102655033"	chrNC_037643.1	-	7003915	7004265	7003915	7004100	7004177	7004265
345	"LOC410165"	"LOC410165"	chrNC_037642.1	-	8442735	8447618	8442735	8443216	8447163	8447618
346	"LOC410165"	"LOC410165"	chrNC_037642.1	-	8442735	8447618	8442735	8447093	8447163	8447618
347	"LOC551486"	"LOC551486"	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615578	2615738
348	"LOC551486"	"LOC551486"	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615583	2615738
349	"LOC409443"	"LOC409443"	chrNC_037640.1	-	4418659	4418966	4418659	4418760	4418841	4418966
350	"LOC724900"	"LOC724900"	chrNC_037640.1	+	12764899	12765869	12764899	12765029	12765128	12765869
351	"LOC107965402"	"LOC107965402"	chrNC_037650.1	+	2939257	2939786	2939257	2939552	2939627	2939786
352	"LOC412644"	"LOC412644"	chrNC_037642.1	+	131974	132442	131974	132175	132269	132442
353	"LOC408618"	"LOC408618"	chrNC_037638.1	-	4000850	4001319	4000850	4001131	4001239	4001319
354	"LOC412104"	"LOC412104"	chrNC_037642.1	-	145317	145837	145317	145451	145535	145837
355	"LOC100578161"	"LOC100578161"	chrNC_037643.1	-	16490886	16492956	16490886	16492070	16492865	16492956
356	"LOC100578161"	"LOC100578161"	chrNC_037643.1	-	16493875	16494503	16493875	16493980	16494353	16494503
357	"LOC409937"	"LOC409937"	chrNC_037638.1	+	19765370	19766327	19765370	19765892	19766025	19766327
358	"LOC413380"	"LOC413380"	chrNC_037648.1	+	2238813	2240237	2238813	2239684	2239861	2240237
359	"LOC100576446"	"LOC100576446"	chrNC_037638.1	+	12514762	12515221	12514762	12514919	12515086	12515221
360	"LOC411490"	"LOC411490"	chrNC_037646.1	+	11286633	11287100	11286633	11286828	11286913	11287100
361	"LOC409053"	"LOC409053"	chrNC_037638.1	-	5634907	5636615	5634907	5635705	5636522	5636615
362	"LOC409053"	"LOC409053"	chrNC_037638.1	-	5638730	5639106	5638730	5638932	5639007	5639106
363	"LOC102655442"	"LOC102655442"	chrNC_037638.1	+	1214381	1214946	1214381	1214509	1214648	1214946
364	"LOC409965"	"LOC409965"	chrNC_037640.1	-	8274155	8274606	8274155	8274323	8274423	8274606
365	"LOC409965"	"LOC409965"	chrNC_037640.1	-	8274203	8274606	8274203	8274258	8274423	8274606
366	"LOC412195"	"LOC412195"	chrNC_037640.1	+	1942784	1943250	1942784	1942873	1943026	1943250
367	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14756223	14759022	14756223	14756665	14758210	14759022
368	"LOC726231"	"LOC726231"	chrNC_037639.1	-	14756223	14759022	14756223	14756749	14758210	14759022
369	"LOC102656575"	"LOC102656575"	chrNC_037638.1	-	19456316	19457519	19456316	19456520	19456600	19457519
370	"LOC102656575"	"LOC102656575"	chrNC_037638.1	-	19456316	19457519	19456316	19456840	19456903	19457519
371	"LOC102654387"	"LOC102654387"	chrNC_037643.1	-	9000955	9001408	9000955	9001202	9001303	9001408
372	"LOC102655229"	"LOC102655229"	chrNC_037638.1	-	5598364	5598841	5598364	5598471	5598615	5598841
373	"LOC102656112"	"LOC102656112"	chrNC_037653.1	-	3461154	3464646	3461154	3462826	3463036	3464646
374	"LOC552508"	"LOC552508"	chrNC_037651.1	-	6845674	6846250	6845674	6846049	6846122	6846250
375	"LOC100577113"	"LOC100577113"	chrNC_037638.1	-	8183446	8184039	8183446	8183843	8183940	8184039
376	"LOC100577113"	"LOC100577113"	chrNC_037638.1	-	8184717	8185628	8184717	8184903	8184969	8185628
377	"LOC100577113"	"LOC100577113"	chrNC_037638.1	-	8184717	8185628	8184717	8185180	8185305	8185628
378	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14529045	14529494	14529045	14529151	14529218	14529494
379	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14531147	14532170	14531147	14531643	14531719	14532170
380	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14532625	14534975	14532625	14532731	14532832	14534975
381	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14532625	14534975	14532625	14533234	14533742	14534975
382	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14532625	14534975	14532625	14533618	14533742	14534975
383	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14532625	14534975	14532625	14534556	14534631	14534975
384	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14535050	14536524	14535050	14535164	14535495	14536524
385	"LOC102653678"	"LOC102653678"	chrNC_037648.1	-	14538605	14539227	14538605	14538925	14539070	14539227
386	"LOC724288"	"LOC724288"	chrNC_037648.1	-	9930861	9931226	9930861	9930997	9931084	9931226
387	"LOC551970"	"LOC551970"	chrNC_037640.1	+	4548684	4549261	4548684	4548984	4549082	4549261
388	"LOC551970"	"LOC551970"	chrNC_037640.1	+	4548684	4549261	4548684	4548984	4549093	4549261
389	"LOC102656910"	"LOC102656910"	chrNC_037640.1	+	13172642	13173139	13172642	13172824	13172935	13173139
390	"LOC102655652"	"LOC102655652"	chrNC_037638.1	-	1961412	1961768	1961412	1961594	1961692	1961768
391	"LOC102655652"	"LOC102655652"	chrNC_037638.1	-	1963062	1964940	1963062	1963327	1963428	1964940
392	"LOC410256"	"LOC410256"	chrNC_037648.1	+	14005429	14006037	14005429	14005681	14005795	14006037
393	"LOC724361"	"LOC724361"	chrNC_037648.1	+	558242	558686	558242	558303	558384	558686
394	"LOC102656066"	"LOC102656066"	chrNC_037648.1	-	13567567	13568755	13567567	13567618	13567949	13568755
395	"LOC412855"	"LOC412855"	chrNC_037640.1	+	8029237	8029615	8029237	8029391	8029463	8029615
396	"LOC726014"	"LOC726014"	chrNC_037638.1	-	11153813	11155690	11153813	11154953	11155327	11155690
397	"LOC726014"	"LOC726014"	chrNC_037638.1	-	11153813	11155690	11153813	11155141	11155327	11155690
398	"LOC724187"	"LOC724187"	chrNC_037639.1	+	11059269	11059513	11059269	11059334	11059409	11059513
399	"LOC724187"	"LOC724187"	chrNC_037639.1	+	11059269	11060453	11059269	11059513	11060198	11060453
400	"LOC102656085"	"LOC102656085"	chrNW_020555866.1	+	21321	21661	21321	21382	21482	21661
401	"LOC102656085"	"LOC102656085"	chrNW_020555866.1	+	21321	21661	21321	21410	21482	21661
402	"LOC102656085"	"LOC102656085"	chrNW_020555866.1	+	21321	21661	21321	21482	21594	21661
403	"LOC552070"	"LOC552070"	chrNC_037649.1	+	7319777	7320163	7319777	7319882	7319961	7320163
404	"LOC552070"	"LOC552070"	chrNC_037649.1	+	7319777	7320163	7319777	7319886	7319961	7320163
405	"LOC552070"	"LOC552070"	chrNC_037649.1	+	7321818	7321996	7321818	7321846	7321952	7321996
406	"LOC100576196"	"LOC100576196"	chrNC_037642.1	+	8678386	8681069	8678386	8678973	8679886	8681069
407	"LOC100577600"	"LOC100577600"	chrNC_037645.1	+	5214160	5218760	5214160	5216616	5217120	5218760
408	"LOC107964419"	"LOC107964419"	chrNC_037642.1	+	5843288	5843854	5843288	5843394	5843540	5843854
409	"LOC412813"	"LOC412813"	chrNC_037638.1	+	10085694	10086307	10085694	10086005	10086120	10086307
410	"LOC408286"	"LOC408286"	chrNC_037647.1	-	9839621	9840301	9839621	9839776	9839866	9840301
411	"LOC726602"	"LOC726602"	chrNC_037641.1	+	12185607	12186151	12185607	12185867	12185975	12186151
412	"LOC726602"	"LOC726602"	chrNC_037641.1	+	12185975	12186331	12185975	12186151	12186229	12186331
413	"LOC100577958"	"LOC100577958"	chrNC_037643.1	-	15341932	15345310	15341932	15342351	15343264	15345310
414	"LOC413404"	"LOC413404"	chrNC_037640.1	-	8252801	8252934	8252801	8252841	8252923	8252934
415	"LOC409383"	"LOC409383"	chrNC_037638.1	-	5614359	5615129	5614359	5614577	5614948	5615129
416	"LOC724275"	"LOC724275"	chrNC_037639.1	+	3887872	3888321	3887872	3888151	3888222	3888321
417	"LOC100576602"	"LOC100576602"	chrNC_037638.1	+	1456457	1458331	1456457	1456741	1458098	1458331
418	"LOC100576602"	"LOC100576602"	chrNC_037638.1	+	1457618	1458331	1457618	1457919	1458098	1458331
419	"LOC100576602"	"LOC100576602"	chrNC_037638.1	+	1458415	1460077	1458415	1458935	1459575	1460077
420	"LOC100576602"	"LOC100576602"	chrNC_037638.1	+	1458415	1460077	1458415	1459147	1459575	1460077
421	"LOC100576602"	"LOC100576602"	chrNC_037638.1	+	1461018	1463136	1461018	1462872	1463008	1463136
422	"LOC100576288"	"LOC100576288"	chrNC_037638.1	-	9233712	9235877	9233712	9233975	9235840	9235877
423	"LOC100576288"	"LOC100576288"	chrNC_037638.1	-	9233712	9235877	9233712	9235763	9235840	9235877
424	"LOC100576288"	"LOC100576288"	chrNC_037638.1	-	9235840	9236828	9235840	9235877	9235969	9236828
425	"LOC100576288"	"LOC100576288"	chrNC_037638.1	-	9235840	9236828	9235840	9235894	9235969	9236828
426	"LOC411037"	"LOC411037"	chrNC_037641.1	+	6569943	6570646	6569943	6570163	6570228	6570646
427	"LOC107964593"	"LOC107964593"	chrNC_037638.1	+	5688023	5688502	5688023	5688241	5688382	5688502
428	"LOC725527"	"LOC725527"	chrNC_037638.1	-	14137304	14137928	14137304	14137358	14137631	14137928
429	"5-HT2alpha"	"5-HT2alpha"	chrNC_037646.1	-	8796100	8797600	8796100	8796397	8796836	8797600
430	"5-HT2alpha"	"5-HT2alpha"	chrNC_037646.1	-	8796100	8797600	8796100	8796397	8796870	8797600
431	"5-HT2alpha"	"5-HT2alpha"	chrNC_037646.1	-	8796100	8797600	8796100	8796397	8797437	8797600
432	"LOC413261"	"LOC413261"	chrNC_037648.1	+	15065569	15066692	15065569	15065828	15065971	15066692
433	"LOC724634"	"LOC724634"	chrNC_037638.1	-	6506994	6515716	6506994	6510209	6510272	6515716
434	"LOC552091"	"LOC552091"	chrNC_037638.1	-	14354057	14354285	14354057	14354102	14354192	14354285
435	"LOC408519"	"LOC408519"	chrNC_037652.1	+	7464630	7467094	7464630	7466685	7466823	7467094
436	"LOC100578866"	"LOC100578866"	chrNC_037647.1	+	11613843	11614555	11613843	11614146	11614443	11614555
437	"LOC100578866"	"LOC100578866"	chrNC_037647.1	+	11614680	11615872	11614680	11614865	11615000	11615872
438	"LOC100578866"	"LOC100578866"	chrNC_037647.1	+	11614680	11615872	11614680	11615290	11615496	11615872
439	"LOC113219245"	"LOC113219245"	chrNC_037638.1	-	7058995	7059507	7058995	7059267	7059360	7059507
440	"LOC725130"	"LOC725130"	chrNC_037643.1	-	15368066	15368827	15368066	15368530	15368621	15368827
441	"LOC413718"	"LOC413718"	chrNC_037642.1	+	13117078	13117612	13117078	13117269	13117356	13117612
442	"LOC410999"	"LOC410999"	chrNC_037641.1	-	11998727	11998912	11998727	11998823	11998901	11998912
443	"LOC552144"	"LOC552144"	chrNC_037647.1	+	6490746	6490966	6490746	6490807	6490915	6490966
444	"LOC412436"	"LOC412436"	chrNC_037638.1	-	14203737	14204102	14203737	14203859	14203967	14204102
445	"LOC412436"	"LOC412436"	chrNC_037638.1	-	14203737	14204102	14203737	14203859	14203990	14204102
446	"LOC102656669"	"LOC102656669"	chrNC_037638.1	+	12579351	12580393	12579351	12579803	12579892	12580393
447	"LOC408507"	"LOC408507"	chrNC_037652.1	-	8810703	8814187	8810703	8811811	8812326	8814187
448	"LOC408507"	"LOC408507"	chrNC_037652.1	-	8814905	8815541	8814905	8815033	8815156	8815541
449	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11471807	11472643	11471807	11471999	11472405	11472643
450	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11473563	11474755	11473563	11473693	11473801	11474755
451	"LOC100576277"	"LOC100576277"	chrNC_037642.1	-	11473563	11474755	11473563	11474409	11474624	11474755
452	"LOC107964955"	"LOC107964955"	chrNC_037646.1	-	11005070	11005787	11005070	11005375	11005452	11005787
453	"LOC100577396"	"LOC100577396"	chrNC_037642.1	-	7209438	7210605	7209438	7209693	7210113	7210605
454	"LOC100577396"	"LOC100577396"	chrNC_037642.1	-	7211503	7211809	7211503	7211545	7211643	7211809
455	"LOC100577396"	"LOC100577396"	chrNC_037642.1	-	7211503	7211963	7211503	7211809	7211879	7211963
456	"LOC411348"	"LOC411348"	chrNC_037639.1	-	4843787	4846721	4843787	4846523	4846604	4846721
457	"LOC412884"	"LOC412884"	chrNC_037649.1	-	8622995	8623816	8622995	8623390	8623465	8623816
458	"LOC100578445"	"LOC100578445"	chrNC_037638.1	+	5071924	5072340	5071924	5072130	5072209	5072340
459	"LOC408602"	"LOC408602"	chrNC_037638.1	+	8528382	8528898	8528382	8528643	8528730	8528898
460	"LOC100577253"	"LOC100577253"	chrNC_037640.1	-	9450531	9454636	9450531	9451825	9451936	9454636
461	"LOC100576224"	"LOC100576224"	chrNC_037652.1	-	8072021	8072352	8072021	8072151	8072215	8072352
462	"LOC100576224"	"LOC100576224"	chrNC_037652.1	-	8074588	8075290	8074588	8074730	8074808	8075290
463	"LOC102656621"	"LOC102656621"	chrNC_037643.1	-	15030253	15030717	15030253	15030514	15030619	15030717
464	"LOC102656621"	"LOC102656621"	chrNC_037643.1	-	15030253	15031140	15030253	15030717	15030783	15031140
465	"LOC409027"	"LOC409027"	chrNC_037638.1	-	19556838	19559551	19556838	19557649	19557740	19559551
466	"LOC102655536"	"LOC102655536"	chrNC_037648.1	+	2470876	2471653	2470876	2471197	2471440	2471653
467	"LOC408716"	"LOC408716"	chrNC_037639.1	-	4633632	4637869	4633632	4637566	4637676	4637869
468	"LOC408716"	"LOC408716"	chrNC_037639.1	-	4638783	4645622	4638783	4641370	4641523	4645622
469	"LOC724973"	"LOC724973"	chrNC_037641.1	+	12805849	12808206	12805849	12806815	12807652	12808206
470	"LOC724973"	"LOC724973"	chrNC_037641.1	+	12805849	12808206	12805849	12806815	12808037	12808206
471	"LOC724737"	"LOC724737"	chrNC_037640.1	-	12612442	12613141	12612442	12612888	12612983	12613141
472	"LOC102653642"	"LOC102653642"	chrNC_037638.1	+	11382754	11383284	11382754	11382867	11383010	11383284
473	"LOC100578458"	"LOC100578458"	chrNC_037638.1	+	5878707	5881090	5878707	5878905	5880388	5881090
474	"LOC100578458"	"LOC100578458"	chrNC_037638.1	+	5878707	5881090	5878707	5878905	5880937	5881090
475	"LOC100578458"	"LOC100578458"	chrNC_037638.1	+	5878707	5881090	5878707	5880846	5880937	5881090
476	"LOC409902"	"LOC409902"	chrNC_037651.1	-	6828274	6830115	6828274	6828570	6828711	6830115
477	"InR-2"	"InR-2"	chrNC_037639.1	+	14590810	14591505	14590810	14591076	14591145	14591505
478	"LOC102654581"	"LOC102654581"	chrNC_037638.1	-	5214218	5214947	5214218	5214568	5214736	5214947
479	"LOC102654581"	"LOC102654581"	chrNC_037638.1	-	5215050	5215605	5215050	5215226	5215292	5215605
480	"LOC725754"	"LOC725754"	chrNC_037651.1	+	8615446	8616380	8615446	8615539	8615626	8616380
481	"LOC100578799"	"LOC100578799"	chrNC_037642.1	-	10736277	10737162	10736277	10736602	10736694	10737162
482	"LOC100578799"	"LOC100578799"	chrNC_037642.1	-	10739193	10740386	10739193	10739341	10740246	10740386
483	"LOC100578708"	"LOC100578708"	chrNC_037638.1	-	12304997	12305143	12304997	12305037	12305122	12305143
484	"LOC100576132"	"LOC100576132"	chrNC_037638.1	+	24225859	24226614	24225859	24226483	24226557	24226614
485	"LOC100576132"	"LOC100576132"	chrNC_037638.1	+	24226982	24227207	24226982	24227086	24227154	24227207
486	"LOC409099"	"LOC409099"	chrNC_037648.1	+	15119192	15119532	15119192	15119409	15119493	15119532
487	"LOC102654865"	"LOC102654865"	chrNC_037650.1	+	2553107	2553910	2553107	2553456	2553516	2553910
488	"LOC100578133"	"LOC100578133"	chrNC_037638.1	+	11268739	11269416	11268739	11269130	11269300	11269416
489	"LOC100577254"	"LOC100577254"	chrNC_037638.1	+	6654280	6654836	6654280	6654542	6654619	6654836
490	"LOC100577254"	"LOC100577254"	chrNC_037638.1	+	6654280	6654836	6654280	6654588	6654674	6654836
491	"LOC107966047"	"LOC107966047"	chrNC_037638.1	+	17905651	17906965	17905651	17906030	17906099	17906965
492	"LOC107966102"	"LOC107966102"	chrNC_037639.1	-	9967996	9969202	9967996	9968388	9968996	9969202
493	"LOC100577995"	"LOC100577995"	chrNC_037639.1	-	585993	586488	585993	586091	586203	586488
494	"LOC107965072"	"LOC107965072"	chrNC_037647.1	-	2856623	2858802	2856623	2857615	2857699	2858802
495	"LOC102654521"	"LOC102654521"	chrNC_037645.1	-	8504872	8505241	8504872	8504966	8505072	8505241
496	"LOC102654521"	"LOC102654521"	chrNC_037645.1	-	8505554	8507267	8505554	8505996	8506809	8507267
497	"LOC102654521"	"LOC102654521"	chrNC_037645.1	-	8505554	8507267	8505554	8505996	8507073	8507267
498	"LOC551460"	"LOC551460"	chrNC_037643.1	-	17147602	17148450	17147602	17147707	17147820	17148450
499	"LOC408579"	"LOC408579"	chrNC_037638.1	+	18886735	18888709	18886735	18886891	18886962	18888709
500	"LOC726298"	"LOC726298"	chrNC_037638.1	-	5148613	5149464	5148613	5148811	5148937	5149464
501	"LOC408577"	"LOC408577"	chrNC_037638.1	+	18905286	18909802	18905286	18906260	18906357	18909802
502	"LOC408577"	"LOC408577"	chrNC_037638.1	+	18905286	18909802	18905286	18906260	18909692	18909802
503	"LOC551731"	"LOC551731"	chrNC_037638.1	-	19299528	19299912	19299528	19299729	19299799	19299912
504	"LOC413087"	"LOC413087"	chrNC_037648.1	+	15866102	15866691	15866102	15866295	15866367	15866691
505	"LOC725044"	"LOC725044"	chrNC_037638.1	-	24236389	24236729	24236389	24236637	24236716	24236729
506	"LOC725044"	"LOC725044"	chrNC_037638.1	-	24236389	24236729	24236389	24236637	24236720	24236729
507	"LOC410408"	"LOC410408"	chrNC_037650.1	+	2812984	2813800	2812984	2813402	2813474	2813800
508	"LOC102654428"	"LOC102654428"	chrNC_037647.1	+	10798315	10799024	10798315	10798374	10798478	10799024
