ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
256	"LOC412703"	"LOC412703"	chrNC_037641.1	+	8029356	8029935	8029356	8029675	8029850	8029935	256	0,50,79,33,63	12,124,87,134,102	20,17,20	8,0,16	324	149	0.000349392798927	0.0012003125306311328	0.0,0.156,0.295,0.102,0.221	0.535,1.0,0.365	-0.479
257	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5947436	5948752	5947436	5948615	5948672	5948752	257	154,931,1535,1068,1667	24,120,363,202,196	620,362,512	1058,603,804	206	149	0	0.0	0.823,0.849,0.754,0.793,0.86	0.298,0.303,0.315	0.51
258	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221149	13222282	258	25,46,57,50,34	0,0,0,0,0	0,2,4	0,4,0	317	149	1	1.0	1.0,1.0,1.0,1.0,1.0	NA,0.19,1.0	0.405
259	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221282	13222282	259	25,54,63,50,37	0,2,0,6,0	0,2,8	0,0,0	450	149	1	1.0	1.0,0.899,1.0,0.734,1.0	NA,1.0,1.0	-0.073
260	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13220981	13221409	13222282	260	25,68,74,52,37	4,4,4,0,3	0,2,8	0,0,0	577	149	1	1.0	0.617,0.814,0.827,1.0,0.761	NA,1.0,1.0	-0.196
261	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13221516	13221574	13222282	261	13,82,46,77,19	34,166,65,119,14	0,21,2	0,5,0	207	149	1	1.0	0.216,0.262,0.337,0.318,0.494	NA,0.751,1.0	-0.55
262	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13218879	13222282	13218879	13221872	13221953	13222282	262	151,970,1281,1371,2181	14,225,325,233,35	72,132,53	0,23,2	230	149	0.120231931406	0.24642201682086154	0.875,0.736,0.719,0.792,0.976	1.0,0.788,0.945	-0.091
263	"LOC100578835"	"LOC100578835"	chrNC_037642.1	-	13222347	13223060	13222347	13222460	13222904	13223060	263	98,766,1030,1254,2144	15,218,312,353,0	59,90,79	0,2,3	593	149	0.000130657423566	0.000475164302109164	0.621,0.469,0.453,0.472,1.0	1.0,0.919,0.869	-0.326
264	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11873087	11872140	11872227	11872893	11873087	264	400,3269,6033,2588,2484	0,21,23,4,9	10706,8932,11370	280,191,217	815	149	0	0.0	1.0,0.966,0.98,0.992,0.981	0.875,0.895,0.905	0.092
265	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11873087	11872140	11872749	11872893	11873087	265	122,1191,2114,846,867	1,20,67,23,20	3949,3318,3542	368,361,402	293	149	0	0.0	0.984,0.968,0.941,0.949,0.957	0.845,0.824,0.818	0.131
266	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11874471	11872140	11872578	11872893	11874471	266	184,1748,3089,1311,1283	6,10,49,4,15	5690,4650,5537	71,64,67	464	149	0.16870781525	0.3320654883673362	0.908,0.982,0.953,0.991,0.965	0.963,0.959,0.964	-0.002
267	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11874471	11872140	11873087	11873243	11874471	267	143,1038,1776,1150,978	1,39,63,34,41	3398,3452,3962	313,307,338	305	149	0	0.0	0.986,0.929,0.932,0.943,0.921	0.841,0.846,0.851	0.096
268	"LOC409093"	"LOC409093"	chrNC_037638.1	+	11872140	11874471	11872140	11873214	11873301	11874471	268	105,681,1172,801,750	10,210,327,122,184	2869,2666,2913	897,638,775	236	149	0.0975110943301	0.2072667324687742	0.869,0.672,0.694,0.806,0.72	0.669,0.725,0.704	0.053
269	"LOC113218581"	"LOC113218581"	chrNC_037638.1	-	15940019	15941039	15940019	15940273	15940877	15941039	269	0,7,69,12,30	2,12,35,8,0	19,0,4	47,0,10	753	149	1	1.0	0.0,0.103,0.281,0.229,1.0	0.074,NA,0.073	0.249
270	"LOC113218581"	"LOC113218581"	chrNC_037638.1	-	15940019	15941039	15940019	15940292	15940877	15941039	270	0,7,46,6,13	0,0,2,0,23	14,0,4	19,3,0	734	149	1	1.0	NA,1.0,0.824,1.0,0.103	0.13,0.0,1.0	0.355
271	"LOC727346"	"LOC727346"	chrNC_037643.1	+	12163547	12163834	12163547	12163701	12163788	12163834	271	55,623,119,235,90	26,126,21,26,21	23,10,12	0,0,0	236	149	1.97280980441e-08	1.3213567826659786e-07	0.572,0.757,0.782,0.851,0.73	1.0,1.0,1.0	-0.262
272	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14955227	14955492	14955227	14955277	14955349	14955492	272	77,462,571,320,409	4,22,41,29,40	1159,580,944	18,12,10	221	149	0	0.0	0.928,0.934,0.904,0.882,0.873	0.977,0.97,0.985	-0.073
274	"LOC724281"	"LOC724281"	chrNC_037638.1	+	15334069	15335892	15334069	15335059	15335103	15335892	274	0,3,17,4,0	2,0,0,0,0	8,4,12	16,4,0	193	149	1	1.0	0.0,1.0,1.0,1.0,NA	0.279,0.436,1.0	0.178
275	"LOC724281"	"LOC724281"	chrNC_037638.1	+	15334069	15335892	15334069	15335059	15335123	15335892	275	4,3,17,4,10	0,4,9,0,8	10,14,16	87,132,29	213	149	3.63721202379e-06	1.7102244414891365e-05	1.0,0.344,0.569,1.0,0.466	0.074,0.069,0.278	0.535
276	"LOC410056"	"LOC410056"	chrNC_037642.1	-	9476149	9476552	9476149	9476349	9476451	9476552	276	83,825,958,505,444	6,43,79,10,45	3941,2943,3846	151,122,133	251	149	9.23525570912e-05	0.0003439209226076288	0.891,0.919,0.878,0.968,0.854	0.939,0.935,0.945	-0.038
278	"LOC409282"	"LOC409282"	chrNC_037638.1	-	15090600	15091398	15090600	15090963	15091062	15091398	278	15,93,67,37,69	10,101,46,21,27	120,121,196	313,172,356	248	149	1.54907431327e-08	1.0526921063170584e-07	0.474,0.356,0.467,0.514,0.606	0.187,0.297,0.249	0.239
279	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414092	12418995	279	7,188,379,184,275	2,10,72,58,42	265,136,157	21,18,2	839	149	0.0193911041331	0.04866069527740188	0.383,0.77,0.483,0.36,0.538	0.691,0.573,0.933	-0.226
280	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12414459	12418995	280	7,235,400,224,292	0,0,8,6,4	347,176,170	51,3,34	1206	149	7.10976977855e-05	0.0002735204819764483	1.0,1.0,0.861,0.822,0.9	0.457,0.879,0.382	0.344
281	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12415250	12418995	281	27,450,548,422,396	4,37,60,51,33	731,289,292	88,49,98	1997	149	0.00162094382189	0.004883814557215501	0.335,0.476,0.405,0.382,0.472	0.383,0.306,0.182	0.124
282	"LOC412965"	"LOC412965"	chrNC_037642.1	-	8260863	8262850	8260863	8262019	8262276	8262850	282	60,763,485,555,306	2,61,141,163,118	152,109,168	8,2,14	406	149	0.000176558275618	0.0006346554231674054	0.917,0.821,0.558,0.555,0.488	0.875,0.952,0.815	-0.213
283	"LOC724450"	"LOC724450"	chrNC_037642.1	-	1944755	1950196	1944755	1948208	1948594	1950196	283	19,304,313,309,306	0,16,12,28,20	288,197,248	16,14,4	535	149	0.356251597592	0.6329584682407481	1.0,0.841,0.879,0.755,0.81	0.834,0.797,0.945	-0.002
284	"LOC724450"	"LOC724450"	chrNC_037642.1	-	1944755	1950196	1944755	1948308	1948594	1950196	284	3,125,117,81,122	11,29,17,16,29	103,59,81	12,28,20	435	149	0.602318753658	0.9635030234632269	0.085,0.596,0.702,0.634,0.59	0.746,0.419,0.581	-0.061
285	"LOC410282"	"LOC410282"	chrNC_037648.1	-	16213513	16213909	16213513	16213633	16213705	16213909	285	0,0,19,6,0	0,7,515,6,2	236,182,180	199,392,90	221	149	1	1.0	NA,0.0,0.024,0.403,0.0	0.444,0.238,0.574	-0.312
286	"LOC100578721"	"LOC100578721"	chrNC_037638.1	+	14348780	14349665	14348780	14349476	14349545	14349665	286	107,904,365,698,311	20,117,29,56,33	1271,901,1594	184,107,263	218	149	0.00747010328491	0.020158452632612203	0.785,0.841,0.896,0.895,0.866	0.825,0.852,0.806	0.029
287	"LOC412130"	"LOC412130"	chrNC_037641.1	-	3707201	3707622	3707201	3707429	3707493	3707622	287	156,619,355,517,286	0,29,4,8,10	250,354,514	2,14,6	213	149	0.261911763627	0.48865701790929267	1.0,0.937,0.984,0.978,0.952	0.989,0.946,0.984	-0.003
288	"LOC408402"	"LOC408402"	chrNC_037650.1	+	2884582	2885638	2884582	2885271	2885330	2885638	288	46,311,46,35,48	0,0,0,0,0	73,15,76	6,0,4	208	149	0.000398350975691	0.0013584789683821282	1.0,1.0,1.0,1.0,1.0	0.897,1.0,0.932	0.057
289	"LOC724636"	"LOC724636"	chrNC_037638.1	-	14241937	14242268	14241937	14242065	14242155	14242268	289	67,678,998,609,967	0,51,49,54,32	22,42,58	0,1,0	239	149	1.70626167582e-05	7.286833120130367e-05	1.0,0.892,0.927,0.875,0.95	1.0,0.963,1.0	-0.059
290	"LOC410887"	"LOC410887"	chrNC_037639.1	+	6959324	6960017	6959324	6959638	6959738	6960017	290	1,20,11,5,16	0,6,9,3,11	33,16,24	4,0,9	249	149	0.0279252568832	0.06877887343454815	1.0,0.666,0.422,0.499,0.465	0.832,1.0,0.615	-0.205
291	"LOC410831"	"LOC410831"	chrNC_037639.1	-	13245996	13250410	13245996	13247068	13247876	13250410	291	225,417,274,339,434	23,102,164,106,168	2454,1300,1415	1167,785,709	957	149	0.00523894937885	0.014387793131885986	0.604,0.389,0.206,0.332,0.287	0.247,0.205,0.237	0.134
292	"LOC551807"	"LOC551807"	chrNC_037645.1	-	1542840	1543822	1542840	1543108	1543162	1543822	292	169,1245,751,1336,697	16,111,127,88,50	603,576,830	1,2,8	203	149	0	0.0	0.886,0.892,0.813,0.918,0.911	0.998,0.995,0.987	-0.109
293	"LOC725164"	"LOC725164"	chrNC_037639.1	+	6483777	6485196	6483777	6483842	6483908	6485196	293	10,14,31,16,6	0,0,0,0,0	10,4,14	0,2,0	215	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.581,1.0	0.14
294	"LOC725164"	"LOC725164"	chrNC_037639.1	+	6488391	6492021	6488391	6488553	6490995	6492021	294	2,152,374,356,61	0,16,33,13,15	22,50,11	2,0,0	2591	149	0.00228018476851	0.006675635281392484	1.0,0.353,0.395,0.612,0.19	0.387,1.0,1.0	-0.286
295	"LOC725164"	"LOC725164"	chrNC_037639.1	+	6488391	6492021	6488391	6489627	6490995	6492021	295	0,117,270,258,37	0,3,4,0,0	20,36,11	0,0,0	1517	149	1	1.0	NA,0.793,0.869,1.0,1.0	1.0,1.0,1.0	-0.085
296	"LOC102653997"	"LOC102653997"	chrNC_037638.1	-	12828607	12829276	12828607	12828845	12828926	12829276	296	2,0,1,0,2	0,0,0,8,0	323,199,353	108,137,104	230	149	1	1.0	1.0,NA,1.0,0.0,1.0	0.66,0.485,0.687	0.139
297	"LOC410718"	"LOC410718"	chrNC_037638.1	+	13024799	13027097	13024799	13025070	13025605	13027097	297	97,802,405,346,233	12,28,117,12,36	775,463,737	85,51,60	684	149	0.843708221694	1.0	0.638,0.862,0.43,0.863,0.585	0.665,0.664,0.728	-0.01
298	"LOC551249"	"LOC551249"	chrNC_037650.1	+	8717382	8717663	8717382	8717547	8717606	8717663	298	8,8,11,4,23	15,8,4,0,36	59,56,136	117,128,98	208	149	0.241817063781	0.45665656466553955	0.276,0.417,0.663,1.0,0.314	0.265,0.239,0.499	0.2
299	"LOC100576125"	"LOC100576125"	chrNC_037641.1	+	8487576	8489863	8487576	8488229	8488676	8489863	299	10,25,43,12,11	4,1,0,0,0	747,63,179	4,0,0	596	149	0.364431922543	0.6425873482718428	0.385,0.862,1.0,1.0,1.0	0.979,1.0,1.0	-0.144
300	"LOC551842"	"LOC551842"	chrNC_037638.1	+	4566500	4567058	4566500	4566719	4566815	4567058	300	3,44,41,13,9	2,6,1,0,2	20,29,40	28,17,19	245	149	4.03086848355e-06	1.867034108549776e-05	0.477,0.817,0.961,1.0,0.732	0.303,0.509,0.561	0.34
301	"LOC100576336"	"LOC100576336"	chrNC_037643.1	+	14139890	14140930	14139890	14140293	14140364	14140930	301	0,32,17,16,6	0,0,1,0,0	136,64,86	20,11,17	220	149	1	1.0	NA,1.0,0.92,1.0,1.0	0.822,0.798,0.774	0.182
302	"LOC100577174"	"LOC100577174"	chrNC_037640.1	-	4706249	4708332	4706249	4706721	4708261	4708332	302	38,62,194,24,86	0,6,2,0,3	1339,636,676	485,470,288	1689	149	8.3044682242e-14	1.0040857034714544e-12	1.0,0.477,0.895,1.0,0.717	0.196,0.107,0.172	0.659
303	"LOC100577174"	"LOC100577174"	chrNC_037640.1	-	4708261	4708810	4708261	4708332	4708405	4708810	303	18,25,116,35,27	0,2,14,8,6	2140,1251,1072	175,181,116	222	149	0.882687761499	1.0	1.0,0.893,0.848,0.746,0.751	0.891,0.823,0.861	-0.011
304	"LOC409107"	"LOC409107"	chrNC_037644.1	+	12080487	12080739	12080487	12080518	12080626	12080739	304	122,513,337,318,366	2,21,42,41,16	570,565,656	45,31,20	257	149	0.132702993642	0.2668390649691188	0.973,0.934,0.823,0.818,0.93	0.88,0.914,0.95	-0.019
305	"LOC726817"	"LOC726817"	chrNC_037641.1	+	12373677	12374368	12373677	12373960	12374218	12374368	305	75,281,282,300,405	2,0,0,0,2	285,98,117	56,19,83	407	149	0	0.0	0.932,1.0,1.0,1.0,0.987	0.651,0.654,0.34	0.435
306	"LOC409109"	"LOC409109"	chrNC_037638.1	-	12220524	12221499	12220524	12220693	12220777	12221499	306	85,2120,965,1188,772	8,197,86,93,38	117,2,10	0,0,1	233	149	1.17909818353e-06	6.098557827035723e-06	0.872,0.873,0.878,0.891,0.929	1.0,1.0,0.865	-0.066
307	"LOC550689"	"LOC550689"	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358366	15358571	307	104,996,552,651,597	15,144,132,139,104	996,563,929	257,169,252	225	149	8.9492426065e-05	0.00033460822757636543	0.821,0.821,0.735,0.756,0.792	0.72,0.688,0.709	0.079
308	"LOC725829"	"LOC725829"	chrNC_037640.1	+	3035333	3037642	3035333	3035531	3036245	3037642	308	206,1041,771,886,437	0,11,50,40,2	1793,482,837	124,36,42	863	149	1.86154354032e-06	9.317726000203872e-06	1.0,0.942,0.727,0.793,0.974	0.714,0.698,0.775	0.158
309	"LOC725829"	"LOC725829"	chrNC_037640.1	+	3035333	3037642	3035333	3035876	3036245	3037642	309	121,473,212,324,87	4,55,16,34,9	863,155,288	0,4,2	518	149	0	0.0	0.897,0.712,0.792,0.733,0.735	1.0,0.918,0.976	-0.191
310	"LOC409675"	"LOC409675"	chrNC_037643.1	-	5139686	5142128	5139686	5141672	5141900	5142128	310	4162,49263,19303,30747,14214	0,11,8,4,5	32750,19107,46620	2,2,19	377	149	1	1.0	1.0,0.999,0.999,1.0,0.999	1.0,1.0,0.999	-0.0
311	"LOC551555"	"LOC551555"	chrNC_037638.1	+	13940	16474	13940	15095	15179	16474	311	245,1608,330,888,226	8,58,46,61,55	4177,1446,5173	95,68,97	233	149	1.00601749153e-11	9.963854091642872e-11	0.951,0.947,0.821,0.903,0.724	0.966,0.931,0.972	-0.087
312	"LOC410603"	"LOC410603"	chrNC_037652.1	-	6968332	6969218	6968332	6968633	6968693	6969218	312	0,24,23,22,49	0,0,0,0,1	80,100,14	4,8,8	209	149	1	1.0	NA,1.0,1.0,1.0,0.972	0.934,0.899,0.555	0.197
313	"LOC410603"	"LOC410603"	chrNC_037652.1	-	6968332	6969218	6968332	6968804	6968869	6969218	313	0,26,31,28,26	0,0,0,0,0	48,57,2	6,18,0	214	149	1	1.0	NA,1.0,1.0,1.0,1.0	0.848,0.688,1.0	0.155
314	"LOC726667"	"LOC726667"	chrNC_037638.1	+	11739110	11739561	11739110	11739169	11739427	11739561	314	102,463,199,279,163	3,7,12,0,0	1341,538,1389	56,66,145	407	149	2.09138262264e-11	2.02820543924775e-10	0.926,0.96,0.859,1.0,1.0	0.898,0.749,0.778	0.141
316	"Tpcn1"	"Tpcn1"	chrNC_037638.1	+	2104554	2104856	2104554	2104652	2104790	2104856	316	16,63,8,27,14	0,13,2,0,0	681,41,90	6,0,0	287	149	0.00022668034075	0.0008024311682062738	1.0,0.716,0.675,1.0,1.0	0.983,1.0,1.0	-0.116
317	"LOC727234"	"LOC727234"	chrNC_037648.1	+	14861331	14862036	14861331	14861373	14861451	14862036	317	98,510,240,446,195	16,161,9,46,18	558,304,672	24,19,67	227	149	0.00276448845749	0.00799297749665587	0.801,0.675,0.946,0.864,0.877	0.939,0.913,0.868	-0.074
318	"LOC102653945"	"LOC102653945"	chrNC_037648.1	+	893605	894260	893605	893815	893895	894260	318	10,185,116,77,107	4,57,82,53,62	15,6,49	2,2,35	229	149	0.472060172244	0.8019854386116132	0.619,0.679,0.479,0.486,0.529	0.83,0.661,0.477	-0.098
319	"LOC551919"	"LOC551919"	chrNC_037642.1	+	11248696	11249301	11248696	11248834	11248926	11249301	319	2775,3870,5201,3038,2473	2657,10192,8495,8599,11143	101,99,179	29,29,34	241	149	0	0.0	0.392,0.19,0.275,0.179,0.121	0.683,0.679,0.765	-0.478
320	"LOC107966061"	"LOC107966061"	chrNC_037638.1	+	21475470	21481907	21475470	21475814	21475925	21481907	320	0,10,10,4,13	0,0,0,0,1	0,0,3	0,0,2	260	149	1	1.0	NA,1.0,1.0,1.0,0.882	NA,NA,0.462	0.508
321	"LOC107966049"	"LOC107966049"	chrNC_037638.1	-	10978656	10980725	10978656	10980456	10980558	10980725	321	5,16,30,28,31	0,0,10,2,0	28,64,100	4,2,5	251	149	0.540832884309	0.8894475194778272	1.0,1.0,0.64,0.893,1.0	0.806,0.95,0.922	0.014
322	"LOC409743"	"LOC409743"	chrNC_037651.1	-	5407708	5408189	5407708	5408054	5408122	5408189	322	12,53,18,15,3	0,12,1,12,0	6,24,47	13,8,17	217	149	0.0192334510606	0.04866069527740188	1.0,0.752,0.925,0.462,1.0	0.241,0.673,0.655	0.305
324	"LOC724925"	"LOC724925"	chrNC_037642.1	-	5397794	5398078	5397794	5397865	5397943	5398078	324	55,138,109,148,98	0,39,2,19,14	411,293,541	19,21,17	227	149	0.00149543873366	0.004535027560382605	1.0,0.699,0.973,0.836,0.821	0.934,0.902,0.954	-0.064
325	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1606221	1609466	1606221	1607277	1607380	1609466	325	0,1,0,0,0	0,0,0,0,0	0,0,0	26,0,0	252	149	1	1.0	NA,1.0,NA,NA,NA	0.0,NA,NA	1.0
326	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1606221	1609466	1606221	1609198	1609280	1609466	326	0,0,1,4,0	0,3,0,2,3	19,4,0	24,7,14	231	149	1	1.0	NA,0.0,1.0,0.563,0.0	0.338,0.269,0.0	0.188
327	"LOC102653619"	"LOC102653619"	chrNC_037638.1	-	1611084	1614722	1611084	1611600	1611757	1614722	327	0,0,20,2,1	0,0,42,4,11	18,19,4	14,16,13	306	149	1	1.0	NA,NA,0.188,0.196,0.042	0.385,0.366,0.13	-0.152
328	"LOC102654998"	"LOC102654998"	chrNC_037638.1	-	1771625	1772176	1771625	1771678	1771843	1772176	328	56,428,647,540,465	0,0,0,4,2	58,38,49	0,0,0	314	149	1	1.0	1.0,1.0,1.0,0.985,0.991	1.0,1.0,1.0	-0.005
329	"LOC102654998"	"LOC102654998"	chrNC_037638.1	-	1773265	1773619	1773265	1773404	1773479	1773619	329	16,158,70,85,77	1,4,21,4,2	0,5,3	0,0,9	224	149	1	1.0	0.914,0.963,0.689,0.934,0.962	NA,1.0,0.181	0.302
330	"LOC724903"	"LOC724903"	chrNC_037638.1	-	17470228	17471866	17470228	17470516	17471812	17471866	330	0,5,0,0,2	0,0,0,0,0	32,16,25	2,0,12	1445	149	1	1.0	NA,1.0,NA,NA,1.0	0.623,1.0,0.177	0.4
331	"LOC408874"	"LOC408874"	chrNC_037643.1	+	14492817	14496462	14492817	14495919	14495988	14496462	331	200,1117,1050,958,1000	30,229,212,114,173	3043,5015,3452	203,309,255	218	149	0	0.0	0.82,0.769,0.772,0.852,0.798	0.911,0.917,0.902	-0.108
332	"LOC113218748"	"LOC113218748"	chrNC_037641.1	+	4173318	4181015	4173318	4174572	4174632	4181015	332	0,0,0,2,0	0,0,0,0,0	30,16,6	0,0,2	209	149	1	1.0	NA,NA,NA,1.0,NA	1.0,1.0,0.681	0.106
334	"LOC100577548"	"LOC100577548"	chrNC_037641.1	+	12044046	12044457	12044046	12044155	12044229	12044457	334	29,189,171,370,203	5,46,91,159,67	22,51,7	14,11,9	223	149	0.357413586279	0.63381342633476	0.795,0.733,0.557,0.609,0.669	0.512,0.756,0.342	0.136
335	"LOC410780"	"LOC410780"	chrNC_037638.1	-	24826158	24828137	24826158	24826545	24827896	24828137	335	6,349,239,368,167	0,56,28,39,30	45,19,40	0,0,0	1500	149	3.62563867817e-09	2.8128913411468918e-08	1.0,0.382,0.459,0.484,0.356	1.0,1.0,1.0	-0.464
336	"LOC408810"	"LOC408810"	chrNC_037641.1	+	6968665	6969352	6968665	6968962	6969034	6969352	336	1,13,20,1,7	23,353,296,206,312	18,5,8	197,97,85	221	149	0.00171509766922	0.0051508255807865165	0.028,0.024,0.044,0.003,0.015	0.058,0.034,0.06	-0.028
337	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375591	14375365	14375476	14375581	14375591	337	108,934,567,776,491	25,180,205,235,136	316,296,346	83,146,163	254	149	0.0158054688725	0.040761472355394734	0.717,0.753,0.619,0.66,0.679	0.691,0.543,0.555	0.089
338	"LOC726781"	"LOC726781"	chrNC_037648.1	-	14375365	14375591	14375365	14375479	14375581	14375591	338	106,861,520,746,438	57,530,464,656,420	297,279,320	170,267,242	251	149	0.78749418047	1.0	0.525,0.491,0.399,0.403,0.382	0.509,0.383,0.44	-0.004
339	"LOC551581"	"LOC551581"	chrNC_037638.1	-	9187215	9187566	9187215	9187305	9187398	9187566	339	9,187,34,34,21	0,4,1,0,0	86,4,42	6,2,6	242	149	1.38017128276e-05	6.0043900198577574e-05	1.0,0.966,0.954,1.0,1.0	0.898,0.552,0.812	0.23
340	"LOC725335"	"LOC725335"	chrNC_037646.1	+	9744099	9744601	9744099	9744238	9744322	9744601	340	2,0,14,0,6	0,0,0,0,0	0,1,0	8,0,0	233	149	1	1.0	1.0,NA,1.0,NA,1.0	0.0,1.0,NA	0.5
343	"LOC551259"	"LOC551259"	chrNC_037644.1	+	9007078	9008530	9007078	9007324	9007483	9008530	343	620,2698,2426,4445,5885	32,123,211,262,403	741,547,838	110,71,114	308	149	6.00630656322e-14	7.357725539944501e-13	0.904,0.914,0.848,0.891,0.876	0.765,0.788,0.781	0.109
344	"LOC102655033"	"LOC102655033"	chrNC_037643.1	-	7003915	7004265	7003915	7004100	7004177	7004265	344	10,11,4,10,4	0,0,0,0,2	2,21,46	0,7,2	226	149	0.000505305999586	0.0016861644645683367	1.0,1.0,1.0,1.0,0.569	1.0,0.664,0.938	0.046
345	"LOC410165"	"LOC410165"	chrNC_037642.1	-	8442735	8447618	8442735	8443216	8447163	8447618	345	1248,9925,5506,6714,4361	14,41,18,34,16	5277,3282,5000	235,337,316	4096	149	0	0.0	0.764,0.898,0.918,0.878,0.908	0.45,0.262,0.365	0.514
346	"LOC410165"	"LOC410165"	chrNC_037642.1	-	8442735	8447618	8442735	8447093	8447163	8447618	346	162,1445,996,1037,746	9,113,43,42,45	393,459,647	3,19,16	219	149	3.94309094953e-06	1.835508837006215e-05	0.925,0.897,0.94,0.944,0.919	0.989,0.943,0.965	-0.041
347	"LOC551486"	"LOC551486"	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615578	2615738	347	189,848,424,385,337	4,53,12,17,4	3324,1001,1503	731,291,382	243	149	0	0.0	0.967,0.907,0.956,0.933,0.981	0.736,0.678,0.707	0.242
348	"LOC551486"	"LOC551486"	chrNC_037648.1	-	2614724	2615738	2614724	2615484	2615583	2615738	348	189,849,427,389,337	1,81,42,24,50	3330,1008,1513	840,553,814	248	149	1.11022302463e-16	1.615027556141453e-15	0.991,0.863,0.859,0.907,0.802	0.704,0.523,0.528	0.299
349	"LOC409443"	"LOC409443"	chrNC_037640.1	-	4418659	4418966	4418659	4418760	4418841	4418966	349	0,25,4,6,7	98,740,370,398,215	46,19,32	515,470,576	230	149	6.62493387926e-08	4.224529754514425e-07	0.0,0.021,0.007,0.01,0.021	0.055,0.026,0.035	-0.027
350	"LOC724900"	"LOC724900"	chrNC_037640.1	+	12764899	12765869	12764899	12765029	12765128	12765869	350	0,35,4,22,10	2,18,10,21,6	136,75,4	348,142,2	248	149	0.267571222094	0.49821761553902805	0.0,0.539,0.194,0.386,0.5	0.19,0.241,0.546	-0.002
351	"LOC107965402"	"LOC107965402"	chrNC_037650.1	+	2939257	2939786	2939257	2939552	2939627	2939786	351	2,4,6,3,4	1,9,34,53,6	4,8,5	0,0,3	224	149	2.96144423761e-07	1.691475205653319e-06	0.571,0.228,0.105,0.036,0.307	1.0,1.0,0.526	-0.593
352	"LOC412644"	"LOC412644"	chrNC_037642.1	+	131974	132442	131974	132175	132269	132442	352	0,0,0,0,0	0,0,2,0,0	0,0,1	0,2,3	243	149	1	1.0	NA,NA,0.0,NA,NA	NA,0.0,0.17	-0.085
353	"LOC408618"	"LOC408618"	chrNC_037638.1	-	4000850	4001319	4000850	4001131	4001239	4001319	353	38,1163,1228,1582,878	0,53,71,86,65	338,226,282	35,41,84	257	149	3.69312469495e-10	3.3708814617631865e-09	1.0,0.927,0.909,0.914,0.887	0.848,0.762,0.661	0.17
354	"LOC412104"	"LOC412104"	chrNC_037642.1	-	145317	145837	145317	145451	145535	145837	354	293,2015,306,1415,226	10,55,11,75,12	708,267,1034	31,13,53	233	149	0.172757263974	0.33860423738904005	0.949,0.959,0.947,0.923,0.923	0.936,0.929,0.926	0.01
355	"LOC100578161"	"LOC100578161"	chrNC_037643.1	-	16490886	16492956	16490886	16492070	16492865	16492956	355	66,387,452,321,257	3,47,74,77,132	1554,1351,1283	74,115,95	944	149	0.000737504439548	0.00240075745880835	0.776,0.565,0.491,0.397,0.235	0.768,0.65,0.681	-0.207
356	"LOC100578161"	"LOC100578161"	chrNC_037643.1	-	16493875	16494503	16493875	16493980	16494353	16494503	356	176,680,709,645,454	2,169,169,79,195	2708,2174,2397	174,119,140	522	149	0.000887752491776	0.0028401978345135945	0.962,0.535,0.545,0.7,0.399	0.816,0.839,0.83	-0.2
357	"LOC409937"	"LOC409937"	chrNC_037638.1	+	19765370	19766327	19765370	19765892	19766025	19766327	357	4,8,26,10,16	2,0,17,2,1	2,6,28	4,4,6	282	149	0.131519408683	0.26560644139668765	0.514,1.0,0.447,0.725,0.894	0.209,0.442,0.711	0.262
358	"LOC413380"	"LOC413380"	chrNC_037648.1	+	2238813	2240237	2238813	2239684	2239861	2240237	358	0,6,26,32,5	0,0,0,0,0	5527,1892,1855	16,7,18	326	149	1	1.0	NA,1.0,1.0,1.0,1.0	0.994,0.992,0.979	0.012
