ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5020	"LOC409665"	NA	chrNC_037652.1	-	5932499	5932571	5931685	5931781	5934204	5934303	5020	22,214,605,304,548	0,11,17,17,35	18,41,31	2,1,5	221	149	0.558262574259	1.0	1.0,0.929,0.96,0.923,0.913	0.859,0.965,0.807	0.068
5021	"LOC409665"	NA	chrNC_037652.1	-	5932499	5932571	5931685	5931781	5935212	5935299	5021	3,85,286,139,229	55,294,586,387,561	9,33,14	275,187,334	221	149	0	0.0	0.035,0.163,0.248,0.195,0.216	0.022,0.106,0.027	0.12
5022	"LOC409665"	NA	chrNC_037652.1	-	5932499	5932571	5931685	5931781	5936522	5936633	5022	3,77,227,127,221	12,88,210,137,181	7,25,14	37,30,43	221	149	0.00520613633779	0.021656564707503476	0.144,0.371,0.422,0.385,0.452	0.113,0.36,0.18	0.137
5023	"LOC409665"	NA	chrNC_037652.1	-	5932499	5932571	5931685	5931781	5938363	5938552	5023	3,77,234,127,222	414,2931,6998,2316,6482	15,26,14	1115,626,793	221	149	0.00197899759922	0.008790347517989927	0.005,0.017,0.022,0.036,0.023	0.009,0.027,0.012	0.005
5024	"LOC409665"	NA	chrNC_037652.1	-	5934204	5934303	5931007	5931242	5935212	5935299	5024	3,62,140,139,176	0,0,0,2,5	4,15,14	2,1,0	248	149	0.465492660257	1.0	1.0,1.0,1.0,0.977,0.955	0.546,0.9,1.0	0.171
5026	"LOC409665"	NA	chrNC_037652.1	-	5934204	5934303	5931685	5931781	5935212	5935299	5026	3,72,153,156,205	55,294,586,387,561	6,16,19	275,187,334	248	149	0	0.0	0.032,0.128,0.136,0.195,0.18	0.013,0.049,0.033	0.103
5027	"LOC409665"	NA	chrNC_037652.1	-	5934204	5934303	5931685	5931781	5938363	5938552	5027	0,10,14,13,31	414,2931,6998,2316,6482	2,1,2	1115,626,793	248	149	1	1.0	0.0,0.002,0.001,0.003,0.003	0.001,0.001,0.002	0.0
5028	"LOC409665"	NA	chrNC_037652.1	-	5934204	5934303	5932499	5932571	5935212	5935299	5028	22,190,506,315,488	0,8,59,12,9	15,29,28	2,8,0	248	149	0.211696232886	0.666829485832287	1.0,0.935,0.837,0.94,0.97	0.818,0.685,1.0	0.102
5029	"LOC409665"	NA	chrNC_037652.1	-	5934204	5934303	5932499	5932571	5938363	5938552	5029	14,103,251,136,236	0,0,7,0,2	11,9,12	8,1,0	248	149	0.000311838081867	0.0015390311798001636	1.0,1.0,0.956,1.0,0.986	0.452,0.844,1.0	0.223
5030	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5923105	5923420	5938363	5938552	5030	4,8,58,26,30	0,0,8,0,0	210,72,109	0,10,3	236	149	0.400416057692	1.0	1.0,1.0,0.821,1.0,1.0	1.0,0.82,0.958	0.038
5031	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5929231	5929394	5936522	5936633	5031	0,12,8,16,5	0,3,0,0,0	30,34,22	0,0,0	236	149	1	1.0	NA,0.716,1.0,1.0,1.0	1.0,1.0,1.0	-0.071
5032	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5929231	5929394	5938363	5938552	5032	4,8,54,28,30	10,90,536,154,121	210,72,109	5,2,5	236	149	0	0.0	0.202,0.053,0.06,0.103,0.135	0.964,0.958,0.932	-0.841
5033	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5931007	5931242	5936522	5936633	5033	0,12,8,14,9	0,0,1,4,1	32,34,22	0,0,0	236	149	1	1.0	NA,1.0,0.835,0.688,0.85	1.0,1.0,1.0	-0.157
5034	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5931007	5931242	5938363	5938552	5034	4,8,54,26,34	0,23,105,20,17	212,73,109	0,0,0	236	149	0	0.0	1.0,0.18,0.245,0.451,0.558	1.0,1.0,1.0	-0.513
5035	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5931685	5931781	5935553	5935643	5035	94,630,1192,854,1208	0,2,15,0,12	502,281,560	0,0,0	236	149	0.754323216687	1.0	1.0,0.995,0.98,1.0,0.985	1.0,1.0,1.0	-0.008
5036	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5931685	5931781	5936522	5936633	5036	13,258,422,333,445	12,88,210,137,181	255,186,283	37,30,43	236	149	2.08322126216e-09	1.7168755086360562e-08	0.406,0.649,0.559,0.605,0.608	0.813,0.797,0.806	-0.24
5037	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5931685	5931781	5938363	5938552	5037	21,252,484,345,472	414,2931,6998,2316,6482	445,234,385	1115,626,793	236	149	0	0.0	0.031,0.051,0.042,0.086,0.044	0.201,0.191,0.235	-0.158
5038	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5932499	5932571	5936522	5936633	5038	0,16,48,22,9	0,0,0,0,1	32,42,22	0,0,0	236	149	1	1.0	NA,1.0,1.0,1.0,0.85	1.0,1.0,1.0	-0.037
5039	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5932499	5932571	5938363	5938552	5039	4,12,94,34,34	0,0,7,0,2	212,78,109	8,1,0	236	149	0.707355418845	1.0	1.0,1.0,0.894,1.0,0.915	0.944,0.98,1.0	-0.013
5040	"LOC409665"	NA	chrNC_037652.1	-	5935212	5935299	5934204	5934303	5938363	5938552	5040	10,80,270,152,218	0,1,0,0,0	210,78,120	0,0,0	236	149	1	1.0	1.0,0.981,1.0,1.0,1.0	1.0,1.0,1.0	-0.004
5041	"LOC409665"	NA	chrNC_037652.1	-	5935553	5935643	5931685	5931781	5936522	5936633	5041	39,305,580,513,502	12,88,210,137,181	108,84,186	37,30,43	239	149	0.57052196411	1.0	0.67,0.684,0.633,0.7,0.634	0.645,0.636,0.729	-0.006
5042	"LOC409665"	NA	chrNC_037652.1	-	5935553	5935643	5931685	5931781	5938363	5938552	5042	2,35,120,91,94	414,2931,6998,2316,6482	28,15,34	1115,626,793	239	149	0.00209321217144	0.009244840223087665	0.003,0.007,0.011,0.024,0.009	0.015,0.015,0.026	-0.008
5043	"LOC409665"	NA	chrNC_037652.1	-	5935553	5935643	5935212	5935299	5936522	5936633	5043	121,705,1390,1119,1310	0,16,8,18,5	383,225,485	43,47,24	239	149	0	0.0	1.0,0.965,0.991,0.975,0.994	0.847,0.749,0.926	0.144
5044	"LOC409665"	NA	chrNC_037652.1	-	5935553	5935643	5935212	5935299	5938363	5938552	5044	76,388,844,619,760	8,10,70,30,32	295,118,305	233,92,127	239	149	0	0.0	0.856,0.96,0.883,0.928,0.937	0.441,0.444,0.6	0.418
5045	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5926205	5926327	5938363	5938552	5045	30,211,570,410,586	0,0,1,0,2	103,157,143	0,0,0	260	149	1	1.0	1.0,1.0,0.997,1.0,0.994	1.0,1.0,1.0	-0.002
5046	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5929231	5929394	5938363	5938552	5046	30,210,566,402,577	10,90,536,154,121	103,150,143	5,2,5	260	149	0	0.0	0.632,0.572,0.377,0.599,0.732	0.922,0.977,0.942	-0.365
5047	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5931007	5931242	5938363	5938552	5047	30,207,567,406,578	0,23,105,20,17	103,150,143	0,0,0	260	149	2.45981013336e-12	2.4628344900813446e-11	1.0,0.838,0.756,0.921,0.951	1.0,1.0,1.0	-0.107
5048	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5931685	5931781	5938363	5938552	5048	42,295,776,538,758	414,2931,6998,2316,6482	140,180,186	1115,626,793	260	149	9.60767982505e-07	6.244809300196885e-06	0.055,0.055,0.06,0.117,0.063	0.067,0.141,0.118	-0.039
5049	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5932499	5932571	5938363	5938552	5049	30,207,566,402,578	0,0,7,0,2	103,150,143	8,1,0	260	149	0.0451767657071	0.16250901774445037	1.0,1.0,0.979,1.0,0.994	0.881,0.989,1.0	0.038
5050	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5935212	5935299	5938363	5938552	5050	30,223,574,420,582	8,10,70,30,32	146,196,167	233,92,127	260	149	0	0.0	0.682,0.927,0.825,0.889,0.912	0.264,0.55,0.43	0.432
5051	"LOC409665"	NA	chrNC_037652.1	-	5936522	5936633	5935553	5935643	5938363	5938552	5051	78,555,1275,1002,1247	3,35,168,93,116	230,276,363	38,19,44	260	149	0.232954613523	0.7259032153529197	0.937,0.901,0.813,0.861,0.86	0.776,0.893,0.825	0.043
5052	"LOC409665"	NA	chrNC_037652.1	-	5938363	5938552	5923105	5923420	5982362	5982886	5052	0,13,18,14,0	0,4,10,0,0	1,44,15	0,0,0	298	149	1	1.0	NA,0.619,0.474,1.0,NA	1.0,1.0,1.0	-0.302
5053	"LOC409665"	NA	chrNC_037652.1	-	5938363	5938552	5928481	5928591	5946740	5947343	5053	102,801,1527,1292,1455	0,0,0,0,0	1410,663,820	0,0,1	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.998	0.001
5054	"LOC409665"	NA	chrNC_037652.1	-	5938363	5938552	5929231	5929394	5948672	5948752	5054	340,2754,8621,3244,6265	0,0,4,0,2	19,17,14	0,0,0	298	149	1	1.0	1.0,1.0,0.999,1.0,0.999	1.0,1.0,1.0	-0.0
5055	"LOC409665"	NA	chrNC_037652.1	-	5938363	5938552	5931685	5931781	5946740	5947343	5055	516,3730,8525,3608,7937	0,0,0,0,0	2523,1287,1611	8,2,4	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.994,0.997,0.995	0.005
5056	"LOC409665"	NA	chrNC_037652.1	-	5938363	5938552	5931685	5931781	5948672	5948752	5056	744,5595,15083,5406,12626	0,6,38,14,14	1129,641,802	0,0,0	298	149	1	1.0	1.0,0.998,0.995,0.995,0.998	1.0,1.0,1.0	-0.003
5057	"LOC409665"	NA	chrNC_037652.1	-	5948672	5948752	5938363	5938552	5982362	5982886	5057	571,4064,10335,4488,8246	0,13,10,14,0	611,222,434	1,34,12	229	149	7.43405337289e-13	7.695505249987403e-12	1.0,0.995,0.999,0.995,1.0	0.997,0.809,0.959	0.076
5058	"LOC408401"	NA	chrNC_037650.1	+	2861808	2861986	2861575	2861732	2862068	2862292	5058	107,820,721,773,705	0,0,0,0,0	1465,1731,2105	0,3,0	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.997,1.0	0.001
5059	"LOC100578804"	NA	chrNC_037643.1	-	17036615	17036765	17035479	17035829	17036865	17037056	5059	28,131,25,125,10	0,0,0,4,0	0,9,32	0,0,0	298	149	1	1.0	1.0,1.0,1.0,0.94,1.0	NA,1.0,1.0	-0.012
5060	"LOC412141"	NA	chrNC_037638.1	+	4764943	4765084	4764735	4764876	4765162	4765313	5060	770,6654,2730,3549,1851	0,0,0,0,0	4826,2457,4074	0,4,0	290	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.997,1.0	0.001
5061	"LOC552285"	NA	chrNC_037643.1	-	16761064	16761335	16756428	16756651	16762731	16763072	5061	5,19,17,6,14	0,2,2,0,0	114,136,87	0,0,0	298	149	1	1.0	1.0,0.826,0.81,1.0,1.0	1.0,1.0,1.0	-0.073
5062	"LOC552285"	NA	chrNC_037643.1	-	16761866	16762057	16760975	16761335	16762731	16763072	5062	128,801,995,973,606	2,5,5,0,12	1583,566,717	83,129,70	298	149	0	0.0	0.97,0.988,0.99,1.0,0.962	0.905,0.687,0.837	0.172
5063	"LOC552285"	NA	chrNC_037643.1	-	16764099	16764181	16763507	16763685	16765272	16765293	5063	33,266,292,452,213	0,0,0,0,0	613,171,129	2,0,0	231	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.995,1.0,1.0	0.002
5064	"LOC552285"	NA	chrNC_037643.1	-	16765024	16765115	16764099	16764181	16765272	16765703	5064	56,591,631,522,381	0,2,0,0,2	989,147,160	0,0,1	240	149	1	1.0	1.0,0.995,1.0,1.0,0.992	1.0,1.0,0.99	0.001
5065	"LOC551805"	NA	chrNC_037644.1	+	10611649	10611736	10610889	10611260	10611850	10612062	5065	0,274,22,25,9	0,0,0,0,0	2468,1924,2722	3,0,4	236	149	1	1.0	NA,1.0,1.0,1.0,1.0	0.998,1.0,0.998	0.001
5066	"LOC552802"	NA	chrNC_037640.1	-	12273385	12273487	12272910	12273327	12273799	12274141	5066	239,1554,1057,1505,566	12,33,1,5,1	2305,1723,2691	15,6,8	251	149	0.0107386330286	0.04281682523247578	0.922,0.965,0.998,0.994,0.997	0.989,0.994,0.995	-0.017
5067	"LOC100577239"	NA	chrNC_037638.1	+	16148636	16148847	16147238	16147628	16152130	16152585	5067	0,6,37,0,0	0,0,0,0,0	103,232,26	0,2,0	298	149	1	1.0	NA,1.0,1.0,NA,NA	1.0,0.983,1.0	0.006
5068	"LOC100577239"	NA	chrNC_037638.1	+	16155447	16155745	16152130	16152585	16158476	16158755	5068	0,15,65,0,0	0,0,0,0,0	215,336,26	0,24,0	298	149	1	1.0	NA,1.0,1.0,NA,NA	1.0,0.875,1.0	0.042
5069	"LOC100578835"	NA	chrNC_037642.1	-	13222347	13222460	13218879	13222282	13222904	13223060	5069	37,348,367,396,0	0,0,2,2,0	3,7,17	0,1,0	262	149	1	1.0	1.0,1.0,0.991,0.991,NA	1.0,0.799,1.0	0.063
5070	"LOC100578835"	NA	chrNC_037642.1	-	13222380	13222460	13218879	13222282	13222904	13223060	5070	56,418,514,620,618	0,0,2,2,0	12,34,17	0,1,0	229	149	1	1.0	1.0,1.0,0.994,0.995,1.0	1.0,0.957,1.0	0.012
5071	"LOC100578835"	NA	chrNC_037642.1	-	13222380	13222460	13218879	13222282	13225090	13225221	5071	42,244,249,309,618	0,0,0,6,0	12,32,16	0,2,0	229	149	1	1.0	1.0,1.0,1.0,0.971,1.0	1.0,0.912,1.0	0.024
5072	"LOC100578835"	NA	chrNC_037642.1	-	13222380	13222460	13218879	13222282	13225228	13225401	5072	42,244,255,309,618	0,0,4,4,1	12,32,18	0,0,0	229	149	1	1.0	1.0,1.0,0.976,0.98,0.998	1.0,1.0,1.0	-0.009
5073	"LOC100578835"	NA	chrNC_037642.1	-	13223545	13224122	13223167	13223338	13225477	13225816	5073	43,253,247,341,270	0,0,5,2,2	0,1,0	0,0,0	298	149	1	1.0	1.0,1.0,0.961,0.988,0.985	NA,1.0,NA	-0.013
5074	"LOC100576552"	NA	chrNC_037648.1	+	396757	396980	396429	396674	397938	398334	5074	0,0,0,0,6	0,0,0,0,4	17,18,20	0,0,4	298	149	1	1.0	NA,NA,NA,NA,0.429	1.0,1.0,0.714	-0.476
5075	"LOC100576552"	NA	chrNC_037648.1	+	396784	396980	396421	396674	397938	398325	5075	0,0,2,0,6	0,0,0,0,4	50,32,34	0,0,4	298	149	1	1.0	NA,NA,1.0,NA,0.429	1.0,1.0,0.81	-0.222
5076	"LOC100576552"	NA	chrNC_037648.1	+	398397	399102	397938	398325	401358	401698	5076	0,0,0,0,2	0,0,0,0,0	17,7,23	0,12,0	298	149	1	1.0	NA,NA,NA,NA,1.0	1.0,0.226,1.0	0.258
5077	"LOC100576552"	NA	chrNC_037648.1	+	399498	399838	398397	399102	401358	401698	5077	43,20,166,102,47	0,0,0,0,2	164,60,93	12,3,18	298	149	7.01316782425e-12	6.876845353354314e-11	1.0,1.0,1.0,1.0,0.922	0.872,0.909,0.721	0.15
5078	"LOC412876"	NA	chrNC_037650.1	-	10905997	10906048	10904496	10904964	10908541	10908860	5078	27,360,491,425,480	11,240,233,141,132	107,86,172	14,57,55	200	149	0.344363794914	1.0	0.646,0.528,0.611,0.692,0.73	0.851,0.529,0.7	-0.052
5079	"LOC412876"	NA	chrNC_037650.1	-	10912637	10912788	10910848	10911060	10914028	10914348	5079	85,1251,1507,1431,1122	0,4,0,0,0	303,121,406	0,0,0	298	149	1	1.0	1.0,0.994,1.0,1.0,1.0	1.0,1.0,1.0	-0.001
5080	"LOC412876"	NA	chrNC_037650.1	-	10916047	10916642	10914028	10914348	10928232	10928389	5080	40,834,1017,896,855	0,0,0,0,4	148,168,331	0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0,0.991	1.0,1.0,1.0	-0.002
5081	"LOC552193"	NA	chrNC_037640.1	+	4619525	4619798	4605752	4606056	4628295	4628568	5081	0,12,0,0,0	0,2,4,0,2	2,0,12	4,6,0	298	149	1	1.0	NA,0.75,0.0,NA,0.0	0.2,0.0,1.0	-0.15
5082	"LOC552193"	NA	chrNC_037640.1	+	4619525	4619798	4618660	4618789	4628295	4628568	5082	42,927,387,421,295	0,0,0,0,0	509,324,576	0,0,2	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.993	0.002
5083	"LOC552193"	NA	chrNC_037640.1	+	4620442	4620527	4619525	4619798	4628295	4628568	5083	50,958,453,354,353	0,0,0,0,0	562,460,636	2,0,12	234	149	0.956499720442	1.0	1.0,1.0,1.0,1.0,1.0	0.994,1.0,0.971	0.012
5084	"LOC102656271"	NA	chrNC_037650.1	+	1041837	1041951	1037152	1037498	1042019	1042110	5084	0,0,0,6,0	0,0,0,1,6	2,0,8	0,0,0	263	149	1	1.0	NA,NA,NA,0.773,0.0	1.0,NA,1.0	-0.613
5085	"LOC551845"	NA	chrNC_037650.1	+	10565514	10565919	10561969	10562344	10569276	10569564	5085	515,2671,3102,4181,6420	0,0,0,6,0	1229,1041,935	0,0,0	298	149	1	1.0	1.0,1.0,1.0,0.997,1.0	1.0,1.0,1.0	-0.001
5086	"LOC551845"	NA	chrNC_037650.1	+	10569276	10569564	10565514	10565919	10579798	10580008	5086	444,2385,2913,3529,5885	7,28,33,46,4	1115,865,754	164,192,138	298	149	0	0.0	0.969,0.977,0.978,0.975,0.999	0.773,0.693,0.732	0.247
5087	"LOC551845"	NA	chrNC_037650.1	+	10569276	10569564	10565514	10565919	10581261	10581432	5087	336,1517,1941,2230,4193	0,0,0,2,0	727,517,414	0,14,4	298	149	0.0457170446231	0.16424520590328426	1.0,1.0,1.0,0.998,1.0	1.0,0.949,0.981	0.023
5088	"LOC551845"	NA	chrNC_037650.1	+	10579798	10580008	10565514	10565919	10581261	10581432	5088	208,1260,1393,1999,2951	0,0,0,2,0	1146,1354,792	0,14,4	298	149	0.729105676734	1.0	1.0,1.0,1.0,0.998,1.0	1.0,0.98,0.99	0.01
5089	"LOC551845"	NA	chrNC_037650.1	+	10579798	10580008	10569276	10569564	10581261	10581432	5089	375,2279,2610,3630,5272	66,179,278,378,633	1442,1555,1017	72,45,23	298	149	0	0.0	0.74,0.864,0.824,0.828,0.806	0.909,0.945,0.957	-0.125
5090	"LOC408662"	NA	chrNC_037639.1	-	14852869	14852966	14852220	14852427	14853038	14853499	5090	21,61,13,15,36	0,0,0,0,0	409,24,71	0,1,0	246	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.936,1.0	0.021
5091	"LOC413558"	NA	chrNC_037638.1	+	16749459	16749574	16744570	16744674	16754701	16754817	5091	0,9,94,16,65	0,0,0,0,0	228,289,278	1,0,12	264	149	1	1.0	NA,1.0,1.0,1.0,1.0	0.992,1.0,0.929	0.026
5092	"LOC411738"	NA	chrNC_037642.1	+	13407252	13407321	13406883	13406955	13407832	13407976	5092	20,243,227,346,213	0,10,0,0,0	85,52,56	0,0,0	218	149	0.888166790891	1.0	1.0,0.943,1.0,1.0,1.0	1.0,1.0,1.0	-0.011
5093	"LOC411738"	NA	chrNC_037642.1	+	13407252	13407347	13406936	13406955	13407832	13407976	5093	24,340,242,390,266	0,10,0,0,0	134,74,93	0,0,0	244	149	0.912551985815	1.0	1.0,0.954,1.0,1.0,1.0	1.0,1.0,1.0	-0.009
5094	"LOC411738"	NA	chrNC_037642.1	+	13407252	13407347	13406936	13406955	13408163	13408304	5094	18,197,140,240,168	0,0,0,2,0	89,56,56	0,0,0	244	149	1	1.0	1.0,1.0,1.0,0.987,1.0	1.0,1.0,1.0	-0.003
5095	"LOC411738"	NA	chrNC_037642.1	+	13407832	13407976	13406883	13406955	13408163	13408304	5095	54,457,404,556,424	0,0,0,2,0	75,69,87	0,0,0	293	149	1	1.0	1.0,1.0,1.0,0.993,1.0	1.0,1.0,1.0	-0.001
5096	"LOC411738"	NA	chrNC_037642.1	+	13407832	13407976	13407252	13407347	13408163	13408304	5096	60,598,506,703,526	0,0,0,0,0	133,87,124	1,0,0	293	149	1	1.0	1.0,1.0,1.0,1.0,1.0	0.985,1.0,1.0	0.005
5098	"LOC411065"	NA	chrNC_037642.1	+	5427765	5427850	5417576	5418469	5428354	5428484	5098	0,1,0,0,4	0,8,20,8,6	0,0,0	0,6,0	234	149	1	1.0	NA,0.074,0.0,0.0,0.298	NA,0.0,NA	0.093
5099	"LOC411065"	NA	chrNC_037642.1	+	5427765	5427850	5421454	5422207	5428354	5428484	5099	0,0,1,0,4	0,8,2,0,0	0,0,0	5,14,4	234	149	1	1.0	NA,0.0,0.241,NA,1.0	0.0,0.0,0.0	0.414
5104	"LOC408586"	NA	chrNC_037638.1	+	16034351	16034744	16032734	16032961	16035895	16036168	5104	0,4,15,6,4	4,1,9,14,0	0,0,1	52,25,17	298	149	9.71188266474e-08	6.978273338223477e-07	0.0,0.667,0.455,0.176,1.0	0.0,0.0,0.029	0.45
5105	"LOC408586"	NA	chrNC_037638.1	+	16034351	16034762	16032734	16032961	16035895	16036168	5105	0,14,17,0,2	4,1,9,14,0	0,0,5	52,25,17	298	149	0.0016328922204	0.00732531213564019	0.0,0.875,0.486,0.0,1.0	0.0,0.0,0.128	0.43
5106	"CSP3"	NA	chrNC_037642.1	+	2780301	2780502	2779892	2779925	2780955	2781325	5106	81958,483045,49590,306526,49711	0,2,0,0,0	1813,2524,2396	0,0,0	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0	0.0
5107	"LOC409968"	NA	chrNC_037640.1	+	7605308	7605380	7604985	7605228	7605498	7606147	5107	172,1196,253,446,197	0,0,0,2,0	3462,1108,2687	0,6,6	221	149	1	1.0	1.0,1.0,1.0,0.993,1.0	1.0,0.992,0.997	0.002
5108	"LOC409357"	NA	chrNC_037646.1	-	11069286	11070408	11069076	11069211	11070523	11070616	5108	236,1512,1038,1169,653	20,182,407,159,293	6558,5817,8062	384,666,757	298	149	0.000103362450201	0.0005380825756125726	0.855,0.806,0.56,0.786,0.527	0.895,0.814,0.842	-0.144
5109	"LOC100577283"	NA	chrNC_037645.1	+	10672719	10672804	10590968	10591033	10710177	10710275	5109	5,77,159,26,38	0,0,0,0,0	14,4,22	0,0,2	234	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.875	0.042
5110	"LOC100577283"	NA	chrNC_037645.1	+	10672719	10672804	10606037	10606455	10710177	10710275	5110	7,92,238,42,44	0,2,3,0,4	12,2,10	0,0,4	234	149	0.42478604202	1.0	1.0,0.967,0.981,1.0,0.875	1.0,1.0,0.614	0.093
5111	"LOC100577283"	NA	chrNC_037645.1	+	10710177	10710275	10672719	10672804	10747349	10747433	5111	12,403,577,106,165	0,0,10,0,0	24,10,48	2,0,0	247	149	1	1.0	1.0,1.0,0.972,1.0,1.0	0.879,1.0,1.0	0.035
5112	"LOC100577283"	NA	chrNC_037645.1	+	10747349	10747433	10710177	10710275	10784427	10784505	5112	19,480,608,133,191	0,0,0,0,2	23,11,57	0,0,0	233	149	1	1.0	1.0,1.0,1.0,1.0,0.984	1.0,1.0,1.0	-0.003
5113	"LOC100577283"	NA	chrNC_037645.1	+	10747349	10747433	10710177	10710275	10854741	10854880	5113	12,263,287,96,101	0,0,0,0,0	14,8,30	0,0,4	233	149	0.319044946107	0.9540107752012252	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.827	0.058
5114	"LOC100577283"	NA	chrNC_037645.1	+	10784427	10784505	10710177	10710275	10854741	10854880	5114	2,218,226,53,122	0,0,0,0,0	17,1,5	0,0,4	227	149	0.126905871312	0.4190417658440842	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.451	0.183
5116	"LOC100577283"	NA	chrNC_037645.1	+	10784427	10784505	10747349	10747433	10854741	10854880	5116	11,422,546,90,210	2,0,1,0,0	24,3,32	0,0,0	227	149	1	1.0	0.783,1.0,0.997,1.0,1.0	1.0,1.0,1.0	-0.044
5117	"LOC100577283"	NA	chrNC_037645.1	+	10854741	10854880	10710177	10710275	10904572	10904640	5117	10,363,434,108,198	0,0,6,0,0	8,17,21	0,0,0	288	149	1	1.0	1.0,1.0,0.974,1.0,1.0	1.0,1.0,1.0	-0.005
5118	"LOC100577283"	NA	chrNC_037645.1	+	10854741	10854880	10784427	10784505	10904572	10904640	5118	17,685,795,178,361	0,8,0,0,1	32,19,47	0,0,0	288	149	1	1.0	1.0,0.978,1.0,1.0,0.995	1.0,1.0,1.0	-0.005
5119	"LOC100577283"	NA	chrNC_037645.1	+	10906760	10906982	10854741	10854880	10912175	10912404	5119	38,429,470,97,139	0,0,2,0,0	22,28,20	0,2,0	298	149	1	1.0	1.0,1.0,0.992,1.0,1.0	1.0,0.875,1.0	0.04
5120	"LOC100577283"	NA	chrNC_037645.1	+	10936345	10936491	10912175	10912404	10940986	10941253	5120	53,1469,1521,381,508	0,0,0,0,4	110,46,97	0,0,0	295	149	1	1.0	1.0,1.0,1.0,1.0,0.985	1.0,1.0,1.0	-0.003
5121	"LOC100577283"	NA	chrNC_037645.1	+	10940986	10941253	10936345	10936491	10946156	10946360	5121	64,1563,1544,435,517	0,0,0,0,0	149,74,108	6,0,0	298	149	0.355539707962	1.0	1.0,1.0,1.0,1.0,1.0	0.925,1.0,1.0	0.025
5122	"LOC100577283"	NA	chrNC_037645.1	+	10940986	10941265	10936345	10936491	10946156	10946360	5122	20,753,752,232,275	0,0,0,0,0	59,18,53	6,0,0	298	149	0.0415476908698	0.15008598681124838	1.0,1.0,1.0,1.0,1.0	0.831,1.0,1.0	0.056
5123	"LOC408429"	NA	chrNC_037650.1	-	6009275	6009365	6008098	6008213	6009736	6010083	5123	3267,20306,46167,23457,48754	106,1078,1568,1089,2546	903,756,1031	3304,4987,5111	239	149	0	0.0	0.951,0.922,0.948,0.931,0.923	0.146,0.086,0.112	0.82
5124	"LOC408429"	NA	chrNC_037650.1	-	6009736	6010083	6008098	6008213	6010769	6011204	5124	297,2408,5945,2367,6173	0,0,6,8,64	3353,5092,5220	0,4,3	298	149	0.482818994556	1.0	1.0,1.0,0.998,0.993,0.98	1.0,0.998,0.999	-0.005
5125	"LOC408429"	NA	chrNC_037650.1	-	6009736	6010083	6008098	6008213	6012335	6012527	5125	971,5445,10816,7180,14332	0,10,8,7,52	3344,5041,5192	21,6,18	298	149	1	1.0	1.0,0.996,0.999,0.998,0.993	0.988,0.998,0.993	0.004
5126	"LOC408429"	NA	chrNC_037650.1	-	6009736	6010083	6008098	6008213	6018260	6018883	5126	106,1078,1586,1089,2552	0,2,0,0,5	3304,4987,5111	2,0,1	298	149	1	1.0	1.0,0.996,1.0,1.0,0.996	0.999,1.0,1.0	-0.001
5127	"LOC408429"	NA	chrNC_037650.1	-	6010544	6011204	6009736	6010083	6012335	6012527	5127	339,3028,7994,2473,8687	865,4367,9250,6091,11788	3301,5469,6021	40,54,81	298	149	0	0.0	0.164,0.257,0.302,0.169,0.269	0.976,0.981,0.974	-0.745
