ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
384	"LOC409078"	NA	chrNC_037638.1	-	9148378	9148610	9161798	9161922	9146468	9147532	9170223	9170519	384	172,1570,1263,1676,2089	379,2688,2305,2088,4129	186,84,143	779,367,630	273	298	0	0.0	0.331,0.389,0.374,0.467,0.356	0.207,0.2,0.199	0.181
385	"LOC409078"	NA	chrNC_037638.1	-	9150432	9150495	9155168	9155261	9148378	9148610	9161532	9161618	385	185,1519,1309,1043,1962	0,4,2,10,0	198,118,158	71,27,47	242	212	0	0.0	1.0,0.997,0.998,0.989,1.0	0.71,0.793,0.747	0.247
386	"LOC409078"	NA	chrNC_037638.1	-	9155168	9155261	9161532	9161618	9150432	9150495	9161798	9161922	386	92,551,496,454,1031	170,1265,1026,1012,1622	81,35,58	229,157,212	235	242	1.17476011052e-06	4.692105612620023e-06	0.358,0.31,0.332,0.316,0.396	0.267,0.187,0.22	0.118
387	"LOC411114"	NA	chrNC_037642.1	-	11314765	11315039	11320129	11320178	11306645	11312173	11331584	11331626	387	39,329,455,257,476	239,1926,2282,1431,2483	91,114,89	998,1147,1207	198	298	7.38298311376e-14	4.985355663443129e-13	0.197,0.205,0.231,0.213,0.224	0.121,0.13,0.1	0.097
389	"LOC411114"	NA	chrNC_037642.1	-	11315412	11315530	11317672	11317721	11314765	11315039	11331584	11331626	389	0,22,16,19,20	253,2200,3207,2301,3077	5,12,7	895,691,922	198	267	0.765053854585	0.9781470861908748	0.0,0.013,0.007,0.011,0.009	0.007,0.023,0.01	-0.005
390	"LOC411114"	NA	chrNC_037642.1	-	11315412	11315530	11320129	11320178	11314765	11315039	11331584	11331626	390	39,334,459,258,484	253,2200,3207,2301,3077	98,125,103	895,691,922	198	267	0.403424193594	0.586751524904773	0.172,0.17,0.162,0.131,0.175	0.129,0.196,0.131	0.01
391	"LOC411114"	NA	chrNC_037642.1	-	11317672	11317721	11320129	11320178	11314765	11315039	11331584	11331626	391	39,334,459,258,484	0,22,16,19,20	98,125,103	5,12,7	198	198	0.207039992722	0.3356091496782587	1.0,0.938,0.966,0.931,0.96	0.951,0.912,0.936	0.026
392	"LOC411114"	NA	chrNC_037642.1	-	11317672	11317721	11320129	11320178	11315412	11315530	11331584	11331626	392	214,2232,2772,1945,2647	2,73,106,95,163	727,601,645	24,48,56	198	198	0.00327188470308	0.008266457020552382	0.991,0.968,0.963,0.953,0.942	0.968,0.926,0.92	0.025
393	"LOC411114"	NA	chrNC_037642.1	-	11317672	11317721	11324363	11324412	11315412	11315530	11331584	11331626	393	11,92,120,26,38	2,73,106,95,163	11,0,1	24,48,56	198	198	1.23339157591e-05	4.406086273815766e-05	0.846,0.558,0.531,0.215,0.189	0.314,0.0,0.018	0.357
394	"LOC411114"	NA	chrNC_037642.1	-	11320129	11320178	11324363	11324412	11315412	11315530	11331584	11331626	394	11,92,120,26,38	214,2232,2772,1945,2647	11,0,1	727,601,645	198	198	8.57912962893e-10	4.39080113988959e-09	0.049,0.04,0.041,0.013,0.014	0.015,0.0,0.002	0.026
395	"LOC409444"	NA	chrNC_037642.1	-	10919874	10920049	10928391	10928525	10913678	10913832	10931509	10931649	395	4,20,50,54,32	118,1173,1106,1112,1045	43,61,63	508,745,835	283	298	1.10309072987e-09	5.594836490480075e-09	0.034,0.018,0.045,0.049,0.031	0.082,0.079,0.074	-0.043
396	"LOC409722"	NA	chrNC_037645.1	-	7025283	7025391	7029927	7030041	7024835	7024973	7031202	7031313	396	3,12,10,7,1	73,195,209,149,271	14,24,46	59,86,135	263	257	0	0.0	0.039,0.057,0.045,0.044,0.004	0.188,0.214,0.25	-0.18
397	"LOC409722"	NA	chrNC_037645.1	-	7025283	7025391	7031202	7031313	7024835	7024973	7031758	7031908	397	2,6,8,17,20	72,195,212,151,261	19,30,32	59,86,127	260	257	4.4408920985e-16	3.2731019540796296e-15	0.027,0.03,0.036,0.1,0.07	0.241,0.256,0.199	-0.179
398	"LOC409722"	NA	chrNC_037645.1	-	7025283	7025391	7033992	7034142	7024835	7024973	7035645	7035762	398	0,0,0,0,0	72,195,210,149,263	10,26,24	59,86,127	298	257	0	0.0	0.0,0.0,0.0,0.0,0.0	0.128,0.207,0.14	-0.158
399	"LOC409722"	NA	chrNC_037645.1	-	7025283	7025391	7031202	7031313	7024835	7024973	7041178	7041286	399	1,2,0,8,2	72,195,215,153,265	13,9,3	73,112,139	260	257	3.25039165028e-07	1.3525307445138056e-06	0.014,0.01,0.0,0.049,0.007	0.15,0.074,0.021	-0.066
400	"LOC409722"	NA	chrNC_037645.1	-	7025283	7025391	7033992	7034142	7024835	7024973	7041178	7041286	400	0,2,1,3,0	72,195,215,153,265	5,8,15	73,112,139	298	257	1.510767067e-10	8.203731922409309e-10	0.0,0.009,0.004,0.017,0.0	0.056,0.058,0.085	-0.06
401	"LOC409722"	NA	chrNC_037645.1	-	7025283	7025391	7033992	7034142	7024835	7024973	7043705	7043819	401	0,0,0,0,0	93,292,321,234,387	2,0,3	71,102,152	298	257	1	1.0	0.0,0.0,0.0,0.0,0.0	0.024,0.0,0.017	-0.014
402	"LOC409722"	NA	chrNC_037645.1	-	7029927	7030041	7031758	7031908	7025283	7025391	7033992	7034142	402	0,9,5,6,0	6,30,44,15,10	0,55,21	34,27,42	298	263	0.130341286743	0.2268233400471034	0.0,0.209,0.091,0.261,0.0	0.0,0.643,0.306	-0.204
403	"LOC409722"	NA	chrNC_037645.1	-	7029927	7030041	7035645	7035762	7025283	7025391	7041178	7041286	403	0,0,1,0,2	8,34,51,17,10	0,3,3	34,26,50	266	263	0.164143688168	0.27640522502356596	0.0,0.0,0.019,0.0,0.165	0.0,0.102,0.056	-0.016
404	"LOC409722"	NA	chrNC_037645.1	-	7029927	7030041	7031202	7031313	7025283	7025391	7043705	7043819	404	2,2,0,0,10	6,35,44,15,10	0,1,8	34,26,42	260	263	0.738508113776	0.9517611233920792	0.252,0.055,0.0,0.0,0.503	0.0,0.037,0.162	0.096
405	"LOC409722"	NA	chrNC_037645.1	-	7029927	7030041	7041178	7041286	7025283	7025391	7043705	7043819	405	0,6,24,34,6	6,35,44,15,10	33,36,62	34,26,42	257	263	0.0156285414275	0.034399060279266425	0.0,0.149,0.358,0.699,0.38	0.498,0.586,0.602	-0.245
406	"LOC409722"	NA	chrNC_037645.1	-	7031202	7031313	7033992	7034142	7024835	7024973	7041178	7041286	406	0,2,1,3,0	1,2,0,8,2	5,8,15	13,9,3	298	260	0.00820752367564	0.019149001789441462	0.0,0.466,1.0,0.247,0.0	0.251,0.437,0.814	-0.158
407	"LOC409722"	NA	chrNC_037645.1	-	7031202	7031313	7041178	7041286	7025283	7025391	7043705	7043819	407	0,6,24,34,6	2,2,0,0,10	33,36,62	0,1,8	257	260	0.382455816089	0.5642599327645386	0.0,0.752,1.0,1.0,0.378	1.0,0.973,0.887	-0.327
408	"LOC409722"	NA	chrNC_037645.1	-	7031202	7031313	7033992	7034142	7029927	7030041	7041178	7041286	408	0,2,1,3,0	1,12,15,15,3	3,9,15	8,25,42	298	260	0.000306337786066	0.0009058922467318863	0.0,0.127,0.055,0.149,0.0	0.247,0.239,0.238	-0.175
409	"LOC409722"	NA	chrNC_037645.1	-	7031202	7031313	7033992	7034142	7029927	7030041	7043705	7043819	409	0,0,0,0,0	2,12,15,7,1	0,1,3	8,26,40	298	260	0.385313726501	0.5670922788165289	0.0,0.0,0.0,0.0,0.0	0.0,0.032,0.061	-0.031
410	"LOC409722"	NA	chrNC_037645.1	-	7031202	7031313	7041178	7041286	7029927	7030041	7043705	7043819	410	2,10,25,32,2	2,12,15,7,1	19,10,58	8,26,40	257	260	0.241480383714	0.38263613025970117	0.503,0.457,0.628,0.822,0.669	0.706,0.28,0.595	0.089
411	"LOC409722"	NA	chrNC_037645.1	-	7031758	7031908	7041178	7041286	7031202	7031313	7043705	7043819	411	5,8,18,38,4	8,31,24,36,48	19,11,51	6,23,31	257	298	0.0144509412822	0.03199445965816924	0.42,0.23,0.465,0.55,0.088	0.786,0.357,0.656	-0.249
412	"LOC409722"	NA	chrNC_037645.1	-	7033992	7034142	7041178	7041286	7029927	7030041	7043705	7043819	412	2,10,25,32,2	0,0,0,0,0	19,10,58	0,1,3	257	298	0.39563386166	0.5779055932624265	1.0,1.0,1.0,1.0,1.0	1.0,0.921,0.957	0.041
413	"LOC409722"	NA	chrNC_037645.1	-	7033992	7034142	7041178	7041286	7031758	7031908	7043705	7043819	413	0,6,24,30,6	0,9,2,4,0	27,12,53	0,55,24	257	298	1	1.0	NA,0.436,0.933,0.897,1.0	1.0,0.202,0.719	0.176
414	"LOC409722"	NA	chrNC_037645.1	-	7043705	7043819	7053955	7054063	7024835	7024973	7103567	7103684	414	5,65,150,73,121	4,134,145,92,182	16,21,54	1,27,27	257	263	0.0166831308546	0.036459322791415893	0.561,0.332,0.514,0.448,0.405	0.942,0.443,0.672	-0.234
415	"LOC409722"	NA	chrNC_037645.1	-	7043705	7043819	7053955	7054063	7025283	7025391	7103567	7103684	415	5,65,146,73,121	20,81,101,75,113	19,21,54	7,16,22	257	263	0.00492622403622	0.012067643674534584	0.204,0.451,0.597,0.499,0.523	0.735,0.573,0.715	-0.22
416	"LOC409722"	NA	chrNC_037645.1	-	7044229	7044343	7053955	7054063	7043705	7043819	7088443	7088680	416	16,68,109,46,125	50,278,366,254,319	0,11,21	83,94,153	257	263	1.14363810422e-07	4.991298077348364e-07	0.247,0.2,0.234,0.156,0.286	0.0,0.107,0.123	0.148
417	"LOC409722"	NA	chrNC_037645.1	-	7044229	7044343	7053955	7054063	7043705	7043819	7103567	7103684	417	5,68,149,87,130	47,251,336,245,302	16,21,58	67,89,163	257	263	0.421033310992	0.6076602777670375	0.098,0.217,0.312,0.267,0.306	0.196,0.194,0.267	0.021
418	"LOC409722"	NA	chrNC_037645.1	-	7046595	7046712	7053955	7054063	7044229	7044343	7088443	7088680	418	34,245,296,177,319	0,5,32,5,16	46,34,72	2,12,17	257	266	3.73200195642e-05	0.0001244548812231925	1.0,0.981,0.905,0.973,0.954	0.96,0.746,0.814	0.123
419	"LOC411133"	NA	chrNC_037642.1	+	13545336	13545751	13549711	13549985	13540896	13541235	13553618	13553786	419	27,653,892,1182,1031	56,805,1399,1514,1370	808,581,483	840,745,640	298	298	0.14068631227	0.24196329151469753	0.325,0.448,0.389,0.438,0.429	0.49,0.438,0.43	-0.047
420	"Mad"	NA	chrNC_037652.1	-	1012772	1012778	1104624	1104946	965304	965441	1134736	1134851	420	126,1587,1492,1495,1459	0,0,0,0,0	221,291,282	2,2,0	298	155	1	1.0	1.0,1.0,1.0,1.0,1.0	0.983,0.987,1.0	0.01
421	"Mad"	NA	chrNC_037652.1	-	1104624	1104946	1134736	1134851	1012772	1012778	1347572	1347602	421	75,875,686,752,706	2,52,100,120,98	104,105,116	34,45,34	264	298	2.16116013974e-12	1.3244936146268876e-11	0.977,0.95,0.886,0.876,0.89	0.775,0.725,0.794	0.151
422	"Mad"	NA	chrNC_037652.1	-	1134736	1134851	1347572	1347602	1104624	1104946	1349813	1349907	422	58,552,575,493,494	57,640,715,658,640	164,94,108	67,147,109	179	264	0.144928830785	0.24837600534227708	0.6,0.56,0.543,0.525,0.532	0.783,0.485,0.594	-0.069
423	"Mad"	NA	chrNC_037652.1	-	1347572	1347602	1349813	1349907	1134736	1134851	1357970	1358449	423	99,1122,1209,1075,1019	28,206,192,191,212	316,266,269	14,43,40	243	179	0.00100813038454	0.0027504073313700163	0.723,0.8,0.823,0.806,0.78	0.943,0.82,0.832	-0.079
424	"LOC100577332"	NA	chrNC_037645.1	-	8007911	8008046	8042898	8043044	7994842	7995032	8048211	8049513	424	0,4,4,2,25	4,20,13,20,23	14,8,19	61,56,71	295	284	0.596823341615	0.8015297200014072	0.0,0.161,0.229,0.088,0.511	0.181,0.121,0.205	0.029
425	"LOC551282"	NA	chrNC_037647.1	+	7593294	7593456	7593523	7593615	7593082	7593209	7593723	7593912	425	54,235,21,106,20	40,360,316,433,139	240,44,208	219,196,274	298	241	0.0542012608581	0.10453983208834225	0.522,0.346,0.051,0.165,0.104	0.47,0.154,0.38	-0.097
426	"LOC411452"	NA	chrNC_037639.1	-	4739994	4740115	4750270	4750368	4739621	4739709	4754564	4754704	426	20,47,186,192,403	52,43,200,277,484	2750,2160,3642	3562,2680,4452	247	270	0.791382535831	1.0	0.296,0.544,0.504,0.431,0.476	0.458,0.468,0.472	-0.016
427	"LOC411452"	NA	chrNC_037639.1	-	4750270	4750368	4754564	4754704	4739994	4740115	4755458	4755563	427	25,66,292,112,391	12,14,154,128,268	1977,2380,3764	1325,1354,2104	289	247	0.771857372515	0.9842417984237637	0.64,0.801,0.618,0.428,0.555	0.56,0.6,0.605	0.02
428	"LOC411452"	NA	chrNC_037639.1	-	4787215	4787412	4795366	4795484	4755458	4755563	4796066	4796354	428	0,0,3,0,1	15,56,245,251,383	19,43,10	2382,2367,3556	267	298	0.366943036763	0.5435062580425696	0.0,0.0,0.013,0.0,0.003	0.009,0.02,0.003	-0.007
429	"LOC411452"	NA	chrNC_037639.1	-	4787215	4787412	4795366	4795484	4755458	4755563	4796916	4797552	429	0,0,37,30,12	57,81,345,520,601	369,312,689	4028,3386,5583	267	298	3.3002569122e-08	1.4966178463770243e-07	0.0,0.0,0.107,0.06,0.022	0.093,0.093,0.121	-0.065
430	"LOC411452"	NA	chrNC_037639.1	-	4795366	4795484	4796066	4796354	4787215	4787412	4796916	4797552	430	0,19,6,15,30	0,7,99,100,124	240,205,133	1914,1582,3009	298	267	1	1.0	NA,0.709,0.052,0.118,0.178	0.101,0.104,0.038	0.183
431	"LOC410860"	NA	chrNC_037639.1	-	11754000	11754337	11755704	11755863	11753518	11753668	11756733	11756891	431	24,660,615,602,488	119,1483,1397,1320,1115	136,111,169	171,99,166	298	298	4.53134196832e-11	2.5591869580678726e-10	0.168,0.308,0.306,0.313,0.304	0.443,0.529,0.504	-0.212
432	"LOC410860"	NA	chrNC_037639.1	-	11754000	11754337	11759389	11760065	11753518	11753668	11763495	11765258	432	65,738,520,1165,400	119,1483,1388,1320,1115	79,49,92	168,97,161	298	298	0.888344545402	1.0	0.353,0.332,0.273,0.469,0.264	0.32,0.336,0.364	-0.002
433	"LOC102655915"	NA	chrNC_037653.1	-	2748032	2748416	2748928	2749090	2742330	2743425	2749510	2750019	433	0,2,1,4,0	0,18,29,6,9	2,0,0	0,0,4	298	298	1	1.0	NA,0.1,0.033,0.4,0.0	1.0,NA,0.0	-0.367
434	"LOC100577015"	NA	chrNC_037642.1	+	7594809	7595021	7595356	7595443	7594329	7594402	7595524	7595824	434	2,23,40,84,42	2,2,12,16,28	74,37,152	95,71,90	298	236	0.000372993184031	0.00108591733354292	0.442,0.901,0.725,0.806,0.543	0.382,0.292,0.572	0.268
435	"LOC726318"	NA	chrNC_037642.1	+	7327894	7328329	7342886	7343002	7326759	7326910	7345442	7345558	435	49,698,594,320,345	373,4253,3320,2252,2347	97,116,72	1897,1378,1259	298	265	0	0.0	0.105,0.127,0.137,0.112,0.116	0.043,0.07,0.048	0.066
436	"Cyp314a1"	NA	chrNC_037642.1	-	13663722	13663854	13664384	13664518	13663392	13663596	13665089	13665267	436	0,0,0,0,0	2,0,4,0,6	327,276,319	449,318,329	283	281	1	1.0	0.0,NA,0.0,NA,0.0	0.42,0.463,0.491	-0.458
437	"LOC408830"	NA	chrNC_037642.1	+	5881163	5881319	5882446	5883376	5879978	5880558	5884070	5884473	437	598,4078,12479,5569,9266	315,2568,7982,2961,6670	6,4,11	6,2,1	298	298	0.255316563136	0.40155087544820456	0.655,0.614,0.61,0.653,0.581	0.5,0.667,0.917	-0.072
438	"LOC408830"	NA	chrNC_037642.1	+	5881924	5882029	5882446	5883376	5881163	5881319	5884070	5884473	438	314,2036,6244,1920,5867	315,2588,8020,2981,6712	4,0,5	6,2,1	254	298	0.950016403809	1.0	0.539,0.48,0.477,0.43,0.506	0.439,0.0,0.854	0.055
439	"LOC726178"	NA	chrNC_037638.1	-	24663928	24663948	24664358	24664455	24656338	24656395	24664784	24664975	439	201,1960,2077,1797,1646	20,53,42,49,47	9831,3944,6212	151,144,176	246	169	0.318080159805	0.48189215433063814	0.873,0.962,0.971,0.962,0.96	0.978,0.95,0.96	-0.017
440	"LOC726178"	NA	chrNC_037638.1	-	24663928	24663948	24664358	24664479	24656338	24656395	24664784	24664975	440	2,66,51,70,58	20,53,42,49,47	315,163,271	151,144,176	270	169	0.0774140783107	0.14318853303723245	0.059,0.438,0.432,0.472,0.436	0.566,0.415,0.491	-0.123
441	"LOC412543"	NA	chrNC_037642.1	+	9453434	9453461	9454467	9454708	9452958	9453098	9456340	9456585	441	632,4256,3902,4213,5313	205,2696,1790,1494,1284	26,18,30	1441,1587,1950	176	298	0	0.0	0.839,0.728,0.787,0.827,0.875	0.03,0.019,0.025	0.787
442	"LOC408867"	NA	chrNC_037643.1	-	1795297	1795454	1813306	1813332	1766151	1766316	1813420	1813707	442	0,0,2,0,6	111,983,716,525,498	14,12,30	561,618,1032	175	298	2.85685919366e-11	1.6353222761678138e-10	0.0,0.0,0.005,0.0,0.02	0.041,0.032,0.047	-0.035
443	"LOC408867"	NA	chrNC_037643.1	-	1808206	1808312	1813306	1813332	1795297	1795454	1813420	1813707	443	0,0,16,8,8	95,942,619,704,447	21,8,41	748,667,879	175	255	2.74779061937e-06	1.0551391220577423e-05	0.0,0.0,0.036,0.016,0.025	0.039,0.017,0.064	-0.025
444	"LOC724308"	NA	chrNC_037643.1	+	3056194	3056351	3057269	3057405	3055300	3055427	3058513	3058621	444	9,1251,89,26,20	56,1362,78,39,19	5854,95,0	8772,122,1	298	285	0.865434067012	1.0	0.133,0.468,0.522,0.389,0.502	0.39,0.427,0.0	0.13
445	"LOC409332"	NA	chrNC_037648.1	+	7215203	7215357	7215603	7215798	7214928	7215121	7219036	7219258	445	27,453,127,93,91	82,769,558,507,405	588,127,383	611,625,891	298	298	0.10683089374	0.1907171047611715	0.248,0.371,0.185,0.155,0.183	0.49,0.169,0.301	-0.092
446	"LOC409414"	NA	chrNC_037642.1	+	2280962	2281205	2282699	2282739	2279519	2279600	2284500	2284839	446	6,18,79,4,35	15,156,182,144,114	3500,3321,3627	57,58,28	298	189	0	0.0	0.202,0.068,0.216,0.017,0.163	0.975,0.973,0.988	-0.845
447	"LOC409414"	NA	chrNC_037642.1	+	2280962	2281262	2282699	2282739	2279519	2279600	2284500	2284839	447	4,14,75,4,19	15,156,182,144,114	2759,2681,2832	57,58,28	298	189	0	0.0	0.145,0.054,0.207,0.017,0.096	0.968,0.967,0.985	-0.87
448	"LOC724829"	NA	chrNC_037650.1	+	4845624	4845825	4846025	4846127	4843403	4843647	4846197	4846447	448	16,64,9,17,5	103,629,153,289,88	106,36,94	750,259,679	298	251	0.000452873212527	0.0012972650956637095	0.116,0.079,0.047,0.047,0.046	0.106,0.105,0.104	-0.038
449	"LOC408822"	NA	chrNC_037642.1	+	1389929	1389992	1490938	1491197	1354885	1355595	1525488	1525626	449	10,58,199,90,192	11,72,363,122,291	4,0,4	13,18,20	212	298	9.5240381923e-05	0.0003025335324370976	0.561,0.531,0.435,0.509,0.481	0.302,0.0,0.219	0.33
450	"LOC412288"	NA	chrNC_037638.1	+	24641817	24641838	24642828	24642855	24641472	24641618	24644039	24644130	450	7,55,30,44,33	2,17,22,18,19	3,13,4	22,18,21	170	176	1.68800196598e-07	7.237656084803979e-07	0.784,0.77,0.585,0.717,0.643	0.124,0.428,0.165	0.461
451	"LOC412288"	NA	chrNC_037638.1	+	24641817	24641838	24642828	24642855	24641472	24641618	24644042	24644130	451	4,0,7,3,9	0,5,3,0,2	0,0,0	0,0,2	170	176	1	1.0	1.0,0.0,0.707,1.0,0.823	NA,NA,0.0	0.706
452	"LOC412288"	NA	chrNC_037638.1	+	24646509	24646578	24647134	24647236	24646252	24646390	24648143	24648356	452	1,29,19,38,51	14,118,162,101,99	37,29,62	213,157,274	218	251	0.242014627173	0.38312376402726206	0.076,0.221,0.119,0.302,0.372	0.167,0.175,0.207	0.035
453	"LOC100577801"	NA	chrNC_037648.1	+	12319145	12319874	12321050	12321397	12315543	12319079	12321827	12322392	453	0,2,0,0,0	0,14,15,3,4	4,2,2	10,8,4	298	298	1	1.0	NA,0.125,0.0,0.0,0.0	0.286,0.2,0.333	-0.242
454	"LOC100577801"	NA	chrNC_037648.1	+	12319145	12319874	12321827	12322392	12315543	12319079	12409597	12409854	454	0,10,0,0,2	0,2,5,0,0	2,0,2	4,0,0	298	298	1	1.0	NA,0.833,0.0,NA,1.0	0.333,NA,1.0	-0.055
455	"LOC100577801"	NA	chrNC_037648.1	+	12319145	12319874	12346709	12346787	12315543	12319079	12409597	12409854	455	0,10,0,0,2	0,0,4,0,4	2,0,2	0,4,0	298	227	1	1.0	NA,1.0,0.0,NA,0.276	1.0,0.0,1.0	-0.241
456	"LOC100577801"	NA	chrNC_037648.1	+	12320277	12320416	12321050	12321397	12319883	12320026	12321827	12322392	456	0,2,5,0,1	0,9,12,1,3	5,0,9	8,12,4	288	298	1	1.0	NA,0.187,0.301,0.0,0.256	0.393,0.0,0.7	-0.178
457	"LOC100577801"	NA	chrNC_037648.1	+	12321827	12322392	12346709	12346787	12315543	12319079	12409597	12409854	457	0,2,5,0,0	0,0,4,0,4	4,0,0	0,4,0	298	227	1	1.0	NA,1.0,0.488,NA,0.0	1.0,0.0,NA	-0.004
458	"LOC727141"	NA	chrNC_037642.1	-	543732	543789	543863	543992	543214	543434	544049	544211	458	23,66,37,17,24	0,9,0,6,0	103,39,54	21,2,4	278	206	0.106239531616	0.18986177256044798	1.0,0.845,1.0,0.677,1.0	0.784,0.935,0.909	0.028
459	"LOC727141"	NA	chrNC_037642.1	-	543732	543789	543863	543992	543214	543491	544049	544211	459	23,64,37,18,28	112,586,627,766,582	103,41,55	1484,1363,1766	278	206	0.00266373281664	0.0068113440050590465	0.132,0.075,0.042,0.017,0.034	0.049,0.022,0.023	0.029
460	"LOC727141"	NA	chrNC_037642.1	-	543863	543992	544049	544211	543732	543789	544269	544546	460	86,525,136,198,90	100,791,293,227,225	960,275,907	2391,640,1151	298	278	0.284952915202	0.44058304941881443	0.445,0.382,0.302,0.449,0.272	0.272,0.286,0.424	0.043
461	"LOC724721"	NA	chrNC_037638.1	+	6491086	6491233	6491438	6491500	6490299	6490432	6491597	6491733	461	23214,241887,137198,320768,164138	4965,14680,4284,26655,2601	4157,915,363	1184,1,25	296	211	0.732889264057	0.946683612182066	0.769,0.922,0.958,0.896,0.978	0.715,0.998,0.912	0.03
462	"LOC410982"	NA	chrNC_037641.1	-	12996875	12997087	12998995	12999162	12996209	12996618	12999799	13000026	462	2,99,117,57,76	13,141,168,52,169	980,1033,992	2222,2446,2026	298	298	0.168198645979	0.2825302975903461	0.133,0.413,0.411,0.523,0.31	0.306,0.297,0.329	0.047
463	"LOC410982"	NA	chrNC_037641.1	-	12996875	12997087	12999799	13000026	12996209	12996618	13002033	13002434	463	1,65,64,20,31	13,141,168,52,169	251,670,205	2220,2443,2025	298	298	0.000318701461441	0.0009391698990025287	0.071,0.316,0.276,0.278,0.155	0.102,0.215,0.092	0.083
464	"LOC410982"	NA	chrNC_037641.1	-	12996875	12997087	12999799	13000026	12996209	12996618	13003734	13004173	464	2,2,18,0,10	13,141,168,52,169	375,242,385	2217,2443,2027	298	298	5.3607033923e-08	2.405206840338316e-07	0.133,0.014,0.097,0.0,0.056	0.145,0.09,0.16	-0.072
465	"LOC410982"	NA	chrNC_037641.1	-	12997771	12997916	12998995	12999162	12997493	12997697	12999799	13000026	465	2,99,117,57,76	17,180,208,48,139	990,1033,988	1014,1603,1268	298	294	0.144500376627	0.2477672448703198	0.104,0.352,0.357,0.54,0.35	0.491,0.389,0.435	-0.098
466	"LOC410982"	NA	chrNC_037641.1	-	12998995	12999162	12999799	13000026	12997771	12997916	13002033	13002434	466	1,65,64,20,31	9,27,80,34,71	250,673,205	357,838,623	298	298	0.63955920509	0.8474848377671249	0.1,0.707,0.444,0.37,0.304	0.412,0.445,0.248	0.017
467	"LOC410982"	NA	chrNC_037641.1	-	12998995	12999162	12999799	13000026	12997771	12997916	13003734	13004173	467	2,2,18,0,10	9,27,80,34,71	374,245,385	361,844,639	298	298	3.57437622611e-07	1.483695064163206e-06	0.182,0.069,0.184,0.0,0.123	0.509,0.225,0.376	-0.258
468	"LOC113218723"	NA	chrNC_037641.1	+	12894500	12894678	12899962	12900300	12893289	12893579	12904882	12905023	468	107,1779,2854,1162,1842	531,8655,10080,8396,7475	184,162,152	4290,3256,3331	298	298	0	0.0	0.168,0.171,0.221,0.122,0.198	0.041,0.047,0.044	0.132
469	"LOC113218723"	NA	chrNC_037641.1	+	12894500	12894678	12904882	12905023	12893289	12893579	12905330	12905447	469	107,1766,2832,1155,1811	512,7123,8135,5687,6339	168,147,139	3066,2886,2826	298	290	0	0.0	0.169,0.194,0.253,0.165,0.218	0.051,0.047,0.046	0.152
470	"LOC113218723"	NA	chrNC_037641.1	+	12899962	12900300	12904882	12905023	12894500	12894678	12905330	12905447	470	487,7978,9055,7675,6257	512,7136,8157,5694,6369	3008,2125,2241	3082,2901,2841	298	290	0.000155223665701	0.00047738332824225733	0.481,0.521,0.519,0.567,0.489	0.487,0.416,0.434	0.07
471	"LOC113218723"	NA	chrNC_037641.1	+	12899962	12900300	12905330	12905447	12894500	12894678	12918642	12921129	471	487,7978,9054,7673,6250	624,6848,8499,8126,6380	3008,2121,2238	3802,2638,2379	298	266	0.0378706807983	0.07607868951344945	0.411,0.51,0.487,0.457,0.467	0.414,0.418,0.456	0.037
472	"LOC113218723"	NA	chrNC_037641.1	+	12904882	12905023	12905330	12905447	12899962	12900300	12918642	12921129	472	563,8610,10019,8391,7431	624,6848,8500,8132,6387	4313,3259,3328	3806,2642,2384	290	266	0.119408807603	0.21083507104433666	0.453,0.536,0.519,0.486,0.516	0.51,0.531,0.561	-0.032
473	"LOC113218723"	NA	chrNC_037641.1	+	12904882	12905023	12918642	12921129	12899962	12900300	12922850	12923027	473	529,8562,9941,8325,7366	668,5653,17179,6705,12687	4274,3232,3303	1120,1443,843	290	298	1.55431223448e-15	1.1283773152888068e-14	0.449,0.609,0.373,0.561,0.374	0.797,0.697,0.801	-0.292
474	"LOC113218723"	NA	chrNC_037641.1	+	12905330	12905447	12918642	12921129	12904882	12905023	12922850	12923027	474	454,5927,6763,4838,5393	702,5705,17259,6767,12754	2719,2558,2644	1160,1480,870	266	298	0	0.0	0.42,0.538,0.305,0.445,0.321	0.724,0.659,0.773	-0.313
475	"LOC113218723"	NA	chrNC_037641.1	+	12905330	12905447	12922850	12923027	12904882	12905023	12924683	12924749	475	391,5671,6460,4537,5086	3168,24529,53541,29258,40025	2383,2252,2298	4612,6173,4343	266	298	0	0.0	0.121,0.206,0.119,0.148,0.125	0.367,0.29,0.372	-0.199
476	"LOC113218723"	NA	chrNC_037641.1	+	12918642	12921129	12922850	12923027	12905330	12905447	12924683	12924749	476	749,8352,10281,9293,7721	3231,24781,53842,29564,40330	4466,3255,2874	4950,6490,4712	298	298	8.881784197e-16	6.4896492307669544e-15	0.188,0.252,0.16,0.239,0.161	0.474,0.334,0.379	-0.196
