ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
739	"LOC552221"	NA	chrNC_037638.1	+	14951163	14951295	14951181	14951295	14950063	14950384	739	7,8,30,10,21	0,3,10,0,2	33,44,28	242,188,233	167	149	0	0.0	1.0,0.704,0.728,1.0,0.904	0.108,0.173,0.097	0.741
740	"LOC411277"	NA	chrNC_037645.1	+	8411759	8411897	8411771	8411897	8409370	8409533	740	0,2,30,6,11	42,391,780,545,604	41,14,15	401,474,549	161	149	5.62065812293e-06	3.166567956580282e-05	0.0,0.005,0.034,0.01,0.017	0.086,0.027,0.025	-0.033
741	"LOC411277"	NA	chrNC_037645.1	+	8413721	8413877	8413724	8413877	8413028	8413200	741	0,2,2,6,4	0,0,0,0,0	23,6,10	4,0,0	152	149	1	1.0	NA,1.0,1.0,1.0,1.0	0.849,1.0,1.0	0.05
742	"LOC411277"	NA	chrNC_037645.1	+	8413721	8413877	8413733	8413877	8413028	8413200	742	0,2,2,6,4	0,4,4,5,0	34,9,11	4,17,10	161	149	1	1.0	NA,0.316,0.316,0.526,1.0	0.887,0.329,0.504	-0.034
743	"LOC411277"	NA	chrNC_037645.1	+	8413724	8413877	8413733	8413877	8413028	8413200	743	0,0,0,0,0	0,4,4,5,0	15,3,1	4,17,10	158	149	1	1.0	NA,0.0,0.0,0.0,NA	0.78,0.143,0.086	-0.336
744	"LOC411277"	NA	chrNC_037645.1	+	8416817	8416886	8416838	8416886	8415401	8415547	744	0,85,217,100,183	5,66,105,46,92	78,58,84	4,2,14	170	149	1.10017237009e-06	6.667711333878788e-06	0.0,0.53,0.644,0.656,0.635	0.945,0.962,0.84	-0.423
745	"LOC411277"	NA	chrNC_037645.1	+	8416817	8416886	8416838	8416886	8416466	8416520	745	3,52,150,121,145	0,2,24,20,17	79,28,53	0,0,0	170	149	6.07117245366e-10	5.7365409010960635e-09	1.0,0.958,0.846,0.841,0.882	1.0,1.0,1.0	-0.095
746	"LOC411277"	NA	chrNC_037645.1	+	8428834	8432032	8429500	8432032	8421910	8422010	746	165,925,1987,1253,1369	2,26,46,19,35	1907,2086,2267	19,9,15	298	149	1.09438236251e-10	1.1519814342210526e-09	0.976,0.947,0.956,0.971,0.951	0.98,0.991,0.987	-0.026
747	"LOC552079"	NA	chrNC_037642.1	+	8090995	8091161	8091016	8091161	8069665	8069724	747	17,157,166,235,195	0,18,0,6,2	236,153,103	15,4,1	170	149	0.511168761006	0.8928711982637554	1.0,0.884,1.0,0.972,0.988	0.932,0.971,0.989	0.005
748	"LOC552079"	NA	chrNC_037642.1	+	8091765	8093347	8091768	8093347	8090995	8091161	748	0,2,18,4,10	5,134,193,297,156	4,7,20	177,141,139	152	149	0.0853233305852	0.20621953011528701	0.0,0.014,0.084,0.013,0.059	0.022,0.046,0.124	-0.03
749	"LOC102655942"	NA	chrNC_037641.1	-	5490380	5490580	5490380	5490574	5490658	5490833	749	0,2,0,0,0	0,0,0,0,0	40,0,16	4,0,0	155	149	1	1.0	NA,1.0,NA,NA,NA	0.906,NA,1.0	0.047
750	"LOC102655942"	NA	chrNC_037641.1	-	5490380	5490591	5490380	5490574	5490658	5490833	750	0,2,0,2,0	0,0,0,0,0	44,9,12	4,0,0	166	149	1	1.0	NA,1.0,NA,1.0,NA	0.908,1.0,1.0	0.031
751	"LOC102655942"	NA	chrNC_037641.1	-	5490380	5490591	5490380	5490580	5490658	5490833	751	0,2,0,2,0	0,2,0,0,0	42,9,8	38,0,12	160	149	1	1.0	NA,0.482,NA,1.0,NA	0.507,1.0,0.383	0.111
752	"LOC412384"	NA	chrNC_037638.1	-	25093767	25093957	25093767	25093910	25094038	25094167	752	144,1006,696,787,517	0,68,99,84,55	604,574,865	67,146,225	196	149	7.16623876573e-07	4.514166151640945e-06	1.0,0.918,0.842,0.877,0.877	0.873,0.749,0.745	0.114
753	"LOC409780"	NA	chrNC_037638.1	-	3291484	3294942	3291484	3294939	3298067	3298218	753	24,215,274,175,188	6,47,39,45,47	402,342,537	59,59,55	152	149	0.00180944302609	0.006660526476404908	0.797,0.818,0.873,0.792,0.797	0.87,0.85,0.905	-0.06
754	"LOC409780"	NA	chrNC_037638.1	-	3291484	3294942	3291484	3294939	3298071	3298218	754	2,17,10,19,29	6,0,6,0,2	84,31,55	2,5,10	152	149	0.720603569043	1.0	0.246,1.0,0.62,1.0,0.934	0.976,0.859,0.844	-0.133
755	"LOC408775"	NA	chrNC_037641.1	-	12624277	12625876	12624277	12625873	12627430	12627596	755	38,205,264,191,275	0,18,27,8,27	478,275,328	45,20,44	152	149	0.152970131051	0.33589049819066785	1.0,0.918,0.906,0.959,0.909	0.912,0.931,0.88	0.031
756	"LOC408775"	NA	chrNC_037641.1	-	12624277	12625876	12624277	12625873	12627439	12627596	756	37,394,534,401,414	0,19,36,23,37	191,168,238	18,10,16	152	149	0.561668174491	0.9614861760188304	1.0,0.953,0.936,0.945,0.916	0.912,0.943,0.936	0.02
757	"LOC408775"	NA	chrNC_037641.1	-	12624277	12625876	12624277	12625873	12633080	12633229	757	5,56,57,12,53	0,0,0,0,0	61,38,54	0,2,0	152	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.949,1.0	0.017
758	"LOC410642"	NA	chrNC_037653.1	+	3315582	3316734	3315621	3316734	3306671	3310501	758	47,451,643,576,651	7,127,170,175,226	5,19,16	4,2,4	188	149	0.557432636273	0.9549167216668093	0.842,0.738,0.75,0.723,0.695	0.498,0.883,0.76	0.036
759	"LOC724281"	NA	chrNC_037638.1	+	15335103	15335892	15335123	15335892	15334069	15335059	759	6,0,0,0,10	0,4,9,0,8	18,14,4	87,132,29	169	149	1	1.0	1.0,0.0,0.0,NA,0.524	0.154,0.086,0.108	0.265
760	"LOC413968"	NA	chrNC_037638.1	+	21465571	21465681	21465595	21465681	21465281	21465486	760	8,150,117,101,218	151,1284,2151,1529,2043	54,91,97	710,636,903	173	149	0.0167549247859	0.04958300799773119	0.044,0.091,0.045,0.054,0.084	0.061,0.11,0.085	-0.022
761	"LOC413754"	NA	chrNC_037638.1	+	7972649	7972942	7972673	7972942	7971963	7972141	761	4,52,44,29,16	0,18,23,10,30	16,53,94	67,122,172	173	149	5.00355086676e-05	0.00024113498153060243	1.0,0.713,0.622,0.714,0.315	0.171,0.272,0.32	0.418
762	"LOC552195"	NA	chrNC_037642.1	+	5468213	5468472	5468234	5468472	5443498	5444236	762	11,66,330,90,357	0,2,2,0,0	53,53,6	47,39,50	170	149	0	0.0	1.0,0.967,0.993,1.0,1.0	0.497,0.544,0.095	0.613
763	"LOC552195"	NA	chrNC_037642.1	+	5462527	5463025	5462804	5463025	5458446	5459088	763	110,961,5713,1206,5920	0,33,123,17,81	0,6,0	0,0,0	298	149	1	1.0	1.0,0.936,0.959,0.973,0.973	NA,1.0,NA	-0.032
764	"LOC552195"	NA	chrNC_037642.1	+	5468213	5468472	5468234	5468472	5462804	5463025	764	11,66,330,90,357	0,1,4,0,0	28,20,4	0,0,2	170	149	1	1.0	1.0,0.983,0.986,1.0,1.0	1.0,1.0,0.637	0.115
765	"LOC552195"	NA	chrNC_037642.1	+	5468213	5468472	5468234	5468472	5467295	5467457	765	67,668,2777,552,1873	191,1726,9492,1444,9862	66,47,39	93,108,192	170	149	0.209061965035	0.427748266056266	0.235,0.253,0.204,0.251,0.143	0.383,0.276,0.151	-0.053
766	"LOC100578067"	NA	chrNC_037651.1	-	2788951	2789102	2788951	2789072	2789595	2790368	766	1,9,4,3,0	1,13,12,29,17	1,0,0	0,8,20	179	149	0.0233820581628	0.06672644422202141	0.454,0.366,0.217,0.079,0.0	1.0,0.0,0.0	-0.11
767	"LOC408803"	NA	chrNC_037641.1	-	9150527	9150602	9150527	9150597	9249183	9249264	767	0,19,23,8,26	0,0,0,0,6	3,38,38	0,3,4	154	149	1	1.0	NA,1.0,1.0,1.0,0.807	1.0,0.925,0.902	0.009
768	"LOC102655779"	NA	chrNC_037641.1	+	5481080	5481654	5481097	5481654	5480413	5480499	768	5,100,181,145,93	21,167,307,264,117	1877,1452,1757	1332,894,1318	166	149	4.43578840326e-10	4.2926984547677415e-09	0.176,0.35,0.346,0.33,0.416	0.558,0.593,0.545	-0.242
769	"LOC726541"	NA	chrNC_037638.1	-	9130511	9130688	9130511	9130652	9131147	9131290	769	6,58,25,46,33	18,195,93,96,71	52,28,31	143,67,160	185	149	0.368092362318	0.6811269618837317	0.212,0.193,0.178,0.278,0.272	0.227,0.252,0.135	0.022
770	"LOC100578368"	NA	chrNC_037641.1	-	12413082	12418995	12413082	12413402	12420943	12421049	770	2,45,67,46,63	0,0,0,0,0	25,32,21	0,2,0	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.889,1.0	0.037
771	"LOC409193"	NA	chrNC_037638.1	-	14980428	14980510	14980428	14980492	14981355	14981458	771	19,463,309,348,266	8,84,65,38,33	283,362,688	46,42,94	167	149	0.303107293158	0.5810363447118211	0.679,0.831,0.809,0.891,0.878	0.846,0.885,0.867	-0.048
772	"LOC412394"	NA	chrNC_037644.1	-	4867663	4867902	4867663	4867887	4867960	4868179	772	14,62,7,4,9	214,1221,199,405,88	81,1,49	1076,127,680	164	149	0.00722194271475	0.02367850070409836	0.056,0.044,0.031,0.009,0.085	0.064,0.007,0.061	0.001
773	"LOC413314"	NA	chrNC_037640.1	-	5434752	5437578	5434752	5437573	5438592	5438733	773	11,233,225,114,78	10,371,174,109,97	131,181,314	18,29,37	154	149	0	0.0	0.516,0.378,0.556,0.503,0.438	0.876,0.858,0.891	-0.397
774	"LOC413314"	NA	chrNC_037640.1	-	5434752	5437578	5434752	5437573	5438839	5438969	774	0,37,41,14,24	0,0,0,0,0	35,12,56	0,0,16	154	149	1	1.0	NA,1.0,1.0,1.0,1.0	1.0,1.0,0.772	0.076
775	"LOC724450"	NA	chrNC_037642.1	-	1944755	1948308	1944755	1948208	1948594	1950196	775	27,202,211,244,211	0,16,12,28,20	177,166,187	16,14,4	249	149	0.264321085919	0.5199759067259017	1.0,0.883,0.913,0.839,0.863	0.869,0.876,0.965	-0.004
776	"LOC410282"	NA	chrNC_037648.1	-	16212922	16213106	16212922	16213091	16213179	16213419	776	0,1,141,0,0	0,4,351,8,2	40,206,51	131,293,48	164	149	1	1.0	NA,0.185,0.267,0.0,0.0	0.217,0.39,0.491	-0.253
777	"LOC410717"	NA	chrNC_037638.1	-	14390732	14390934	14390732	14390916	14391710	14391908	777	28,163,183,88,130	102,963,1047,744,765	178,187,286	644,667,985	167	149	4.04830863276e-08	3.0267728095401865e-07	0.197,0.131,0.135,0.095,0.132	0.198,0.2,0.206	-0.063
778	"LOC410717"	NA	chrNC_037638.1	-	14390732	14390934	14390732	14390916	14393313	14393425	778	2,38,58,30,44	0,2,0,0,7	54,48,44	0,0,0	167	149	0.103549865598	0.24388584635446517	1.0,0.944,1.0,1.0,0.849	1.0,1.0,1.0	-0.041
779	"LOC410717"	NA	chrNC_037638.1	-	14390732	14390934	14390732	14390916	14393325	14393425	779	2,38,58,30,48	0,6,2,10,3	54,48,42	0,0,0	167	149	9.86396523128e-07	6.070132450018461e-06	1.0,0.85,0.963,0.728,0.935	1.0,1.0,1.0	-0.105
780	"LOC726323"	NA	chrNC_037652.1	-	7695078	7695248	7695078	7695245	7707738	7708162	780	86,180,351,139,355	79,0,0,18,226	23,50,23	82,72,85	152	149	0	0.0	0.516,1.0,1.0,0.883,0.606	0.216,0.405,0.21	0.524
781	"LOC408685"	NA	chrNC_037639.1	+	12282693	12282897	12282714	12282897	12280639	12280986	781	8,84,156,59,96	133,1082,2145,884,1508	47,46,91	853,612,694	170	149	0.109829976789	0.25517129166853825	0.05,0.064,0.06,0.055,0.053	0.046,0.062,0.103	-0.014
782	"LOC724831"	NA	chrNC_037642.1	-	270679	270952	270679	270937	276785	276928	782	1,18,22,15,7	30,222,300,206,170	11,35,75	439,416,584	164	149	0.194661974114	0.4041425068110726	0.029,0.069,0.062,0.062,0.036	0.022,0.071,0.104	-0.014
783	"LOC724831"	NA	chrNC_037642.1	-	270679	270952	270679	270937	285315	285481	783	1,3,2,13,0	0,0,0,0,0	3,18,32	2,0,0	164	149	1	1.0	1.0,1.0,1.0,1.0,NA	0.577,1.0,1.0	0.141
784	"LOC724831"	NA	chrNC_037642.1	-	308548	308772	308548	308768	316002	316329	784	2,23,28,30,14	5,72,27,26,46	46,32,82	100,46,89	153	149	0.510389782024	0.8921598520448653	0.28,0.237,0.502,0.529,0.229	0.309,0.404,0.473	-0.04
785	"LOC724831"	NA	chrNC_037642.1	-	308548	308775	308548	308768	316002	316329	785	7,42,34,40,10	5,72,27,26,46	83,61,105	100,46,89	156	149	0.282738411427	0.548860990024899	0.572,0.358,0.546,0.595,0.172	0.442,0.559,0.53	-0.062
786	"LOC724831"	NA	chrNC_037642.1	-	308548	308775	308548	308772	316002	316329	786	7,41,28,30,10	2,22,22,20,14	83,58,97	46,29,74	152	149	0.682790938008	1.0	0.774,0.646,0.555,0.595,0.412	0.639,0.662,0.562	-0.025
787	"LOC724831"	NA	chrNC_037642.1	-	308548	308775	308548	308768	320788	320976	787	0,3,7,10,0	0,2,0,4,0	2,7,10	0,0,0	156	149	1	1.0	NA,0.589,1.0,0.705,NA	1.0,1.0,1.0	-0.235
788	"LOC412176"	NA	chrNC_037644.1	-	12501387	12501569	12501387	12501560	12501649	12501784	788	15,83,49,73,32	0,17,13,8,5	57,51,101	18,15,27	158	149	0.017993500247	0.05272820585201465	1.0,0.822,0.78,0.896,0.858	0.749,0.762,0.779	0.108
789	"LOC551500"	NA	chrNC_037648.1	-	16320008	16320278	16320008	16320215	16320456	16320735	789	66,526,638,425,362	4,23,5,24,23	881,668,956	0,0,4	212	149	0	0.0	0.921,0.941,0.989,0.926,0.917	1.0,1.0,0.994	-0.059
790	"LOC409138"	NA	chrNC_037638.1	+	14174417	14174721	14174429	14174721	14173192	14173204	790	3,44,91,113,92	0,3,0,0,0	3,1,9	0,0,0	161	149	1	1.0	1.0,0.931,1.0,1.0,1.0	1.0,1.0,1.0	-0.014
791	"LOC724385"	NA	chrNC_037642.1	+	2753784	2756761	2756652	2756761	2751899	2752222	791	435,3365,2372,3446,1776	279,2485,2472,2744,1684	73,20,33	1458,774,932	298	149	0	0.0	0.438,0.404,0.324,0.386,0.345	0.024,0.013,0.017	0.361
792	"LOC725532"	NA	chrNC_037638.1	+	4679947	4680196	4679950	4680196	4679477	4679695	792	0,0,4,0,0	0,0,0,0,0	10,30,30	5,10,12	152	149	1	1.0	NA,NA,1.0,NA,NA	0.662,0.746,0.71	0.294
793	"LOC107964204"	NA	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3985776	793	0,7,0,4,4	0,15,49,27,37	15,0,75	17,27,15	164	149	1	1.0	NA,0.298,0.0,0.119,0.089	0.445,0.0,0.82	-0.295
794	"LOC107964204"	NA	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3986129	794	0,61,0,10,8	39,190,102,155,60	5,0,19	0,11,3	164	149	0.00524206695079	0.017546667617707113	0.0,0.226,0.0,0.055,0.108	1.0,0.0,0.852	-0.54
795	"LOC107964204"	NA	chrNC_037640.1	+	3986891	3987086	3986906	3987086	3985668	3986467	795	0,7,0,4,0	0,0,0,0,0	12,0,6	2,0,12	164	149	1	1.0	NA,1.0,NA,1.0,NA	0.845,NA,0.312	0.421
796	"LOC411976"	NA	chrNC_037638.1	+	14034171	14034297	14034174	14034297	14033139	14033377	796	41,136,52,70,74	6,6,0,4,9	108,225,193	12,20,4	152	149	0.614098360052	1.0	0.87,0.957,1.0,0.945,0.89	0.898,0.917,0.979	0.001
797	"LOC724636"	NA	chrNC_037638.1	-	14242741	14243394	14242741	14243390	14243479	14243858	797	0,0,14,0,2	1,0,2,0,8	1,0,0	0,0,0	153	149	1	1.0	0.0,NA,0.872,NA,0.196	1.0,NA,NA	-0.644
798	"LOC410887"	NA	chrNC_037639.1	+	6964543	6964942	6964546	6964942	6964288	6964482	798	29,115,17,62,16	4,50,5,45,7	137,71,174	54,25,67	152	149	0.8095752876	1.0	0.877,0.693,0.769,0.575,0.691	0.713,0.736,0.718	-0.001
799	"LOC100578999"	NA	chrNC_037641.1	+	11566786	11566954	11566793	11566954	11566114	11566723	799	21,30,23,11,2	12,19,2,3,0	4689,556,2546	246,81,260	156	149	0.000525035897943	0.0021539934274584613	0.626,0.601,0.917,0.778,1.0	0.948,0.868,0.903	-0.122
800	"Camkii"	NA	chrNC_037641.1	-	5252588	5252706	5252588	5252703	5253201	5253296	800	118,950,1189,692,987	83,599,741,521,736	357,310,401	283,175,238	152	149	0.542156963347	0.9340823489108399	0.582,0.609,0.611,0.566,0.568	0.553,0.635,0.623	-0.016
801	"Camkii"	NA	chrNC_037641.1	-	5252588	5252706	5252588	5252703	5268576	5268633	801	1,23,37,10,17	0,0,2,0,3	12,2,9	0,0,0	152	149	1	1.0	1.0,1.0,0.948,1.0,0.847	1.0,1.0,1.0	-0.041
802	"LOC410831"	NA	chrNC_037639.1	-	13245996	13250410	13245996	13250392	13251369	13251476	802	18,188,169,113,125	68,500,520,395,357	456,357,447	834,401,752	167	149	5.87979898103e-09	4.968844209321127e-08	0.191,0.251,0.225,0.203,0.238	0.328,0.443,0.347	-0.151
803	"LOC107963982"	NA	chrNC_037638.1	+	9241880	9241973	9241883	9241973	9241706	9241808	803	2,57,37,47,65	34,230,218,131,189	51,40,74	303,168,268	152	149	0.586183579284	0.9900356018871218	0.055,0.195,0.143,0.26,0.252	0.142,0.189,0.213	-0.0
804	"LOC725892"	NA	chrNC_037639.1	+	12139190	12139844	12139666	12139844	12138912	12139085	804	2,10,4,0,2	0,2,10,0,0	0,0,2	0,0,0	298	149	1	1.0	1.0,0.714,0.167,NA,1.0	NA,NA,1.0	-0.28
806	"LOC725892"	NA	chrNC_037639.1	+	12139190	12139844	12139730	12139844	12138912	12139085	806	0,12,8,8,2	0,3,2,0,1	0,0,2	0,0,0	298	149	1	1.0	NA,0.667,0.667,1.0,0.5	NA,NA,1.0	-0.291
808	"LOC725892"	NA	chrNC_037639.1	+	12139666	12139844	12139730	12139844	12138912	12139085	808	0,4,14,8,0	0,3,2,0,1	0,0,2	0,0,0	213	149	1	1.0	NA,0.483,0.83,1.0,0.0	NA,NA,1.0	-0.422
811	"LOC725164"	NA	chrNC_037639.1	+	6480056	6480113	6480059	6480113	6478968	6479633	811	0,9,18,2,22	0,0,0,0,0	283,241,367	5,4,22	152	149	1	1.0	NA,1.0,1.0,1.0,1.0	0.982,0.983,0.942	0.031
812	"LOC410001"	NA	chrNC_037647.1	-	7951337	7951518	7951337	7951494	7952881	7953061	812	0,0,6,0,0	0,4,14,0,0	0,2,8	0,1,0	173	149	1	1.0	NA,0.0,0.27,NA,NA	NA,0.633,1.0	-0.681
815	"LOC413025"	NA	chrNC_037638.1	-	11088330	11088714	11088330	11088659	11089174	11089568	815	12,44,5,3,4	0,0,0,0,0	28,2,16	3,0,10	204	149	2.61035612348e-07	1.749959412388827e-06	1.0,1.0,1.0,1.0,1.0	0.872,1.0,0.539	0.196
816	"LOC413409"	NA	chrNC_037653.1	+	6253432	6253546	6253510	6253546	6251212	6251343	816	18,23,79,44,24	65,613,617,600,469	52,50,50	270,140,349	227	149	2.98019076084e-09	2.6103860678890513e-08	0.154,0.024,0.078,0.046,0.032	0.112,0.19,0.086	-0.063
817	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6251212	6251343	817	42,168,192,115,204	0,0,0,0,0	587,392,590	0,27,20	173	149	2.85319682214e-07	1.8968621532232686e-06	1.0,1.0,1.0,1.0,1.0	1.0,0.926,0.962	0.037
818	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6253432	6253546	818	32,134,148,106,181	6,0,26,24,8	328,229,275	95,57,84	173	149	1.17295612001e-07	8.25540964229912e-07	0.821,1.0,0.831,0.792,0.951	0.748,0.776,0.738	0.125
819	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6253432	6253570	819	46,135,128,111,167	0,4,18,10,0	281,192,211	21,23,58	173	149	1.77966108915e-05	9.205143564568965e-05	1.0,0.967,0.86,0.905,1.0	0.92,0.878,0.758	0.094
820	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6255214	6255235	820	32,142,131,102,210	0,0,2,0,0	327,237,323	4,7,2	173	149	0.488074175869	0.8595343029026392	1.0,1.0,0.983,1.0,1.0	0.986,0.967,0.993	0.015
821	"LOC413409"	NA	chrNC_037653.1	+	6259592	6259769	6259616	6259769	6257818	6257866	821	32,130,128,97,180	45,481,474,436,380	260,175,200	11,11,54	173	149	0	0.0	0.38,0.189,0.189,0.161,0.29	0.953,0.932,0.761	-0.64
822	"LOC551249"	NA	chrNC_037650.1	+	8713274	8713487	8713277	8713487	8711534	8712113	822	4,0,1,2,2	0,2,0,2,3	9,20,17	0,14,3	152	149	0.80702443464	1.0	1.0,0.0,1.0,0.495,0.395	1.0,0.583,0.847	-0.232
823	"LOC551249"	NA	chrNC_037650.1	+	8717382	8717663	8717606	8717663	8715144	8716893	823	8,8,11,4,23	2,0,0,6,8	71,61,153	96,164,205	298	149	6.95386643141e-05	0.00033048078089869306	0.667,1.0,1.0,0.25,0.59	0.27,0.157,0.272	0.468
824	"LOC410117"	NA	chrNC_037640.1	+	10646647	10646879	10646754	10646879	10638471	10638720	824	28,163,143,128,134	12,133,124,69,96	1128,744,1223	262,206,283	256	149	2.35367281221e-14	3.597971177900637e-13	0.576,0.416,0.402,0.519,0.448	0.715,0.678,0.716	-0.231
825	"LOC100577905"	NA	chrNC_037638.1	+	14009245	14010492	14009386	14010492	14007880	14008630	825	2,4,2,0,0	0,0,2,0,0	12,10,0	5,0,12	290	149	1	1.0	1.0,1.0,0.339,NA,NA	0.552,1.0,0.0	0.262
826	"LOC100577905"	NA	chrNC_037638.1	+	14009245	14010492	14009425	14010492	14007880	14008630	826	5,8,2,0,0	0,0,0,0,0	4,10,2	0,0,22	298	149	1	1.0	1.0,1.0,1.0,NA,NA	1.0,1.0,0.043	0.319
827	"LOC100577905"	NA	chrNC_037638.1	+	14009386	14010492	14009425	14010492	14007880	14008630	827	4,4,2,0,0	0,0,0,0,0	5,1,14	0,0,22	188	149	1	1.0	1.0,1.0,1.0,NA,NA	1.0,1.0,0.335	0.222
828	"LOC100577302"	NA	chrNC_037645.1	-	2139097	2139244	2139097	2139241	2139406	2139656	828	25,73,9,31,8	0,4,12,4,0	235,12,63	27,1,8	152	149	0.821679722516	1.0	1.0,0.947,0.424,0.884,1.0	0.895,0.922,0.885	-0.05
829	"LOC100577302"	NA	chrNC_037645.1	-	2139406	2139656	2139406	2139637	2139831	2139902	829	12,170,58,101,85	0,12,0,4,2	276,98,214	19,4,2	168	149	0.679672713076	1.0	1.0,0.926,1.0,0.957,0.974	0.928,0.956,0.99	0.013
830	"LOC100577302"	NA	chrNC_037645.1	-	2139406	2139670	2139406	2139637	2139831	2139902	830	6,48,5,4,6	0,12,0,4,2	179,38,53	19,4,2	182	149	0.260172148514	0.5122339265246924	1.0,0.766,1.0,0.45,0.711	0.885,0.886,0.956	-0.124
831	"LOC100577302"	NA	chrNC_037645.1	-	2139406	2139670	2139406	2139656	2139831	2139902	831	4,33,2,4,0	10,155,55,101,79	150,38,48	247,98,209	163	149	1.19613013938e-08	9.6010445970301e-08	0.268,0.163,0.032,0.035,0.0	0.357,0.262,0.174	-0.165
832	"LOC727030"	NA	chrNC_037645.1	-	1959937	1960095	1959937	1960060	1960152	1960315	832	40,355,121,189,92	2,57,8,45,33	325,81,306	58,26,38	184	149	0.737315727276	1.0	0.942,0.835,0.925,0.773,0.693	0.819,0.716,0.867	0.033
833	"LOC413457"	NA	chrNC_037648.1	+	14353095	14353273	14353158	14353273	14351374	14351454	833	13,215,265,142,215	36,382,324,448,276	368,190,441	121,46,194	212	149	0	0.0	0.202,0.283,0.365,0.182,0.354	0.681,0.744,0.615	-0.403
834	"LOC413457"	NA	chrNC_037648.1	+	14353758	14353977	14353785	14353977	14353095	14353273	834	95,764,591,570,529	11,91,157,118,146	358,348,671	12,12,26	176	149	0	0.0	0.88,0.877,0.761,0.804,0.754	0.962,0.961,0.956	-0.144
835	"LOC413457"	NA	chrNC_037648.1	+	14355247	14355491	14355253	14355491	14354759	14355175	835	133,767,421,716,349	2,52,30,17,13	726,237,570	104,21,86	155	149	5.45119505091e-14	7.977358611087805e-13	0.985,0.934,0.931,0.976,0.963	0.87,0.916,0.864	0.074
836	"LOC409107"	NA	chrNC_037644.1	+	12078693	12078774	12078702	12078774	12078433	12078614	836	12,117,129,93,49	14,35,37,56,27	93,65,118	38,11,58	158	149	0.315203212344	0.6008639472800635	0.447,0.759,0.767,0.61,0.631	0.698,0.848,0.657	-0.092
837	"LOC410758"	NA	chrNC_037638.1	+	2697557	2697903	2697706	2697903	2694740	2697087	837	22,294,416,265,361	3,45,76,27,27	136,95,92	6,2,2	298	149	1.08625190398e-07	7.667660498682353e-07	0.786,0.766,0.732,0.831,0.87	0.919,0.96,0.958	-0.149
838	"LOC550689"	NA	chrNC_037643.1	-	15354336	15354509	15354336	15354497	15356629	15356731	838	137,834,595,828,675	146,1696,1427,1253,1174	1764,1595,2478	2314,2129,2782	161	149	0.00435892370143	0.014859967163965909	0.465,0.313,0.278,0.379,0.347	0.414,0.409,0.452	-0.069
839	"LOC550689"	NA	chrNC_037643.1	-	15356629	15356734	15356629	15356731	15356972	15357133	839	79,605,467,554,383	144,1599,1178,1486,988	824,709,1208	1946,1700,2726	152	149	0.353007887424	0.6557422057411765	0.35,0.271,0.28,0.268,0.275	0.293,0.29,0.303	-0.007
840	"LOC550689"	NA	chrNC_037643.1	-	15358096	15358571	15358096	15358290	15358729	15358797	840	94,977,538,646,584	0,0,0,0,0	963,550,912	0,3,0	298	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.989,1.0	0.004
841	"LOC413185"	NA	chrNC_037645.1	-	3532322	3532524	3532322	3532441	3535263	3535338	841	9,81,165,57,126	0,0,2,0,0	193,265,362	0,0,8	232	149	0.701679184504	1.0	1.0,1.0,0.981,1.0,1.0	1.0,1.0,0.967	0.007
842	"LOC413185"	NA	chrNC_037645.1	-	3532322	3532524	3532322	3532441	3536174	3536305	842	9,83,183,63,134	0,0,0,0,0	218,326,461	0,2,2	232	149	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.991,0.993	0.005
843	"LOC408770"	NA	chrNC_037641.1	-	13031179	13031273	13031179	13031261	13031583	13031811	843	5,107,86,75,105	0,14,25,12,29	175,176,234	14,37,38	161	149	0.248103484759	0.4916997220657308	1.0,0.876,0.761,0.853,0.77	0.92,0.815,0.851	-0.01
844	"LOC408770"	NA	chrNC_037641.1	-	13039462	13039786	13039462	13039738	13041278	13041498	844	2,33,150,49,79	30,183,592,213,226	73,58,73	281,249,394	197	149	0.600243958553	1.0	0.048,0.12,0.161,0.148,0.209	0.164,0.15,0.123	-0.008
845	"LOC408770"	NA	chrNC_037641.1	-	13041278	13041504	13041278	13041498	13051209	13051343	845	0,5,5,8,7	0,0,40,6,13	18,20,21	23,55,30	155	149	1	1.0	NA,1.0,0.107,0.562,0.341	0.429,0.259,0.402	0.139
