ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
703	"LOC409051"	"LOC409051"	chrNC_037641.1	+	10016418	10016647	10018888	10018943	10011719	10011788	10020596	10020675	703	604,4353,4615,4497,5703	0,2,16,4,8	844,1116,705	2,0,2	378	204	1	1.0	1.0,0.999,0.994,0.998,0.997	0.996,1.0,0.995	0.001
704	"LOC409051"	"LOC409051"	chrNC_037641.1	+	10016418	10016647	10017749	10017853	10013084	10014197	10020596	10020675	704	662,4344,4494,4235,5800	28,114,442,191,135	793,1100,597	16,13,4	378	253	8.21787082828e-13	5.945252818838815e-12	0.941,0.962,0.872,0.937,0.966	0.971,0.983,0.99	-0.046
705	"LOC409051"	"LOC409051"	chrNC_037641.1	+	10016418	10016647	10018888	10018943	10013084	10014197	10020596	10020675	705	662,4344,4494,4235,5800	0,2,15,0,1	793,1100,597	2,0,2	378	204	1	1.0	1.0,0.999,0.994,1.0,1.0	0.995,1.0,0.994	0.002
706	"LOC409051"	"LOC409051"	chrNC_037641.1	+	10016418	10016647	10017749	10017853	10013084	10014224	10020596	10020675	706	583,3744,3998,3799,5147	18,83,283,100,85	770,1041,585	8,11,0	378	253	1.79956050061e-12	1.2773867737593577e-11	0.956,0.968,0.904,0.962,0.976	0.985,0.984,1.0	-0.036
707	"LOC409051"	"LOC409051"	chrNC_037641.1	+	10017749	10017853	10018888	10018943	10011719	10011788	10020596	10020675	707	20,85,294,114,87	0,2,16,4,8	14,13,1	2,0,2	253	204	0.59155015544	0.7693099568447375	1.0,0.972,0.937,0.958,0.898	0.849,1.0,0.287	0.241
708	"LOC409051"	"LOC409051"	chrNC_037641.1	+	10017749	10017853	10018888	10018943	10013084	10014197	10020596	10020675	708	28,114,442,191,135	0,2,15,0,1	16,13,4	2,0,2	253	204	0.426793462917	0.60072856246062	1.0,0.979,0.96,1.0,0.991	0.866,1.0,0.617	0.158
709	"LOC412254"	"LOC412254"	chrNC_037645.1	+	12537969	12538096	12541085	12541395	12534577	12534968	12544714	12545481	709	6,53,60,40,91	339,1668,1869,1761,2617	39,18,27	860,1175,807	276	459	0.920672629164	1.0	0.029,0.05,0.051,0.036,0.055	0.07,0.025,0.053	-0.005
710	"LOC412254"	"LOC412254"	chrNC_037645.1	+	12537969	12538096	12541085	12541689	12534577	12534968	12544714	12545481	710	6,53,60,40,91	221,1239,1349,1124,1948	39,18,27	932,1060,753	276	753	0.0288472943872	0.06306628212356288	0.069,0.105,0.108,0.088,0.113	0.102,0.044,0.089	0.018
711	"LOC724793"	"LOC724793"	chrNC_037641.1	-	8530846	8530952	8531052	8531130	8530001	8530714	8531655	8531687	711	873,6416,5679,4237,4800	861,6993,5555,6660,4313	19890,14527,17806	18376,14157,19396	227	255	0.341009998533	0.5021905056521132	0.532,0.508,0.535,0.417,0.556	0.549,0.535,0.508	-0.021
712	"LOC724793"	"LOC724793"	chrNC_037641.1	-	8531052	8531130	8531655	8531687	8530846	8530952	8532004	8532068	712	254,1976,1727,1639,1281	480,3963,1788,2658,1454	5916,3887,4867	11080,5940,9731	181	227	0.0905951105289	0.17029873131554443	0.399,0.385,0.548,0.436,0.525	0.401,0.451,0.385	0.046
713	"TyHyd"	"TyHyd"	chrNC_037644.1	+	9106197	9106293	9106382	9106436	9105535	9105647	9107740	9108560	713	26,556,751,926,490	40,443,567,641,410	4,0,7	2,0,6	245	203	1	1.0	0.35,0.51,0.523,0.545,0.498	0.624,NA,0.492	-0.073
714	"LOC409727"	"LOC409727"	chrNC_037642.1	+	13745172	13745280	13747464	13747495	13745000	13745095	13748336	13748769	714	120,579,641,725,550	9,116,147,123,110	944,639,1004	291,164,227	257	180	0.00242074704871	0.00670497529491676	0.903,0.778,0.753,0.805,0.778	0.694,0.732,0.756	0.076
715	"LOC551418"	"LOC551418"	chrNC_037638.1	+	21043235	21043366	21043488	21043598	21042690	21042820	21043793	21043939	715	486,4668,1070,2375,734	1368,10646,12149,11106,8198	7165,3393,10086	16770,22629,27769	280	259	0.0259945484268	0.057873689509273234	0.247,0.289,0.075,0.165,0.076	0.283,0.122,0.251	-0.048
716	"LOC726389"	"LOC726389"	chrNC_037647.1	-	9510031	9510213	9510478	9510610	9509593	9509769	9510673	9510791	716	0,8,0,3,0	231,2164,1583,2101,1548	40,4,3	1112,1489,1869	281	331	0.149472572301	0.2573112317693014	0.0,0.004,0.0,0.002,0.0	0.041,0.003,0.002	-0.014
717	"LOC552677"	"LOC552677"	chrNC_037643.1	-	4807377	4807500	4809237	4809309	4806444	4806688	4809437	4809610	717	42,175,133,193,88	137,821,1123,1250,944	1048,588,1075	5106,3807,5110	221	272	0.0846038424479	0.16063840930370715	0.274,0.208,0.127,0.16,0.103	0.202,0.16,0.206	-0.015
718	"LOC552677"	"LOC552677"	chrNC_037643.1	-	4807735	4807918	4809237	4809309	4807377	4807500	4809437	4809610	718	49,216,205,261,128	226,1181,1462,1366,1210	1842,1143,1883	5868,4371,4938	221	332	1.09467990228e-13	8.29073417061616e-13	0.246,0.216,0.174,0.223,0.137	0.32,0.282,0.364	-0.123
719	"LOC409015"	"LOC409015"	chrNC_037646.1	+	8368127	8368269	8370365	8370464	8365845	8365996	8370626	8370699	719	238,2461,539,1810,399	79,678,702,507,503	1429,748,1065	968,956,1270	291	248	0.0191901632137	0.04450596294195769	0.72,0.756,0.396,0.753,0.403	0.557,0.4,0.417	0.148
720	"LOC409015"	"LOC409015"	chrNC_037646.1	+	8369029	8369503	8370365	8370464	8368127	8368269	8370626	8370699	720	12,105,127,118,111	285,2512,2733,1702,1816	332,258,449	2860,3750,4177	623	248	1.76329173485e-10	1.0626729762603996e-09	0.016,0.016,0.018,0.027,0.024	0.044,0.027,0.041	-0.017
721	"LOC551146"	"LOC551146"	chrNC_037648.1	-	15060584	15060800	15060868	15061018	15060322	15060514	15061177	15061287	721	64,775,1105,692,709	144,1498,2121,1598,1322	2452,1772,2512	5688,3461,4978	299	365	0.716789131837	0.8863212552197307	0.352,0.387,0.389,0.346,0.396	0.345,0.385,0.381	0.004
722	"LOC409835"	"LOC409835"	chrNC_037652.1	-	2158238	2158525	2169777	2169955	2157982	2158150	2172929	2173076	722	0,8,0,12,0	0,2,106,0,26	0,0,0	2,18,42	327	436	1	1.0	NA,0.842,0.0,1.0,0.0	0.0,0.0,0.0	0.461
723	"LOC100576383"	"LOC100576383"	chrNC_037641.1	-	6056306	6056739	6057598	6057739	6040466	6040682	6112272	6113734	723	14,359,295,175,87	67,782,540,527,209	12,16,60	21,55,110	290	582	0.58580612376	0.7627168756399386	0.295,0.48,0.523,0.4,0.455	0.534,0.369,0.523	-0.045
724	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18600521	18600663	18607823	18607922	18600241	18600335	18608957	18609060	724	24,3,16,4,15	5,12,15,24,42	84,265,196	270,398,350	248	291	0.672935939579	0.8463258364042561	0.849,0.227,0.556,0.164,0.295	0.267,0.439,0.397	0.051
725	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18607823	18607922	18608957	18609060	18600521	18600663	18614789	18614922	725	11,13,12,8,23	10,1,25,4,34	209,233,272	169,229,181	252	248	0.962304733244	1.0	0.52,0.928,0.321,0.663,0.4	0.549,0.5,0.597	0.018
726	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18608957	18609060	18614789	18614922	18607823	18607922	18615779	18615921	726	12,7,9,20,20	29,18,17,4,15	131,186,195	142,279,213	282	252	0.930408659007	1.0	0.27,0.258,0.321,0.817,0.544	0.452,0.373,0.45	0.017
727	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18624621	18624948	18650883	18650983	18615779	18615921	18652575	18652628	727	3,6,17,8,12	18,30,23,15,96	70,65,82	167,467,340	249	476	0.732261507047	0.9007631095361134	0.242,0.277,0.586,0.505,0.193	0.445,0.21,0.316	0.037
728	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18624621	18624948	18650883	18650983	18615779	18615921	18672676	18672787	728	0,2,0,0,0	18,24,23,9,74	8,4,10	160,440,305	249	476	0.00115955951126	0.00339463798248937	0.0,0.137,0.0,0.0,0.0	0.087,0.017,0.059	-0.027
729	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18624621	18624948	18652575	18652628	18615779	18615921	18672676	18672787	729	10,4,7,0,16	18,24,23,9,74	27,39,56	160,440,305	202	476	0.213888830589	0.3465734489916318	0.567,0.282,0.418,0.0,0.338	0.285,0.173,0.302	0.068
730	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18650883	18650983	18652575	18652628	18615779	18615921	18672676	18672787	730	10,4,7,0,16	0,2,0,0,0	27,39,56	8,4,10	202	249	1	1.0	1.0,0.711,1.0,NA,1.0	0.806,0.923,0.873	0.06
731	"LOC410696"	"LOC410696"	chrNC_037638.1	-	18650883	18650983	18652575	18652628	18624621	18624948	18672676	18672787	731	10,8,7,6,38	2,5,1,11,13	18,61,91	8,54,59	202	249	0.193095031695	0.31819885504669015	0.86,0.664,0.896,0.402,0.783	0.735,0.582,0.655	0.064
732	"LOC100578102"	"LOC100578102"	chrNC_037649.1	+	3651710	3651757	3703069	3703121	3529890	3530492	3751032	3751113	732	0,101,94,67,156	14,182,230,151,137	45,20,34	21,33,31	196	201	0.0182522766451	0.04259282988777462	0.0,0.363,0.295,0.313,0.539	0.687,0.383,0.529	-0.231
733	"LOC100578102"	"LOC100578102"	chrNC_037649.1	+	3703069	3703121	3751032	3751113	3651710	3651757	3831548	3832445	733	11,40,94,37,86	22,114,140,176,235	25,26,31	41,36,57	201	230	0.0264706146026	0.05874087334638444	0.364,0.286,0.434,0.194,0.295	0.411,0.452,0.384	-0.101
734	"LOC725266"	"LOC725266"	chrNC_037641.1	-	5864986	5865204	5865273	5865347	5864596	5864675	5866272	5866495	734	159,639,326,534,226	154,567,206,196,119	1017,525,886	1650,359,541	223	367	0.129898292076	0.2293157674369761	0.63,0.65,0.723,0.818,0.758	0.504,0.706,0.729	0.069
735	"LOC409833"	"LOC409833"	chrNC_037641.1	-	5790861	5791118	5791519	5791608	5790380	5790742	5791891	5792348	735	29,179,201,289,127	36,119,67,114,36	152,244,338	532,172,167	238	406	0.0420022104564	0.08786282372291318	0.579,0.72,0.837,0.812,0.858	0.328,0.708,0.775	0.158
736	"LOC413858"	"LOC413858"	chrNC_037640.1	+	4573982	4578034	4578125	4578755	4572605	4572839	4580482	4580558	736	4861,31455,59525,33877,38636	361,1993,4362,2091,3197	17536,18596,26800	2697,2973,3805	4201	779	0	0.0	0.714,0.745,0.717,0.75,0.691	0.547,0.537,0.566	0.173
737	"LOC409588"	"LOC409588"	chrNC_037641.1	-	5659029	5659460	5661030	5661078	5655810	5655966	5664089	5664219	737	9,0,0,2,1	76,307,591,379,485	0,0,0	742,508,887	197	580	0.224258588018	0.36096270832309013	0.259,0.0,0.0,0.015,0.006	0.0,0.0,0.0	0.056
738	"LOC409588"	"LOC409588"	chrNC_037641.1	-	5659029	5659511	5661030	5661078	5655810	5655966	5664089	5664219	738	9,0,0,2,1	84,296,569,365,469	0,0,0	748,532,934	197	631	0.203358288027	0.33130239887017326	0.256,0.0,0.0,0.017,0.007	0.0,0.0,0.0	0.056
739	"LOC411347"	"LOC411347"	chrNC_037646.1	+	3959426	3959495	3960872	3960962	3949695	3949871	3965525	3965701	739	15,185,175,225,153	0,6,0,6,0	0,10,13	0,0,2	218	239	1	1.0	1.0,0.971,1.0,0.976,1.0	NA,1.0,0.877	0.051
740	"LOC410888"	"LOC410888"	chrNC_037639.1	+	6137040	6137169	6153045	6153165	6131294	6131490	6154619	6154790	740	0,0,4,7,1	2,0,6,4,1	318,191,188	184,98,75	278	269	1	1.0	0.0,NA,0.392,0.629,0.492	0.626,0.653,0.708	-0.284
741	"LOC410888"	"LOC410888"	chrNC_037639.1	+	6137040	6137169	6154619	6154790	6131294	6131490	6163824	6164093	741	0,0,4,7,1	0,17,31,24,6	248,164,158	441,362,272	278	320	1	1.0	NA,0.0,0.129,0.251,0.161	0.393,0.343,0.401	-0.244
742	"LOC408817"	"LOC408817"	chrNC_037641.1	-	5042945	5043180	5043704	5043805	5039599	5039693	5045286	5045401	742	260,4203,849,4248,525	1223,16750,6711,13071,4148	2883,719,2223	12732,5341,9806	250	384	0.89449894734	1.0	0.246,0.278,0.163,0.333,0.163	0.258,0.171,0.258	0.008
743	"LOC411534"	"LOC411534"	chrNC_037644.1	-	12215073	12215240	12260343	12260451	12214595	12214669	12274020	12274276	743	0,9,6,8,12	37,208,171,173,177	53,32,79	199,166,241	257	316	0	0.0	0.0,0.051,0.041,0.054,0.077	0.247,0.192,0.287	-0.197
744	"LOC725923"	"LOC725923"	chrNC_037648.1	+	1493873	1493977	1495502	1495710	1481725	1481927	1496546	1496701	744	21,273,242,271,290	58,711,757,823,876	192,192,202	643,408,676	253	357	0.899727867395	1.0	0.338,0.351,0.311,0.317,0.318	0.296,0.399,0.297	-0.004
745	"LOC411630"	"LOC411630"	chrNC_037645.1	+	3894991	3895733	3921346	3921421	3885175	3885799	3922089	3922308	745	64,690,765,613,542	4,235,311,213,210	4128,2298,3260	213,126,272	891	224	5.91422244511e-10	3.4538651904058914e-09	0.801,0.425,0.382,0.42,0.394	0.83,0.821,0.751	-0.316
746	"LOC411630"	"LOC411630"	chrNC_037645.1	+	3920299	3920329	3921346	3921421	3894991	3895733	3923848	3923964	746	0,0,2,3,0	11,134,135,107,145	88,82,95	180,118,240	179	224	0	0.0	0.0,0.0,0.018,0.034,0.0	0.38,0.465,0.331	-0.382
747	"LOC411630"	"LOC411630"	chrNC_037645.1	+	3920299	3920329	3922089	3922308	3894991	3895733	3923848	3923964	747	0,0,2,3,0	42,553,552,483,370	88,82,95	1195,599,1100	179	368	0	0.0	0.0,0.0,0.007,0.013,0.0	0.131,0.22,0.151	-0.163
748	"LOC411630"	"LOC411630"	chrNC_037645.1	+	3921346	3921421	3922089	3922308	3894991	3895733	3923848	3923964	748	11,134,135,107,145	42,553,552,483,370	180,118,240	1195,599,1100	224	368	0.00137994412567	0.003991603084738542	0.301,0.285,0.287,0.267,0.392	0.198,0.245,0.264	0.071
750	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4861940	4862024	4875038	4875071	4859372	4859457	4885180	4885261	750	16,49,110,33,82	0,2,6,0,0	0,1,0	0,0,0	182	233	1	1.0	1.0,0.969,0.959,1.0,1.0	NA,1.0,NA	-0.014
752	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4874528	4874597	4875038	4875071	4859372	4859457	4885180	4885261	752	16,49,110,33,82	0,1,0,0,2	0,1,0	0,0,0	182	218	1	1.0	1.0,0.983,1.0,1.0,0.98	NA,1.0,NA	-0.007
755	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4890027	4890167	4902693	4902839	4885564	4885736	4908822	4908934	755	12,178,304,76,118	48,240,413,155,279	325,187,300	663,347,513	295	289	0.939880147096	1.0	0.197,0.421,0.419,0.324,0.293	0.324,0.346,0.364	-0.014
756	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4902693	4902839	4908822	4908934	4890027	4890167	4917012	4917137	756	11,219,354,97,184	40,212,470,197,228	378,288,352	538,359,548	261	295	0.676685264377	0.8487959711760299	0.237,0.539,0.46,0.358,0.477	0.443,0.476,0.421	-0.032
757	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4908822	4908934	4917012	4917137	4902693	4902839	4929788	4930876	757	0,52,69,31,14	10,134,252,61,110	95,51,40	221,139,191	274	261	0.371395483119	0.5376044685250713	0.0,0.27,0.207,0.326,0.108	0.291,0.259,0.166	-0.056
758	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4908822	4908934	4917012	4917137	4902693	4902839	4951677	4951881	758	8,158,258,86,187	10,133,252,61,110	293,163,266	224,141,192	274	261	0.883676348344	1.0	0.432,0.531,0.494,0.573,0.618	0.555,0.524,0.569	-0.02
759	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4908822	4908934	4951677	4951881	4902693	4902839	5015125	5016120	759	31,158,279,189,215	10,133,254,61,110	103,33,138	221,137,191	353	261	5.16124754046e-09	2.7974621253643416e-08	0.696,0.468,0.448,0.696,0.591	0.256,0.151,0.348	0.328
760	"LOC411046"	"LOC411046"	chrNC_037641.1	-	4917012	4917137	4951677	4951881	4908822	4908934	5015125	5016120	760	31,158,279,189,215	11,238,334,92,174	104,37,139	411,281,351	353	274	7.47313322336e-12	5.021057629081283e-11	0.686,0.34,0.393,0.615,0.49	0.164,0.093,0.235	0.341
761	"LOC550671"	"LOC550671"	chrNC_037641.1	-	4827312	4827597	4829489	4829575	4826711	4827011	4830177	4830326	761	22,487,186,394,150	4728,77147,36962,57271,34017	4,5,7	357,690,525	235	434	0.27373561251	0.42352254138004103	0.009,0.012,0.009,0.013,0.008	0.02,0.013,0.024	-0.009
762	"LOC408865"	"LOC408865"	chrNC_037642.1	-	12793276	12793414	12794782	12794935	12789632	12789800	12795361	12795502	762	0,16,9,4,8	8,77,36,61,46	26,20,26	134,103,98	302	287	0.124299418774	0.22115780173056213	0.0,0.165,0.192,0.059,0.142	0.156,0.156,0.201	-0.059
763	"LOC727007"	"LOC727007"	chrNC_037648.1	+	12925294	12925545	12928003	12928198	12923844	12924053	12928586	12928761	763	14,49,48,80,30	21,149,246,163,161	1072,649,880	1087,1035,877	400	344	1.15626228592e-08	6.091922261066088e-08	0.364,0.22,0.144,0.297,0.138	0.459,0.35,0.463	-0.191
764	"LOC727007"	"LOC727007"	chrNC_037648.1	+	12928003	12928198	12928586	12928761	12927302	12927548	12929722	12931134	764	30,132,191,117,112	34,245,400,408,264	1241,987,1003	1586,1135,1218	344	324	3.3673391953e-05	0.0001240540921786417	0.454,0.337,0.31,0.213,0.285	0.424,0.45,0.437	-0.117
765	"LOC412914"	"LOC412914"	chrNC_037647.1	-	8370166	8370261	8374705	8377385	8369930	8370060	8383261	8383976	765	732,2624,5422,6348,4104	23,146,261,200,178	700,277,486	58,15,16	2829	244	0.210557821873	0.34166556174801005	0.733,0.608,0.642,0.732,0.665	0.51,0.614,0.724	0.06
766	"LOC411380"	"LOC411380"	chrNW_020555815.1	+	30493	30537	30789	30935	30314	30411	31184	31398	766	6,0,2,0,0	1871,7120,6129,8669,5828	28,14,16	16672,13077,19041	193	295	1	1.0	0.005,0.0,0.0,0.0,0.0	0.003,0.002,0.001	-0.001
767	"LOC727092"	"LOC727092"	chrNC_037641.1	+	3910089	3910125	3942682	3942901	3884822	3886921	3969449	3969506	767	0,0,0,0,1	6,6,14,29,18	8,39,0	91,85,25	185	368	2.31452519595e-07	1.0701149312648869e-06	0.0,0.0,0.0,0.0,0.1	0.149,0.477,0.0	-0.189
768	"LOC727092"	"LOC727092"	chrNC_037641.1	+	3942682	3942901	3969449	3969506	3910089	3910125	3987852	3987989	768	0,5,28,38,24	0,0,6,8,10	93,103,38	17,24,13	368	206	1	1.0	NA,1.0,0.723,0.727,0.573	0.754,0.706,0.621	0.062
769	"LOC100576948"	"LOC100576948"	chrNC_037644.1	+	12776516	12777317	12780380	12780641	12773746	12773967	12815032	12815248	769	53,506,1132,455,1124	41,266,825,379,816	89,135,143	50,94,108	950	410	0.812839000108	0.9678711843728455	0.358,0.451,0.372,0.341,0.373	0.434,0.383,0.364	-0.015
770	"LOC100576948"	"LOC100576948"	chrNC_037644.1	+	12780380	12780641	12815032	12815248	12776516	12777317	12832092	12832175	770	39,324,890,283,887	38,290,668,314,652	79,88,105	236,420,295	410	365	0	0.0	0.477,0.499,0.543,0.445,0.548	0.23,0.157,0.241	0.293
771	"LOC102655821"	"LOC102655821"	chrNC_037641.1	+	3584155	3584413	3612685	3612851	3576155	3576579	3634217	3634433	771	34,52,153,19,132	0,0,0,19,35	1376,1160,1198	205,185,163	407	315	0.0541374029623	0.10966460194094561	1.0,1.0,1.0,0.436,0.745	0.839,0.829,0.85	-0.003
772	"LOC102655821"	"LOC102655821"	chrNC_037641.1	+	3584155	3584413	3627582	3627773	3576155	3576579	3634217	3634433	772	34,52,153,19,132	0,8,2,2,8	1376,1160,1198	208,264,268	407	340	8.64078808505e-11	5.340290341088279e-10	1.0,0.844,0.985,0.888,0.932	0.847,0.786,0.789	0.122
773	"LOC102655821"	"LOC102655821"	chrNC_037641.1	+	3584155	3584413	3634217	3634433	3576155	3576579	3636183	3638439	773	32,52,144,19,129	2,2,7,4,23	1271,1070,1184	384,85,91	407	365	0.136403002094	0.2385646320128567	0.935,0.959,0.949,0.81,0.834	0.748,0.919,0.921	0.035
774	"LOC102655821"	"LOC102655821"	chrNC_037641.1	+	3612685	3612851	3627582	3627773	3576155	3576579	3634217	3634433	774	0,0,0,19,35	0,8,2,2,8	205,185,163	208,264,268	315	340	1	1.0	NA,0.0,0.0,0.911,0.825	0.515,0.431,0.396	-0.013
775	"LOC102655821"	"LOC102655821"	chrNC_037641.1	+	3612685	3612851	3627582	3627773	3584155	3584413	3634217	3634433	775	1,4,5,17,77	0,14,5,2,10	226,306,218	248,277,232	315	340	0.0438215735394	0.09116284427908289	1.0,0.236,0.519,0.902,0.893	0.496,0.544,0.504	0.195
776	"LOC551604"	"LOC551604"	chrNC_037646.1	+	12259735	12259886	12260485	12260633	12258093	12258280	12261280	12261499	776	12,145,103,82,249	36,231,220,78,382	33,12,32	53,60,70	300	297	0.0963358665769	0.1799931692155406	0.248,0.383,0.317,0.51,0.392	0.381,0.165,0.312	0.084
777	"LOC551518"	"LOC551518"	chrNC_037641.1	-	2100307	2100387	2100503	2100707	2100058	2100207	2103299	2103427	777	56,958,503,749,255	103,1443,769,1048,384	731,484,1116	2439,1272,1883	353	229	6.17119942581e-06	2.4956948333460465e-05	0.261,0.301,0.298,0.317,0.301	0.163,0.198,0.278	0.083
778	"LOC551527"	"LOC551527"	chrNC_037641.1	-	2075378	2075561	2076390	2076596	2073964	2074201	2077119	2077250	778	43,340,267,195,213	30,216,175,201,228	31,69,223	22,69,161	355	332	0.937770271985	1.0	0.573,0.595,0.588,0.476,0.466	0.569,0.483,0.564	0.001
779	"LOC414037"	"LOC414037"	chrNC_037638.1	+	4613366	4613646	4622119	4622204	4612048	4612833	4626964	4627230	779	12,182,89,154,118	11,78,130,171,258	258,181,297	161,152,274	429	234	0.115832392347	0.2088306627169878	0.373,0.56,0.272,0.329,0.2	0.466,0.394,0.372	-0.064
780	"LOC412748"	"LOC412748"	chrNC_037638.1	-	11619170	11619410	11621053	11621201	11617967	11618084	11621328	11621524	780	60,324,230,192,110	119,792,628,501,292	188,285,369	658,714,864	297	389	0.493011058545	0.6715321243047712	0.398,0.349,0.324,0.334,0.33	0.272,0.343,0.359	0.022
781	"LOC411264"	"LOC411264"	chrNC_037645.1	-	6006244	6006334	6019747	6019866	5995212	5995422	6074729	6074920	781	2,3,7,0,5	0,0,13,0,2	6,35,48	10,14,34	268	239	1	1.0	1.0,1.0,0.324,NA,0.69	0.349,0.69,0.557	0.221
782	"LOC100576993"	"LOC100576993"	chrNC_037641.1	-	25318	25478	25663	25993	24451	24797	28172	28528	782	343,1134,1377,800,1570	439,1515,1785,807,1857	2235,2623,2106	4459,3846,3580	479	309	1.22133317549e-05	4.7741744981999656e-05	0.335,0.326,0.332,0.39,0.353	0.244,0.306,0.275	0.072
783	"LOC100576993"	"LOC100576993"	chrNC_037641.1	-	28172	28528	30150	30452	26980	27337	44067	46164	783	39,300,377,170,416	338,1443,1558,983,1858	121,149,120	766,955,894	451	505	0.00322669179284	0.008730594300722583	0.114,0.189,0.213,0.162,0.2	0.15,0.149,0.131	0.032
784	"LOC551510"	"LOC551510"	chrNC_037640.1	+	13471345	13471426	13474045	13474215	13470357	13470451	13475178	13475364	784	2,31,28,30,39	4,77,104,68,108	196,220,326	473,364,457	230	319	0.00600948266568	0.015505836262092959	0.409,0.358,0.272,0.38,0.334	0.365,0.456,0.497	-0.089
785	"LOC410953"	"LOC410953"	chrNC_037640.1	-	5473136	5473316	5473440	5473945	5472892	5473037	5474019	5474293	785	488,4852,2945,3865,1833	299,1878,2349,2032,1711	3935,1940,4951	2247,1592,2436	654	329	0.919602202297	1.0	0.451,0.565,0.387,0.489,0.35	0.468,0.38,0.506	-0.003
786	"LOC410953"	"LOC410953"	chrNC_037640.1	-	5479949	5480056	5489391	5489767	5475719	5475793	5493132	5493378	786	248,1956,2421,1687,2090	73,547,775,561,511	1333,1579,2384	383,336,642	525	256	0.103498971491	0.1905436843564639	0.624,0.636,0.604,0.595,0.666	0.629,0.696,0.644	-0.031
787	"LOC552740"	"LOC552740"	chrNC_037642.1	-	6592228	6592449	6592632	6592793	6591909	6592112	6593089	6593259	787	2,52,13,19,32	404,2240,597,1785,448	126,5,33	1806,550,1268	310	370	1.3391195355e-05	5.204619225603093e-05	0.006,0.027,0.025,0.013,0.079	0.077,0.011,0.03	-0.009
788	"LOC408725"	"LOC408725"	chrNC_037640.1	-	13152927	13153087	13176514	13176678	13150904	13152534	13191133	13191303	788	21,243,344,180,235	113,798,897,763,789	543,372,463	775,470,663	313	309	0	0.0	0.155,0.231,0.275,0.189,0.227	0.409,0.439,0.408	-0.203
789	"LOC408725"	"LOC408725"	chrNC_037640.1	-	13176514	13176678	13191133	13191303	13152927	13153087	13210543	13210596	789	16,172,332,150,228	41,158,265,130,133	668,721,868	784,499,655	319	313	0.669839441467	0.8439529242100003	0.277,0.516,0.551,0.531,0.627	0.455,0.586,0.565	-0.035
790	"Ube2g1"	"Ube2g1"	chrNC_037640.1	+	13069090	13069188	13069277	13069456	13068831	13068934	13069542	13069665	790	139,1493,2558,1335,1349	495,3623,6570,4515,4125	9151,6945,10164	21470,18651,24719	247	328	0.0360238374009	0.07677693486259654	0.272,0.354,0.341,0.282,0.303	0.361,0.331,0.353	-0.038
791	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2725941	2726230	2736776	2736870	2721375	2721749	2749354	2749381	791	40,791,394,545,602	5915,49866,67338,53540,79747	36,28,63	9909,6741,11391	243	438	6.13069427446e-08	3.0411470282518685e-07	0.012,0.028,0.01,0.018,0.013	0.007,0.007,0.01	0.008
792	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2725941	2726230	2736776	2736870	2721375	2721749	2770093	2770153	792	10,165,86,95,57	5915,49865,67340,53538,79742	333,255,457	9909,6741,11391	243	438	0	0.0	0.003,0.006,0.002,0.003,0.001	0.057,0.064,0.067	-0.06
793	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2725941	2726230	2749354	2749381	2721375	2721749	2770093	2770153	793	7,149,54,111,118	5915,49865,67340,53538,79742	1,8,6	9909,6741,11391	176	438	1	1.0	0.003,0.007,0.002,0.005,0.004	0.0,0.003,0.001	0.003
794	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2736776	2736870	2749354	2749381	2721375	2721749	2770093	2770153	794	7,149,54,111,118	10,165,86,95,57	1,8,6	333,255,457	176	243	0	0.0	0.491,0.555,0.464,0.617,0.741	0.004,0.042,0.018	0.552
795	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2736776	2736870	2749354	2749381	2725941	2726230	2770093	2770153	795	5,148,50,112,121	86,1397,644,824,814	1,8,6	1213,858,1271	176	243	0	0.0	0.074,0.128,0.097,0.158,0.17	0.001,0.013,0.006	0.119
796	"LOC724177"	"LOC724177"	chrNC_037646.1	-	2736776	2736870	2770093	2770153	2725941	2726230	2797995	2798240	796	45,519,195,412,327	69,1100,493,695,693	333,140,199	592,449,596	209	243	0.0890036381224	0.167958478392271	0.431,0.354,0.315,0.408,0.354	0.395,0.266,0.28	0.059
