ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
941	"LOC408787"	"LOC408787"	chrNC_037641.1	-	11671718	11671963	11708014	11708129	11652731	11652872	11711871	11712775
942	"LOC408787"	"LOC408787"	chrNC_037641.1	-	11687716	11687802	11708014	11708129	11671718	11671963	11711871	11712775
943	"LOC408787"	"LOC408787"	chrNC_037641.1	-	11708014	11708129	11711871	11712775	11687716	11687802	11715235	11715532
944	"LOC408787"	"LOC408787"	chrNC_037641.1	-	11711871	11712775	11715235	11715532	11708014	11708129	11716315	11716556
945	"LOC408787"	"LOC408787"	chrNC_037641.1	-	11715235	11715532	11716315	11716556	11711871	11712775	11775332	11776346
947	"LOC551356"	"LOC551356"	chrNC_037638.1	+	18361623	18375747	18377106	18377211	18358416	18358527	18377329	18377635
948	"LOC552247"	"LOC552247"	chrNC_037649.1	-	5221091	5221215	5221373	5221619	5220661	5220903	5221748	5221813
952	"Cac"	"Cac"	chrNC_037640.1	+	2505565	2505649	2508603	2508720	2494713	2494878	2509158	2509224
955	"LOC413071"	"LOC413071"	chrNC_037643.1	+	2191700	2192371	2197395	2197778	2167135	2167277	2199040	2199353
956	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2306470	2306537	2308531	2308610	2304845	2304959	2318793	2319870
957	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2306470	2306537	2308531	2308610	2304845	2304959	2338828	2339069
958	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2306470	2306537	2338828	2339069	2304845	2304959	2379412	2379546
959	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2338828	2339069	2306470	2306537	2351897	2351970
960	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2338828	2339069	2306470	2306537	2379412	2379546
961	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2338828	2339069	2351897	2351970	2308531	2308610	2378709	2378906
962	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2338828	2339069	2351897	2351970	2308531	2308610	2378774	2378907
963	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2075499	2075733	2081684	2081932	2023426	2023514	2084665	2085143
964	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2075499	2075733	2081684	2082024	2023426	2023514	2084665	2085143
965	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4575043	4575493	4586955	4587047	4566182	4566594	4593997	4594186
966	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4575769	4576105	4593997	4594186	4575354	4575493	4594281	4594680
967	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4575828	4576105	4593997	4594186	4575043	4575493	4594281	4594680
968	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5245139	5245221	5287607	5287705	5244931	5245049	5292751	5292812
969	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5292751	5292812	5244931	5245221	5293661	5293870
970	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5292751	5292812	5268249	5268547	5293661	5293870
971	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5292751	5292812	5285945	5286172	5293661	5293870
973	"LOC726703"	"LOC726703"	chrNC_037642.1	+	13089307	13089414	13100388	13100518	13088395	13088451	13100603	13100720
974	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1521599	1522074	1623814	1623876	1521077	1521483	1627700	1628145
975	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1522013	1522074	1623814	1623876	1521077	1521483	1627700	1628145
976	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1627700	1628145	1505654	1505703	1630004	1630134
977	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1627700	1628145	1521502	1522074	1630004	1630134
978	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1627700	1628145	1566149	1566288	1630004	1630134
979	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1630478	1630613	1631412	1631542	1630198	1630396	1631627	1631786
980	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8653832	8654168	8671692	8671755	8649317	8649992	8677751	8677919
981	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8653994	8654168	8671692	8671755	8649317	8649992	8677751	8677919
982	"LOC409682"	"LOC409682"	chrNC_037652.1	-	8354296	8354472	8355223	8355368	8351262	8352381	8355479	8355774
983	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058589	1058782	1061337	1061463	1057136	1057312	1063845	1064135
984	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058589	1058794	1061337	1061463	1057136	1057312	1063845	1064028
985	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058937	1059181	1061337	1061463	1058589	1058782	1063845	1064135
986	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058937	1059181	1061337	1061463	1058589	1058794	1063845	1064028
987	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4513345	4513542	4544501	4544663	4506732	4507007	4557687	4557939
988	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4544501	4544663	4557687	4557939	4513345	4513542	4567361	4567537
989	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4557687	4557939	4605989	4606094	4544501	4544663	4616942	4617200
991	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4597078	4597282	4605989	4606094	4595892	4595994	4616942	4617200
994	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1702522	1702576	1704261	1704345	1701701	1701769	1704935	1705003
995	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1703329	1703368	1704261	1704345	1701701	1701769	1704935	1705003
997	"LOC727354"	"LOC727354"	chrNC_037640.1	+	326960	327395	330961	331126	326675	326880	331193	332656
999	"Pkc"	"Pkc"	chrNC_037648.1	+	16115265	16115374	16118208	16118337	16111059	16111142	16118918	16119072
1000	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12076706	12077069	12079590	12080042	12073470	12073991	12081741	12081888
1001	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12079590	12080042	12081741	12081888	12076706	12077069	12084532	12084798
1002	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12081741	12081888	12084532	12084798	12079590	12080042	12085640	12086347
1003	"LOC551485"	"LOC551485"	chrNC_037640.1	-	297388	297739	297851	298052	294155	294363	299834	300056
1004	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	2598	2714	10768	10884	2312	2471	10964	11078
1005	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	10768	10884	10964	11075	3522	3782	11319	11487
1006	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	10768	10884	10964	11078	3522	3782	11319	11487
1007	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	10768	10884	10974	11075	3522	3782	11319	11487
1008	"LOC100577216"	"LOC100577216"	chrNC_037640.1	-	10768	10884	10974	11078	3522	3782	11319	11487
1009	"LOC410803"	"LOC410803"	chrNC_037639.1	+	16037360	16037573	16038119	16038244	16036321	16037082	16039462	16039562
1010	"LOC410803"	"LOC410803"	chrNC_037639.1	+	16042376	16042837	16043178	16043399	16041619	16041799	16043491	16045859
1011	"LOC410803"	"LOC410803"	chrNC_037639.1	+	16042397	16042837	16043178	16043399	16041619	16041799	16043491	16045859
1012	"LOC408649"	"LOC408649"	chrNC_037639.1	-	15789069	15789219	15795942	15796012	15787523	15787666	15797914	15798056
1013	"LOC408649"	"LOC408649"	chrNC_037639.1	-	15795942	15796012	15797914	15798056	15789069	15789219	15798515	15798817
1014	"LOC408649"	"LOC408649"	chrNC_037639.1	-	15797914	15798056	15799569	15799787	15795942	15796012	15801223	15801294
1015	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5923105	5923420	5925640	5925817	5922299	5922560	5926205	5926327
1016	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5923105	5923420	5926205	5926327	5922299	5922560	5926651	5926865
1017	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5923105	5923420	5931007	5931242	5922299	5922560	5938363	5938552
1018	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5926205	5926327	5935212	5935299	5923105	5923420	5936522	5936633
1019	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5926205	5926327	5931007	5931242	5923105	5923420	5938363	5938552
1020	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5926205	5926327	5935212	5935299	5923105	5923420	5938363	5938552
1021	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5926651	5926865	5936522	5936633	5926205	5926327	5938363	5938552
1022	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5928481	5928591	5929231	5929394	5927905	5928081	5931007	5931242
1023	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5928481	5928591	5931007	5931242	5927905	5928081	5931685	5931781
1024	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5928481	5928591	5931007	5931242	5927905	5928081	5938363	5938552
1025	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5931007	5931242	5928481	5928591	5931685	5931781
1026	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5931685	5931781	5928481	5928591	5932499	5932571
1027	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5931685	5931781	5928481	5928591	5935212	5935299
1028	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5931685	5931781	5928481	5928591	5936522	5936633
1029	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5931007	5931242	5928481	5928591	5938363	5938552
1030	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5931685	5931781	5928481	5928591	5938363	5938552
1031	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5929231	5929394	5938363	5938552	5928481	5928591	5948672	5948752
1032	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5935212	5935299	5923105	5923420	5938363	5938552
1033	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5931685	5931781	5928481	5928591	5938363	5938552
1034	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5932499	5932571	5929231	5929394	5934204	5934303
1035	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5931685	5931781	5929231	5929394	5935212	5935299
1036	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5932499	5932571	5929231	5929394	5935212	5935299
1037	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5931685	5931781	5929231	5929394	5936522	5936633
1038	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931007	5931242	5935212	5935299	5929231	5929394	5936522	5936633
1039	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5932499	5932571	5929231	5929394	5935212	5935299
1040	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5935212	5935299	5929231	5929394	5936522	5936633
1041	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5935212	5935299	5929231	5929394	5938363	5938552
1042	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5936522	5936633	5929231	5929394	5938363	5938552
1043	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5934204	5934303	5931007	5931242	5935212	5935299
1044	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5935212	5935299	5931007	5931242	5935553	5935643
1045	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5935212	5935299	5931007	5931242	5936522	5936633
1046	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5935212	5935299	5931007	5931242	5938363	5938552
1047	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5936522	5936633	5931007	5931242	5938363	5938552
1048	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5931685	5931781	5938363	5938552	5931007	5931242	5946740	5947343
1049	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5932499	5932571	5934204	5934303	5931685	5931781	5935212	5935299
1050	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5932499	5932571	5935212	5935299	5931685	5931781	5936522	5936633
1051	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5932499	5932571	5935553	5935643	5931685	5931781	5936522	5936633
1052	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5932499	5932571	5935212	5935299	5931685	5931781	5938363	5938552
1053	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5932499	5932571	5935553	5935643	5931685	5931781	5938363	5938552
1054	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5932499	5932571	5936522	5936633	5931685	5931781	5938363	5938552
1055	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5934204	5934303	5936522	5936633	5932499	5932571	5938363	5938552
1056	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5935212	5935299	5936522	5936633	5929231	5929394	5938363	5938552
1057	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5935212	5935299	5936522	5936633	5931007	5931242	5938363	5938552
1058	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5935212	5935299	5935553	5935643	5931685	5931781	5936522	5936633
1059	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5935212	5935299	5935553	5935643	5931685	5931781	5938363	5938552
1061	"LOC409665"	"LOC409665"	chrNC_037652.1	-	5935553	5935643	5936522	5936633	5931685	5931781	5938363	5938552
1063	"LOC551845"	"LOC551845"	chrNC_037650.1	+	10565514	10565919	10569276	10569564	10561969	10562344	10579798	10580008
1064	"LOC551845"	"LOC551845"	chrNC_037650.1	+	10565514	10565919	10569276	10569564	10561969	10562344	10581261	10581432
1066	"LOC411738"	"LOC411738"	chrNC_037642.1	+	13407252	13407347	13407832	13407976	13406936	13406955	13408163	13408304
1067	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10672719	10672804	10710177	10710275	10590968	10591033	10747349	10747433
1068	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10672719	10672804	10710177	10710275	10606037	10606455	10747349	10747433
1069	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10710177	10710275	10747349	10747433	10672719	10672804	10784427	10784505
1070	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10747349	10747433	10784427	10784505	10710177	10710275	10854741	10854880
1071	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10784427	10784505	10854741	10854880	10747349	10747433	10904572	10904640
1072	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10936345	10936491	10940986	10941253	10912175	10912404	10946156	10946360
1073	"LOC100577283"	"LOC100577283"	chrNC_037645.1	+	10936345	10936491	10940986	10941265	10912175	10912404	10946156	10946360
1074	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6009736	6010083	6012335	6012527	6008098	6008213	6012745	6012959
1075	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6010544	6011204	6012335	6012527	6009736	6010083	6018260	6018883
1076	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6010544	6011204	6012745	6012959	6009736	6010083	6018260	6018883
1077	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6010769	6011204	6012335	6012527	6009736	6010083	6018260	6018883
1078	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6010769	6011204	6012745	6012959	6009736	6010083	6018260	6018883
1079	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6012335	6012527	6012745	6012959	6009736	6010083	6018260	6018883
1080	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6019014	6019298	6033908	6034146	6018260	6018883	6034404	6034684
1081	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6038198	6038348	6038464	6038628	6034404	6034684	6039108	6039330
1082	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6038198	6038348	6038464	6038628	6034404	6034702	6039108	6039330
1083	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6038464	6038628	6039108	6039330	6038198	6038348	6044881	6044956
1084	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6039108	6039330	6044881	6044956	6038464	6038628	6055374	6055774
1085	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6039108	6039330	6044881	6044956	6038464	6038628	6064719	6064905
1086	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6044881	6044956	6064719	6064905	6039108	6039330	6069383	6069861
1087	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6044881	6044956	6064719	6064905	6039108	6039330	6091602	6092471
1088	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6044881	6044956	6064719	6064905	6039108	6039330	6097799	6097837
1089	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6044881	6044956	6064719	6064905	6039108	6039330	6150752	6151695
1090	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6064719	6064905	6069383	6069861	6044881	6044956	6073029	6073753
1091	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6064719	6064905	6097799	6097837	6044881	6044956	6098231	6098340
1092	"LOC408429"	"LOC408429"	chrNC_037650.1	-	6097799	6097837	6098231	6098340	6064719	6064905	6150752	6151693
1094	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14951163	14951295	14954417	14954508	14950063	14950384	14954890	14955152
1095	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14951163	14951295	14954417	14954517	14950063	14950384	14954890	14955152
1097	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14951181	14951295	14954417	14954508	14950063	14950384	14954890	14955152
1098	"LOC552221"	"LOC552221"	chrNC_037638.1	+	14951181	14951295	14954417	14954517	14950063	14950384	14954890	14955152
1099	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8373707	8373755	8384979	8385350	8344630	8348790	8386766	8386793
1100	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8373707	8373755	8384979	8385350	8344630	8348790	8388153	8388349
1101	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8373707	8373755	8384979	8385350	8344630	8348790	8409370	8409533
1102	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8384979	8385350	8386766	8386793	8373707	8373755	8387125	8387297
1103	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8384979	8385350	8388153	8388349	8373707	8373755	8409370	8409533
1104	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8411759	8411897	8413028	8413200	8409370	8409533	8417737	8417827
1105	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8411759	8411897	8415401	8415547	8409370	8409533	8417737	8417827
1106	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8411771	8411897	8413028	8413200	8409370	8409533	8417737	8417827
1107	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8411771	8411897	8415401	8415547	8409370	8409533	8417737	8417827
1108	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8415401	8415547	8409370	8409533	8416817	8416886
1109	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8415401	8415547	8409370	8409533	8417737	8417827
1110	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8417737	8417827	8409370	8409533	8418379	8418442
1111	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8415401	8415547	8409370	8409533	8420392	8420618
1112	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8417737	8417827	8409370	8409533	8420392	8420618
1113	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8420392	8420618	8409370	8409533	8421216	8421327
1114	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8417737	8417827	8411759	8411897	8418379	8418442
1115	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413028	8413200	8417737	8417827	8411759	8411897	8420392	8420618
1116	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413721	8413877	8415401	8415547	8413028	8413200	8417737	8417827
1117	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413721	8413877	8416817	8416886	8413028	8413200	8417737	8417827
1118	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413724	8413877	8415401	8415547	8413028	8413200	8417737	8417827
1119	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413724	8413877	8416817	8416886	8413028	8413200	8417737	8417827
1120	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413733	8413877	8415401	8415547	8413028	8413200	8417737	8417827
1121	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8413733	8413877	8416817	8416886	8413028	8413200	8417737	8417827
1122	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8415401	8415547	8417737	8417827	8409370	8409533	8420392	8420618
1123	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8415401	8415547	8416817	8416886	8413028	8413200	8417737	8417827
1124	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8415401	8415547	8417737	8417827	8413721	8413877	8420392	8420618
1125	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8416466	8416520	8416817	8416886	8415401	8415547	8417737	8417827
1126	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8416466	8416520	8416838	8416886	8415401	8415547	8417737	8417827
1127	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8416817	8416886	8417737	8417827	8415401	8415547	8420392	8420618
1128	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8416817	8416886	8417737	8417827	8416466	8416520	8420392	8420618
1129	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8416838	8416886	8417737	8417827	8415401	8415547	8420392	8420618
1130	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8416838	8416886	8417737	8417827	8416466	8416520	8420392	8420618
1131	"LOC411277"	"LOC411277"	chrNC_037645.1	+	8417737	8417827	8418379	8418442	8413028	8413200	8420392	8420618
1132	"LOC552079"	"LOC552079"	chrNC_037642.1	+	7996595	7996672	8069665	8069724	7932921	7933070	8091016	8091161
1133	"LOC410776"	"LOC410776"	chrNC_037638.1	+	25367921	25368108	25371897	25372052	25354308	25355773	25383547	25383736
1134	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3302360	3302390	3303412	3303454	3300718	3300841	3304415	3304508
1135	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3302360	3302390	3303424	3303454	3300718	3300841	3304415	3304508
1136	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303412	3303454	3304415	3304508	3300718	3300841	3305968	3306242
1137	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303412	3303454	3304415	3304508	3302360	3302390	3305968	3306242
1138	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303412	3303454	3304415	3304508	3302360	3302390	3305977	3306242
1139	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303424	3303454	3304415	3304508	3300718	3300841	3305968	3306242
1140	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303424	3303454	3304415	3304508	3300718	3300841	3305977	3306242
1141	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303424	3303454	3304415	3304508	3302360	3302390	3305968	3306242
1142	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3303424	3303454	3304415	3304508	3302360	3302390	3305977	3306242
1143	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3310666	3310872	3372567	3372616	3307126	3307255	3413749	3413832
1144	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3478595	3478765	3673664	3673934	3413749	3413832	3677893	3678732
1145	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3478595	3478765	3673664	3673934	3413749	3413832	3745923	3746692
1146	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3478595	3478765	3673664	3673934	3413749	3413832	3749354	3749589
1147	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3673664	3673934	3677893	3678732	3478595	3478765	3679197	3679215
1148	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3673664	3673934	3677893	3678732	3478595	3478765	3745919	3746692
1149	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3673664	3673934	3677893	3678732	3478595	3478765	3745923	3746692
1150	"LOC409780"	"LOC409780"	chrNC_037638.1	-	3673664	3673934	3677893	3678732	3478595	3478765	3749354	3749589
1151	"LOC552489"	"LOC552489"	chrNC_037640.1	+	4522214	4522345	4525310	4525380	4520694	4521032	4526105	4526149
1152	"LOC552489"	"LOC552489"	chrNC_037640.1	+	4522214	4522345	4525310	4525380	4521936	4522028	4526105	4526149
1153	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12627430	12627596	12633080	12633229	12624277	12625873	12634050	12634065
1154	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12627430	12627596	12633080	12633229	12624277	12625876	12634050	12634065
1155	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12627430	12627596	12633080	12633229	12624277	12625876	12644700	12644877
1156	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12627439	12627596	12633080	12633229	12624277	12625873	12634050	12634065
1157	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12627439	12627596	12633080	12633229	12624277	12625876	12634050	12634065
1158	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12627439	12627596	12633080	12633229	12624277	12625876	12644700	12644877
1159	"LOC408775"	"LOC408775"	chrNC_037641.1	-	12633080	12633229	12634050	12634065	12627430	12627596	12635884	12636000
1161	"LOC724333"	"LOC724333"	chrNC_037647.1	-	7185467	7185694	7231006	7231215	7168604	7168828	7334655	7334844
1162	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21124733	21124945	21132107	21132206	21082324	21082436	21150200	21150306
1164	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21184297	21184509	21186359	21186514	21150200	21150306	21186764	21186954
1165	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21267562	21267607	21377023	21377196	21186764	21186954	21397195	21397340
1166	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21377023	21377196	21397195	21397340	21186764	21186954	21402776	21402900
1167	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21377023	21377196	21402776	21402900	21186764	21186954	21409674	21409841
1168	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21377023	21377196	21397195	21397340	21267562	21267607	21402776	21402900
1169	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21397195	21397340	21402776	21402900	21377023	21377196	21409674	21409841
1170	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21397195	21397340	21409674	21409841	21377023	21377196	21462269	21462529
1171	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21402776	21402900	21409674	21409841	21397195	21397340	21462269	21462529
1172	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21409674	21409841	21462269	21462529	21402776	21402900	21463828	21463987
1173	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21462269	21462529	21463828	21463987	21409674	21409841	21464897	21465034
1174	"LOC413968"	"LOC413968"	chrNC_037638.1	+	21462269	21462529	21464897	21465034	21409674	21409841	21465281	21465486
1175	"LOC552195"	"LOC552195"	chrNC_037642.1	+	5462527	5463025	5467295	5467457	5458446	5459088	5468213	5468472
1176	"LOC552195"	"LOC552195"	chrNC_037642.1	+	5462804	5463025	5467295	5467457	5443498	5444236	5468213	5468472
1177	"LOC552195"	"LOC552195"	chrNC_037642.1	+	5462804	5463025	5467295	5467457	5443498	5444236	5468234	5468472
1178	"LOC413152"	"LOC413152"	chrNC_037644.1	-	1307135	1307268	1307744	1307837	1306715	1306948	1308128	1308569
1179	"LOC411054"	"LOC411054"	chrNC_037641.1	-	4051520	4051640	4052551	4052721	4018182	4018281	4194108	4194448
1180	"LOC726541"	"LOC726541"	chrNC_037638.1	-	9129390	9129525	9129785	9129894	9128896	9129076	9129983	9130107
1181	"LOC100578368"	"LOC100578368"	chrNC_037641.1	-	12413082	12413402	12415250	12418995	12412910	12412975	12420943	12421049
