ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4632	"LOC552297"	"LOC552297"	chrNC_037640.1	-	1780334	1780528	1776553	1776666	1821225	1821687
4633	"LOC100577538"	"LOC100577538"	chrNC_037640.1	+	2349331	2349382	2348799	2349165	2351421	2351576
4634	"LOC100577538"	"LOC100577538"	chrNC_037640.1	+	2349458	2349773	2349331	2349382	2351421	2351576
4635	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2306470	2306537	2304845	2304959	2308531	2308610
4636	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2306470	2306537	2304845	2304959	2338828	2339069
4637	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2306470	2306537	2304845	2304959	2379412	2379546
4638	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2304845	2304959	2338828	2339069
4639	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2304845	2304959	2379412	2379546
4640	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2306470	2306537	2318793	2319870
4641	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2306470	2306537	2338828	2339069
4642	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2308531	2308610	2306470	2306537	2379412	2379546
4643	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2318793	2319958	2306470	2306537	2320749	2321612
4644	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2338828	2339069	2304845	2304959	2379412	2379546
4645	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2338828	2339069	2306470	2306537	2379412	2379546
4646	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2338828	2339069	2308531	2308610	2351897	2351970
4647	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2338828	2339069	2308531	2308610	2379412	2379546
4648	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2351897	2351970	2308531	2308610	2379412	2379546
4649	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2351897	2351970	2338828	2339069	2378693	2378712
4650	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2351897	2351970	2338828	2339069	2378709	2378906
4651	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2351897	2351970	2338828	2339069	2378774	2378907
4652	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2351897	2351970	2338828	2339069	2379412	2379546
4653	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2380480	2380611	2379412	2379546	2381098	2381177
4654	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2380480	2380611	2379412	2379546	2381260	2381370
4655	"LOC411812"	"LOC411812"	chrNC_037649.1	-	2380480	2380611	2379412	2379546	2382218	2382358
4656	"LOC102656071"	"LOC102656071"	chrNC_037648.1	+	1313560	1313693	1312918	1313505	1314818	1315050
4657	"LOC102656071"	"LOC102656071"	chrNC_037648.1	+	1314818	1315050	1312918	1313505	1316015	1316116
4658	"LOC725664"	"LOC725664"	chrNC_037640.1	-	5038409	5038655	5036843	5038055	5039510	5039821
4659	"LOC725664"	"LOC725664"	chrNC_037640.1	-	5038936	5039241	5038409	5038655	5039510	5039821
4660	"LOC413393"	"LOC413393"	chrNC_037640.1	-	2331075	2331273	2330887	2331012	2331360	2331539
4661	"LOC412256"	"LOC412256"	chrNC_037640.1	+	10224936	10225988	10222829	10222968	10226376	10226659
4662	"LOC412256"	"LOC412256"	chrNC_037640.1	+	10224936	10226000	10222829	10222968	10226376	10226659
4663	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2315386	2315473	2312577	2314609	2316157	2316202
4664	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2315386	2315473	2312577	2314609	2316851	2316940
4665	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2316157	2316202	2314470	2314609	2316851	2316940
4666	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2316157	2316202	2315386	2315473	2316851	2316940
4667	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2316157	2316205	2314470	2314609	2316851	2316940
4668	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2316157	2316205	2315386	2315473	2316851	2316940
4669	"LOC409888"	"LOC409888"	chrNC_037640.1	-	2319384	2319417	2317746	2317992	2319635	2320070
4670	"LOC100577228"	"LOC100577228"	chrNC_037640.1	+	2189266	2192162	2188714	2188816	2193629	2193770
4671	"LOC727552"	"LOC727552"	chrNC_037646.1	-	5824485	5824686	5823952	5824102	5824791	5824915
4672	"LOC727552"	"LOC727552"	chrNC_037646.1	-	5826742	5826928	5826247	5826470	5827275	5827417
4673	"LOC409347"	"LOC409347"	chrNC_037640.1	+	4874119	4874245	4873773	4873972	4874834	4875020
4674	"LOC552603"	"LOC552603"	chrNC_037640.1	+	4470788	4471015	4470184	4470309	4471308	4471520
4675	"LOC552603"	"LOC552603"	chrNC_037640.1	+	4470788	4471015	4470354	4470490	4471308	4471520
4676	"LOC552603"	"LOC552603"	chrNC_037640.1	+	4470891	4471015	4470184	4470309	4471308	4471520
4677	"LOC552603"	"LOC552603"	chrNC_037640.1	+	4470891	4471015	4470382	4470490	4471308	4471520
4678	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2075499	2075733	2023426	2023514	2081684	2081932
4679	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2075499	2075733	2023426	2023514	2084665	2085143
4680	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2081684	2081932	2023426	2023514	2084665	2085143
4681	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2081684	2081932	2075499	2075733	2084665	2085143
4682	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2081684	2082024	2023426	2023514	2084665	2085143
4683	"LOC100577971"	"LOC100577971"	chrNC_037640.1	+	2081684	2082024	2075499	2075733	2084665	2085143
4684	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4572716	4572895	4566319	4566594	4575043	4575493
4685	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4575043	4575493	4566182	4566594	4586955	4587047
4686	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4575769	4576105	4575354	4575493	4593997	4594186
4687	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4575828	4576105	4575043	4575493	4586955	4587047
4688	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4586955	4587047	4575043	4575493	4593997	4594186
4689	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4586955	4587047	4575828	4576105	4593997	4594186
4690	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4593997	4594186	4575769	4576105	4594281	4594680
4691	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4596389	4596589	4596066	4596314	4598101	4598259
4692	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4596871	4596979	4596389	4596589	4598101	4598259
4693	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4599615	4599771	4598413	4598898	4600703	4603276
4694	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4599615	4599771	4598413	4598898	4606705	4607029
4695	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4599615	4599771	4598413	4598913	4606705	4607029
4696	"LOC724592"	"LOC724592"	chrNC_037650.1	+	4599925	4599950	4599615	4599771	4600703	4603276
4697	"LOC413489"	"LOC413489"	chrNC_037640.1	+	1979913	1980406	1979254	1979432	1980517	1980620
4698	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5243422	5243516	5243026	5243347	5244931	5245221
4699	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5243425	5243516	5243026	5243347	5244931	5245221
4700	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5243425	5243516	5243026	5243347	5244963	5245221
4701	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5245139	5245221	5244931	5245049	5287607	5287705
4702	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5244931	5245049	5293661	5293870
4703	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5244931	5245221	5292751	5292812
4704	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5268249	5268547	5292751	5292812
4705	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5268249	5268547	5301448	5301650
4706	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5287607	5287705	5285945	5286172	5292751	5292812
4707	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5292751	5292812	5268249	5268547	5301448	5301650
4708	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5292751	5292812	5287607	5287705	5293661	5293870
4709	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5292751	5292812	5287607	5287705	5301448	5301650
4710	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5292751	5292812	5290682	5291080	5293661	5293870
4711	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5293661	5293870	5287607	5287705	5301448	5301650
4712	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5293661	5293870	5287607	5287705	5306957	5307084
4713	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5293661	5293870	5292751	5292812	5301448	5301650
4714	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5294475	5294565	5293661	5293870	5301448	5301650
4715	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5294475	5294565	5293661	5293870	5306957	5307084
4716	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5301448	5301650	5287607	5287705	5306957	5307084
4717	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5301448	5301650	5293661	5293870	5306957	5307084
4718	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5301448	5301650	5294475	5294565	5306957	5307084
4719	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5301730	5301860	5301448	5301650	5306957	5307084
4720	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5302305	5302448	5294475	5294565	5306957	5307084
4721	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5302819	5302872	5302305	5302448	5304490	5304546
4722	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5302819	5302872	5302305	5302448	5306957	5307084
4723	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5304490	5304546	5302305	5302448	5306957	5307084
4724	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5304490	5304546	5302819	5302872	5306957	5307084
4725	"LOC409468"	"LOC409468"	chrNC_037638.1	+	5308794	5309204	5308191	5308343	5310299	5311087
4726	"LOC409043"	"LOC409043"	chrNC_037642.1	-	12672342	12672446	12672116	12672247	12672594	12672701
4727	"LOC409043"	"LOC409043"	chrNC_037642.1	-	12672594	12672701	12672116	12672247	12673764	12673993
4728	"LOC409043"	"LOC409043"	chrNC_037642.1	-	12673310	12673548	12672594	12672701	12673764	12673993
4729	"LOC409043"	"LOC409043"	chrNC_037642.1	-	12675929	12676037	12674126	12674355	12677686	12677913
4730	"LOC409043"	"LOC409043"	chrNC_037642.1	-	12677686	12677913	12674126	12674355	12682794	12683153
4731	"LOC409043"	"LOC409043"	chrNC_037642.1	-	12679063	12679224	12677686	12677913	12682794	12683133
4732	"Or5"	"Or5"	chrNC_037639.1	+	9987862	9987962	9986997	9987770	9988202	9988358
4733	"Or5"	"Or5"	chrNC_037639.1	+	9988028	9988139	9987862	9987962	9988202	9988358
4734	"LOC409950"	"LOC409950"	chrNC_037639.1	+	649733	649889	646402	646617	650738	650891
4735	"LOC100577436"	"LOC100577436"	chrNC_037640.1	+	1652569	1652858	1651346	1651989	1653517	1654322
4736	"LOC100577436"	"LOC100577436"	chrNC_037640.1	+	1659071	1659302	1656639	1657645	1661578	1661937
4737	"LOC726703"	"LOC726703"	chrNC_037642.1	+	13089307	13089414	13088395	13088451	13100388	13100518
4738	"LOC726703"	"LOC726703"	chrNC_037642.1	+	13100388	13100518	13089307	13089414	13100603	13100720
4739	"LOC726703"	"LOC726703"	chrNC_037642.1	+	13100388	13100518	13099988	13100191	13100603	13100720
4740	"LOC726703"	"LOC726703"	chrNC_037642.1	+	13101541	13101883	13101194	13101403	13102060	13102327
4741	"LOC726949"	"LOC726949"	chrNC_037641.1	-	3447666	3447762	3447117	3447355	3448149	3448360
4742	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1521599	1522074	1521077	1521483	1623814	1623876
4743	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1522013	1522074	1505654	1505703	1623814	1623876
4744	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1522013	1522074	1505654	1505703	1627700	1628145
4745	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1522013	1522074	1521077	1521483	1623814	1623876
4746	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1505654	1505703	1627700	1628145
4747	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1505654	1505703	1630004	1630134
4748	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1521502	1522074	1627700	1628145
4749	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1623814	1623876	1566149	1566288	1627700	1628145
4750	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1627700	1628145	1505654	1505703	1630004	1630134
4751	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1627700	1628145	1623814	1623876	1630004	1630134
4752	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1630478	1630613	1630198	1630396	1631412	1631542
4753	"LOC409286"	"LOC409286"	chrNC_037640.1	+	1631412	1631542	1630478	1630613	1631627	1631786
4754	"LOC100578824"	"LOC100578824"	chrNC_037647.1	+	7896157	7896327	7866640	7868370	7897545	7898007
4755	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8653832	8654168	8649317	8649992	8671692	8671755
4756	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8653994	8654168	8649317	8649992	8671692	8671755
4757	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8671692	8671755	8608749	8609928	8677751	8677919
4758	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8671692	8671755	8653832	8654168	8677751	8677919
4759	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8680061	8680293	8678438	8678641	8680410	8680585
4760	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8682204	8682378	8681728	8682118	8684238	8684531
4761	"LOC724417"	"LOC724417"	chrNC_037647.1	+	8682204	8682423	8681728	8682118	8684238	8684531
4762	"LOC410031"	"LOC410031"	chrNC_037643.1	-	9097570	9097647	9097313	9097497	9097825	9097922
4763	"LOC410031"	"LOC410031"	chrNC_037643.1	-	9101914	9102033	9101545	9101795	9102170	9102362
4764	"LOC409682"	"LOC409682"	chrNC_037652.1	-	8354296	8354472	8351262	8352381	8355223	8355368
4765	"LOC409682"	"LOC409682"	chrNC_037652.1	-	8355223	8355368	8354129	8354472	8355479	8355774
4766	"LOC409682"	"LOC409682"	chrNC_037652.1	-	8356381	8356564	8356071	8356297	8356710	8357020
4767	"LOC409682"	"LOC409682"	chrNC_037652.1	-	8357296	8357478	8356710	8357020	8358128	8358297
4768	"LOC409682"	"LOC409682"	chrNC_037652.1	-	8357619	8357778	8357296	8357478	8358128	8358297
4769	"LOC727308"	"LOC727308"	chrNC_037639.1	-	8178971	8179277	8167808	8176688	8181364	8181668
4770	"LOC727308"	"LOC727308"	chrNC_037639.1	-	8181364	8181668	8178971	8179277	8219559	8221278
4771	"LOC727308"	"LOC727308"	chrNC_037639.1	-	8182587	8182729	8181364	8181668	8219559	8221278
4772	"LOC408733"	"LOC408733"	chrNC_037640.1	-	11710547	11710677	11707474	11709664	11715475	11715548
4773	"LOC408733"	"LOC408733"	chrNC_037640.1	-	11711776	11711908	11710547	11710677	11715475	11715548
4774	"LOC408733"	"LOC408733"	chrNC_037640.1	-	11715475	11715548	11707474	11709664	11767228	11767404
4775	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058589	1058782	1057136	1057312	1061337	1061463
4776	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058589	1058794	1057136	1057312	1061337	1061463
4777	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058937	1059181	1058589	1058782	1061337	1061463
4778	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058937	1059181	1058589	1058782	1063845	1064028
4779	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058937	1059181	1058589	1058794	1061337	1061463
4780	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1058937	1059181	1058589	1058794	1063845	1064028
4781	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1061337	1061463	1058589	1058782	1063845	1064028
4782	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1061337	1061463	1058589	1058794	1063845	1064028
4783	"LOC409402"	"LOC409402"	chrNC_037640.1	-	1061337	1061463	1058937	1059181	1063845	1064028
4784	"LOC550691"	"LOC550691"	chrNC_037640.1	-	1048305	1048390	1045487	1045705	1050212	1050472
4785	"LOC550691"	"LOC550691"	chrNC_037640.1	-	1049424	1049670	1048305	1048390	1050212	1050472
4786	"LOC550691"	"LOC550691"	chrNC_037640.1	-	1050860	1050972	1050212	1050472	1051158	1051265
4787	"LOC550691"	"LOC550691"	chrNC_037640.1	-	1050860	1051008	1050212	1050472	1051158	1051265
4788	"LOC551855"	"LOC551855"	chrNC_037642.1	-	12049771	12049989	12049456	12049684	12050152	12050375
4789	"LOC551855"	"LOC551855"	chrNC_037642.1	-	12050592	12050687	12050152	12050375	12050781	12051059
4790	"LOC102654656"	"LOC102654656"	chrNC_037652.1	-	4503455	4503554	4501993	4503393	4511550	4511636
4791	"LOC410580"	"LOC410580"	chrNC_037652.1	+	8821094	8821166	8819169	8819240	8823412	8823560
4792	"LOC410580"	"LOC410580"	chrNC_037652.1	+	8826894	8826993	8826410	8826626	8827144	8829044
4793	"LOC410580"	"LOC410580"	chrNC_037652.1	+	8826894	8826993	8826410	8826626	8827148	8829044
4794	"LOC410166"	"LOC410166"	chrNC_037649.1	+	8185525	8185619	8145409	8146027	8187483	8187681
4795	"LOC410166"	"LOC410166"	chrNC_037649.1	+	8188147	8188464	8187959	8188051	8188811	8189075
4796	"LOC410166"	"LOC410166"	chrNC_037649.1	+	8188147	8188473	8187959	8188051	8188811	8189075
4797	"LOC409068"	"LOC409068"	chrNC_037648.1	+	14417556	14417612	14417335	14417467	14417687	14417746
4798	"LOC409068"	"LOC409068"	chrNC_037648.1	+	14417605	14417612	14417310	14417467	14417687	14417746
4799	"LOC409068"	"LOC409068"	chrNC_037648.1	+	14418085	14418652	14417687	14417746	14418773	14418950
4800	"LOC412432"	"LOC412432"	chrNC_037640.1	-	652924	653138	652242	652823	653213	653368
4801	"LOC413906"	"LOC413906"	chrNC_037648.1	+	8334636	8334775	8334192	8334466	8335119	8335285
4802	"LOC413906"	"LOC413906"	chrNC_037648.1	+	8336943	8337024	8336695	8336836	8340611	8340741
4803	"LOC413906"	"LOC413906"	chrNC_037648.1	+	8336943	8337024	8336695	8336848	8340611	8340741
4804	"5-ht7"	"5-ht7"	chrNC_037643.1	-	653643	653688	634718	635844	865011	865224
4805	"5-ht7"	"5-ht7"	chrNC_037643.1	-	940537	940606	903809	904126	1031503	1032423
4806	"LOC410012"	"LOC410012"	chrNC_037646.1	-	11391663	11391858	11390263	11390349	11392028	11392181
4807	"LOC410012"	"LOC410012"	chrNC_037646.1	-	11392028	11392181	11390263	11390349	11392929	11393140
4808	"LOC410012"	"LOC410012"	chrNC_037646.1	-	11392295	11392630	11392028	11392181	11392929	11393140
4809	"LOC412243"	"LOC412243"	chrNC_037640.1	-	12085820	12085937	12084921	12085677	12086184	12086301
4810	"LOC412243"	"LOC412243"	chrNC_037640.1	-	12101027	12101647	12099335	12099516	12102285	12103106
4811	"LOC412243"	"LOC412243"	chrNC_037640.1	-	12101027	12101674	12099335	12099516	12102285	12103106
4812	"LOC412243"	"LOC412243"	chrNC_037640.1	-	12110580	12110886	12102285	12103106	12161785	12163824
4813	"LOC551966"	"LOC551966"	chrNC_037640.1	-	600635	600959	600128	600472	601834	601972
4814	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4513345	4513542	4506732	4507007	4544501	4544663
4815	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4544501	4544663	4513345	4513542	4557687	4557939
4816	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4544501	4544663	4513345	4513542	4567361	4567537
4817	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4557687	4557939	4513345	4513542	4567361	4567537
4818	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4557687	4557939	4544501	4544663	4567361	4567537
4819	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4557687	4557939	4544501	4544663	4605989	4606094
4820	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4581250	4581403	4544501	4544663	4595524	4595626
4821	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4581250	4581403	4568855	4569020	4595524	4595626
4822	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4597078	4597282	4595892	4595994	4600344	4600548
4823	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4597078	4597282	4595892	4595994	4605989	4606094
4824	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4597078	4597282	4595892	4595994	4616942	4617200
4825	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4600344	4600548	4595892	4595994	4605989	4606094
4826	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4600344	4600548	4597078	4597282	4605989	4606094
4827	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4605989	4606094	4557687	4557939	4616942	4617200
4828	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4605989	4606094	4595892	4595994	4616942	4617200
4829	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4605989	4606094	4597078	4597282	4616942	4617200
4830	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4616942	4617200	4557687	4557939	4621007	4621233
4831	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4619655	4619853	4616942	4617200	4621007	4621233
4832	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4622292	4622449	4621744	4621842	4622916	4623189
4833	"LOC412993"	"LOC412993"	chrNC_037641.1	+	4622381	4622449	4621744	4621842	4622916	4623049
4834	"LOC410070"	"LOC410070"	chrNC_037638.1	+	6415193	6419208	6414947	6415114	6420130	6420213
4835	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708622	2708797	2708329	2708536	2708914	2709017
4836	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708622	2708797	2708329	2708536	2709090	2709608
4837	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708622	2708797	2708329	2708536	2709376	2709577
4838	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708622	2708829	2708329	2708536	2708914	2709017
4839	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708914	2709017	2708329	2708536	2709090	2709279
4840	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2708914	2709017	2708622	2708797	2709090	2709279
4841	"LOC100577582"	"LOC100577582"	chrNC_037645.1	-	2709090	2709279	2708329	2708536	2709376	2709577
4842	"LOC551168"	"LOC551168"	chrNC_037640.1	+	10207199	10207295	10173535	10174637	10209853	10210062
4843	"LOC551168"	"LOC551168"	chrNC_037640.1	+	10210767	10210878	10210512	10210640	10211714	10211834
4844	"LOC551168"	"LOC551168"	chrNC_037640.1	+	10210770	10210878	10210512	10210640	10211714	10211834
4845	"LOC551168"	"LOC551168"	chrNC_037640.1	+	10212221	10212348	10211924	10212080	10212645	10215554
4846	"LOC551168"	"LOC551168"	chrNC_037640.1	+	10217348	10217369	10216813	10217092	10217925	10218083
4847	"LOC409096"	"LOC409096"	chrNC_037638.1	-	12233387	12233537	12231793	12232211	12241589	12241746
4848	"LOC552241"	"LOC552241"	chrNC_037640.1	+	482091	482277	481422	481549	482913	483119
4849	"LOC552241"	"LOC552241"	chrNC_037640.1	+	482345	482480	482091	482277	482913	483119
4850	"LOC552241"	"LOC552241"	chrNC_037640.1	+	482913	483119	481422	481549	483380	483558
4851	"LOC552241"	"LOC552241"	chrNC_037640.1	+	483380	483558	481422	481549	487163	487401
4852	"LOC552667"	"LOC552667"	chrNC_037640.1	-	446993	447137	445901	446082	447328	447552
4853	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1702522	1702576	1701701	1701769	1703329	1703368
4854	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1702522	1702576	1701701	1701769	1704261	1704345
4855	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1702522	1702576	1701701	1701769	1704935	1705003
4856	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1703329	1703368	1701701	1701769	1704261	1704345
4857	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1703329	1703368	1701701	1701769	1704935	1705003
4858	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1703329	1703368	1702522	1702576	1704261	1704345
4859	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1703329	1703368	1702522	1702576	1704935	1705003
4860	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1704261	1704345	1701701	1701769	1704935	1705003
4861	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1704261	1704345	1702522	1702576	1704935	1705003
4862	"LOC413334"	"LOC413334"	chrNC_037644.1	-	1704261	1704345	1703329	1703368	1704935	1705003
4863	"LOC724826"	"LOC724826"	chrNC_037643.1	+	564687	564766	563461	563602	564865	565001
4864	"LOC107965692"	"LOC107965692"	chrNC_037653.1	-	3012641	3012895	3012385	3012490	3012973	3013132
4865	"LOC107965692"	"LOC107965692"	chrNC_037653.1	-	3013776	3013886	3013469	3013630	3016678	3016796
4866	"LOC727354"	"LOC727354"	chrNC_037640.1	+	326960	327395	326675	326880	330961	331126
4867	"LOC727354"	"LOC727354"	chrNC_037640.1	+	330961	331126	326960	327395	331193	332656
4868	"LOC726839"	"LOC726839"	chrNC_037651.1	-	9273682	9273840	9273144	9273597	9273952	9274303
4869	"LOC726839"	"LOC726839"	chrNC_037651.1	-	9275721	9275807	9273952	9274303	9277446	9278085
4870	"Pkc"	"Pkc"	chrNC_037648.1	+	16112594	16112706	16111059	16111142	16115265	16115374
4871	"Pkc"	"Pkc"	chrNC_037648.1	+	16112594	16112706	16111059	16111142	16118208	16118337
4872	"Pkc"	"Pkc"	chrNC_037648.1	+	16115265	16115374	16105583	16106238	16118208	16118337
4873	"Pkc"	"Pkc"	chrNC_037648.1	+	16115265	16115374	16105583	16106238	16118918	16119072
4874	"Pkc"	"Pkc"	chrNC_037648.1	+	16115265	16115374	16111059	16111142	16118208	16118337
4875	"Pkc"	"Pkc"	chrNC_037648.1	+	16115265	16115374	16111059	16111142	16118918	16119072
4876	"Pkc"	"Pkc"	chrNC_037648.1	+	16115265	16115374	16112594	16112706	16118208	16118337
4877	"Pkc"	"Pkc"	chrNC_037648.1	+	16118208	16118337	16105583	16106238	16118918	16119072
4878	"Pkc"	"Pkc"	chrNC_037648.1	+	16118208	16118337	16111059	16111142	16118918	16119072
4879	"Pkc"	"Pkc"	chrNC_037648.1	+	16118208	16118337	16115265	16115374	16118918	16119072
4880	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12076706	12077069	12073470	12073991	12079590	12080042
4881	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12079590	12080042	12076706	12077069	12081741	12081888
4882	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12081741	12081888	12079590	12080042	12084532	12084798
4883	"LOC726335"	"LOC726335"	chrNC_037641.1	+	12084532	12084798	12081741	12081888	12085640	12086347
4884	"LOC410924"	"LOC410924"	chrNC_037640.1	-	11646558	11646638	11646380	11646486	11646769	11646977
4885	"LOC410924"	"LOC410924"	chrNC_037640.1	-	11646769	11646977	11646380	11646486	11647090	11647186
