ID	GeneID	geneSymbol	PValue	FDR	IncLevelDifference	PSI_1	PSI_2	Chr	Strand	exon_long	exon_short	exon_flanking
579	LOC409893	NA	0.386930415392	0.589006187261512	0.014	1,0.991,0.928,0.993	0.933,0.934,1,0.981,0.972	chrNC_037640.1	+	8245154-8245311	8245160-8245311	8240799-8240923
580	LOC409893	NA	0.0908114470953	0.173041276482017	0.023	1,1,1,1	0.954,0.993,0.949,1,0.987	chrNC_037640.1	+	8245154-8245311	8245160-8245311	8240799-8240944
581	LOC409893	NA	1	1	0	1,1,0.997,1	1,1,0.996,1,1	chrNC_037640.1	+	8245154-8245311	8245160-8245311	8243455-8243460
583	LOC410007	NA	0	0	0.269	0.775,0.796,0.673,0.739	0.478,0.529,0.462,0.457,0.46	chrNC_037640.1	+	8168626-8168866	8168713-8168866	8168170-8168417
584	LOC552539	NA	0.895421758736	1	0.009	0.935,0.882,0.863,0.927	0.928,0.939,0.86,0.885,0.851	chrNC_037640.1	+	8123816-8123995	8123819-8123995	8123635-8123719
585	LOC726264	NA	0.512563278736	0.739821570055915	-0.002	0.995,0.977,0.977,0.961	0.992,0.983,0.986,0.961,0.973	chrNC_037638.1	-	11701880-11702066	11701880-11702054	11702157-11702294
586	LOC726264	NA	0.000114364926129	0.000406063114849616	-0.069	1,0.886,0.941,0.87	1,0.967,1,1,1	chrNC_037638.1	-	11701880-11702066	11701880-11702054	11702418-11702583
587	LOC408908	NA	0.011649520228	0.0272528170182303	0.024	0.901,0.889,0.868,0.873	0.843,0.872,0.864,0.856,0.858	chrNC_037644.1	-	13631947-13632237	13631947-13632234	13632819-13633110
588	LOC408908	NA	0.0291801710364	0.0622295360223779	0.019	0.896,0.888,0.9,0.864	0.858,0.864,0.882,0.865,0.869	chrNC_037644.1	-	13631947-13632258	13631947-13632234	13632819-13633110
589	LOC408908	NA	0.667599393669	0.900126527791237	-0.01	0.488,0.497,0.583,0.48	0.534,0.482,0.545,0.52,0.527	chrNC_037644.1	-	13631947-13632258	13631947-13632237	13632819-13633110
590	LOC725792	NA	0.000108292135869	0.000386532828425413	-0.367	0.476,0,0.232,0	0.324,0.433,0.714,0.528,0.719	chrNC_037640.1	+	7452874-7456091	7452889-7456091	7452634-7452790
591	LOC410044	NA	1.69418062886e-05	6.99950467764483e-05	0.097	1,1,1,1	1,0.823,0.806,0.887,1	chrNC_037640.1	+	7096963-7099161	7096966-7099161	7095039-7095165
592	LOC410044	NA	0.00284952983919	0.0076293679647195	-0.047	0.832,0.755,0.756,0.721	0.815,0.811,0.838,0.809,0.791	chrNC_037640.1	+	7096963-7099161	7096966-7099161	7096502-7096800
593	LOC411083	NA	0.000142242818386	0.00049528362793682	-0.082	0.939,0.88,0.797,0.771	0.924,0.987,0.917,0.895,0.92	chrNC_037642.1	+	6993530-6993637	6993543-6993637	6988118-6988212
594	LOC410304	NA	6.0538819513e-09	3.88541307183197e-08	0.055	0.981,1,1,1	0.937,0.925,0.958,0.933,0.946	chrNC_037648.1	-	7492053-7494797	7492053-7493699	7495432-7498298
595	LOC551170	NA	0.0041417350153	0.0107605461647506	-0.048	1,0.972,0.864,0.972	1,1,1,1,1	chrNC_037640.1	+	6226012-6226323	6226015-6226323	6225456-6225767
596	LOC551897	NA	2.78729529399e-05	0.00010962550050016	0.198	1,0.846,1,1	0.909,1,1,0.286,0.625	chrNC_037642.1	+	5318826-5319825	5319278-5319825	5317717-5317911
597	LOC410948	NA	0.195002538899	0.332847037337396	-0.134	0,0,0.246,0	0.119,0.136,0.271,0.2,0.252	chrNC_037640.1	-	6068481-6068573	6068481-6068558	6068635-6068831
598	LOC551519	NA	0.0456946385891	0.0926928779787899	0.01	0.956,0.95,0.938,0.966	0.927,0.944,0.939,0.95,0.954	chrNC_037642.1	+	249651-249785	249655-249785	244768-244862
599	LOC100577003	NA	8.53333580364e-06	3.67150849385912e-05	0.18	1,1,1,1	0.797,0.662,0.696,0.945,1	chrNC_037638.1	+	8177653-8177908	8177656-8177908	8176001-8176073
600	LOC100577003	NA	0.355455902818	0.550396475309018	-0.105	0.383,0.464,0.374,0.574	0.68,0.537,0.71,0.702,0.14	chrNC_037638.1	+	8177653-8177908	8177656-8177908	8176362-8176580
601	LOC100577003	NA	1	1	-0.109	1,NA,0.495,1	1,1,0.797,0.907,1	chrNC_037638.1	+	8177653-8177908	8177656-8177908	8176738-8176759
602	LOC552513	NA	0.917331674532	1	-0.005	0.407,0.45,0.508,0.301	0.486,0.468,0.49,0.233,0.431	chrNC_037642.1	+	11750425-11750581	11750449-11750581	11746223-11747267
603	LOC410952	NA	0.000200955559695	0.000681282211161719	-0.131	0.912,0.946,0.558,0.855	1,1,1,0.742,1	chrNC_037640.1	+	5495666-5495980	5495820-5495980	5495369-5495588
604	LOC552621	NA	0.00298247168208	0.00793954530539917	0.035	0.9,0.903,0.922,0.891	0.889,0.848,0.914,0.85,0.843	chrNC_037641.1	+	12159155-12159696	12159158-12159696	12158826-12159075
605	LOC410959	NA	1.97337389318e-05	8.04231713329164e-05	-0.211	0.101,0.126,0.209,0.109	0.468,0.572,0.224,0.188,0.283	chrNC_037640.1	-	5379459-5379612	5379459-5379597	5379663-5379888
606	LOC410535	NA	0.951619746478	1	0.062	0.577,0.065,0.221,0.161	0.126,0.289,0.205,0.195,0.154	chrNC_037651.1	-	8830999-8831193	8830999-8831178	8835106-8835231
607	LOC410535	NA	3.31344736529e-05	0.000129564902764307	-0.184	0.377,0.206,0.244,0.199	0.452,0.457,0.457,0.409,0.428	chrNC_037651.1	-	8830999-8831193	8830999-8831178	8835118-8835231
608	LOC410535	NA	0.27773432928	0.449364166296144	-0.176	1,0.476,1,0.377	1,0.72,0.855,0.945,0.927	chrNC_037651.1	-	8830999-8831193	8830999-8831178	8838823-8839053
609	LOC107964839	NA	0.818415388968	1	0.019	0.915,0.853,0.779,0.826	0.825,0.86,0.783,0.761,0.89	chrNC_037645.1	+	11793967-11794191	11793970-11794191	11793556-11793858
610	LOC552617	NA	0.524109706582	0.750871912611116	-0.019	0.25,0.389,0.376,0.314	0.361,0.36,0.347,0.354,0.333	chrNC_037644.1	+	12127407-12127525	12127436-12127525	12124762-12125332
611	LOC100577949	NA	0.791528509349	1	-0.006	0.983,0.031,0.038,1	0.52,1,0.576,0.47,0.027	chrNC_037647.1	-	8166842-8167058	8166842-8167052	8168488-8168573
612	LOC113218557	NA	0.00461943340355	0.0118873419584687	-0.028	0.785,0.922,0.936,0.906	1,0.915,0.974,0.844,0.844	chrNC_037641.1	-	1779427-1779540	1779427-1779537	1779612-1779616
613	LOC113218557	NA	0.0444275269288	0.0904620781926282	0.088	0.923,0.893,1,0.959	0.746,0.919,0.758,1,0.855	chrNC_037641.1	-	1779427-1779540	1779427-1779537	1779706-1779947
614	LOC408455	NA	0.64018955159	0.873632408280899	-0.016	1,0.602,1,0.855	0.916,0.694,0.913,0.932,0.944	chrNC_037651.1	+	7082895-7082946	7082910-7082946	7082743-7082811
615	LOC724665	NA	0	0	-0.21	0.178,0.21,0.2,0.202	0.434,0.357,0.405,0.455,0.388	chrNC_037639.1	+	631594-631799	631603-631799	631105-631294
616	LOC413194	NA	1.46053088401e-07	7.76841426888783e-07	-0.05	0.934,0.927,0.979,0.933	1,1,1,0.967,1	chrNC_037640.1	+	4965872-4965967	4965896-4965967	4965606-4965802
617	LOC550811	NA	0.244242695808	0.403635329708389	0.088	0.723,0.933,0.671,0.82	0.823,0.815,0.56,0.567,0.729	chrNC_037641.1	-	9334032-9334184	9334032-9334181	9334396-9334494
618	tra2	NA	2.21721372562e-06	1.02936623481533e-05	-0.09	0.392,0.39,0.375,0.441	0.476,0.469,0.502,0.502,0.498	chrNC_037648.1	+	10537177-10537274	10537180-10537274	10536866-10537080
619	tra2	NA	0	0	0.194	0.836,0.831,0.71,0.787	0.595,0.589,0.584,0.596,0.622	chrNC_037648.1	+	10537766-10538991	10538407-10538991	10537177-10537274
620	LOC409640	NA	0.8310976867	1	-0.011	0.577,0.566,0.44,0.506	0.571,0.512,0.486,0.519,0.576	chrNC_037640.1	+	4641190-4641276	4641195-4641276	4638496-4638584
621	LOC409640	NA	1	1	0.001	1,1,1,1	1,0.999,0.999,0.999,0.997	chrNC_037640.1	+	4644270-4644542	4644444-4644542	4641596-4641712
622	LOC409640	NA	0.806177665044	1	-0.002	0.984,0.981,0.973,0.987	0.99,0.987,0.981,0.97,0.987	chrNC_037640.1	+	4644270-4644542	4644444-4644542	4642252-4642524
623	LOC409640	NA	1.04310693416e-09	7.37820663900607e-09	0.016	0.981,0.987,0.981,0.963	0.973,0.972,0.96,0.942,0.962	chrNC_037640.1	+	4644270-4644542	4644444-4644542	4643773-4643857
624	LOC409497	NA	2.5355243631e-05	0.000100898185995526	0.278	0.609,0.569,0.637,0.829	0.528,0.24,0.512,0.147,0.489	chrNC_037647.1	+	5998093-5998396	5998115-5998396	5996437-5996703
626	LOC412788	NA	0.853796591792	1	-0.017	1,0.97,1,0.962	1,1,1,1,1	chrNC_037649.1	-	9283466-9283721	9283466-9283615	9283802-9283969
627	LOC113218769	NA	1	1	-0.199	0,1,0.347,0.429	0.5,1,NA,0.429,NA	chrNC_037642.1	-	9746951-9747311	9746951-9747110	9747381-9747541
628	LOC113218769	NA	1	1	-0.25	0,1,1,1	1,1,NA,1,NA	chrNC_037642.1	-	9746951-9747311	9746951-9747110	9747604-9747753
629	LOC725617	NA	6.26428398043e-09	3.99200361205704e-08	-0.188	0.11,0.207,0.255,0.196	0.38,0.343,0.36,0.399,0.42	chrNC_037649.1	+	4265553-4265773	4265571-4265773	4260528-4261752
630	LOC725617	NA	0.921153442584	1	0.037	1,0.877,1,0.814	0.884,0.843,0.859,0.985,0.86	chrNC_037649.1	+	4265553-4265773	4265571-4265773	4264632-4265143
631	LOC725617	NA	0.000340699297533	0.00109984408833234	-0.195	0.472,0.763,1,0.796	0.871,1,1,1,0.895	chrNC_037649.1	+	4265553-4265773	4265571-4265773	4265170-4265186
632	LOC412326	NA	3.26979554544e-11	2.7018310592596e-10	0.06	1,0.959,0.984,0.954	0.927,0.921,0.911,0.888,0.923	chrNC_037649.1	+	7349683-7349818	7349687-7349818	7349480-7349610
633	LOC412326	NA	0.000314876085217	0.00102136276381313	0.03	1,0.963,0.982,0.988	1,0.965,0.906,0.943,0.952	chrNC_037649.1	+	7349895-7350273	7349906-7350273	7349683-7349818
634	LOC413169	NA	1	1	-0.245	NA,0.282,0.416,0.688	0.907,0.864,0.606,0.51,0.648	chrNC_037642.1	-	7180232-7181751	7180232-7181748	7181967-7182180
635	LOC413169	NA	0.00362057895792	0.00948865600805028	-0.139	0.543,0.358,0.457,0.578	0.659,0.662,0.639,0.551,0.604	chrNC_037642.1	-	7180232-7181751	7180232-7181748	7186415-7186572
636	LOC413948	NA	1	1	0.455	NA,1,0.712,1	NA,0.565,1,0,0.229	chrNC_037640.1	-	4328192-4328398	4328192-4328346	4328648-4328755
637	LOC413376	NA	0.138078625622	0.24806412661612	-0.039	0.688,0.614,0.611,0.74	0.745,0.734,0.634,0.67,0.727	chrNC_037640.1	+	4318361-4318703	4318364-4318703	4318091-4318281
638	LOC413376	NA	0.00950806726611	0.0227957389112948	-0.092	0.601,0.628,0.469,0.643	0.648,0.745,0.698,0.67,0.624	chrNC_037640.1	+	4320250-4320442	4320253-4320442	4319710-4320170
639	LOC412129	NA	0.59916735073	0.830656840262935	-0.026	0.626,0.615,0.499,0.63	0.696,0.638,0.657,0.358,0.741	chrNC_037641.1	+	3713046-3713225	3713049-3713225	3712726-3712941
641	LOC726044	NA	0.901032279861	1	0.009	1,0.839,0.261,0.945	1,0.407,1,0.523,0.832	chrNC_037641.1	+	5836340-5838728	5836372-5838728	5832798-5833210
642	LOC726044	NA	0.719461053613	0.951533904484741	0.059	1,0.843,0.258,0.951	1,0.22,1,0.585,0.717	chrNC_037641.1	+	5836345-5838728	5836372-5838728	5832798-5833210
643	LOC100576994	NA	1	1	0.18	0.223,0.235,0.109,0.153	0,NA,0,NA,0	chrNC_037650.1	+	2883017-2883112	2883026-2883112	2882821-2882947
644	LOC100576994	NA	1	1	-0.102	0.9,0.908,0.815,0.879	1,0.923,1,1,0.963	chrNC_037650.1	+	2883198-2883459	2883267-2883459	2883017-2883112
645	LOC102654860	NA	0.247609871319	0.408450471492026	-0.079	0.767,0.917,1,1	1,1,1,1,1	chrNC_037643.1	+	8896504-8897497	8896570-8897497	8895300-8895500
646	LOC107964218	NA	0.25265751937	0.415003414794979	-0.007	0.261,0.214,0.1,0.05	0.214,0.16,0.158,0.217,0.067	chrNC_037640.1	+	12557153-12557242	12557160-12557242	12556825-12556940
647	LOC411870	NA	0.646905071768	0.880129659575597	-0.017	0.834,0.572,0.52,0.671	0.417,0.812,0.716,0.904,0.482	chrNC_037639.1	+	9504605-9505194	9504716-9505194	9504314-9504508
648	LOC411050	NA	0.158840236666	0.280330711607794	0.115	0.778,0.668,0.62,0.515	0.282,0.595,0.652,0.662,0.459	chrNC_037641.1	-	4247502-4247735	4247502-4247732	4251766-4251975
649	LOC411050	NA	0.684899796342	0.917046208977247	-0.006	0.846,0.772,0.818,0.806	0.805,0.806,0.827,0.823,0.82	chrNC_037641.1	-	4247444-4247735	4247444-4247732	4251768-4251975
650	LOC411050	NA	0.00344686144907	0.00905974672703029	0.16	0.753,0.746,0.821,0.805	0.521,0.694,0.65,0.624,0.618	chrNC_037641.1	-	4247502-4247735	4247502-4247732	4253273-4253373
651	LOC411050	NA	1	1	0.122	1,1,1,1	1,0.797,1,1,0.595	chrNC_037641.1	-	4247444-4247735	4247444-4247732	4257471-4257635
652	LOC726158	NA	0.208450253662	0.352136333977356	0.011	0.938,0.922,0.932,0.962	0.947,0.895,0.91,0.938,0.947	chrNC_037640.1	+	9441429-9441628	9441432-9441628	9440971-9441233
653	E74	NA	0.541793910973	0.769273330241222	-0.019	0.292,0.414,0.313,0.35	0.386,0.294,0.348,0.39,0.39	chrNC_037640.1	-	3353269-3353508	3353269-3353505	3354174-3354341
654	E74	NA	0.888484930838	1	-0.005	0,0,0.194,0.049	0.164,0,0,0.051,0.112	chrNC_037640.1	-	3431861-3432149	3431861-3432131	3432228-3432520
655	LOC413812	NA	2.29227747894e-12	2.1139023031044e-11	-0.233	0.739,0.799,0.52,0.846	1,0.966,0.894,0.935,1	chrNC_037640.1	+	3284116-3284145	3284119-3284145	3282902-3283261
656	LOC413812	NA	0.000110137696623	0.000392601657355338	-0.077	0.674,0.686,0.712,0.665	0.774,0.79,0.751,0.708,0.784	chrNC_037640.1	+	3284640-3284947	3284673-3284947	3282902-3283261
657	LOC413812	NA	1	1	-0.002	1,1,1,0.994	1,1,1,1,1	chrNC_037640.1	+	3284640-3284947	3284673-3284947	3284119-3284145
658	LOC413812	NA	0.831398563421	1	-0.003	0.542,0.532,0.536,0.521	0.498,0.594,0.499,0.531,0.558	chrNC_037640.1	+	3285451-3285587	3285463-3285587	3285035-3285226
659	LOC724510	NA	1.44349283715e-06	6.86675641897764e-06	0.052	1,0.962,0.97,0.987	0.958,0.912,0.966,0.966,0.837	chrNC_037640.1	-	3244703-3244833	3244703-3244819	3245193-3245309
660	LOC724510	NA	3.81097829587e-05	0.000147103762220582	-0.216	0.436,0.319,0.365,0.251	0.603,0.719,0.356,0.529,0.588	chrNC_037640.1	-	3244703-3244833	3244703-3244819	3245787-3245973
661	LOC724510	NA	0	0	0.095	0.984,0.97,0.942,0.934	0.87,0.876,0.924,0.851,0.791	chrNC_037640.1	-	3247997-3248348	3247997-3248309	3248430-3248749
662	LOC724299	NA	0	0	-0.24	0.173,0.08,0.227,0.135	0.438,0.371,0.378,0.38,0.4	chrNC_037639.1	-	15142763-15142971	15142763-15142947	15143918-15144044
663	LOC724299	NA	1	1	-0.015	1,1,0.923,1	1,1,0.979,1,1	chrNC_037639.1	-	15142763-15142971	15142763-15142947	15150665-15151122
664	LOC724299	NA	0.662390944223	0.894890165645273	0.017	0.201,0.299,0.193,0.142	0.19,0.209,0.173,0.212,0.177	chrNC_037639.1	-	15147452-15147604	15147452-15147586	15150665-15151122
665	LOC724299	NA	6.02196495447e-07	3.0188032109421e-06	0.228	0.326,0.467,0.644,0.386	0.22,0.251,0.233,0.186,0.248	chrNC_037639.1	-	15147452-15147744	15147452-15147586	15150665-15151122
666	LOC724299	NA	3.41033954965e-07	1.74521542862771e-06	0.226	0.3,0.416,0.614,0.319	0.183,0.194,0.179,0.162,0.213	chrNC_037639.1	-	15147452-15147817	15147452-15147586	15150665-15151122
667	LOC724299	NA	3.74922315416e-13	3.65718446301095e-12	0.26	0.795,0.814,0.933,0.978	0.598,0.585,0.662,0.526,0.729	chrNC_037639.1	-	15147452-15147744	15147452-15147604	15150665-15151122
668	LOC724299	NA	2.92876833896e-13	2.90532270606272e-12	0.291	0.78,0.783,0.927,0.973	0.558,0.516,0.597,0.513,0.689	chrNC_037639.1	-	15147452-15147817	15147452-15147604	15150665-15151122
669	LOC724299	NA	0.118426301654	0.217530840971521	0.097	0.738,0.504,0.681,0.552	0.474,0.531,0.464,0.652,0.49	chrNC_037639.1	-	15147452-15147817	15147452-15147744	15150665-15151122
670	LOC410076	NA	1.21992083102e-09	8.47358890852452e-09	-0.112	0.433,0.399,0.4,0.455	0.576,0.511,0.495,0.541,0.548	chrNC_037640.1	-	3237388-3238503	3237388-3237525	3239047-3239193
671	LOC551655	NA	7.77156117238e-16	9.25055431179329e-15	0.068	0.17,0.164,0.13,0.124	0.075,0.097,0.076,0.074,0.072	chrNC_037640.1	+	3225935-3226334	3225953-3226334	3225783-3225885
672	LOC552068	NA	0	0	0.161	0.982,0.949,0.973,0.972	0.8,0.777,0.822,0.842,0.801	chrNC_037638.1	-	25328367-25328497	25328367-25328470	25328582-25328738
673	LOC412295	NA	8.62616973371e-05	0.000314122784642647	-0.24	0.672,1,0.285,1	0.896,1,1,1,1	chrNC_037640.1	+	3201183-3201332	3201216-3201332	3200824-3200981
674	LOC410796	NA	4.45672192484e-08	2.51925996671918e-07	-0.222	0.457,0.595,0.667,0.536	0.849,0.825,0.783,0.696,0.778	chrNC_037639.1	+	15834805-15835013	15834829-15835013	15834553-15834600
675	LOC410796	NA	0.000747964791371	0.00225306674056237	0.149	0.621,0.603,0.781,0.519	0.508,0.558,0.522,0.449,0.374	chrNC_037639.1	+	15834805-15835013	15834838-15835013	15834553-15834600
676	LOC410796	NA	0	0	0.334	0.658,0.529,0.658,0.489	0.209,0.278,0.285,0.285,0.192	chrNC_037639.1	+	15834829-15835013	15834838-15835013	15834553-15834600
677	LOC100578156	NA	4.02685181791e-05	0.000155214744821581	0.054	0.98,0.923,0.961,0.984	0.891,0.937,0.932,0.833,0.946	chrNC_037642.1	+	9818809-9820404	9819060-9820404	9818116-9818659
678	LOC411276	NA	0.295525024742	0.470818759936842	0.007	1,0.942,0.851,0.959	0.878,0.945,0.901,0.969,0.961	chrNC_037645.1	+	8293633-8294490	8293654-8294490	8293191-8293494
679	LOC410273	NA	0.00139411263699	0.00399882414559127	0.14	0.182,0.044,0.418,0.27	0.035,0.073,0.144,0.027,0.164	chrNC_037648.1	+	16095127-16095331	16095145-16095331	16094911-16095013
683	LOC410093	NA	0.707889520733	0.942579771549957	0.013	0.661,0.627,0.627,0.734	0.786,0.607,0.608,0.637,0.61	chrNC_037640.1	-	4583801-4583922	4583801-4583886	4584340-4584558
684	Cac	NA	0.146709952105	0.26182978242253	0.015	1,1,0.993,1	0.95,0.997,0.988,0.986,0.997	chrNC_037640.1	+	2492825-2492947	2492830-2492947	2492401-2492723
685	Cac	NA	0.263191306153	0.429434123928385	0.052	0.217,0.103,0,0.071	0.049,0.065,0.008,0.065,0.042	chrNC_037640.1	+	2508580-2508720	2508604-2508720	2505566-2505649
686	Cac	NA	0.536511387261	0.763779646142899	0.005	1,1,1,1	1,1,1,0.977,0.999	chrNC_037640.1	+	2522689-2522843	2522692-2522843	2522376-2522503
688	LOC725664	NA	1	1	-0.132	0.6,1,0.625,1	1,NA,1,0.879,0.875	chrNC_037640.1	-	5035507-5035977	5035507-5035579	5036844-5038055
689	LOC725664	NA	1	1	-0.195	0.429,1,0.793,1	1,NA,1,1,1	chrNC_037640.1	-	5035507-5035977	5035507-5035579	5037754-5038055
690	LOC412256	NA	4.88981077851e-10	3.60990948730438e-09	0.089	0.931,0.887,0.892,0.882	0.8,0.76,0.837,0.819,0.83	chrNC_037640.1	+	10231313-10231590	10231346-10231590	10230861-10230996
691	LOC409888	NA	0.238544022695	0.395912745283716	-0.005	0.058,0.081,0.05,0.104	0.035,0.078,0.069,0.117,0.091	chrNC_037640.1	-	2316158-2316205	2316158-2316202	2316852-2316940
692	LOC725949	NA	0.0321567463786	0.0676694148870539	-0.02	0.903,0.872,0.855,0.862	0.843,0.897,0.91,0.899,0.915	chrNC_037647.1	-	8193138-8193274	8193138-8193271	8193471-8193695
693	LOC552603	NA	0.000217775245449	0.000732787936741218	0.119	1,1,1,1	1,0.83,1,0.935,0.639	chrNC_037640.1	+	4470789-4471015	4470892-4471015	4470185-4470309
695	LOC724592	NA	1	1	-0.015	1,1,0.94,1	1,1,1,1,1	chrNC_037650.1	+	4575770-4576105	4575829-4576105	4572717-4572895
696	LOC409468	NA	0.00548240727557	0.0139093562991457	-0.197	0,0.125,0.729,0.089	0.374,0.495,0.457,0.363,0.473	chrNC_037638.1	+	5243423-5243516	5243426-5243516	5243027-5243347
697	LOC409468	NA	1.97842663396e-06	9.23265762514667e-06	-0.052	0.917,0.932,0.915,0.912	0.966,0.94,0.98,0.968,1	chrNC_037638.1	+	5244932-5245221	5244964-5245221	5243027-5243347
698	LOC409468	NA	1	1	-0.001	1,1,1,0.993	1,1,0.996,1,1	chrNC_037638.1	+	5244932-5245221	5244964-5245221	5243426-5243516
699	LOC726949	NA	0.00277459995151	0.00743746931446431	-0.056	0.611,0.661,0.672,0.695	0.776,0.693,0.727,0.679,0.705	chrNC_037641.1	-	3441632-3442488	3441632-3442452	3442728-3443593
700	LOC726949	NA	0.215441167848	0.363372057131895	0.029	0.835,0.829,0.71,0.854	0.719,0.787,0.781,0.866,0.735	chrNC_037641.1	-	3448150-3448366	3448150-3448360	3448447-3448597
701	LOC409286	NA	0.00203262017724	0.00560422420296171	0.193	0.645,0.635,0.941,0.789	0.759,0.333,0.545,0.688,0.471	chrNC_037640.1	+	1521600-1522074	1522014-1522074	1521078-1521483
702	LOC724417	NA	9.28347965057e-07	4.54419601736234e-06	0.242	1,0.906,1,1	0.825,0.747,0.991,0.616,0.492	chrNC_037647.1	+	8653833-8654168	8653995-8654168	8649318-8649992
703	LOC724417	NA	0	0	-0.132	0.774,0.808,0.847,0.838	0.941,0.956,0.935,0.957,0.954	chrNC_037647.1	+	8684239-8684531	8684242-8684531	8682205-8682378
704	LOC724417	NA	7.88481613334e-10	5.69646342039697e-09	-0.17	0.434,0.474,0.406,0.435	0.545,0.558,0.703,0.667,0.565	chrNC_037647.1	+	8684239-8684531	8684368-8684531	8682205-8682378
705	LOC724417	NA	5.09111386382e-09	3.29095446412479e-08	-0.166	0.382,0.403,0.312,0.343	0.473,0.462,0.624,0.58,0.489	chrNC_037647.1	+	8684242-8684531	8684368-8684531	8682205-8682378
706	LOC724417	NA	0.0147696302763	0.0338486352897053	0.024	1,0.92,1,0.982	0.976,0.973,0.965,0.954,0.89	chrNC_037647.1	+	8684239-8684531	8684242-8684531	8682205-8682423
707	LOC724417	NA	0.00165633175485	0.00468138954142751	-0.131	0.52,0.719,0.479,0.59	0.701,0.613,0.824,0.721,0.681	chrNC_037647.1	+	8684239-8684531	8684368-8684531	8682205-8682423
708	LOC724417	NA	0.0222573068539	0.0490532162473392	-0.108	0.503,0.711,0.444,0.579	0.663,0.553,0.79,0.68,0.652	chrNC_037647.1	+	8684242-8684531	8684368-8684531	8682205-8682423
709	LOC410031	NA	1	1	0.001	1,1,1,1	1,1,0.995,1,1	chrNC_037643.1	-	9099329-9099664	9099329-9099555	9099778-9099852
710	LOC411893	NA	1	1	0.277	NA,0.423,1,1	0.642,0.397,0.546,0.527,0.54	chrNC_037640.1	+	8139702-8140131	8139756-8140131	8138939-8139392
711	LOC552029	NA	0.842585015846	1	0.022	0.957,0.95,0.911,0.928	0.915,0.986,0.837,0.891,0.945	chrNC_037640.1	+	1077379-1077675	1077382-1077675	1077055-1077285
712	LOC552029	NA	0.586930309596	0.816624972465701	-0.008	0.925,0.954,0.988,1	0.952,0.972,0.985,0.981,0.984	chrNC_037640.1	+	1078702-1079253	1078714-1079253	1078228-1078627
717	LOC410580	NA	0.00867938196224	0.0210707008643059	0.018	0.97,0.991,0.949,0.95	0.965,0.942,0.952,0.937,0.937	chrNC_037652.1	+	8827145-8829044	8827149-8829044	8826411-8826626
718	LOC410580	NA	0.0256295428323	0.0555341016302122	-0.019	0.938,1,0.962,0.917	0.924,1,0.969,0.975,1	chrNC_037652.1	+	8827145-8829044	8827149-8829044	8826895-8826993
719	LOC410166	NA	1.96607874203e-07	1.02753283577661e-06	-0.039	0.041,0,0.027,0.026	0.055,0.122,0.033,0.057,0.046	chrNC_037649.1	+	8189576-8189792	8189588-8189792	8189200-8189378
720	LOC410166	NA	0.0707081087391	0.137646476810553	-0.029	0.956,0.787,0.814,0.849	0.894,0.853,0.92,0.857,0.878	chrNC_037649.1	+	8191944-8192056	8191947-8192056	8191765-8191840
721	LOC409556	NA	0.120665165906	0.220892464958003	0.201	0.536,0.359,0.705,0.29	0.183,0.275,0.457,0.444,0	chrNC_037640.1	-	639112-639199	639112-639182	639555-639573
722	LOC410286	NA	1.11022302463e-16	1.39526633141873e-15	0.124	0.997,0.951,0.825,0.936	0.805,0.779,0.801,0.824,0.808	chrNC_037648.1	+	16273890-16274948	16274206-16274948	16273603-16273695
723	LOC412243	NA	0.000479871682751	0.00150419174801996	0.131	0.439,0.35,0.449,0.283	0.323,0.285,0.218,0.239,0.182	chrNC_037640.1	-	12096031-12096777	12096031-12096765	12098670-12098961
724	LOC412243	NA	0	0	0.197	0.248,0.201,0.285,0.19	0.016,0.01,0,0.059,0.086	chrNC_037640.1	-	12101028-12101674	12101028-12101647	12102286-12103106
725	LOC412993	NA	1.36224365122e-13	1.38897447003639e-12	-0.451	0.183,0.451,0.587,0.387	0.805,0.838,0.926,0.721,0.973	chrNC_037641.1	+	4622293-4622449	4622382-4622449	4621745-4621842
726	LOC100577582	NA	1.07626909603e-05	4.55811770763802e-05	-0.017	1,0.969,0.956,0.993	1,1,0.984,1,1	chrNC_037645.1	-	2708623-2708829	2708623-2708797	2708915-2709017
727	LOC551168	NA	8.10294054077e-10	5.83843875764281e-09	-0.143	1,0.838,0.875,0.662	1,0.934,1,1,1	chrNC_037640.1	+	10210768-10210878	10210771-10210878	10210513-10210640
728	LOC551168	NA	0.0801650799318	0.15449789299267	-0.027	0.887,0.945,0.963,0.955	0.975,0.978,0.872,1,1	chrNC_037640.1	+	10218390-10218718	10218393-10218718	10218160-10218322
729	LOC107965692	NA	1	1	-0.056	NA,NA,0.744,1	1,0.829,1,1,0.813	chrNC_037653.1	-	3012155-3012319	3012155-3012314	3012386-3012490
730	LOC107965692	NA	0.0121200056832	0.0282312546172469	0.037	0.206,0.173,0.18,0.132	0.101,0.106,0.119,0.17,0.182	chrNC_037653.1	-	3012155-3012319	3012155-3012314	3012390-3012490
731	LOC551755	NA	4.98124095727e-06	2.21370280699729e-05	-0.026	0.039,0.023,0.054,0.038	0.018,0.093,0.09,0.064,0.057	chrNC_037640.1	-	331155-333067	331155-333051	333137-333243
732	LOC726497	NA	0.000464878082103	0.0014605820672585	-0.036	0.879,0.933,0.876,0.952	0.945,0.962,0.916,0.966,0.94	chrNC_037642.1	-	9705870-9706347	9705870-9706329	9706426-9706925
