GO.ID	Term	Annotated	Significant	Expected	Rank in weight_fisher	weight_ks	weight_fisher	weight_ks_adjusted	weight_fisher_adjusted
GO:0046474	glycerophospholipid biosynthetic process	71	4	13.4	302	0.20025	0.97753	0.707860465116279	1
GO:0006400	tRNA modification	53	5	10	303	0.11999	0.98134	0.636226046511628	1
GO:0034622	cellular protein-containing complex asse...	272	29	51.33	304	0.02771	0.98172	0.315752195121951	1
GO:0046467	membrane lipid biosynthetic process	69	7	13.02	305	0.19817	0.98423	0.707476875	1
GO:0007264	small GTPase mediated signal transductio...	70	7	13.21	306	0.01221	0.98614	0.23199	1
GO:0008033	tRNA processing	74	6	13.96	307	0.00255	0.98798	0.114414545454545	1
GO:0006397	mRNA processing	178	15	33.59	308	0.00663	0.99029	0.16796	1
GO:0051668	localization within membrane	105	10	19.82	309	0.1673	0.99034	0.67576778761062	1
GO:0043543	protein acylation	59	5	11.13	310	0.0946	0.99213	0.582940540540541	1
GO:0051258	protein polymerization	51	4	9.62	311	0.11449	0.99216	0.620481882352941	1
GO:0043161	proteasome-mediated ubiquitin-dependent ...	133	15	25.1	312	0.04031	0.99392	0.406533913043478	1
GO:0006364	rRNA processing	120	13	22.65	313	0.16659	0.99439	0.67576778761062	1
GO:0051640	organelle localization	77	7	14.53	314	0.05986	0.99453	0.446438709677419	1
GO:0016192	vesicle-mediated transport	316	18	59.63	315	0.19848	0.99454	0.707476875	1
GO:0022411	cellular component disassembly	70	6	13.21	316	0.04427	0.99503	0.409148235294118	1
GO:0022618	ribonucleoprotein complex assembly	81	7	15.29	317	0.04503	0.99686	0.409148235294118	1
GO:0070925	organelle assembly	220	49	41.52	318	0.1834	0.99698	0.697303140495868	1
GO:0006897	endocytosis	59	4	11.13	319	0.14339	0.99782	0.660509090909091	1
GO:0051336	regulation of hydrolase activity	68	5	12.83	320	0.00461	0.99798	0.149264	1
GO:0006366	transcription by RNA polymerase II	607	145	114.55	321	0.00324	0.99815	0.12312	1
GO:0006661	phosphatidylinositol biosynthetic proces...	53	3	10	322	0.05822	0.9987	0.442472	1
GO:0042274	ribosomal small subunit biogenesis	53	3	10	323	0.13325	0.9987	0.658704	1
GO:0046907	intracellular transport	428	35	80.77	324	0.49944	0.99871	0.992191129707113	1
GO:0006886	intracellular protein transport	228	20	43.03	325	0.00387	0.99893	0.135747692307692	1
GO:0006399	tRNA metabolic process	118	8	22.27	326	0.09104	0.99897	0.569625205479452	1
GO:0042254	ribosome biogenesis	174	15	32.84	327	0.00238	0.999	0.114414545454545	1
GO:0006914	autophagy	68	4	12.83	328	0.01696	0.99951	0.275015172413793	1
GO:1901137	carbohydrate derivative biosynthetic pro...	218	27	41.14	329	0.0229	0.99965	0.290066666666667	1
GO:0010243	response to organonitrogen compound	61	3	11.51	330	0.01749	0.99969	0.275015172413793	1
GO:0000398	mRNA splicing, via spliceosome	129	11	24.34	331	0.05405	0.9997	0.424944827586207	1
GO:0007034	vacuolar transport	51	2	9.62	332	0.04576	0.99971	0.409148235294118	1
GO:0006605	protein targeting	81	5	15.29	333	0.05041	0.99975	0.416914285714286	1
GO:0090150	establishment of protein localization to...	53	2	10	334	0.04348	0.9998	0.409148235294118	1
GO:0034976	response to endoplasmic reticulum stress	53	2	10	335	0.01047	0.9998	0.227348571428571	1
GO:0010256	endomembrane system organization	77	4	14.53	336	0.00491	0.9999	0.149264	1
GO:0016050	vesicle organization	61	2	11.51	337	0.01032	0.99996	0.227348571428571	1
GO:0034645	cellular macromolecule biosynthetic proc...	1347	244	254.2	338	0.7665	0.99998	1	1
GO:0016197	endosomal transport	66	2	12.46	339	0.00137	0.99998	0.0892457142857143	1
GO:0042157	lipoprotein metabolic process	58	1	10.95	340	0.78452	0.99999	1	1
GO:0006464	cellular protein modification process	837	123	157.96	341	0.18503	1	0.697303140495868	1
GO:0061024	membrane organization	117	5	22.08	342	0.00606	1	0.16796	1
GO:0007005	mitochondrion organization	125	5	23.59	343	0.00214	1	0.114414545454545	1
GO:0048193	Golgi vesicle transport	107	1	20.19	344	0.01813	1	0.275576	1
GO:0006412	translation	292	25	55.11	345	1.7e-05	1	0.002584	1
GO:0042158	lipoprotein biosynthetic process	52	0	9.81	346	1	1	1	1
GO:0051716	cellular response to stimulus	991	185	187.02	347	1	1	1	1
GO:0045333	cellular respiration	73	13	13.78	348	0.33009	1	0.855233181818182	1
GO:0031324	negative regulation of cellular metaboli...	162	36	30.57	349	0.02839	1	0.315752195121951	1
GO:0031326	regulation of cellular biosynthetic proc...	825	202	155.69	350	0.76231	1	1	1
GO:0031327	negative regulation of cellular biosynth...	122	30	23.02	351	0.03438	1	0.356301818181818	1
GO:0099537	trans-synaptic signaling	98	28	18.49	352	1	1	1	1
GO:0030163	protein catabolic process	232	15	43.78	353	0.15287	1	0.674054857142857	1
GO:0006511	ubiquitin-dependent protein catabolic pr...	189	15	35.67	354	7.6e-06	1	0.0017328	1
GO:0043043	peptide biosynthetic process	297	25	56.05	355	0.0512	1	0.416914285714286	1
GO:0051603	proteolysis involved in cellular protein...	220	15	41.52	356	0.00031	1	0.028272	1
GO:1902680	positive regulation of RNA biosynthetic ...	116	28	21.89	357	1	1	1	1
GO:0045184	establishment of protein localization	272	24	51.33	358	0.74739	1	1	1
GO:0009259	ribonucleotide metabolic process	110	26	20.76	359	0.472	1	0.990937297297297	1
GO:0030029	actin filament-based process	114	26	21.51	360	1	1	1	1
GO:0070085	glycosylation	72	8	13.59	361	1	1	1	1
GO:0000375	RNA splicing, via transesterification re...	129	11	24.34	362	1	1	1	1
GO:1902679	negative regulation of RNA biosynthetic ...	74	18	13.96	363	1	1	1	1
GO:0000377	RNA splicing, via transesterification re...	129	11	24.34	364	1	1	1	1
GO:0009890	negative regulation of biosynthetic proc...	123	30	23.21	365	0.21926	1	0.719298992805755	1
GO:0009891	positive regulation of biosynthetic proc...	134	31	25.29	366	1	1	1	1
GO:0009892	negative regulation of metabolic process	213	45	40.2	367	1	1	1	1
GO:0009893	positive regulation of metabolic process	263	53	49.63	368	1	1	1	1
GO:0009894	regulation of catabolic process	80	10	15.1	369	0.24648	1	0.754328053691275	1
GO:0023057	negative regulation of signaling	52	8	9.81	370	0.51601	1	0.992191129707113	1
GO:0008219	cell death	66	7	12.46	371	0.27891	1	0.773167228915663	1
GO:0030030	cell projection organization	195	54	36.8	372	0.21071	1	0.717042985074627	1
GO:0051252	regulation of RNA metabolic process	797	193	150.41	373	0.56199	1	1	1
GO:0051253	negative regulation of RNA metabolic pro...	82	18	15.47	374	0.17592	1	0.685636923076923	1
GO:0050896	response to stimulus	1212	240	228.72	375	0.31814	1	0.843440930232558	1
GO:0090304	nucleic acid metabolic process	1539	281	290.43	376	0.83545	1	1	1
GO:0045935	positive regulation of nucleobase-contai...	145	33	27.36	377	0.37096	1	0.895014603174603	1
GO:0071826	ribonucleoprotein complex subunit organi...	85	7	16.04	378	0.74095	1	1	1
GO:0019220	regulation of phosphate metabolic proces...	90	14	16.98	379	0.16146	1	0.67576778761062	1
GO:0019222	regulation of metabolic process	1110	250	209.47	380	0.15475	1	0.674054857142857	1
GO:0019538	protein metabolic process	1492	200	281.56	381	0.50658	1	0.992191129707113	1
GO:0012501	programmed cell death	65	7	12.27	382	1	1	1	1
GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	57	0	10.76	383	0.0011	1	0.0836	1
GO:0043632	modification-dependent macromolecule cat...	200	15	37.74	384	0.11566	1	0.620481882352941	1
GO:0071840	cellular component organization or bioge...	1310	222	247.22	385	1	1	1	1
GO:0009059	macromolecule biosynthetic process	1351	244	254.96	386	0.55476	1	1	1
GO:0006873	cellular ion homeostasis	66	11	12.46	387	1	1	1	1
GO:0006163	purine nucleotide metabolic process	107	25	20.19	388	0.67107	1	1	1
GO:0006164	purine nucleotide biosynthetic process	69	14	13.02	389	0.33514	1	0.858560898876405	1
GO:0097659	nucleic acid-templated transcription	827	194	156.07	390	1	1	1	1
GO:0016053	organic acid biosynthetic process	81	21	15.29	391	1	1	1	1
GO:0008150	biological_process	6168	1164	1164	392	1	1	1	1
GO:0016054	organic acid catabolic process	67	18	12.64	393	0.82856	1	1	1
GO:0008152	metabolic process	3796	660	716.37	394	0.3561	1	0.87301935483871	1
GO:0098916	anterograde trans-synaptic signaling	98	28	18.49	395	1	1	1	1
GO:0051248	negative regulation of protein metabolic...	68	16	12.83	396	0.28146	1	0.773167228915663	1
GO:0007017	microtubule-based process	248	73	46.8	397	0.46622	1	0.989223069767442	1
GO:0016070	RNA metabolic process	1344	243	253.63	398	0.52815	1	0.999321161825726	1
GO:0016072	rRNA metabolic process	126	13	23.78	399	0.09844	1	0.59622	1
GO:0051234	establishment of localization	1128	198	212.87	400	1	1	1	1
GO:0046488	phosphatidylinositol metabolic process	67	3	12.64	401	0.01559	1	0.273424615384615	1
GO:0007049	cell cycle	261	72	49.25	402	0.85796	1	1	1
GO:0009987	cellular process	5549	999	1047.18	403	0.04755	1	0.416914285714286	1
GO:0006793	phosphorus metabolic process	664	129	125.31	404	0.48243	1	0.990937297297297	1
GO:0019693	ribose phosphate metabolic process	113	26	21.32	405	0.24843	1	0.7552272	1
GO:0043413	macromolecule glycosylation	72	8	13.59	406	1	1	1	1
GO:0015980	energy derivation by oxidation of organi...	84	13	15.85	407	0.1779	1	0.687477966101695	1
GO:0070647	protein modification by small protein co...	201	24	37.93	408	1	1	1	1
GO:0022008	neurogenesis	113	35	21.32	409	0.02097	1	0.281244705882353	1
GO:0044265	cellular macromolecule catabolic process	299	23	56.43	410	0.24145	1	0.754117808219178	1
GO:0044267	cellular protein metabolic process	1283	155	242.12	411	0.01128	1	0.231568695652174	1
GO:0051169	nuclear transport	79	13	14.91	412	1	1	1	1
GO:0022610	biological adhesion	95	24	17.93	413	1	1	1	1
GO:0034470	ncRNA processing	214	19	40.39	414	0.01168	1	0.231568695652174	1
GO:0022613	ribonucleoprotein complex biogenesis	222	20	41.89	415	1	1	1	1
GO:0044257	cellular protein catabolic process	221	15	41.71	416	0.16333	1	0.67576778761062	1
GO:0061919	process utilizing autophagic mechanism	68	4	12.83	417	1	1	1	1
GO:0050790	regulation of catalytic activity	144	21	27.18	418	0.16986	1	0.677536695652174	1
GO:0046390	ribose phosphate biosynthetic process	74	15	13.96	419	0.48212	1	0.990937297297297	1
GO:0009117	nucleotide metabolic process	132	29	24.91	420	0.24087	1	0.754117808219178	1
GO:0010498	proteasomal protein catabolic process	142	15	26.8	421	0.19854	1	0.707476875	1
GO:0006497	protein lipidation	52	0	9.81	422	0.00633	1	0.16796	1
GO:2001141	regulation of RNA biosynthetic process	738	186	139.27	423	1	1	1	1
GO:0051171	regulation of nitrogen compound metaboli...	972	226	183.43	424	0.87198	1	1	1
GO:0051172	negative regulation of nitrogen compound...	151	35	28.5	425	1	1	1	1
GO:0051173	positive regulation of nitrogen compound...	221	46	41.71	426	0.4632	1	0.989223069767442	1
GO:0051174	regulation of phosphorus metabolic proce...	90	14	16.98	427	1	1	1	1
GO:0048285	organelle fission	84	24	15.85	428	0.1584	1	0.67576778761062	1
GO:0000725	recombinational repair	53	10	10	429	0.19859	1	0.707476875	1
GO:0065007	biological regulation	2162	461	408	430	1	1	1	1
GO:0010648	negative regulation of cell communicatio...	52	8	9.81	431	0.51601	1	0.992191129707113	1
GO:0019941	modification-dependent protein catabolic...	195	15	36.8	432	0.46858	1	0.989224444444444	1
GO:0032268	regulation of cellular protein metabolic...	177	33	33.4	433	0.16746	1	0.67576778761062	1
GO:0050801	ion homeostasis	83	15	15.66	434	0.83389	1	1	1
GO:1903506	regulation of nucleic acid-templated tra...	738	186	139.27	435	1	1	1	1
GO:1903507	negative regulation of nucleic acid-temp...	74	18	13.96	436	1	1	1	1
GO:1903508	positive regulation of nucleic acid-temp...	116	28	21.89	437	1	1	1	1
GO:0032259	methylation	90	10	16.98	438	0.49476	1	0.992191129707113	1
GO:0009593	detection of chemical stimulus	142	29	26.8	439	1	1	1	1
GO:0051674	localization of cell	71	11	13.4	440	1	1	1	1
GO:0044249	cellular biosynthetic process	1680	303	317.04	441	0.13243	1	0.658704	1
GO:0120031	plasma membrane bounded cell projection ...	119	32	22.46	442	0.07408	1	0.504186268656716	1
GO:0048869	cellular developmental process	218	63	41.14	443	1	1	1	1
GO:0120036	plasma membrane bounded cell projection ...	192	53	36.23	444	0.15521	1	0.674054857142857	1
GO:0009719	response to endogenous stimulus	60	13	11.32	445	0.79585	1	1	1
GO:0010604	positive regulation of macromolecule met...	228	46	43.03	446	0.02039	1	0.281244705882353	1
GO:0050906	detection of stimulus involved in sensor...	142	29	26.8	447	1	1	1	1
GO:0050907	detection of chemical stimulus involved ...	142	29	26.8	448	0.84332	1	1	1
GO:0072521	purine-containing compound metabolic pro...	117	25	22.08	449	0.52003	1	0.992191129707113	1
GO:0071704	organic substance metabolic process	3619	637	682.96	450	0.25567	1	0.763285161290323	1
GO:0072522	purine-containing compound biosynthetic ...	75	14	14.15	451	0.07938	1	0.524598260869565	1
GO:0044085	cellular component biogenesis	654	98	123.42	452	0.54963	1	1	1
GO:0010556	regulation of macromolecule biosynthetic...	819	202	154.56	453	0.35318	1	0.87301935483871	1
GO:0051641	cellular localization	561	57	105.87	454	0.48039	1	0.990937297297297	1
GO:0010558	negative regulation of macromolecule bio...	118	30	22.27	455	1	1	1	1
GO:1901698	response to nitrogen compound	63	3	11.89	456	0.20709	1	0.717042985074627	1
